"Code","Term","Type: SNOMED-CT","Version: 6","Last Modified: 20/09/2024","VarName:  _learning","Source: https://www.qresearch.org/qcode-group-library/"
"205652000","Trisomy 11 (disorder)"
"205653005","Trisomy 12 (disorder)"
"205655003","Trisomy 22 (disorder)"
"205657006","Whole chromosome trisomy, mosaicism (disorder)"
"205660004","Partial trisomy syndromes (disorder)"
"205661000","Major partial trisomy (disorder)"
"205662007","Minor partial trisomy (disorder)"
"205824006","Noonan's syndrome (disorder)"
"21111006","Complete trisomy 13 syndrome (disorder)"
"21634003","Borjeson-Forssman-Lehmann syndrome (disorder)"
"228141003","Child with special educational needs (finding)"
"228142005","Special educational needs (finding)"
"232059000","Laurence-Moon syndrome (disorder)"
"234146006","Hennekam lymphangiectasia-lymphedema syndrome (disorder)"
"236529001","Prune belly syndrome with pulmonic stenosis, intellectual disability and deafness (disorder)"
"238047006","Beta-D-mannosidosis (disorder)"
"247576004","Learning disability (finding)"
"253176002","Gillespie syndrome (disorder)"
"254266000","Partial trisomy 18 in Edward's syndrome (disorder)"
"254268004","Partial trisomy 13 in Patau's syndrome (disorder)"
"254269007","Whole chromosome trisomy meiotic nondisjunction (disorder)"
"2593002","Dubowitz's syndrome (disorder)"
"26445008","Cat eye syndrome (disorder)"
"270521004","Trisomy and partial trisomy of autosome (disorder)"
"302141000","Finding relating to special educational needs (finding)"
"31216003","Profound intellectual disability (disorder)"
"312621002","Provision of special educational needs nursery (procedure)"
"33982008","Hyperphosphatasemia with intellectual disability (disorder)"
"35111009","Trisomy X syndrome (disorder)"
"35691006","Combined deficiency of sialidase AND beta galactosidase (disorder)"
"364700005","Details of special educational needs (observable entity)"
"366823000","Statement of special educational needs (record artifact)"
"366903002","Statement of special educational needs (record artifact)"
"367332004","Learning disability (disorder)"
"389991004","Learning disability (disorder)"
"401315004","Smith-Magenis syndrome (disorder)"
"40354009","De Lange syndrome (disorder)"
"403554008","Oculocerebrocutaneous syndrome (disorder)"
"40700009","Severe intellectual disability (disorder)"
"412787009","Intellectual disability, congenital heart disease, blepharophimosis, blepharoptosis and hypoplastic teeth (disorder)"
"416075005","On learning disability register (finding)"
"422437002","X-linked intellectual disability with marfanoid habitus (disorder)"
"442511009","Progressive encephalopathy with edema, hypsarrhythmia and optic atrophy syndrome (disorder)"
"49024004","4p partial trisomy syndrome (disorder)"
"508171000000105","Severe learning disability (disorder)"
"508191000000109","Moderate learning disability (disorder)"
"510121000000105","Moderate learning disability"
"510131000000107","Severe learning disability"
"51500006","Complete trisomy 18 syndrome (disorder)"
"526341000000108","Profound learning disability (disorder)"
"548004","13p partial trisomy syndrome (disorder)"
"5619004","Bardet-Biedl syndrome (disorder)"
"56604005","Cohen syndrome (disorder)"
"57917004","Seckel syndrome (disorder)"
"59252009","de Barsey syndrome (disorder)"
"61152003","Moderate intellectual disability (disorder)"
"613003","Fragile X syndrome (disorder)"
"65327002","Mucopolysaccharidosis type I-H (disorder)"
"66758006","Acrodysostosis (disorder)"
"68618008","Rett syndrome (disorder)"
"699297004","Blepharophimosis-intellectual disability syndrome Maat-Kievit-Brunner type (disorder)"
"699298009","Blepharophimosis, intellectual disability syndrome, Say-Barber-Biesecker-Young-Simpson type (disorder)"
"699669001","Renpenning syndrome (disorder)"
"70173007","5p partial monosomy syndrome (disorder)"
"702327009","Monocarboxylate transporter 8 deficiency (disorder)"
"702344008","Pitt-Hopkins syndrome (disorder)"
"702356009","X-linked intellectual disability-psychosis-macroorchidism syndrome (disorder)"
"702357000","Chromosome 2q37 deletion syndrome (disorder)"
"702412005","X-linked intellectual deficit-dystonia-dysarthria syndrome (disorder)"
"702416008","X-linked intellectual disability Snyder type (disorder)"
"702816000","Methyl-cytosine phosphate guanine binding protein-2 duplication syndrome (disorder)"
"70324008","15q partial trisomy syndrome (disorder)"
"703389002","Calcium/calmodulin-dependent serine protein kinase related intellectual disability (disorder)"
"703526007","Progressive epilepsy-intellectual disability syndrome Finnish type (disorder)"
"703535000","Mowat-Wilson syndrome (disorder)"
"709361000000109","Profound learning disability"
"715342005","Alpha thalassemia X-linked intellectual disability syndrome (disorder)"
"715409005","Trigonocephaly C syndrome (disorder)"
"715428003","Skeletal dysplasia with epilepsy and short stature syndrome (disorder)"
"715628009","Intellectual disability, truncal obesity, retinal dystrophy and micropenis syndrome (disorder)"
"715989002","Congenital cataract with intellectual disability and anal atresia and urinary defect syndrome (disorder)"
"716024001","Goniodysgenesis with intellectual disability and short stature syndrome (disorder)"
"716089008","Craniofacial digital and genital anomalies syndrome (disorder)"
"716096005","Hypospadias and intellectual disability syndrome Goldblatt type (disorder)"
"716112005","Microcephaly with deafness and intellectual disability syndrome (disorder)"
"716191002","Alopecia and intellectual disability syndrome (disorder)"
"716334004","Intellectual disability and short stature with hand contracture and genital anomaly syndrome (disorder)"
"716683005","17q21.31 microduplication syndrome (disorder)"
"716709002","FRAXE intellectual disability syndrome (disorder)"
"716996008","Hypoplasia of corpus callosum, intellectual disability, adducted thumbs, spasticity, hydrocephalus syndrome (disorder)"
"717157006","Trisomy 10p (disorder)"
"717223008","X-linked epilepsy with learning disability and behavior disorder syndrome (disorder)"
"717763008","Chudley Lowry Hoar syndrome (disorder)"
"717822006","Goldberg Shprintzen megacolon syndrome (disorder)"
"717887003","Biemond syndrome type 2 (disorder)"
"717945001","Brain anomaly, severe intellectual disability, ectodermal dysplasia, skeletal deformity, ear anomaly, kidney dysplasia syndrome (disorder)"
"718226002","Wolf Hirschhorn syndrome (disorder)"
"718573009","Achalasia microcephaly syndrome (disorder)"
"718577005","X-linked intellectual disability Atkin type (disorder)"
"718680001","Oro-facial digital syndrome type 9 (disorder)"
"718681002","Oro-facial digital syndrome type 11 (disorder)"
"718766002","Spondyloepiphyseal dysplasia, craniosynostosis, cleft palate, cataract and intellectual disability syndrome (disorder)"
"718846001","X-linked intellectual disability Zorick type (disorder)"
"718848000","Fried syndrome (disorder)"
"718897009","X-linked intellectual disability Seemanova type (disorder)"
"718900002","Syndromic X-linked intellectual disability type 11 (disorder)"
"718905007","X-linked intellectual disability Shrimpton type (disorder)"
"718908009","X-linked intellectual disability Siderius type (disorder)"
"718909001","X-linked intellectual disability Stevenson type (disorder)"
"718910006","X-linked intellectual disability Stocco Dos Santos type (disorder)"
"718911005","X-linked intellectual disability Stoll type (disorder)"
"718912003","X-linked intellectual disability Turner type (disorder)"
"718914002","X-linked intellectual disability Van Esch type (disorder)"
"719009006","X-linked intellectual disability Wilson type (disorder)"
"719010001","X-linked intellectual disability Schimke type (disorder)"
"719011002","X-linked intellectual disability Pai type (disorder)"
"719012009","X-linked intellectual disability Miles Carpenter type (disorder)"
"719013004","X-linked intellectual disability Cilliers type (disorder)"
"719016007","X-linked intellectual disability Cantagrel type (disorder)"
"719017003","X-linked intellectual disability Armfield type (disorder)"
"719018008","X-linked intellectual disability Abidi type (disorder)"
"719020006","Pallister W syndrome (disorder)"
"719069008","Shprintzen Goldberg craniosynostosis syndrome (disorder)"
"719097002","Branchioskeletogenital syndrome (disorder)"
"719136005","X-linked intellectual disability with cerebellar hypoplasia syndrome (disorder)"
"719137001","X-linked intellectual disability with corpus callosum agenesis and spastic quadriparesis syndrome (disorder)"
"719138006","X-linked intellectual disability with cubitus valgus and dysmorphism syndrome (disorder)"
"719139003","X-linked Dandy-Walker malformation with intellectual disability, basal ganglia disease and seizure syndrome (disorder)"
"719140001","X-linked intellectual disability with dysmorphism and cerebral atrophy syndrome (disorder)"
"719155005","X-linked intellectual disability and epilepsy with progressive joint contracture and facial dysmorphism syndrome (disorder)"
"719157002","X-linked intellectual disability and hypotonia with facial dysmorphism and aggressive behavior syndrome (disorder)"
"719160009","Syndromic X-linked intellectual disability type 7 (disorder)"
"719162001","Radioulnar synostosis with microcephaly and scoliosis syndrome (disorder)"
"719202006","Spondyloepiphyseal dysplasia tarda Kohn type (disorder)"
"719212004","Smith Fineman Myers syndrome (disorder)"
"719378009","Microcephalus with brachydactyly and kyphoscoliosis syndrome (disorder)"
"719380003","Microcephalus cardiomyopathy syndrome (disorder)"
"719396000","Microcephalus and intellectual disability with phalangeal and neurological anomaly syndrome (disorder)"
"719427001","15q11q13 microduplication syndrome (disorder)"
"719450007","Disorder of sex development with intellectual disability syndrome (disorder)"
"719578005","16p13.11 microduplication syndrome (disorder)"
"719582007","17p13.3 microduplication syndrome (disorder)"
"719583002","17q11.2 microduplication syndrome (disorder)"
"719599008","19q13.11 microdeletion syndrome (disorder)"
"719665003","5q35 microduplication syndrome (disorder)"
"719684000","8q12 microduplication syndrome (disorder)"
"719800009","Deafness, onychodystrophy, osteodystrophy, intellectual disability syndrome (disorder)"
"719808002","Chromosome Xp11.3 microdeletion syndrome (disorder)"
"719810000","X-linked intellectual disability with seizure and psoriasis syndrome (disorder)"
"719811001","X-linked intellectual disability Cabezas type (disorder)"
"719812008","X-linked intellectual disability with plagiocephaly syndrome (disorder)"
"719834005","Wilson Turner syndrome (disorder)"
"719842006","Congenital hypoplasia of ulna and intellectual disability syndrome (disorder)"
"719909009","Chromosome Xq28 trisomy (disorder)"
"719947004","Craniofacial dysmorphism with coloboma of eye and corpus callosum agenesis syndrome (disorder)"
"720401009","Cystic fibrosis with gastritis and megaloblastic anemia syndrome (disorder)"
"720468000","Aniridia and intellectual disability syndrome (disorder)"
"720501007","Arachnodactyly with abnormal ossification and intellectual disability syndrome (disorder)"
"720517001","Ataxia with deafness and intellectual disability syndrome (disorder)"
"720523006","Autosomal recessive limb girdle muscular dystrophy type 2K (disorder)"
"720635002","Cerebro-facio-thoracic dysplasia (disorder)"
"720639008","Coloboma, congenital heart disease, ichthyosiform dermatosis, intellectual disability ear anomaly syndrome (disorder)"
"720746006","Contracture with ectodermal dysplasia and orofacial cleft syndrome (disorder)"
"720748007","Aural atresia with multiple congenital anomalies and intellectual disability syndrome (disorder)"
"720954000","Filippi syndrome (disorder)"
"720955004","Fine Lubinsky syndrome (disorder)"
"720957007","Deafness with skeletal dysplasia and lip granuloma syndrome (disorder)"
"720979002","Alopecia, contracture, dwarfism, intellectual disability syndrome (disorder)"
"720981000","Alopecia and intellectual disability with hypergonadotropic hypogonadism syndrome (disorder)"
"720982007","Alport syndrome, intellectual disability, midface hypoplasia, elliptocytosis syndrome (disorder)"
"721007005","Hair defect with photosensitivity and intellectual disability syndrome (disorder)"
"721008000","Hall Riggs syndrome (disorder)"
"721017000","Postaxial polydactyly and intellectual disability syndrome (disorder)"
"721073008","Short stature with webbed neck and congenital heart disease syndrome (disorder)"
"721087008","Deafness and intellectual disability Martin Probst type syndrome (disorder)"
"721089006","Dentinogenesis imperfecta, short stature, hearing loss, intellectual disability syndrome (disorder)"
"721146009","Intellectual disability, epilepsy, bulbous nose syndrome (disorder)"
"721207002","Seizure, sensorineural deafness, ataxia, intellectual disability, electrolyte imbalance syndrome (disorder)"
"721208007","Ectodermal dysplasia with blindness syndrome (disorder)"
"721224008","Holmes Gang syndrome (disorder)"
"721875000","Juberg Marsidi syndrome (disorder)"
"721973006","Lipodystrophy, intellectual disability, deafness syndrome (disorder)"
"721974000","Lowry MacLean syndrome (disorder)"
"722002002","Intellectual disability, balding, patella luxation, acromicria syndrome (disorder)"
"722003007","Intellectual disability with cataract and kyphosis syndrome (disorder)"
"722031003","Kapur Toriello syndrome (disorder)"
"722033000","Macrocephaly, short stature, paraplegia syndrome (disorder)"
"722035007","Intellectual disability, enteropathy, deafness, peripheral neuropathy, ichthyosis, keratoderma syndrome (disorder)"
"722037004","Intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, obesity syndrome (disorder)"
"722055008","Oculopalatocerebral syndrome (disorder)"
"722065002","Okamoto syndrome (disorder)"
"722110003","Osteogenesis imperfecta, retinopathy, seizures, intellectual disability syndrome (disorder)"
"722111004","Osteopenia, myopia, hearing loss, intellectual disability, facial dysmorphism syndrome (disorder)"
"722209002","Spastic paraplegia, intellectual disability, palmoplantar hyperkeratosis syndrome (disorder)"
"722213009","Severe X-linked intellectual disability Gustavson type (disorder)"
"722281001","Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome (disorder)"
"722282008","Agenesis of corpus callosum, intellectual disability, coloboma, micrognathia syndrome (disorder)"
"722379001","Congenital cataract with hypertrichosis and intellectual disability syndrome (disorder)"
"722380003","Congenital cataract with intellectual disability and hypogonadotropic hypogonadism syndrome (disorder)"
"722454003","Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome (disorder)"
"722455002","Intellectual disability, hypoplastic corpus callosum, preauricular tag syndrome (disorder)"
"722456001","Intellectual disability, developmental delay, contracture syndrome (disorder)"
"722459008","Male hypergonadotropic hypogonadism, intellectual disability, skeletal anomaly syndrome (disorder)"
"722478008","Skeletal dysplasia with intellectual disability syndrome (disorder)"
"723304001","Microcephaly, seizure, intellectual disability, heart disease syndrome (disorder)"
"723332005","Isodicentric chromosome 15 syndrome (disorder)"
"723333000","Faciocardiorenal syndrome (disorder)"
"723336008","Fallot complex with intellectual disability and growth delay syndrome (disorder)"
"723365002","Hypotrichosis and intellectual disability syndrome Lopes type (disorder)"
"723403008","Microbrachycephaly, ptosis, cleft lip syndrome (disorder)"
"723441001","Non-progressive cerebellar ataxia with intellectual disability (disorder)"
"723501008","Renier Gabreels Jasper syndrome (disorder)"
"723504000","Ramos Arroyo syndrome (disorder)"
"723621000","Spastic tetraplegia, retinitis pigmentosa, intellectual disability syndrome (disorder)"
"723676007","Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome (disorder)"
"723994004","Seizures and intellectual disability due to hydroxylysinuria syndrome (disorder)"
"724001005","Retinitis pigmentosa, intellectual disability, deafness, hypogenitalism syndrome (disorder)"
"724137002","Macrocephaly, obesity, mental disability, ocular abnormality syndrome (disorder)"
"724207001","Kleefstra syndrome (disorder)"
"724228005","Infantile choroidocerebral calcification syndrome (disorder)"
"725140007","Temple Baraitser syndrome (disorder)"
"725163002","X-linked spasticity, intellectual disability, epilepsy syndrome (disorder)"
"725289009","5-amino-4-imidazole carboxamide ribosiduria (disorder)"
"725589005","Bullous dystrophy macular type (disorder)"
"725906006","Intellectual disability Buenos Aires type (disorder)"
"725908007","Neurofaciodigitorenal syndrome (disorder)"
"725912001","X-linked intellectual disability Brooks type (disorder)"
"726031001","Cerebellar ataxia, intellectual disability, optic atrophy, skin abnormalities syndrome (disorder)"
"726341009","Partial trisomy of chromosome 3 (disorder)"
"726670008","Weaver Williams syndrome (disorder)"
"726672000","Short stature, unique facies, enamel hypoplasia, progressive joint stiffness, high-pitched voice syndrome (disorder)"
"726706008","4p16.3 microduplication syndrome (disorder)"
"726707004","7q11.23 microduplication syndrome (disorder)"
"726709001","Intellectual disability, cataract, calcified pinna, myopathy syndrome (disorder)"
"726727003","X-linked intellectual disability Hedera type (disorder)"
"726732002","X-linked intellectual disability Nascimento type (disorder)"
"73035005","10q partial trisomy syndrome (disorder)"
"732246009","X-linked intellectual disability, limb spasticity, retinal dystrophy, arginine vasopressin deficiency (disorder)"
"732251003","Cortical blindness, intellectual disability, polydactyly syndrome (disorder)"
"732954002","Osteopenia, intellectual disability, sparse hair syndrome (disorder)"
"732961003","Branchial dysplasia, intellectual disability, inguinal hernia syndrome (disorder)"
"733031004","Epilepsy, microcephaly, skeletal dysplasia syndrome (disorder)"
"733032006","Epilepsy telangiectasia syndrome (disorder)"
"733049004","Encephalopathy, intracerebral calcification, retinal degeneration syndrome (disorder)"
"733072002","Alaninuria, microcephaly, dwarfism, enamel hypoplasia, diabetes mellitus syndrome (disorder)"
"733086003","Pseudoprogeria syndrome (disorder)"
"733088002","Preaxial polydactyly, colobomata, intellectual disability syndrome (disorder)"
"733090001","Microcephalus, digital anomaly, intellectual disability syndrome (disorder)"
"733097003","Ichthyosis, intellectual disability, dwarfism, renal impairment syndrome (disorder)"
"733110004","Van den Bosch syndrome (disorder)"
"733117001","Thumb stiffness, brachydactyly, intellectual disability syndrome (disorder)"
"733417008","Facial dysmorphism, macrocephaly, myopia, Dandy-Walker malformation syndrome (disorder)"
"733419006","Metaphyseal dysostosis, intellectual disability, conductive deafness syndrome (disorder)"
"733455003","Spastic paraplegia, glaucoma, intellectual disability syndrome (disorder)"
"733472005","Microcephalus, glomerulonephritis, marfanoid habitus syndrome (disorder)"
"733473000","16p13.3 microduplication syndrome (disorder)"
"733518000","16p11.2p12.2 microduplication syndrome (disorder)"
"733522005","Megalocornea with intellectual disability syndrome (disorder)"
"734016004","17p11.2 microduplication syndrome (disorder)"
"734017008","Ectodermal dysplasia, intellectual disability, central nervous system malformation syndrome (disorder)"
"734349003","Alpha-thalassemia intellectual disability syndrome linked to chromosome 16 (disorder)"
"74263009","Carpenter syndrome (disorder)"
"74350000","Complete trisomy 9 syndrome (disorder)"
"763061004","20q11.2 microduplication syndrome (disorder)"
"763136000","Charcot-Marie-Tooth disease, deafness, intellectual disability syndrome (disorder)"
"763186006","Grubben, De Cock, Borghgraef syndrome (disorder)"
"763320005","Craniofaciofrontodigital syndrome (disorder)"
"763350002","Intellectual disability, obesity, brain malformation, facial dysmorphism syndrome (disorder)"
"763404001","Ichthyosis, alopecia, eclabion, ectropion, intellectual disability syndrome (disorder)"
"763615003","Aortic arch anomaly, facial dysmorphism, intellectual disability syndrome (disorder)"
"763618001","Wiedemann Steiner syndrome (disorder)"
"763626009","Intellectual disability due to nutritional deficiency (disorder)"
"763665007","Craniodigital syndrome and intellectual disability syndrome (disorder)"
"763722004","Hypotonia, speech impairment, severe cognitive delay syndrome (disorder)"
"763741001","Intellectual disability, alacrima, achalasia syndrome (disorder)"
"763742008","Intellectual disability, polydactyly, uncombable hair syndrome (disorder)"
"763743003","Intellectual disability, spasticity, ectrodactyly syndrome (disorder)"
"763744009","Intellectual disability, brachydactyly, Pierre Robin syndrome (disorder)"
"763745005","Intellectual disability Wolff type (disorder)"
"763773007","Macrocephaly and developmental delay syndrome (disorder)"
"763795006","Malan overgrowth syndrome (disorder)"
"763797003","Agenesis of corpus callosum and abnormal genitalia syndrome (disorder)"
"763837007","Oro-facial digital syndrome type 14 (disorder)"
"763861000","Pachygyria, intellectual disability, epilepsy syndrome (disorder)"
"764435003","17q12 microduplication syndrome (disorder)"
"764463001","Mosaic trisomy 12 syndrome (disorder)"
"764524005","Distal 22q11.2 microduplication syndrome (disorder)"
"764703002","7p22.1 microduplication syndrome (disorder)"
"764861005","Intellectual disability Birk-Barel type (disorder)"
"764950001","Cryptorchidism, arachnodactyly, intellectual disability syndrome (disorder)"
"764959000","Intellectual disability, myopathy, short stature, endocrine defect syndrome (disorder)"
"765089003","Focal epilepsy, intellectual disability, cerebro-cerebellar malformation syndrome (disorder)"
"765142003","Proximal 16p11.2 microduplication syndrome (disorder)"
"765170001","Sodium voltage-gated channel alpha subunit 8 developmental and epileptic encephalopathy (disorder)"
"765434008","Human immunodeficiency virus type I enhancer binding protein 2 related intellectual disability (disorder)"
"765471005","X-linked intellectual disability, hypogonadism, ichthyosis, obesity, short stature syndrome (disorder)"
"765761009","Brachydactyly, mesomelia, intellectual disability, heart defect syndrome (disorder)"
"766753005","Nijmegen breakage syndrome-like disorder (disorder)"
"766816008","2q23.1 microduplication syndrome (disorder)"
"766870005","Epiphyseal dysplasia, hearing loss, dysmorphism syndrome (disorder)"
"766871009","Diencephalic mesencephalic junction dysplasia (disorder)"
"768677000","Protein phosphatase 2 regulatory subunit b (b56) delta-related intellectual disability (disorder)"
"768713003","15q13.3 microduplication syndrome (disorder)"
"76880004","Angelman syndrome (disorder)"
"770401007","10q22.3q23.3 microdeletion syndrome (disorder)"
"770411000","Distal monosomy 19p13.3 (disorder)"
"770431001","Glutamate receptor, ionotropic, N-methyl-D-aspartate, subunit 2A developmental and epileptic encephalopathy (disorder)"
"770564004","Microcephalic primordial dwarfism Alazami type (disorder)"
"770566002","Monosomy 13q14 syndrome (disorder)"
"770595006","Ring chromosome 12 syndrome (disorder)"
"770663003","Tetrasomy 11q24.1 (disorder)"
"770678005","Progressive encephalopathy with edema, hypsarrhythmia, and optic atrophy-like syndrome (disorder)"
"770679002","Polyneuropathy, intellectual disability, acromicria, premature menopause syndrome (disorder)"
"770719004","3q27.3 microdeletion syndrome (disorder)"
"770750002","Intellectual disability, seizures, macrocephaly, obesity syndrome (disorder)"
"770755007","Intellectual disability, seizures, hypotonia, ophthalmologic, skeletal anomalies syndrome (disorder)"
"770793002","5p13 microduplication syndrome (disorder)"
"770794008","11p15.4 microduplication syndrome (disorder)"
"770901001","Autosomal recessive intellectual disability, motor dysfunction, multiple joint contracture syndrome (disorder)"
"770907002","Kagami Ogata syndrome (disorder)"
"770908007","49,XXXYY syndrome (disorder)"
"770948004","Rhizomelic syndrome Urbach type (disorder)"
"771072001","Monosomy 9p (disorder)"
"771149000","Hepatic fibrosis, renal cyst, intellectual disability syndrome (disorder)"
"771262009","Pseudoleprechaunism syndrome Patterson type (disorder)"
"771336003","Polymicrogyria with optic nerve hypoplasia (disorder)"
"771337007","1q21.1 microduplication syndrome (disorder)"
"771341006","14q11.2 microduplication syndrome (disorder)"
"771472009","Developmental and speech delay due to SRY-box 5 deficiency (disorder)"
"771512003","Autism spectrum disorder due to AUTS2 activator of transcription and developmental regulator deficiency (disorder)"
"772127009","White Sutton syndrome (disorder)"
"77287004","Borderline intellectual disability (disorder)"
"773230003","Cyclin-dependent kinase-like 5 developmental and epileptic encephalopathy (disorder)"
"773325004","Distal 7q11.23 microduplication syndrome (disorder)"
"773329005","CK syndrome (disorder)"
"773394007","Autosomal recessive frontotemporal pachygyria (disorder)"
"773400009","Severe feeding difficulties, failure to thrive, microcephaly due to ASXL transcriptional regulator 3 deficiency syndrome (disorder)"
"773405004","Intellectual disability with strabismus syndrome (disorder)"
"773419004","Severe intellectual disability, short stature, behavioral abnormalities, facial dysmorphism syndrome (disorder)"
"773498006","Autosomal recessive cerebellar ataxia, epilepsy, intellectual disability syndrome due to TUD deficiency (disorder)"
"773581009","Intellectual disability, craniofacial dysmorphism, cryptorchidism syndrome (disorder)"
"773665006","Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome (disorder)"
"773670004","Distal Xq28 microduplication syndrome (disorder)"
"773699009","Pitt Hopkins-like syndrome (disorder)"
"773769008","Ataxia, photosensitivity, short stature syndrome (disorder)"
"773772001","Rare non-syndromic intellectual disability (disorder)"
"774068004","AT-hook DNA binding motif containing 1-related intellectual disability, obstructive sleep apnea, mild dysmorphism syndrome (disorder)"
"77527000","9p partial trisomy syndrome (disorder)"
"778011005","Severe intellectual disability and progressive spastic paraplegia (disorder)"
"778073001","3q26 microduplication syndrome (disorder)"
"782669004","10q22.3q23.3 microduplication syndrome (disorder)"
"782676009","Distal trisomy 18q (disorder)"
"782723007","Severe intellectual disability, progressive spastic diplegia syndrome (disorder)"
"782736007","Intellectual disability, facial dysmorphism syndrome due to SET domain containing 5 haploinsufficiency (disorder)"
"782753000","Intellectual disability, coarse face, macrocephaly, cerebellar hypotrophy syndrome (disorder)"
"782755007","Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome (disorder)"
"782772000","Congenital muscular dystrophy with intellectual disability and severe epilepsy (disorder)"
"782886007","Infantile spasms, psychomotor retardation, progressive brain atrophy, basal ganglia disease syndrome (disorder)"
"782941005","Richieri Costa-da Silva syndrome (disorder)"
"782945001","Ophthalmoplegia, intellectual disability, lingua scrotalis syndrome (disorder)"
"783005002","Severe microbrachycephaly, intellectual disability, athetoid cerebral palsy syndrome (disorder)"
"783174004","Congenital muscular dystrophy with intellectual disability (disorder)"
"783572008","Has special educational needs (finding)"
"783702009","X-linked intellectual disability due to glutamate ionotropic receptor AMPA type subunit 3 mutations (disorder)"
"783703004","White matter hypoplasia, corpus callosum agenesis, intellectual disability syndrome (disorder)"
"787093004","Developmental delay, facial dysmorphism syndrome due to mediator complex subunit 13 like deficiency (disorder)"
"788417006","Alopecia, epilepsy, intellectual disability syndrome Moynahan type (disorder)"
"79385002","Lowe syndrome (disorder)"
"80651009","Aicardi's syndrome (disorder)"
"816067005","Diabetes, hypogonadism, deafness, intellectual disability syndrome (disorder)"
"838441009","Intellectual disability, aphasia, shuffling gait, adducted thumbs syndrome (disorder)"
"86765009","Mild intellectual disability (disorder)"
"879919001","Bilateral megalencephaly (disorder)"
