ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
4149141000033113	11495111000001103	Erbitux 100mg/20ml solution for infusion vials (Merck Serono Ltd)	Erbitux 100mg/20ml solution for infusion vials	Solution for infusion	Intravenous	Cetuximab	5.000mg/1.000ml	NA	NA
4149241000033118	11495411000001108	Erbitux 500mg/100ml solution for infusion vials (Merck Serono Ltd)	Erbitux 500mg/100ml solution for infusion vials	Solution for infusion	Intravenous	Cetuximab	5.000mg/1.000ml	NA	NA
4161741000033115	11556411000001102	Tarceva 25mg tablets (Roche Products Ltd)	Tarceva 25mg tablets	Tablet	Oral	Erlotinib hydrochloride	25.000mg	NA	NA
4178841000033112	11619211000001106	Advagraf 0.5mg modified-release capsules (Astellas Pharma Ltd)	Advagraf 0.5mg modified-release capsules	Modified-release capsule	Oral	Tacrolimus monohydrate	500.000microgram	8020200	NA
4178941000033116	11619611000001108	Advagraf 1mg modified-release capsules (Astellas Pharma Ltd)	Advagraf 1mg modified-release capsules	Modified-release capsule	Oral	Tacrolimus monohydrate	1.000mg	8020200	NA
4179041000033113	11620011000001100	Advagraf 5mg modified-release capsules (Astellas Pharma Ltd)	Advagraf 5mg modified-release capsules	Modified-release capsule	Oral	Tacrolimus monohydrate	5.000mg	8020200	NA
4178641000033111	11649511000001103	Tacrolimus 1mg modified-release capsules	Tacrolimus 1mg modified-release capsules	Modified-release capsule	Oral	Tacrolimus monohydrate	1.000mg	8020200	NA
4178541000033110	11649611000001104	Tacrolimus 500microgram modified-release capsules	Tacrolimus 500microgram modified-release capsules	Modified-release capsule	Oral	Tacrolimus monohydrate	500.000microgram	8020200	NA
4178741000033119	11649711000001108	Tacrolimus 5mg modified-release capsules	Tacrolimus 5mg modified-release capsules	Modified-release capsule	Oral	Tacrolimus monohydrate	5.000mg	8020200	NA
4164441000033113	11753911000001100	Orencia 250mg powder for concentrate for solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)	Orencia 250mg powder for concentrate for solution for infusion vials	Powder for solution for infusion	Intravenous	Abatacept	250.000mg	10010300	NA
4187941000033113	11755211000001108	Revlimid 5mg capsules (Celgene Ltd)	Revlimid 5mg capsules	Capsule	Oral	Lenalidomide	5.000mg	8020400	NA
4188041000033111	11755711000001101	Revlimid 10mg capsules (Celgene Ltd)	Revlimid 10mg capsules	Capsule	Oral	Lenalidomide	10.000mg	8020400	NA
4188141000033110	11756011000001107	Revlimid 15mg capsules (Celgene Ltd)	Revlimid 15mg capsules	Capsule	Oral	Lenalidomide	15.000mg	8020400	NA
4188241000033115	11756511000001104	Revlimid 25mg capsules (Celgene Ltd)	Revlimid 25mg capsules	Capsule	Oral	Lenalidomide	25.000mg	8020400	NA
4164341000033119	11762011000001101	Abatacept 250mg powder for solution for infusion vials	Abatacept 250mg powder for solution for infusion vials	Powder for solution for infusion	Intravenous	Abatacept	250.000mg	10010300	NA
4187741000033110	11762911000001102	Lenalidomide 15mg capsules	Lenalidomide 15mg capsules	Capsule	Oral	Lenalidomide	15.000mg	8020400	NA
4187841000033117	11763011000001105	Lenalidomide 25mg capsules	Lenalidomide 25mg capsules	Capsule	Oral	Lenalidomide	25.000mg	8020400	NA
4213241000033114	11812511000001108	Soliris 300mg/30ml concentrate for solution for infusion vials (Alexion Pharma UK Ltd)	Soliris 300mg/30ml concentrate for solution for infusion vials	Solution for infusion	Intravenous	Eculizumab	10.000mg/1.000ml	9010300	NA
4269441000033112	12207711000001108	Atriance 250mg/50ml solution for infusion vials (Novartis Pharmaceuticals UK Ltd)	Atriance 250mg/50ml solution for infusion vials	Solution for infusion	Intravenous	Nelarabine	5.000mg/1.000ml	8010300	NA
4269341000033118	12212411000001103	Nelarabine 250mg/50ml solution for infusion vials	Nelarabine 250mg/50ml solution for infusion vials	Solution for infusion	Intravenous	Nelarabine	5.000mg/1.000ml	8010300	NA
4374441000033112	12540011000001107	Fludarabine phosphate 50mg/2ml solution for injection vials	Fludarabine phosphate 50mg/2ml solution for injection vials	Solution for injection	Intravenous	Fludarabine phosphate	25.000mg/1.000ml	NA	NA
4326441000033115	12557211000001100	Temodal 140mg capsules (Merck Sharp & Dohme Ltd)	Temodal 140mg capsules	Capsule	Oral	Temozolomide	140.000mg	NA	NA
4326541000033119	12557511000001102	Temodal 180mg capsules (Merck Sharp & Dohme Ltd)	Temodal 180mg capsules	Capsule	Oral	Temozolomide	180.000mg	NA	NA
4326241000033116	12564211000001102	Temozolomide 140mg capsules	Temozolomide 140mg capsules	Capsule	Oral	Temozolomide	140.000mg	NA	NA
4326341000033114	12564311000001105	Temozolomide 180mg capsules	Temozolomide 180mg capsules	Capsule	Oral	Temozolomide	180.000mg	NA	NA
5100541000033112	12623611000001104	Hydroxycarbamide 500mg/5ml oral solution	Hydroxycarbamide 500mg/5ml oral solution	Oral solution	Oral	Hydroxycarbamide	100.000mg/1.000ml	NA	NA
2873741000033112	12701511000001101	Mercaptopurine 50mg/5ml oral suspension	Mercaptopurine 50mg/5ml oral suspension	Oral suspension	Oral	Mercaptopurine	10.000mg/1.000ml	NA	NA
4429441000033119	13094411000001107	Vectibix 100mg/5ml concentrate for solution for infusion vials (Amgen Ltd)	Vectibix 100mg/5ml concentrate for solution for infusion vials	Solution for infusion	Intravenous	Panitumumab	20.000mg/1.000ml	8010500	NA
2270941000033113	134622004	Capecitabine 500mg tablets	Capecitabine 500mg tablets	Tablet	Oral	Capecitabine	500.000mg	8010300	NA
2270841000033117	134623009	Capecitabine 150mg tablets	Capecitabine 150mg tablets	Tablet	Oral	Capecitabine	150.000mg	8010300	NA
3194441000033112	134627005	Tegafur 100mg / Uracil 224mg capsules	Tegafur 100mg / Uracil 224mg capsules	Capsule	Oral	Tegafur/ Uracil	100.000mg + 224.000mg	NA	NA
2258141000033111	134633001	Fludarabine phosphate 10mg tablets	Fludarabine phosphate 10mg tablets	Tablet	Oral	Fludarabine phosphate	10.000mg	8010300	NA
2280241000033110	134636009	Topotecan 1mg powder for solution for infusion vials	Topotecan 1mg powder for solution for infusion vials	Powder for solution for infusion	Intravenous	Topotecan hydrochloride	1.000mg	8010500	NA
2287441000033112	134640000	Sirolimus 1mg/ml oral solution sugar free	Sirolimus 1mg/ml oral solution sugar free	Oral solution	Oral	Sirolimus	1.000mg/1.000ml	8020200	NA
4507641000033112	13599311000001102	Tasigna 200mg capsules (Novartis Pharmaceuticals UK Ltd)	Tasigna 200mg capsules	Capsule	Oral	Nilotinib hydrochloride monohydrate	200.000mg	8010500	NA
4522941000033114	13667811000001109	Tyverb 250mg tablets (Novartis Pharmaceuticals UK Ltd)	Tyverb 250mg tablets	Tablet	Oral	Lapatinib ditosylate monohydrate	250.000mg	8010500	NA
470141000033114	13711000001108	Distamine 250mg tablets (Alliance Pharmaceuticals Ltd)	Distamine 250mg tablets	Tablet	Oral	Penicillamine	250.000mg	9080100	NA
4590941000033118	13955911000001104	Siklos 1000mg tablets (Masters Pharmaceuticals Ltd)	Siklos 1000mg tablets	Tablet	Oral	Hydroxycarbamide	1.000gram	9010300	NA
4590841000033114	13967911000001100	Hydroxycarbamide 1g tablets	Hydroxycarbamide 1g tablets	Tablet	Oral	Hydroxycarbamide	1.000gram	9010300	NA
4608341000033110	14225911000001104	Hycamtin 0.25mg capsules (Novartis Pharmaceuticals UK Ltd)	Hycamtin 0.25mg capsules	Capsule	Oral	Topotecan hydrochloride	250.000microgram	8010500	NA
4608441000033116	14226211000001102	Hycamtin 1mg capsules (Novartis Pharmaceuticals UK Ltd)	Hycamtin 1mg capsules	Capsule	Oral	Topotecan hydrochloride	1.000mg	8010500	NA
4803241000033118	14602911000001103	Torisel 30mg/1.2ml concentrate for solution for infusion vials and diluent (Pfizer Ltd)	Torisel 30mg/1.2ml concentrate for solution for infusion vials and diluent	Solution for infusion	Intravenous	Temsirolimus	25.000mg/1.000ml	8010500	NA
4806341000033119	14675711000001100	Alimta 100mg powder for concentrate for solution for infusion vials (Eli Lilly and Company Ltd)	Alimta 100mg powder for concentrate for solution for infusion vials	Powder for solution for infusion	Intravenous	Pemetrexed disodium	100.000mg	NA	NA
4806241000033112	14680811000001106	Pemetrexed 100mg powder for solution for infusion vials	Pemetrexed 100mg powder for solution for infusion vials	Powder for solution for infusion	Intravenous	Pemetrexed disodium	100.000mg	NA	NA
4806141000033117	14689011000001108	Vectibix 400mg/20ml concentrate for solution for infusion vials (Amgen Ltd)	Vectibix 400mg/20ml concentrate for solution for infusion vials	Solution for infusion	Intravenous	Panitumumab	20.000mg/1.000ml	8010500	NA
4806041000033116	14696711000001104	Panitumumab 400mg/20ml solution for infusion vials	Panitumumab 400mg/20ml solution for infusion vials	Solution for infusion	Intravenous	Panitumumab	20.000mg/1.000ml	8010500	NA
4595041000033114	14779511000001101	Oxaliplatin 150mg powder for solution for infusion vials	Oxaliplatin 150mg powder for solution for infusion vials	Powder for solution for infusion	Intravenous	Oxaliplatin	150.000mg	NA	NA
4937341000033118	15117011000001105	Stelara 45mg/0.5ml solution for injection vials (Janssen-Cilag Ltd)	Stelara 45mg/0.5ml solution for injection vials	Solution for injection	Subcutaneous	Ustekinumab	90.000mg/1.000ml	13050300	NA
4937241000033111	15125511000001103	Ustekinumab 45mg/0.5ml solution for injection vials	Ustekinumab 45mg/0.5ml solution for injection vials	Solution for injection	Subcutaneous	Ustekinumab	90.000mg/1.000ml	13050300	NA
4954741000033112	15236711000001104	Vidaza 100mg powder for suspension for injection vials (Celgene Ltd)	Vidaza 100mg powder for suspension for injection vials	Powder for suspension for injection	Subcutaneous	Azacitidine	100.000mg	8010300	NA
4954641000033115	15242511000001109	Azacitidine 100mg powder for suspension for injection vials	Azacitidine 100mg powder for suspension for injection vials	Powder for suspension for injection	Subcutaneous	Azacitidine	100.000mg	8010300	NA
4893041000033111	15406411000001101	Sprycel 100mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Sprycel 100mg tablets	Tablet	Oral	Dasatinib monohydrate	100.000mg	NA	NA
4892941000033118	15410411000001101	Dasatinib 100mg tablets	Dasatinib 100mg tablets	Tablet	Oral	Dasatinib monohydrate	100.000mg	NA	NA
5079641000033119	15513111000001105	Metoject 7.5mg/0.15ml solution for injection pre-filled syringes (medac UK)	Metoject 7.5mg/0.15ml solution for injection pre-filled syringes	Solution for injection	Intramuscular/ Subcutaneous/ Intravenous	Methotrexate sodium	50.000mg/1.000ml	NA	NA
5079741000033111	15513411000001100	Metoject 10mg/0.2ml solution for injection pre-filled syringes (medac UK)	Metoject 10mg/0.2ml solution for injection pre-filled syringes	Solution for injection	Intramuscular/ Subcutaneous/ Intravenous	Methotrexate sodium	50.000mg/1.000ml	NA	NA
5079941000033114	15513711000001106	Metoject 15mg/0.3ml solution for injection pre-filled syringes (medac UK)	Metoject 15mg/0.3ml solution for injection pre-filled syringes	Solution for injection	Intravenous/ Subcutaneous/ Intramuscular	Methotrexate sodium	50.000mg/1.000ml	NA	NA
5080141000033112	15514011000001106	Metoject 25mg/0.5ml solution for injection pre-filled syringes (medac UK)	Metoject 25mg/0.5ml solution for injection pre-filled syringes	Solution for injection	Intramuscular/ Subcutaneous/ Intravenous	Methotrexate sodium	50.000mg/1.000ml	NA	NA
5080041000033113	15514311000001109	Metoject 20mg/0.4ml solution for injection pre-filled syringes (medac UK)	Metoject 20mg/0.4ml solution for injection pre-filled syringes	Solution for injection	Intravenous/ Intramuscular/ Subcutaneous	Methotrexate sodium	50.000mg/1.000ml	NA	NA
9104141000033115	15516911000001102	Navelbine 80mg capsules (Pierre Fabre Ltd)	Navelbine 80mg capsules	Capsule	Oral	Vinorelbine tartrate	80.000mg	NA	NA
5079041000033113	15517911000001104	Methotrexate 10mg/0.2ml solution for injection pre-filled syringes	Methotrexate 10mg/0.2ml solution for injection pre-filled syringes	Solution for injection	Intramuscular/ Intravenous/ Subcutaneous	Methotrexate sodium	50.000mg/1.000ml	NA	NA
5079141000033112	15518011000001102	Methotrexate 15mg/0.3ml solution for injection pre-filled syringes	Methotrexate 15mg/0.3ml solution for injection pre-filled syringes	Solution for injection	Intramuscular/ Intravenous/ Subcutaneous	Methotrexate sodium	50.000mg/1.000ml	NA	NA
5079241000033117	15518111000001101	Methotrexate 20mg/0.4ml solution for injection pre-filled syringes	Methotrexate 20mg/0.4ml solution for injection pre-filled syringes	Solution for injection	Subcutaneous/ Intramuscular/ Intravenous	Methotrexate sodium	50.000mg/1.000ml	NA	NA
5079341000033110	15518211000001107	Methotrexate 25mg/0.5ml solution for injection pre-filled syringes	Methotrexate 25mg/0.5ml solution for injection pre-filled syringes	Solution for injection	Subcutaneous/ Intravenous/ Intramuscular	Methotrexate sodium	50.000mg/1.000ml	NA	NA
5078841000033112	15518311000001104	Methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes	Methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes	Solution for injection	Subcutaneous/ Intravenous/ Intramuscular	Methotrexate sodium	50.000mg/1.000ml	NA	NA
9104041000033119	15518611000001109	Vinorelbine 80mg capsules	Vinorelbine 80mg capsules	Capsule	Oral	Vinorelbine tartrate	80.000mg	NA	NA
4519241000033117	15546011000001108	Campto 300mg/15ml concentrate for solution for infusion vials (Pfizer Ltd)	Campto 300mg/15ml concentrate for solution for infusion vials	Solution for infusion	Intravenous	Irinotecan hydrochloride trihydrate	20.000mg/1.000ml	NA	NA
4435141000033110	15548111000001108	Yondelis 0.25mg powder for concentrate for solution for infusion vials (Immedica Pharma AB)	Yondelis 0.25mg powder for concentrate for solution for infusion vials	Powder for solution for infusion	Intravenous	Trabectedin	250.000microgram	NA	NA
4435241000033115	15548411000001103	Yondelis 1mg powder for concentrate for solution for infusion vials (Immedica Pharma AB)	Yondelis 1mg powder for concentrate for solution for infusion vials	Powder for solution for infusion	Intravenous	Trabectedin	1.000mg	NA	NA
4519141000033112	15568011000001101	Irinotecan 300mg/15ml solution for infusion vials	Irinotecan 300mg/15ml solution for infusion vials	Solution for infusion	Intravenous	Irinotecan hydrochloride trihydrate	20.000mg/1.000ml	NA	NA
4435041000033111	15568211000001106	Trabectedin 1mg powder for solution for infusion vials	Trabectedin 1mg powder for solution for infusion vials	Powder for solution for infusion	Intravenous	Trabectedin	1.000mg	NA	NA
4434941000033111	15568311000001103	Trabectedin 250microgram powder for solution for infusion vials	Trabectedin 250microgram powder for solution for infusion vials	Powder for solution for infusion	Intravenous	Trabectedin	250.000microgram	NA	NA
5131841000033114	15603811000001106	Advagraf 3mg modified-release capsules (Astellas Pharma Ltd)	Advagraf 3mg modified-release capsules	Modified-release capsule	Oral	Tacrolimus monohydrate	3.000mg	NA	NA
5131741000033116	15614511000001109	Tacrolimus 3mg modified-release capsules	Tacrolimus 3mg modified-release capsules	Modified-release capsule	Oral	Tacrolimus monohydrate	3.000mg	NA	NA
5264741000033112	15978511000001108	Iressa 250mg tablets (AstraZeneca UK Ltd)	Iressa 250mg tablets	Tablet	Oral/ Gastroenteral	Gefitinib	250.000mg	8010500	NA
5293541000033116	15980311000001108	Enbrel 50mg/1ml solution for injection pre-filled MyClic pens (Pfizer Ltd)	Enbrel 50mg/1ml solution for injection pre-filled MyClic pens	Solution for injection	Subcutaneous	Etanercept	50.000mg/1.000ml	NA	NA
5293341000033111	15987111000001107	Etanercept 50mg/1ml solution for injection pre-filled disposable devices	Etanercept 50mg/1ml solution for injection pre-filled disposable devices	Solution for injection	Subcutaneous	Etanercept	50.000mg/1.000ml	10010300	NA
8493941000033115	16035911000001102	Azathioprine 250mg/5ml oral solution	Azathioprine 250mg/5ml oral solution	Oral solution	Oral	Azathioprine	50.000mg/1.000ml	NA	NA
5292741000033119	16055511000001105	Afinitor 5mg tablets (Novartis Pharmaceuticals UK Ltd)	Afinitor 5mg tablets	Tablet	Oral	Everolimus	5.000mg	8010500	NA
5292841000033112	16056111000001107	Afinitor 10mg tablets (Novartis Pharmaceuticals UK Ltd)	Afinitor 10mg tablets	Tablet	Oral	Everolimus	10.000mg	8010500	NA
5318441000033116	16099111000001105	RoActemra 200mg/10ml concentrate for solution for infusion vials (Roche Products Ltd)	RoActemra 200mg/10ml concentrate for solution for infusion vials	Solution for infusion	Intravenous	Tocilizumab	20.000mg/1.000ml	10010300	NA
5318241000033117	16099411000001100	RoActemra 80mg/4ml concentrate for solution for infusion vials (Roche Products Ltd)	RoActemra 80mg/4ml concentrate for solution for infusion vials	Solution for infusion	Intravenous	Tocilizumab	20.000mg/1.000ml	10010300	NA
5318341000033110	16099711000001106	RoActemra 400mg/20ml concentrate for solution for infusion vials (Roche Products Ltd)	RoActemra 400mg/20ml concentrate for solution for infusion vials	Solution for infusion	Intravenous	Tocilizumab	20.000mg/1.000ml	10010300	NA
5317941000033110	16101911000001101	Tocilizumab 200mg/10ml solution for infusion vials	Tocilizumab 200mg/10ml solution for infusion vials	Solution for infusion	Intravenous	Tocilizumab	20.000mg/1.000ml	10010300	NA
5318041000033113	16102011000001108	Tocilizumab 400mg/20ml solution for infusion vials	Tocilizumab 400mg/20ml solution for infusion vials	Solution for infusion	Intravenous	Tocilizumab	20.000mg/1.000ml	10010300	NA
5318141000033112	16102111000001109	Tocilizumab 80mg/4ml solution for infusion vials	Tocilizumab 80mg/4ml solution for infusion vials	Solution for infusion	Intravenous	Tocilizumab	20.000mg/1.000ml	10010300	NA
5334841000033115	16306511000001107	Deximune 25mg capsules (Dexcel-Pharma Ltd)	Deximune 25mg capsules	Capsule	Oral	Ciclosporin	25.000mg	8020200	NA
5334741000033113	16306711000001102	Deximune 50mg capsules (Dexcel-Pharma Ltd)	Deximune 50mg capsules	Capsule	Oral	Ciclosporin	50.000mg	8020200	NA
5334641000033116	16306911000001100	Deximune 100mg capsules (Dexcel-Pharma Ltd)	Deximune 100mg capsules	Capsule	Oral	Ciclosporin	100.000mg	8020200	NA
5355141000033111	16460411000001100	Irinotecan 500mg/25ml solution for infusion vials	Irinotecan 500mg/25ml solution for infusion vials	Solution for infusion	Intravenous	Irinotecan hydrochloride trihydrate	20.000mg/1.000ml	NA	NA
