ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release	category
1272941000033113	3082411000001100	Serevent 50microgram disks (GlaxoSmithKline UK Ltd)	Serevent 50microgram disks	Inhalation powder	Inhalation	Salmeterol xinafoate	50.000microgram	3010101	NA	Single ingredient LABA inhaler
1268941000033117	3084011000001103	Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)	Serevent 50microgram disks with Diskhaler	Inhalation powder	Inhalation	Salmeterol xinafoate	50.000microgram	NA	NA	Single ingredient LABA inhaler
1267441000033114	3380111000001107	Serevent 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	Serevent 50micrograms/dose Accuhaler	Inhalation powder	Inhalation	Salmeterol xinafoate	50.000microgram/1.000dose	3010101	NA	Single ingredient LABA inhaler
11782841000033117	33561211000001109	Soltel 25micrograms/dose inhaler CFC free (Cipla EU Ltd)	Soltel 25micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Salmeterol xinafoate	25.000microgram/1.000dose	NA	NA	Single ingredient LABA inhaler
9299441000033113	24608011000001103	Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)	Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride	2.500microgram/1.000dose	3010101	NA	Single ingredient LABA inhaler
13179041000033114	37678311000001100	Striverdi Respimat 2.5micrograms/dose inhalation solution refill cartridge (Boehringer Ingelheim Ltd)	Striverdi Respimat 2.5micrograms/dose inhalation solution refill cartridge	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride	2.500microgram/1.000dose	NA	NA	Single ingredient LABA inhaler
8536141000033111	22650111000001100	Vertine 25micrograms/dose inhaler CFC free (Teva UK Ltd)	Vertine 25micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Salmeterol xinafoate	25.000microgram/1.000dose	NA	NA	Single ingredient LABA inhaler
3089841000033115	12626211000001108	Formoterol 12microgram inhalation powder capsules with device	Formoterol 12microgram inhalation powder capsules with device	Inhalation powder	Inhalation	Formoterol fumarate dihydrate	12.000microgram	3010101	NA	Single ingredient LABA inhaler
3347041000033114	9652711000001107	Formoterol 12micrograms/dose inhaler CFC free	Formoterol 12micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Formoterol fumarate dihydrate	12.000microgram/1.000dose	3010101	NA	Single ingredient LABA inhaler
5707041000033111	17313711000001107	Indacaterol 150microgram inhalation powder capsules with device	Indacaterol 150microgram inhalation powder capsules with device	Inhalation powder	Inhalation	Indacaterol maleate	150.000microgram	3010101	NA	Single ingredient LABA inhaler
5707141000033110	17313811000001104	Indacaterol 300microgram inhalation powder capsules with device	Indacaterol 300microgram inhalation powder capsules with device	Inhalation powder	Inhalation	Indacaterol maleate	300.000microgram	3010101	NA	Single ingredient LABA inhaler
13178941000033117	37692311000001106	Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free	Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride	2.500microgram/1.000dose	NA	NA	Single ingredient LABA inhaler
9299341000033119	24670111000001108	Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free	Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride	2.500microgram/1.000dose	3010101	NA	Single ingredient LABA inhaler
3855941000033115	10075611000001101	Salmeterol 25micrograms/dose inhaler CFC free	Salmeterol 25micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Salmeterol xinafoate	25.000microgram/1.000dose	3010101	NA	Single ingredient LABA inhaler
1252041000033114	35938011000001101	Salmeterol 50microgram inhalation powder blisters	Salmeterol 50microgram inhalation powder blisters	Inhalation powder	Inhalation	Salmeterol xinafoate	50.000microgram	3010101	NA	Single ingredient LABA inhaler
1914241000033119	35937811000001108	Salmeterol 50microgram inhalation powder blisters with device	Salmeterol 50microgram inhalation powder blisters with device	Inhalation powder	Inhalation	Salmeterol xinafoate	50.000microgram	NA	NA	Single ingredient LABA inhaler
11899741000033117	33679711000001103	Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd)	Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12197841000033113	34215311000001107	AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd)	AirFluSal 25micrograms/dose / 125micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12197941000033117	34215511000001101	AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd)	AirFluSal 25micrograms/dose / 250micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
10715041000033111	30950311000001106	AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Sandoz Ltd)	AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
12370841000033110	34677011000001107	Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Mylan)	Aloflute 25micrograms/dose / 125micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12370941000033119	34675711000001103	Aloflute 25micrograms/dose / 250micrograms/dose inhaler (Mylan)	Aloflute 25micrograms/dose / 250micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12579441000033119	35594211000001100	Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)	Combisal 25micrograms/dose / 125micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12579541000033118	35594411000001101	Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)	Combisal 25micrograms/dose / 250micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12579341000033113	35594011000001105	Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)	Combisal 25micrograms/dose / 50micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	50.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
9342741000033111	25254111000001105	DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)	DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
9342841000033118	25254711000001106	DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)	DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
8102041000033111	21019411000001101	Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	Flutiform 125micrograms/dose / 5micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
8102141000033110	21019711000001107	Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	Flutiform 250micrograms/dose / 10micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	250.000microgram/1.000dose + 10.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
8101941000033117	21020611000001104	Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	Flutiform 50micrograms/dose / 5micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
12635141000033117	35647311000001101	Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)	Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler	Pressurised inhalation/ Inhalation vapour	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12635241000033112	35650811000001109	Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)	Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler	Pressurised inhalation/ Inhalation vapour	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12430741000033111	34950311000001108	Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12403741000033110	34812111000001106	Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12434441000033111	34950611000001103	Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
4418241000033117	12906411000001100	Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)	Fostair 100micrograms/dose / 6micrograms/dose inhaler	Pressurised inhalation	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
10740141000033110	31063411000001101	Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)	Fostair 200micrograms/dose / 6micrograms/dose inhaler	Pressurised inhalation	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate	200.000microgram + 6.000microgram	NA	NA	LABA + ICS Combination inhaler
9537441000033115	26112111000001106	Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)	Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
10735141000033116	31063111000001106	Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)	Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12529241000033119	35515511000001100	Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 50.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12529341000033112	35515311000001106	Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
8947041000033115	23621711000001102	Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone furoate/ Vilanterol	184.000microgram/1.000dose + 22.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
8947141000033116	23622011000001107	Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone furoate/ Vilanterol	92.000microgram/1.000dose + 22.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
12046641000033114	34023611000001101	Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)	Sereflo 25micrograms/dose / 125micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
12046741000033117	34023811000001102	Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Cipla EU Ltd)	Sereflo 25micrograms/dose / 250micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
1752141000033117	3186911000001100	Seretide 100 Accuhaler (GlaxoSmithKline UK Ltd)	Seretide 100 Accuhaler	Inhalation powder	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	100.000microgram/1.000dose + 50.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
2147341000033110	810211000001105	Seretide 125 Evohaler (GlaxoSmithKline UK Ltd)	Seretide 125 Evohaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
1752241000033112	3187211000001106	Seretide 250 Accuhaler (GlaxoSmithKline UK Ltd)	Seretide 250 Accuhaler	Inhalation powder	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 50.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
2147441000033116	539811000001106	Seretide 250 Evohaler (GlaxoSmithKline UK Ltd)	Seretide 250 Evohaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
2147241000033117	453611000001102	Seretide 50 Evohaler (GlaxoSmithKline UK Ltd)	Seretide 50 Evohaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	50.000microgram/1.000dose + 25.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
1752341000033119	3188311000001102	Seretide 500 Accuhaler (GlaxoSmithKline UK Ltd)	Seretide 500 Accuhaler	Inhalation powder	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
10387141000033115	29782111000001107	Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Mylan)	Sirdupla 25micrograms/dose / 125micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
10387241000033110	29782511000001103	Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Mylan)	Sirdupla 25micrograms/dose / 250micrograms/dose inhaler	Pressurised inhalation	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
12901741000033113	36604711000001102	Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)	Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone propionate/ Salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
2587541000033118	3294211000001101	Symbicort 100/6 Turbohaler (AstraZeneca UK Ltd)	Symbicort 100/6 Turbohaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
2587641000033117	3294611000001104	Symbicort 200/6 Turbohaler (AstraZeneca UK Ltd)	Symbicort 200/6 Turbohaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
11707341000033113	32926011000001100	Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)	Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler	Pressurised inhalation	Inhalation	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
2905641000033115	4373811000001100	Symbicort 400/12 Turbohaler (AstraZeneca UK Ltd)	Symbicort 400/12 Turbohaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
1505841000033112	3292811000001106	Ventide inhaler (GlaxoSmithKline UK Ltd)	Ventide inhaler	Pressurised inhalation	Inhalation	Beclometasone dipropionate/ Salbutamol	50.000microgram/1.000dose + 100.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
9531441000033113	26148711000001101	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
4418141000033112	12911011000001100	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
10735041000033115	31087511000001105	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
10740041000033111	31087411000001106	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate	200.000microgram + 6.000microgram	NA	NA	LABA + ICS Combination inhaler
3164341000033116	35912011000001109	Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
11707241000033115	32960711000001105	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
3164541000033111	4378111000001103	Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler	Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Budesonide/ Formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
12634941000033116	35647511000001107	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	Pressurised inhalation/ Inhalation vapour	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
8101741000033115	21113711000001102	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
8101841000033113	21113811000001105	Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free	Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	250.000microgram/1.000dose + 10.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
12635041000033116	35647611000001106	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	Pressurised inhalation/ Inhalation vapour	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	NA	NA	LABA + ICS Combination inhaler
8101641000033112	21113911000001100	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	Pressurised inhalation	Inhalation	Fluticasone propionate/ Formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
8946841000033112	23661311000001105	Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone furoate/ Vilanterol	184.000microgram/1.000dose + 22.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
8946941000033116	23661411000001103	Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone furoate/ Vilanterol	92.000microgram/1.000dose + 22.000microgram/1.000dose	3020000	NA	LABA + ICS Combination inhaler
9293341000033116	24644611000001108	Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Umeclidinium bromide/ Vilanterol trifenatate	65.000microgram/1.000dose + 22.000microgram/1.000dose	3010400	NA	LABA + LAMA Combination inhaler
9995741000033115	28357211000001106	Duaklir 340micrograms/dose / 12micrograms/dose Genuair (AstraZeneca UK Ltd)	Duaklir 340micrograms/dose / 12micrograms/dose Genuair	Inhalation powder	Inhalation	Aclidinium bromide/ Formoterol fumarate dihydrate	396.000microgram/1.000dose + 11.800microgram/1.000dose	NA	NA	LABA + LAMA Combination inhaler
