ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
2295741000033113	17011000001100	Calchan MR 20 tablets (Ranbaxy (UK) Ltd)	Calchan MR 20 tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	NA	NA
1550841000033111	20011000001105	Zanidip 10mg tablets (Recordati Pharmaceuticals Ltd)	Zanidip 10mg tablets	Tablet	Oral	Lercanidipine hydrochloride	10.000mg	2060200	NA
1580841000033116	25911000001100	Cardilate MR 10mg tablets (Teva UK Ltd)	Cardilate MR 10mg tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	NA	NA
14141000033116	27111000001107	Adalat 5mg capsules (Bayer Plc)	Adalat 5mg capsules	Capsule	Oral	Nifedipine	5.000mg	2060200	NA
1520141000033118	32311000001105	Viazem XL 120mg capsules (Thornton & Ross Ltd)	Viazem XL 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
1520241000033113	33211000001108	Viazem XL 180mg capsules (Thornton & Ross Ltd)	Viazem XL 180mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	NA
1094041000033119	48511000001101	Plendil 10mg modified-release tablets (AstraZeneca UK Ltd)	Plendil 10mg modified-release tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	NA
1489741000033113	65411000001102	Univer 240mg modified-release capsules (Teva UK Ltd)	Univer 240mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	240.000mg	2060200	NA
18241000033116	74111000001103	Adipine MR 20 tablets (Chiesi Ltd)	Adipine MR 20 tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	2060200	NA
1570441000033110	75111000001104	Angitil XL 240 capsules (Ethypharm UK Ltd)	Angitil XL 240 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	NA
1442841000033115	103611000001105	Tildiem Retard 90mg tablets (Sanofi)	Tildiem Retard 90mg tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	90.000mg	2060200	NA
199241000033119	104111000001100	Calcicard CR 120mg tablets (Teva UK Ltd)	Calcicard CR 120mg tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	120.000mg	NA	NA
1833041000033110	105211000001107	Zemtard 120 XL capsules (Galen Ltd)	Zemtard 120 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
199041000033110	118811000001102	Cardene SR 45mg capsules (Astellas Pharma Ltd)	Cardene SR 45mg capsules	Modified-release capsule	Oral	Nicardipine hydrochloride	45.000mg	2060200	NA
1346541000033112	119211000001108	Slozem 180mg capsules (Merck Serono Ltd)	Slozem 180mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	NA
336641000033114	126411000001108	Coracten SR 10mg capsules (UCB Pharma Ltd)	Coracten SR 10mg capsules	Modified-release capsule	Oral	Nifedipine	10.000mg	2060200	NA
1346441000033111	130211000001109	Slozem 120mg capsules (Merck Serono Ltd)	Slozem 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
1274741000033119	140411000001109	Securon 120mg tablets (Abbott Laboratories Ltd)	Securon 120mg tablets	Tablet	Oral	Verapamil hydrochloride	120.000mg	NA	NA
5816941000033110	158411000001105	Bi-Carzem XL 300mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem XL 300mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	NA	NA
1724941000033113	162811000001100	Coracten XL 30mg capsules (UCB Pharma Ltd)	Coracten XL 30mg capsules	Modified-release capsule	Oral	Nifedipine	30.000mg	2060200	NA
787941000033112	172711000001100	Istin 5mg tablets (Upjohn UK Ltd)	Istin 5mg tablets	Tablet	Oral	Amlodipine	5.000mg	2060200	NA
605941000033110	188711000001108	Fortipine LA 40 tablets (Advanz Pharma)	Fortipine LA 40 tablets	Modified-release tablet	Oral	Nifedipine	40.000mg	2060200	NA
199341000033112	219611000001107	Calcicard CR 90mg tablets (Teva UK Ltd)	Calcicard CR 90mg tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	90.000mg	NA	NA
1489541000033117	219711000001103	Univer 120mg modified-release capsules (Teva UK Ltd)	Univer 120mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	120.000mg	2060200	NA
17241000033117	235511000001104	Adalat LA 60mg tablets (Bayer Plc)	Adalat LA 60mg tablets	Modified-release tablet	Oral	Nifedipine	60.000mg	2060200	NA
453041000033116	243111000001108	Dilzem XL 120 capsules (Teva UK Ltd)	Dilzem XL 120 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
453141000033117	254911000001106	Dilzem XL 180 capsules (Teva UK Ltd)	Dilzem XL 180 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	NA
375141000033114	258911000001104	Cordilox 80mg tablets (IVAX Pharmaceuticals UK Ltd)	Cordilox 80mg tablets	Tablet	Oral	Verapamil hydrochloride	80.000mg	2060200	NA
1441841000033112	261611000001107	Tildiem LA 200 capsules (Sanofi)	Tildiem LA 200 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	200.000mg	2060200	NA
2189541000033117	280811000001100	Nifopress Retard 20mg tablets (Advanz Pharma)	Nifopress Retard 20mg tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	NA	NA
176841000033116	291111000001102	Cardene 30mg capsules (Astellas Pharma Ltd)	Cardene 30mg capsules	Capsule	Oral	Nicardipine hydrochloride	30.000mg	2060200	NA
65441000033110	298811000001103	Angitil SR 120 capsules (Ethypharm UK Ltd)	Angitil SR 120 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
937141000033113	333011000001100	Motens 4mg tablets (GlaxoSmithKline UK Ltd)	Motens 4mg tablets	Tablet	Oral	Lacidipine	4.000mg	2060200	NA
65541000033111	336611000001101	Angitil SR 180 capsules (Ethypharm UK Ltd)	Angitil SR 180 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	NA
176741000033114	344811000001108	Cardene 20mg capsules (Astellas Pharma Ltd)	Cardene 20mg capsules	Capsule	Oral	Nicardipine hydrochloride	20.000mg	2060200	NA
1833241000033119	345411000001107	Zemtard 240 XL capsules (Galen Ltd)	Zemtard 240 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	NA
1602541000033111	353011000001101	Dilcardia SR 90mg capsules (Mylan)	Dilcardia SR 90mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg	2060200	NA
1442741000033113	383911000001109	Tildiem Retard 120mg tablets (Sanofi)	Tildiem Retard 120mg tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
1421341000033117	385611000001104	Tensipine MR 20 tablets (Genus Pharmaceuticals Ltd)	Tensipine MR 20 tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	2060200	NA
364241000033112	389611000001101	Coracten SR 20mg capsules (UCB Pharma Ltd)	Coracten SR 20mg capsules	Modified-release capsule	Oral	Nifedipine	20.000mg	2060200	NA
1489641000033116	391811000001102	Univer 180mg modified-release capsules (Teva UK Ltd)	Univer 180mg modified-release capsules	Modified-release capsule	Oral	Verapamil hydrochloride	180.000mg	2060200	NA
1520441000033114	407011000001105	Viazem XL 300mg capsules (Thornton & Ross Ltd)	Viazem XL 300mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	NA
788041000033110	408111000001107	Istin 10mg tablets (Upjohn UK Ltd)	Istin 10mg tablets	Tablet	Oral	Amlodipine	10.000mg	2060200	NA
1421241000033110	413111000001101	Tensipine MR 10 tablets (Genus Pharmaceuticals Ltd)	Tensipine MR 10 tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	2060200	NA
452641000033119	417111000001109	Dilzem SR 60 capsules (Teva UK Ltd)	Dilzem SR 60 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	60.000mg	2060200	NA
65941000033117	440711000001104	Angiozem CR 90mg tablets (Ashbourne Pharmaceuticals Ltd)	Angiozem CR 90mg tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	90.000mg	2060200	NA
1570541000033111	467111000001105	Angitil XL 300 capsules (Ethypharm UK Ltd)	Angitil XL 300 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	NA
2674841000033110	469811000001106	Disogram SR 60mg capsules (Ranbaxy (UK) Ltd)	Disogram SR 60mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	60.000mg	2060200	NA
1094141000033115	490211000001101	Plendil 5mg modified-release tablets (AstraZeneca UK Ltd)	Plendil 5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	NA
1833541000033117	525311000001101	Verapress MR 240mg tablets (Dexcel-Pharma Ltd)	Verapress MR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	NA
2779141000033112	540011000001107	Bi-Carzem SR 60mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem SR 60mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	60.000mg	NA	NA
1275141000033117	540111000001108	Securon SR 240mg tablets (Mylan)	Securon SR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	NA
198941000033118	540311000001105	Cardene SR 30mg capsules (Astellas Pharma Ltd)	Cardene SR 30mg capsules	Modified-release capsule	Oral	Nicardipine hydrochloride	30.000mg	2060200	NA
2261241000033118	550211000001104	Slozem 300mg capsules (Merck Serono Ltd)	Slozem 300mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	NA
375041000033110	557111000001106	Cordilox 40mg tablets (IVAX Pharmaceuticals UK Ltd)	Cordilox 40mg tablets	Tablet	Oral	Verapamil hydrochloride	40.000mg	2060200	NA
1093941000033116	562711000001104	Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd)	Plendil 2.5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	2.500mg	2060200	NA
66141000033114	568911000001104	Angiopine MR 10mg tablets (Ashbourne Pharmaceuticals Ltd)	Angiopine MR 10mg tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	NA	NA
19441000033113	569011000001108	Adalat retard 10mg tablets (Bayer Plc)	Adalat retard 10mg tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	2060200	NA
2779341000033110	580711000001101	Bi-Carzem SR 120mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem SR 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	NA	NA
1346641000033113	599811000001104	Slozem 240mg capsules (Merck Serono Ltd)	Slozem 240mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	NA
1745141000033114	619111000001101	Nifedipress MR 20 tablets (Dexcel-Pharma Ltd)	Nifedipress MR 20 tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	NA	NA
2295641000033116	627111000001104	Calchan MR 10 tablets (Ranbaxy (UK) Ltd)	Calchan MR 10 tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	NA	NA
2955341000033118	640311000001101	Zemret 300 XL capsules (Tillomed Laboratories Ltd)	Zemret 300 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	NA	NA
1520541000033110	648211000001107	Viazem XL 360mg capsules (Thornton & Ross Ltd)	Viazem XL 360mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	360.000mg	2060200	NA
1754841000033116	675611000001104	Vertab SR 240 tablets (Chiesi Ltd)	Vertab SR 240 tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	NA
452741000033111	682311000001105	Dilzem SR 90 capsules (Teva UK Ltd)	Dilzem SR 90 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg	2060200	NA
2955041000033115	693311000001101	Valni 20 Retard tablets (Tillomed Laboratories Ltd)	Valni 20 Retard tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	NA	NA
1602341000033116	723811000001107	Dilcardia SR 120mg capsules (Mylan)	Dilcardia SR 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
453241000033112	733511000001107	Dilzem XL 240 capsules (Teva UK Ltd)	Dilzem XL 240 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	NA
2129041000033118	740811000001102	Cordilox MR 240mg tablets (Teva UK Ltd)	Cordilox MR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	2060200	NA
1443841000033113	762011000001102	Tildiem 60mg modified-release tablets (Sanofi)	Tildiem 60mg modified-release tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	60.000mg	2060200	NA
2779241000033117	764511000001100	Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem SR 90mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg	NA	NA
2104741000033113	782111000001104	Ethimil MR 240mg tablets (Genus Pharmaceuticals Ltd)	Ethimil MR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	NA	NA
14041000033115	782511000001108	Adalat 10mg capsules (Bayer Plc)	Adalat 10mg capsules	Capsule	Oral	Nifedipine	10.000mg	2060200	NA
1833141000033114	813611000001103	Zemtard 180 XL capsules (Galen Ltd)	Zemtard 180 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	NA
2955241000033111	823511000001107	Zemret 240 XL capsules (Tillomed Laboratories Ltd)	Zemret 240 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	NA	NA
18341000033114	833611000001109	Adipine MR 10 tablets (Chiesi Ltd)	Adipine MR 10 tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	2060200	NA
660641000033112	846611000001102	Half Securon SR 120mg tablets (Mylan)	Half Securon SR 120mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	120.000mg	2060200	NA
65341000033116	857011000001109	Angitil SR 90 capsules (Ethypharm UK Ltd)	Angitil SR 90 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg	2060200	NA
4590741000033116	865711000001107	Retalzem 60 modified-release tablets (Kent Pharmaceuticals Ltd)	Retalzem 60 modified-release tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	60.000mg	NA	NA
1833341000033112	866811000001107	Zemtard 300 XL capsules (Galen Ltd)	Zemtard 300 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	NA
1766341000033113	881811000001100	Adalat LA 20mg tablets (Bayer Plc)	Adalat LA 20mg tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	2060200	NA
1520341000033115	886511000001107	Viazem XL 240mg capsules (Thornton & Ross Ltd)	Viazem XL 240mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	NA
1441741000033119	893111000001107	Tildiem LA 300 capsules (Sanofi)	Tildiem LA 300 capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	NA
1745041000033110	904011000001104	Nifedipress MR 10 tablets (Dexcel-Pharma Ltd)	Nifedipress MR 10 tablets	Modified-release tablet	Oral	Nifedipine	10.000mg	2060200	NA
199141000033114	905711000001103	Cardilate MR 20mg tablets (IVAX Pharmaceuticals UK Ltd)	Cardilate MR 20mg tablets	Modified-release tablet	Oral	Nifedipine	20.000mg	NA	NA
937041000033114	910911000001108	Motens 2mg tablets (GlaxoSmithKline UK Ltd)	Motens 2mg tablets	Tablet	Oral	Lacidipine	2.000mg	2060200	NA
2955141000033116	924711000001109	Zemret 180 XL capsules (Tillomed Laboratories Ltd)	Zemret 180 XL capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	NA	NA
1602441000033110	937011000001101	Dilcardia SR 60mg capsules (Mylan)	Dilcardia SR 60mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	60.000mg	2060200	NA
17141000033112	2881311000001105	Adalat LA 30mg tablets (Bayer Plc)	Adalat LA 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg	2060200	NA
2776541000033111	2881811000001101	Hypolar XL 30 tablets (Sandoz Ltd)	Hypolar XL 30 tablets	Modified-release tablet	Oral	Nifedipine	30.000mg	NA	NA
1752941000033115	2882011000001104	Slofedipine XL 30mg tablets (Zentiva)	Slofedipine XL 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg	NA	NA
19641000033110	2885611000001102	Adizem-SR 120mg tablets (Napp Pharmaceuticals Ltd)	Adizem-SR 120mg tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
18041000033112	2886111000001104	Adizem-XL 300mg capsules (Napp Pharmaceuticals Ltd)	Adizem-XL 300mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg	2060200	NA
17941000033114	2886311000001102	Adizem-XL 240mg capsules (Napp Pharmaceuticals Ltd)	Adizem-XL 240mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg	2060200	NA
2653341000033118	2886511000001108	Adizem-XL 200mg capsules (Napp Pharmaceuticals Ltd)	Adizem-XL 200mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	200.000mg	2060200	NA
17441000033116	2886711000001103	Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd)	Adizem-SR 180mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	NA
17641000033119	2887011000001102	Adizem-SR 90mg capsules (Napp Pharmaceuticals Ltd)	Adizem-SR 90mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg	2060200	NA
17341000033110	2887311000001104	Adizem-SR 120mg capsules (Napp Pharmaceuticals Ltd)	Adizem-SR 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
17741000033111	2937811000001108	Adizem-XL 120mg capsules (Napp Pharmaceuticals Ltd)	Adizem-XL 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	2060200	NA
17841000033118	2938011000001101	Adizem-XL 180mg capsules (Napp Pharmaceuticals Ltd)	Adizem-XL 180mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	180.000mg	2060200	NA
1725041000033113	3381511000001105	Coracten XL 60mg capsules (UCB Pharma Ltd)	Coracten XL 60mg capsules	Modified-release capsule	Oral	Nifedipine	60.000mg	2060200	NA
1140241000033117	3689711000001108	Prescal 2.5mg tablets (Novartis Pharmaceuticals UK Ltd)	Prescal 2.5mg tablets	Tablet	Oral	Isradipine	2.500mg	NA	NA
2928841000033117	3800311000001106	Cabren 2.5mg modified-release tablets (Teva UK Ltd)	Cabren 2.5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	2.500mg	NA	NA
2928941000033113	3800511000001100	Cabren 5mg modified-release tablets (Teva UK Ltd)	Cabren 5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	5.000mg	NA	NA
2929041000033116	3800711000001105	Cabren 10mg modified-release tablets (Teva UK Ltd)	Cabren 10mg modified-release tablets	Modified-release tablet	Oral	Felodipine	10.000mg	NA	NA
977741000033114	3879211000001104	Nimotop 30mg tablets (Bayer Plc)	Nimotop 30mg tablets	Tablet	Oral	Nimodipine	30.000mg	2060200	NA
2641041000033116	4129511000001107	Zolvera 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Zolvera 40mg/5ml oral solution	Oral solution	Oral	Verapamil hydrochloride	8.000mg/1.000ml	2060200	NA
1509841000033114	4139411000001106	Verapamil 40mg/5ml oral solution sugar free	Verapamil 40mg/5ml oral solution sugar free	Oral solution	Oral	Verapamil hydrochloride	8.000mg/1.000ml	2060200	NA
2979941000033119	4785111000001103	Felotens XL 5mg tablets (Thornton & Ross Ltd)	Felotens XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	NA
2980041000033115	4785511000001107	Felotens XL 10mg tablets (Thornton & Ross Ltd)	Felotens XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	NA
3177441000033110	4972811000001103	Felogen XL 5mg tablets (Mylan)	Felogen XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	NA
3177541000033111	4973011000001100	Felogen XL 10mg tablets (Mylan)	Felogen XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	NA
5576541000033113	5008511000001107	Folpik XL 5mg tablets (Teva UK Ltd)	Folpik XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	NA	NA
5576341000033118	5008911000001100	Folpik XL 10mg tablets (Teva UK Ltd)	Folpik XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	NA	NA
3034341000033117	5638311000001102	Vascalpha 5mg modified-release tablets (Accord Healthcare Ltd)	Vascalpha 5mg modified-release tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	NA
3034441000033111	5638811000001106	Vascalpha 10mg modified-release tablets (Accord Healthcare Ltd)	Vascalpha 10mg modified-release tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	NA
9121641000033116	7387911000001103	Parmid XL 5mg tablets (Sandoz Ltd)	Parmid XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	NA	NA
9121741000033113	7388311000001103	Parmid XL 10mg tablets (Sandoz Ltd)	Parmid XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	NA	NA
2890641000033116	7418511000001104	Vera-Til SR 120mg tablets (Tillomed Laboratories Ltd)	Vera-Til SR 120mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	120.000mg	NA	NA
2890741000033113	7418711000001109	Vera-Til SR 240mg tablets (Tillomed Laboratories Ltd)	Vera-Til SR 240mg tablets	Modified-release tablet	Oral	Verapamil hydrochloride	240.000mg	NA	NA
3154841000033119	7887011000001104	Cardioplen XL 5mg tablets (Chiesi Ltd)	Cardioplen XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	NA
3154941000033110	7887511000001107	Cardioplen XL 10mg tablets (Chiesi Ltd)	Cardioplen XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	NA
3188741000033111	8046211000001107	Amlostin 5mg tablets (Discovery Pharmaceuticals)	Amlostin 5mg tablets	Tablet	Oral	Amlodipine	5.000mg	2060200	NA
3188841000033118	8046411000001106	Amlostin 10mg tablets (Discovery Pharmaceuticals)	Amlostin 10mg tablets	Tablet	Oral	Amlodipine	10.000mg	2060200	NA
4521741000033117	8089811000001107	Neofel XL 10mg tablets (Kent Pharmaceuticals Ltd)	Neofel XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	NA
4521641000033114	8090111000001106	Neofel XL 5mg tablets (Kent Pharmaceuticals Ltd)	Neofel XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	NA
3963741000033115	8278111000001105	Amlodipine 10mg/5ml oral suspension	Amlodipine 10mg/5ml oral suspension	Oral suspension	Oral	Amlodipine	2.000mg/1.000ml	NA	NA
5888741000033110	8278311000001107	Amlodipine 5mg/5ml oral suspension	Amlodipine 5mg/5ml oral suspension	Oral suspension	Oral	Amlodipine	1.000mg/1.000ml	NA	NA
4953741000033114	8456911000001108	Diltiazem 60mg/5ml oral suspension	Diltiazem 60mg/5ml oral suspension	Oral suspension	Oral	Diltiazem hydrochloride	12.000mg/1.000ml	NA	NA
5991941000033112	8457011000001107	Diltiazem 60mg/5ml oral solution	Diltiazem 60mg/5ml oral solution	Oral solution	Oral	Diltiazem hydrochloride	12.000mg/1.000ml	NA	NA
5973741000033117	8670111000001106	Nifedipine 10mg/5ml oral suspension	Nifedipine 10mg/5ml oral suspension	Oral suspension	Oral	Nifedipine	2.000mg/1.000ml	NA	NA
5056241000033112	8670311000001108	Nifedipine 5mg/5ml oral suspension	Nifedipine 5mg/5ml oral suspension	Oral suspension	Oral	Nifedipine	1.000mg/1.000ml	NA	NA
9118241000033117	8885711000001100	Kenzem SR 60mg capsules (Kent Pharmaceuticals Ltd)	Kenzem SR 60mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	60.000mg	NA	NA
9118341000033110	8886211000001101	Kenzem SR 90mg capsules (Kent Pharmaceuticals Ltd)	Kenzem SR 90mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	90.000mg	NA	NA
9118441000033116	8886511000001103	Kenzem SR 120mg capsules (Kent Pharmaceuticals Ltd)	Kenzem SR 120mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	120.000mg	NA	NA
3225441000033117	9049711000001108	Adipine XL 30mg tablets (Chiesi Ltd)	Adipine XL 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg	2060200	NA
3225541000033116	9049911000001105	Adipine XL 60mg tablets (Chiesi Ltd)	Adipine XL 60mg tablets	Modified-release tablet	Oral	Nifedipine	60.000mg	2060200	NA
2639341000033117	9096811000001100	Nifedipine 20mg/ml oral drops	Nifedipine 20mg/ml oral drops	Oral drops	Oral	Nifedipine	20.000mg/1.000ml	NA	NA
