ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter
233241000033114	479211000001100	Celectol 400mg tablets (Neon Healthcare Ltd)	Celectol 400mg tablets	Tablet/ Oral Tablet	Oral	Celiprolol hydrochloride	400.000mg	NA
236141000033110	864811000001100	Celectol 200mg tablets (Neon Healthcare Ltd)	Celectol 200mg tablets	Tablet/ Oral Tablet	Oral	Celiprolol hydrochloride	200.000mg	NA
375341000033112	3687411000001106	Corgard 80mg tablets (Neon Healthcare Ltd)	Corgard 80mg tablets	Tablet/ Oral Tablet	Oral	Nadolol	80.000mg	NA
513941000033117	483911000001101	Emcor LS 5mg tablets (Merck Serono Ltd)	Emcor LS 5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	5.000mg	NA
514141000033116	106611000001104	Emcor 10mg tablets (Merck Serono Ltd)	Emcor 10mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	10.000mg	NA
556941000033118	334711000001101	Eucardic 12.5mg tablets (Roche Products Ltd)	Eucardic 12.5mg tablets	Tablet/ Oral Tablet	Oral	Carvedilol	12.500mg	NA
557041000033117	709911000001107	Eucardic 25mg tablets (Roche Products Ltd)	Eucardic 25mg tablets	Tablet/ Oral Tablet	Oral	Carvedilol	25.000mg	NA
658241000033117	226211000001106	Half Inderal LA 80mg capsules (AstraZeneca UK Ltd)	Half Inderal LA 80mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	80.000mg	NA
660741000033115	724111000001103	Half Beta-Prograne 80mg modified-release capsules (Tillomed Laboratories Ltd)	Half Beta-Prograne 80mg modified-release capsules	Modified-release capsule	Oral	Propranolol hydrochloride	80.000mg	NA
756541000033113	154311000001108	Inderal LA 160mg capsules (AstraZeneca UK Ltd)	Inderal LA 160mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	160.000mg	NA
768741000033110	567911000001100	Inderal 10mg tablets (AstraZeneca UK Ltd)	Inderal 10mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	10.000mg	NA
768841000033117	930211000001107	Inderal 40mg tablets (AstraZeneca UK Ltd)	Inderal 40mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	40.000mg	NA
768941000033113	821011000001100	Inderal 80mg tablets (AstraZeneca UK Ltd)	Inderal 80mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	80.000mg	NA
850841000033110	756911000001107	Lopresor 100mg tablets (Recordati Pharmaceuticals Ltd)	Lopresor 100mg tablets	Tablet/ Oral Tablet	Oral	Metoprolol tartrate	100.000mg	NA
850941000033119	113511000001109	Lopresor 50mg tablets (Recordati Pharmaceuticals Ltd)	Lopresor 50mg tablets	Tablet/ Oral Tablet	Oral	Metoprolol tartrate	50.000mg	NA
851041000033112	916111000001108	Lopresor SR 200mg tablets (Recordati Pharmaceuticals Ltd)	Lopresor SR 200mg tablets	Modified-release tablet	Oral	Metoprolol tartrate	200.000mg	NA
891641000033111	36035411000001108	Metoprolol 200mg modified-release tablets	Metoprolol 200mg modified-release tablets	Modified-release tablet	Oral	Metoprolol tartrate	200.000mg	02040000
939141000033118	349611000001108	Monocor 5mg tablets (Wyeth Pharmaceuticals)	Monocor 5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	5.000mg	NA
939241000033113	329611000001106	Monocor 10mg tablets (Wyeth Pharmaceuticals)	Monocor 10mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	10.000mg	NA
1026041000033118	36023011000001102	Oxprenolol 160mg modified-release tablets	Oxprenolol 160mg modified-release tablets	Modified-release tablet	Oral	Oxprenolol hydrochloride	160.000mg	02040000
1125341000033118	35932311000001101	Propranolol 10mg/5ml oral solution sugar free	Propranolol 10mg/5ml oral solution sugar free	Oral solution	Oral	Propranolol hydrochloride	2.000mg/1.000ml	02040000
1125441000033112	35932811000001105	Propranolol 5mg/5ml oral solution sugar free	Propranolol 5mg/5ml oral solution sugar free	Oral solution	Oral	Propranolol hydrochloride	1.000mg/1.000ml	02040000
1125541000033113	35932711000001102	Propranolol 50mg/5ml oral solution sugar free	Propranolol 50mg/5ml oral solution sugar free	Oral solution	Oral	Propranolol hydrochloride	10.000mg/1.000ml	02040000
1268141000033119	632811000001105	Sectral 100mg capsules (Neon Healthcare Ltd)	Sectral 100mg capsules	Capsule/ Oral capsule	Oral	Acebutolol hydrochloride	100.000mg	NA
1268241000033114	925711000001108	Sectral 200mg capsules (Neon Healthcare Ltd)	Sectral 200mg capsules	Capsule/ Oral capsule	Oral	Acebutolol hydrochloride	200.000mg	NA
1278241000033118	298111000001105	Sectral 400mg tablets (Neon Healthcare Ltd)	Sectral 400mg tablets	Tablet/ Oral Tablet	Oral	Acebutolol hydrochloride	400.000mg	NA
1347441000033114	473011000001107	Slow-Trasicor 160mg tablets (Advanz Pharma)	Slow-Trasicor 160mg tablets	Modified-release tablet	Oral	Oxprenolol hydrochloride	160.000mg	NA
1366041000033112	446211000001108	Sotacor 160mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Sotacor 160mg tablets	Tablet/ Oral Tablet	Oral	Sotalol hydrochloride	160.000mg	NA
1366141000033111	463811000001109	Sotacor 80mg tablets (Neon Healthcare Ltd)	Sotacor 80mg tablets	Tablet/ Oral Tablet	Oral	Sotalol hydrochloride	80.000mg	NA
1424541000033110	373311000001100	Tenormin 25mg/5ml syrup (AstraZeneca UK Ltd)	Tenormin 25mg/5ml syrup	Oral solution	Oral	Atenolol	5.000mg/1.000ml	NA
1426441000033116	162411000001102	Tenormin 100mg tablets (AstraZeneca UK Ltd)	Tenormin 100mg tablets	Tablet/ Oral Tablet	Oral	Atenolol	100.000mg	NA
1426541000033115	423911000001107	Tenormin LS 50mg tablets (Atnahs Pharma UK Ltd)	Tenormin LS 50mg tablets	Tablet/ Oral Tablet	Oral	Atenolol	50.000mg	NA
1428741000033112	317111000001101	Tenormin 25mg tablets (AstraZeneca UK Ltd)	Tenormin 25mg tablets	Tablet/ Oral Tablet	Oral	Atenolol	25.000mg	NA
1469041000033113	639011000001106	Trandate 100mg tablets (RPH Pharmaceuticals AB)	Trandate 100mg tablets	Tablet/ Oral Tablet	Oral	Labetalol hydrochloride	100.000mg	NA
1469141000033112	77311000001105	Trandate 200mg tablets (RPH Pharmaceuticals AB)	Trandate 200mg tablets	Tablet/ Oral Tablet	Oral	Labetalol hydrochloride	200.000mg	NA
1469241000033117	674711000001109	Trandate 400mg tablets (RPH Pharmaceuticals AB)	Trandate 400mg tablets	Tablet/ Oral Tablet	Oral	Labetalol hydrochloride	400.000mg	NA
1469341000033110	42611000001104	Trandate 50mg tablets (RPH Pharmaceuticals AB)	Trandate 50mg tablets	Tablet/ Oral Tablet	Oral	Labetalol hydrochloride	50.000mg	NA
1469741000033111	592911000001104	Trasicor 40mg tablets (Amdipharm Plc)	Trasicor 40mg tablets	Tablet/ Oral Tablet	Oral	Oxprenolol hydrochloride	40.000mg	NA
1524041000033111	3706111000001105	Visken 5mg tablets (Advanz Pharma)	Visken 5mg tablets	Tablet/ Oral Tablet	Oral	Pindolol	5.000mg	NA
1525141000033111	3887411000001101	Visken 15mg tablets (Advanz Pharma)	Visken 15mg tablets	Tablet/ Oral Tablet	Oral	Pindolol	15.000mg	NA
1750241000033113	8672711000001106	Propranolol 40mg/5ml oral solution	Propranolol 40mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	8.000mg/1.000ml	02040000
1796141000033112	726011000001109	Nebilet 5mg tablets (A. Menarini Farmaceutica Internazionale SRL)	Nebilet 5mg tablets	Tablet/ Oral Tablet	Oral	Nebivolol hydrochloride	5.000mg	NA
1952241000033119	712511000001106	Cardicor 1.25mg tablets (Merck Serono Ltd)	Cardicor 1.25mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	1.250mg	NA
1952341000033112	628711000001102	Cardicor 2.5mg tablets (Merck Serono Ltd)	Cardicor 2.5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	2.500mg	NA
1952441000033118	823111000001103	Cardicor 3.75mg tablets (Merck Serono Ltd)	Cardicor 3.75mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	3.750mg	NA
1952541000033117	19711000001106	Cardicor 5mg tablets (Merck Serono Ltd)	Cardicor 5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	5.000mg	NA
1952641000033116	404511000001105	Cardicor 7.5mg tablets (Merck Serono Ltd)	Cardicor 7.5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	7.500mg	NA
1952741000033113	890111000001100	Cardicor 10mg tablets (Merck Serono Ltd)	Cardicor 10mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	10.000mg	NA
2267441000033110	295911000001102	Syprol 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Syprol 5mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	1.000mg/1.000ml	NA
2267541000033111	28711000001109	Syprol 10mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Syprol 10mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	2.000mg/1.000ml	NA
2267641000033112	823311000001101	Syprol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Syprol 50mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	10.000mg/1.000ml	NA
2616041000033116	8668211000001107	Metoprolol 12.5mg/5ml oral solution	Metoprolol 12.5mg/5ml oral solution	Oral solution	Oral	Metoprolol tartrate	2.500mg/1.000ml	02040000
2711841000033114	573711000001104	Bedranol SR 80mg capsules (Sandoz Ltd)	Bedranol SR 80mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	80.000mg	NA
2839941000033114	2899011000001105	Rapranol SR 80mg capsules (Ranbaxy (UK) Ltd)	Rapranol SR 80mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	80.000mg	NA
3953441000033116	8726811000001107	Sotalol 25mg/5ml oral solution	Sotalol 25mg/5ml oral solution	Oral solution	Oral	Sotalol hydrochloride	5.000mg/1.000ml	02040000
3984541000033111	10241311000001102	Congescor 1.25mg tablets (Tillomed Laboratories Ltd)	Congescor 1.25mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	1.250mg	NA
3984641000033112	10241511000001108	Congescor 2.5mg tablets (Tillomed Laboratories Ltd)	Congescor 2.5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	2.500mg	NA
4267141000033111	14159111000001101	Bisoprolol 7.5mg/5ml oral suspension	Bisoprolol 7.5mg/5ml oral suspension	Oral suspension	Oral	Bisoprolol fumarate	1.500mg/1.000ml	02040000
4507941000033117	12287611000001100	Bisoprolol 2.5mg/5ml oral suspension	Bisoprolol 2.5mg/5ml oral suspension	Oral suspension	Oral	Bisoprolol fumarate	500.000microgram/1.000ml	02040000
4815641000033117	8668411000001106	Metoprolol 12.5mg/5ml oral suspension	Metoprolol 12.5mg/5ml oral suspension	Oral suspension	Oral	Metoprolol tartrate	2.500mg/1.000ml	02040000
4955841000033115	15356211000001102	Propranolol 40mg/5ml oral solution sugar free	Propranolol 40mg/5ml oral solution sugar free	Oral solution	Oral	Propranolol hydrochloride	8.000mg/1.000ml	02040000
4955941000033111	15307311000001100	Syprol 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Syprol 40mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	8.000mg/1.000ml	NA
4957141000033117	8672911000001108	Propranolol 80mg/5ml oral solution	Propranolol 80mg/5ml oral solution	Oral solution	Oral	Propranolol hydrochloride	16.000mg/1.000ml	02040000
5288741000033116	8356811000001107	Carvedilol 5mg/5ml oral suspension	Carvedilol 5mg/5ml oral suspension	Oral suspension	Oral	Carvedilol	1.000mg/1.000ml	02040000
5378241000033112	12300811000001107	Nadolol 40mg/5ml oral suspension	Nadolol 40mg/5ml oral suspension	Oral suspension	Oral	Nadolol	8.000mg/1.000ml	02040000
5575541000033119	8668711000001100	Metoprolol 25mg/5ml oral solution	Metoprolol 25mg/5ml oral solution	Oral solution	Oral	Metoprolol tartrate	5.000mg/1.000ml	02040000
5814141000033119	16130911000001101	Nadolol 20mg/5ml oral solution	Nadolol 20mg/5ml oral solution	Oral solution	Oral	Nadolol	4.000mg/1.000ml	02040000
5898041000033111	8305311000001100	Bisoprolol 1.25mg/5ml oral solution	Bisoprolol 1.25mg/5ml oral solution	Oral solution	Oral	Bisoprolol fumarate	250.000microgram/1.000ml	02040000
5898141000033110	8305211000001108	Bisoprolol 1.25mg/5ml oral suspension	Bisoprolol 1.25mg/5ml oral suspension	Oral suspension	Oral	Bisoprolol fumarate	250.000microgram/1.000ml	02040000
5898241000033115	8304911000001103	Bisoprolol 5mg/5ml oral solution	Bisoprolol 5mg/5ml oral solution	Oral solution	Oral	Bisoprolol fumarate	1.000mg/1.000ml	02040000
5898341000033113	8304811000001108	Bisoprolol 5mg/5ml oral suspension	Bisoprolol 5mg/5ml oral suspension	Oral suspension	Oral	Bisoprolol fumarate	1.000mg/1.000ml	02040000
5898441000033119	15160211000001100	Bisoprolol 625micrograms/5ml oral solution	Bisoprolol 625micrograms/5ml oral solution	Oral solution	Oral	Bisoprolol fumarate	125.000microgram/1.000ml	02040000
5898541000033118	15160311000001108	Bisoprolol 625micrograms/5ml oral suspension	Bisoprolol 625micrograms/5ml oral suspension	Oral suspension	Oral	Bisoprolol fumarate	125.000microgram/1.000ml	02040000
5972841000033117	8668911000001103	Metoprolol 50mg/5ml oral solution	Metoprolol 50mg/5ml oral solution	Oral solution	Oral	Metoprolol tartrate	10.000mg/1.000ml	02040000
5972941000033113	8669111000001108	Metoprolol 50mg/5ml oral suspension	Metoprolol 50mg/5ml oral suspension	Oral suspension	Oral	Metoprolol tartrate	10.000mg/1.000ml	02040000
5991041000033111	12287511000001104	Bisoprolol 2.5mg/5ml oral solution	Bisoprolol 2.5mg/5ml oral solution	Oral solution	Oral	Bisoprolol fumarate	500.000microgram/1.000ml	02040000
5998141000033117	8672811000001103	Propranolol 40mg/5ml oral suspension	Propranolol 40mg/5ml oral suspension	Oral suspension	Oral	Propranolol hydrochloride	8.000mg/1.000ml	02040000
6487941000033119	8582311000001109	Labetalol 50mg/5ml oral solution	Labetalol 50mg/5ml oral solution	Oral solution	Oral	Labetalol hydrochloride	10.000mg/1.000ml	02040000
7871341000033114	16109911000001102	Nadolol 30mg/5ml oral solution	Nadolol 30mg/5ml oral solution	Oral solution	Oral	Nadolol	6.000mg/1.000ml	02040000
8536441000033115	12287411000001103	Bisoprolol 10mg/5ml oral suspension	Bisoprolol 10mg/5ml oral suspension	Oral suspension	Oral	Bisoprolol fumarate	2.000mg/1.000ml	02040000
9776441000033119	8726911000001102	Sotalol 25mg/5ml oral suspension	Sotalol 25mg/5ml oral suspension	Oral suspension	Oral	Sotalol hydrochloride	5.000mg/1.000ml	02040000
10024941000033116	28365711000001103	Bisoprolol 5mg / Aspirin 75mg capsules	Bisoprolol 5mg / Aspirin 75mg capsules	Capsule/ Oral capsule	Oral	Aspirin/ Bisoprolol fumarate	75.000mg + 5.000mg	02040000
10025041000033116	28365611000001107	Bisoprolol 5mg / Aspirin 100mg capsules	Bisoprolol 5mg / Aspirin 100mg capsules	Capsule/ Oral capsule	Oral	Aspirin/ Bisoprolol fumarate	100.000mg + 5.000mg	02040000
10025241000033112	28365311000001102	Bisoprolol 10mg / Aspirin 100mg capsules	Bisoprolol 10mg / Aspirin 100mg capsules	Capsule/ Oral capsule	Oral	Aspirin/ Bisoprolol fumarate	100.000mg + 10.000mg	02040000
10650041000033116	16131011000001109	Nadolol 20mg/5ml oral suspension	Nadolol 20mg/5ml oral suspension	Oral suspension	Oral	Nadolol	4.000mg/1.000ml	02040000
10650141000033117	16110011000001107	Nadolol 30mg/5ml oral suspension	Nadolol 30mg/5ml oral suspension	Oral suspension	Oral	Nadolol	6.000mg/1.000ml	02040000
12682341000033117	36106311000001108	Bedranol 10mg tablets (Ennogen Pharma Ltd)	Bedranol 10mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	10.000mg	NA
12682441000033111	36106511000001102	Bedranol 40mg tablets (Ennogen Pharma Ltd)	Bedranol 40mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	40.000mg	NA
12682641000033113	36106711000001107	Bedranol 80mg tablets (Ennogen Pharma Ltd)	Bedranol 80mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	80.000mg	NA
12682741000033116	36107111000001109	Bedranol 160mg tablets (Ennogen Pharma Ltd)	Bedranol 160mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	160.000mg	NA
3041000033115	39724211000001101	Acebutolol 100mg capsules	Acebutolol 100mg capsules	Capsule/ Oral capsule	Oral	Acebutolol hydrochloride	100.000mg	02040000
3141000033116	39725211000001100	Acebutolol 200mg capsules	Acebutolol 200mg capsules	Capsule/ Oral capsule	Oral	Acebutolol hydrochloride	200.000mg	02040000
10741000033112	39725711000001107	Acebutolol 400mg tablets	Acebutolol 400mg tablets	Tablet/ Oral Tablet	Oral	Acebutolol hydrochloride	400.000mg	02040000
90641000033116	42370611000001103	Atenolol 25mg tablets	Atenolol 25mg tablets	Tablet/ Oral Tablet	Oral	Atenolol	25.000mg	02040000
91041000033118	42370411000001101	Atenolol 100mg tablets	Atenolol 100mg tablets	Tablet/ Oral Tablet	Oral	Atenolol	100.000mg	02040000
91141000033119	42370711000001107	Atenolol 50mg tablets	Atenolol 50mg tablets	Tablet/ Oral Tablet	Oral	Atenolol	50.000mg	02040000
145541000033111	42371011000001101	Betaxolol 20mg tablets	Betaxolol 20mg tablets	Tablet/ Oral Tablet	Oral	Betaxolol hydrochloride	20.000mg	02040000
151341000033117	42371511000001109	Bisoprolol 5mg tablets	Bisoprolol 5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	5.000mg	02040000
151441000033111	NA	Bisoprolol Fumarate  Tablets  10 mg	NA	NA	NA	NA	NA	NA
209941000033111	42372511000001101	Carvedilol 12.5mg tablets	Carvedilol 12.5mg tablets	Tablet/ Oral Tablet	Oral	Carvedilol	12.500mg	02040000
210041000033115	42372611000001102	Carvedilol 25mg tablets	Carvedilol 25mg tablets	Tablet/ Oral Tablet	Oral	Carvedilol	25.000mg	02040000
210141000033116	NA	Carvedilol  Tablets  50 mg	NA	NA	NA	NA	NA	NA
233341000033116	42373011000001100	Celiprolol 400mg tablets	Celiprolol 400mg tablets	Tablet/ Oral Tablet	Oral	Celiprolol hydrochloride	400.000mg	02040000
236041000033111	42372911000001108	Celiprolol 200mg tablets	Celiprolol 200mg tablets	Tablet/ Oral Tablet	Oral	Celiprolol hydrochloride	200.000mg	02040000
514741000033117	42371211000001106	Bisoprolol 10mg tablets	Bisoprolol 10mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	10.000mg	02040000
814041000033119	42375711000001102	Labetalol 100mg tablets	Labetalol 100mg tablets	Tablet/ Oral Tablet	Oral	Labetalol hydrochloride	100.000mg	02040000
818641000033117	42375811000001105	Labetalol 200mg tablets	Labetalol 200mg tablets	Tablet/ Oral Tablet	Oral	Labetalol hydrochloride	200.000mg	02040000
818741000033114	42375911000001100	Labetalol 400mg tablets	Labetalol 400mg tablets	Tablet/ Oral Tablet	Oral	Labetalol hydrochloride	400.000mg	02040000
818841000033116	42376011000001108	Labetalol 50mg tablets	Labetalol 50mg tablets	Tablet/ Oral Tablet	Oral	Labetalol hydrochloride	50.000mg	02040000
890741000033112	NA	Metoprolol Fumarate  S/r tablets  95 mg	NA	NA	NA	NA	NA	NA
897741000033111	42377311000001109	Metoprolol 100mg tablets	Metoprolol 100mg tablets	Tablet/ Oral Tablet	Oral	Metoprolol tartrate	100.000mg	02040000
897841000033118	42377411000001102	Metoprolol 50mg tablets	Metoprolol 50mg tablets	Tablet/ Oral Tablet	Oral	Metoprolol tartrate	50.000mg	02040000
903641000033115	NA	Metoprolol Tartrate  Tablets  200 mg	NA	NA	NA	NA	NA	NA
956341000033113	42377811000001100	Nadolol 40mg tablets	Nadolol 40mg tablets	Tablet/ Oral Tablet	Oral	Nadolol	40.000mg	02040000
956541000033118	42378011000001107	Nadolol 80mg tablets	Nadolol 80mg tablets	Tablet/ Oral Tablet	Oral	Nadolol	80.000mg	02040000
1026141000033119	42378911000001106	Oxprenolol 20mg tablets	Oxprenolol 20mg tablets	Tablet/ Oral Tablet	Oral	Oxprenolol hydrochloride	20.000mg	02040000
1026241000033114	42379011000001102	Oxprenolol 40mg tablets	Oxprenolol 40mg tablets	Tablet/ Oral Tablet	Oral	Oxprenolol hydrochloride	40.000mg	02040000
1026341000033116	42379111000001101	Oxprenolol 80mg tablets	Oxprenolol 80mg tablets	Tablet/ Oral Tablet	Oral	Oxprenolol hydrochloride	80.000mg	02040000
1027241000033112	NA	Oxprenolol Hydrochloride  Tablets  160 mg	NA	NA	NA	NA	NA	NA
1091141000033117	42379611000001109	Pindolol 15mg tablets	Pindolol 15mg tablets	Tablet/ Oral Tablet	Oral	Pindolol	15.000mg	02040000
1091241000033112	42379711000001100	Pindolol 5mg tablets	Pindolol 5mg tablets	Tablet/ Oral Tablet	Oral	Pindolol	5.000mg	02040000
1111441000033118	NA	Propranolol Hydrochloride  Capsules  160 mg	NA	NA	NA	NA	NA	NA
1112341000033115	NA	Propranolol Hydrochloride  Capsules  80 mg	NA	NA	NA	NA	NA	NA
1124041000033116	38751211000001101	Propranolol 160mg modified-release capsules	Propranolol 160mg modified-release capsules	Modified-release capsule	Oral	Propranolol hydrochloride	160.000mg	02040000
1128041000033113	NA	Propranolol Hydrochloride  M/R tablets  160 mg	NA	NA	NA	NA	NA	NA
1130041000033112	38751111000001107	Propranolol 80mg modified-release capsules	Propranolol 80mg modified-release capsules	Modified-release capsule	Oral	Propranolol hydrochloride	80.000mg	02040000
1135041000033117	42380111000001101	Propranolol 10mg tablets	Propranolol 10mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	10.000mg	02040000
1135141000033118	42380211000001107	Propranolol 160mg tablets	Propranolol 160mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	160.000mg	02040000
1135241000033113	42380311000001104	Propranolol 40mg tablets	Propranolol 40mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	40.000mg	02040000
1135341000033115	42380511000001105	Propranolol 80mg tablets	Propranolol 80mg tablets	Tablet/ Oral Tablet	Oral	Propranolol hydrochloride	80.000mg	02040000
1367141000033113	42382411000001107	Sotalol 160mg tablets	Sotalol 160mg tablets	Tablet/ Oral Tablet	Oral	Sotalol hydrochloride	160.000mg	02040000
1367241000033118	42382511000001106	Sotalol 200mg tablets	Sotalol 200mg tablets	Tablet/ Oral Tablet	Oral	Sotalol hydrochloride	200.000mg	02040000
1367441000033117	42382611000001105	Sotalol 40mg tablets	Sotalol 40mg tablets	Tablet/ Oral Tablet	Oral	Sotalol hydrochloride	40.000mg	02040000
1367541000033116	42382711000001101	Sotalol 80mg tablets	Sotalol 80mg tablets	Tablet/ Oral Tablet	Oral	Sotalol hydrochloride	80.000mg	02040000
1444541000033113	42383411000001103	Timolol 10mg tablets	Timolol 10mg tablets	Tablet/ Oral Tablet	Oral	Timolol maleate	10.000mg	02040000
1581241000033110	42372711000001106	Carvedilol 3.125mg tablets	Carvedilol 3.125mg tablets	Tablet/ Oral Tablet	Oral	Carvedilol	3.125mg	02040000
1581341000033117	42372811000001103	Carvedilol 6.25mg tablets	Carvedilol 6.25mg tablets	Tablet/ Oral Tablet	Oral	Carvedilol	6.250mg	02040000
1796041000033113	39701211000001106	Nebivolol 5mg tablets	Nebivolol 5mg tablets	Tablet/ Oral Tablet	Oral	Nebivolol hydrochloride	5.000mg	02040000
1951641000033111	42371111000001100	Bisoprolol 1.25mg tablets	Bisoprolol 1.25mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	1.250mg	02040000
1951741000033119	42371311000001103	Bisoprolol 2.5mg tablets	Bisoprolol 2.5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	2.500mg	02040000
1951841000033112	42371411000001105	Bisoprolol 3.75mg tablets	Bisoprolol 3.75mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	3.750mg	02040000
1951941000033116	42371611000001108	Bisoprolol 7.5mg tablets	Bisoprolol 7.5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	7.500mg	02040000
3161341000033118	42377211000001101	Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets	Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets	Tablet/ Oral Tablet	Oral	Hydrochlorothiazide/ Metoprolol tartrate	12.500mg + 100.000mg	02040000
