MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
2730251000000116	Severe intellectual development disorder with minimal impairment of behaviour	^ESCT1171800		1089761000000109	2730251000000116	NA	31
7758071000006112	Microphthalmia with ankyloblepharon and intellectual disability syndrome	^ESCTMI775807		717222003	3308716017	NA	31
7830851000006110	Microcephaly, intracranial calcification, intellectual disability syndrome	^ESCTMI783085		722390006	3331821019	NA	31
7735001000006113	Intellectual disability, truncal obesity, retinal dystrophy and micropenis syndrome	^ESCTIN773500		715628009	3303221016	NA	31
7813711000006115	SESAME (seizures, sensorineural deafness, ataxia, mental retardation, electrolyte imbalance) syndrome	^ESCTSE781371		721207002	3332064010	NA	31
7755151000006112	Hypoplasia of corpus callosum and mental retardation with adducted thumbs and spasticity and hydrocephalus syndrome	^ESCTHY775515		716996008	3308122015	NA	31
7810251000006117	Alopecia, contracture, dwarfism, intellectual disability syndrome	^ESCTAL781025		720979002	3322754015	NA	31
7953491000006117	Preaxial polydactyly, colobomata, intellectual disability syndrome	^ESCTPR795349		733088002	3498723016	NA	31
3756811000006119	Borderline mental retardation (I.Q. 70-85)	^ESCTBO375681		77287004	128278012	NA	31
12357871000006120	Blepharophimosis-intellectual disability syndrome Maat-Kievit-Brunner type	^ESCT1235787		699297004	3643149013	NA	31
2730411000000116	Mild intellectual development disorder with significant impairment of behaviour	^ESCT1171814		1089841000000101	2730411000000116	NA	31
7782481000006112	X-linked intellectual disability with hypogammaglobulinaemia and progressive neurological deterioration syndrome	^ESCTXL778248		719156006	3315191012	NA	31
7807621000006113	Aural atresia with multiple congenital anomalies and intellectual disability syndrome	^ESCTAU780762		720748007	3321980014	NA	31
7826471000006119	Intellectual disability, enteropathy, deafness, peripheral neuropathy, ichthyosis, keratoderma syndrome	^ESCTIN782647		722035007	3330261017	NA	31
7743661000006115	Alopecia and intellectual disability syndrome	^ESCTAL774366		716191002	3305033016	NA	31
7778231000006118	X-linked intellectual disability Zorick type	^ESCTXL777823		718846001	3314098010	NA	31
7782581000006111	Syndromic X-linked intellectual disability due to jumonji at-rich interactive domain 1c mutation	^ESCTSY778258		719161008	3315211016	NA	31
2740461000000118	Mild intellectual development disorder with impairment of behaviour	^ESCT1172257		1093991000000101	2740461000000118	NA	31
7779251000006116	X-linked intellectual disability Stoll type	^ESCTXL777925		718911005	3314394017	NA	31
7953021000006110	Marfanoid habitus with autosomal recessive intellectual disability syndrome	^ESCTMA795302		733062000	3498653017	NA	31
8222831000006115	People with learning disability	^ESCTPE822283		721651000000109	1585901000000111	NA	31
2740291000000111	Profound mental retardation with significant impairment of behaviour	^ESCT1171791		1089711000000107	2740291000000111	NA	31
12035891000006114	Brachydactyly, mesomelia, intellectual disability, heart defect syndrome	^ESCT1203589		765761009	3659615015	NA	31
12048691000006116	Activity dependent neuroprotector homeobox related multiple congenital anomalies, intellectual disability, autism spectrum disorder	^ESCT1204869		766824003	3662759017	NA	31
7809721000006112	Type 1 syndactyly, microcephaly, intellectual disability syndrome	^ESCTTY780972		720954000	3322631017	NA	31
7866201000006117	X-linked spasticity, intellectual disability, epilepsy syndrome	^ESCTXL786620		725163002	3440998011	NA	31
7953031000006113	Marfanoid habitus, intellectual disability autosomal recessive	^ESCTMA795303		733062000	3498654011	NA	31
5130041000006112	Keratoderma with mental retardation and spastic paraplegia	^ESCTKE513004		239077009	358287016	NA	31
7779221000006113	X-linked intellectual disability Siderius type	^ESCTXL777922		718908009	3314377019	NA	31
7750931000006111	FRAXE intellectual disability syndrome	^ESCTFR775093		716709002	3307280017	NA	31
7779231000006111	X-linked intellectual disability Stevenson type	^ESCTXL777923		718909001	3314381019	NA	31
7811761000006116	Deafness and intellectual disability Martin Probst type syndrome	^ESCTDE781176		721087008	3323440018	NA	31
7826081000006110	Intellectual disability, balding, patella luxation, acromicria syndrome	^ESCTIN782608		722002002	3330090015	NA	31
7850191000006110	Seizures and intellectual disability due to hydroxylysinuria	^ESCTSE785019		723994004	3428355013	NA	31
7959041000006118	MMR (megalocornea, mental retardation) syndrome	^ESCTMM795904		733522005	3499606013	NA	31
2740411000000115	Moderate mental retardation with impairment of behaviour	^ESCT1171811		1089821000000108	2740411000000115	NA	31
12026111000006116	Focal epilepsy, intellectual disability, cerebro-cerebellar malformation syndrome	^ESCT1202611		765089003	3656367010	NA	31
12178711000006112	Hyperphosphatasaemia with intellectual disability	^ESCT1217871		33982008	3643091012	NA	31
5095461000006114	Prune belly syndrome with pulmonic stenosis, mental retardation and deafness	^ESCTPR509546		236529001	354548014	NA	31
7832001000006117	Male hypergonadotropic hypogonadism, intellectual disability, skeletal anomaly syndrome	^ESCTMA783200		722459008	3332226017	NA	31
7519901000006119	Blepharophimosis-intellectual deficit syndrome, Say-Barber/Biesecker/Young-Simpson type	^ESCTBL751990		699298009	2983711017	NA	31
7758091000006113	X-linked epilepsy with learning disability and behaviour disorder syndrome	^ESCTXL775809		717223008	3308721019	NA	31
12048671000006118	ADNP-related multiple congenital anomalies, intellectual disability, autism spectrum disorder	^ESCT1204867		766824003	3662757015	NA	31
7963201000006116	Ectodermal dysplasia, intellectual disability, central nervous system malformation syndrome	^ESCTEC796320		734017008	3481869018	NA	31
12358691000006118	X-linked intellectual disability Snyder type	^ESCT1235869		702416008	3643146018	NA	31
7791801000006111	Congenital hypoplasia of ulna and intellectual disability syndrome	^ESCTCO779180		719842006	3318129019	NA	31
7959031000006111	Megalocornea with intellectual disability syndrome	^ESCTME795903		733522005	3499604011	NA	31
12009571000006116	Intellectual disability, brachydactyly, Pierre Robin syndrome	^ESCT1200957		763744009	3643604011	NA	31
7728711000006118	Wilms tumour, aniridia, genitourinary anomalies and mental retardation syndrome	^ESCTWI772871		715215007	3301892015	NA	31
7874991000006119	X-linked intellectual disability Brooks type	^ESCTXL787499		725912001	3446393017	NA	31
7791161000006118	Deafness, onychodystrophy, osteodystrophy, intellectual disability syndrome	^ESCTDE779116		719800009	3322825018	NA	31
7958141000006110	Spastic paraplegia, glaucoma, intellectual disability syndrome	^ESCTSP795814		733455003	3499466016	NA	31
12178721000006116	Hyperphosphatasemia with intellectual disability	^ESCT1217872		33982008	3643098018	NA	31
2740371000000119	Severe mental retardation with impairment of behaviour	^ESCT1171803		1089771000000102	2740371000000119	NA	31
2730291000000112	Moderate intellectual development disorder without significant impairment of behaviour	^ESCT1171804		1089781000000100	2730291000000112	NA	31
5117631000006115	Nutritional mental retardation	^ESCTNU511763		238110009	356937011	NA	31
7826561000006110	MEHMO (mental retardation, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, obesity) syndrome	^ESCTME782656		722037004	3330288010	NA	31
3047021000006119	Hyperphosphatasemia with mental retardation	^ESCTHY304702		33982008	56735014	NA	31
12009521000006116	Intellectual disability, alacrima, achalasia syndrome	^ESCT1200952		763741001	3643593016	NA	31
12023851000006118	Cryptorchidism, arachnodactyly, intellectual disability syndrome	^ESCT1202385		764950001	3655725014	NA	31
7519881000006116	Blepharophimosis-mental retardation syndrome, Say-Barber-Biesecker-Young-Simpson type	^ESCTBL751988		699298009	2983598012	NA	31
7845921000006118	Spastic tetraplegia, retinitis pigmentosa, intellectual disability syndrome	^ESCTSP784592		723621000	3425297016	NA	31
7791251000006111	X-linked intellectual disability with seizure and psoriasis syndrome	^ESCTXL779125		719810000	3317990011	NA	31
7577051000006119	Progressive epilepsy with mental retardation	^ESCTPR757705		703526007	3008925016	NA	31
7780441000006117	X-linked intellectual disability Abidi type	^ESCTXL778044		719018008	3314686018	NA	31
7782191000006119	X-linked intellectual disability with corpus callosum agenesis and spastic quadriparesis syndrome	^ESCTXL778219		719137001	3315137014	NA	31
2740311000000112	Profound mental retardation with impairment of behaviour	^ESCT1171795		1089731000000104	2740311000000112	NA	31
7791521000006116	X-linked intellectual disability, macrocephaly, macroorchidism syndrome	^ESCTXL779152		719825000	3318060016	NA	31
12022541000006112	Intellectual disability Birk-Barel type	^ESCT1202254		764861005	3655432018	NA	31
2730351000000112	Moderate intellectual development disorder with minimal impairment of behaviour	^ESCT1171808		1089811000000102	2730351000000112	NA	31
7782491000006110	X-linked intellectual disability with hypogammaglobulinemia and progressive neurological deterioration syndrome	^ESCTXL778249		719156006	3315190013	NA	31
7782501000006119	X-linked intellectual disability and hypotonia with facial dysmorphism and aggressive behaviour syndrome	^ESCTXL778250		719157002	3315196019	NA	31
7844061000006110	Non-progressive cerebellar ataxia with intellectual disability	^ESCTNO784406		723441001	3424626016	NA	31
6862091000006119	Mental retardation, dwarfism, and gonadal hypoplasia due to xeroderma pigmentosa	^ESCTME686209		414673004	2536925015	NA	31
7519851000006112	Blepharophimosis-mental retardation syndrome, Maat-Kievit-Brunner type	^ESCTBL751985		699297004	2983702017	NA	31
7953971000006110	Thumb stiffness, brachydactyly, intellectual disability syndrome	^ESCTTH795397		733117001	3498794015	NA	31
7874821000006113	Intellectual disability Buenos Aires type	^ESCTIN787482		725906006	3446302016	NA	31
7779101000006113	X-linked intellectual disability Shashi type	^ESCTXL777910		718900002	3314353013	NA	31
12008551000006116	Craniodigital syndrome and intellectual disability syndrome	^ESCT1200855		763665007	3643217015	NA	31
2452421000000116	Learning disability care plan	^ESCT1171304		962361000000105	2452421000000116	NA	31
7558731000006110	X-linked mental retardation syndrome, Christianson type	^ESCTXL755873		702354007	2995009018	NA	31
7779261000006119	X-linked intellectual disability Turner type	^ESCTXL777926		718912003	3314397012	NA	31
7786901000006112	Pseudohermaphroditism with intellectual disability syndrome	^ESCTPS778690		719450007	3316401018	NA	31
7809741000006117	Brachycephaly, deafness, cataract, intellectual disability syndrome	^ESCTBR780974		720955004	3322634013	NA	31
2730191000000119	Profound intellectual development disorder with impairment of behaviour	^ESCT1171794		1089731000000104	2730191000000119	NA	31
7525421000006112	X-linked intellectual deficit due to PQBP1 mutation	^ESCTXL752542		699669001	2985846017	NA	31
7791541000006111	X-linked intellectual disability with acromegaly and hyperactivity syndrome	^ESCTXL779154		719826004	3318056019	NA	31
7830651000006114	Congenital cataract with intellectual disability and hypogonadotropic hypogonadism syndrome	^ESCTCO783065		722380003	3331762018	NA	31
3756831000006113	Borderline mental retardation	^ESCTBO375683		77287004	503503019	NA	31
7959541000006113	MLCRD (microcephaly with or without chorioretinopathy, lymphedema or intellectual disability) syndrome	^ESCTML795954		733604003	3500041011	NA	31
12022551000006110	Intellectual disability, hypotonia, facial dysmorphism syndrome	^ESCT1202255		764861005	3655431013	NA	31
7850391000006112	Retinitis pigmentosa, deafness, mental retardation, hypogonadism syndrome	^ESCTRE785039		724001005	3481805014	NA	31
3756861000006116	Borderline mental retardation (Intelligence Quotient 70-85)	^ESCTBO375686		77287004	2974923016	NA	31
2730391000000116	Mild intellectual development disorder without significant impairment of behaviour	^ESCT1171812		1089831000000105	2730391000000116	NA	31
2740481000000110	Mental retardation without significant impairment of behaviour	^ESCT1172260		1094001000000106	2740481000000110	NA	31
7782161000006110	X-linked intellectual disability with cerebellar hypoplasia syndrome	^ESCTXL778216		719136005	3315132015	NA	31
7882151000006111	X-linked intellectual disability, nail dystrophy, seizures syndrome	^ESCTXL788215		726732002	3452278010	NA	31
7742291000006117	Hypospadias and intellectual disability syndrome Goldblatt type	^ESCTHY774229		716096005	3304716014	NA	31
7780891000006111	Osteopoikilosis with short stature and intellectual disability syndrome	^ESCTOS778089		719046005	3314799013	NA	31
7778221000006116	X-linked intellectual disability with ataxia and apraxia syndrome	^ESCTXL777822		718845002	3314059017	NA	31
7733041000006111	Distal osteolysis, short stature and intellectual disability	^ESCTDI773304		715487005	3302795013	NA	31
7779241000006118	X-linked intellectual disability Stocco Dos Santos type	^ESCTXL777924		718910006	3314384010	NA	31
7804811000006112	Ataxia with deafness and intellectual disability syndrome	^ESCTAT780481		720517001	3321105017	NA	31
7810301000006112	Alopecia, psychomotor epilepsy, periodontal pyorrhea, intellectual disability syndrome	^ESCTAL781030		720980004	3331041011	NA	31
7828621000006116	Spastic paraplegia, intellectual disability, palmoplantar hyperkeratosis syndrome	^ESCTSP782862		722209002	3331164011	NA	31
2740301000000110	Profound mental retardation with minimal impairment of behaviour	^ESCT1171793		1089721000000101	2740301000000110	NA	31
7745751000006114	Intellectual disability and short stature with hand contracture and genital anomaly syndrome	^ESCTIN774575		716334004	3302592013	NA	31
7844761000006113	Corneal anaesthesia, deafness, intellectual disability syndrome	^ESCTCO784476		723504000	3424867012	NA	31
7764831000006116	X-linked mental retardation Reish type	^ESCTXL776483		717945001	3324426012	NA	31
7780361000006112	X-linked intellectual disability Pai type	^ESCTXL778036		719011002	3314662015	NA	31
12368911000006112	X-linked intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, obesity syndrome	^ESCT1236891		722037004	3643161017	NA	31
7810271000006110	ACD (alopecia, contracture, dwarfism) mental retardation syndrome	^ESCTAC781027		720979002	3322756018	NA	31
12002931000006116	Cerebellar ataxia, intellectual disability, oculomotor apraxia, cerebellar cysts syndrome	^ESCT1200293		763344007	3638624010	NA	31
12000381000006120	Charcot-Marie-Tooth disease, deafness, intellectual disability syndrome	^ESCT1200038		763136000	3637979015	NA	31
1129811000000119	Moderate learning disability	Eu814	Eu81400	984671000000103	2504061000000114	NA	32
1550051000000113	Profound learning disability	Eu817	Eu81700	984681000000101	2504081000000117	NA	32
398391000006116	Mild intellectual disability	Eu70z	Eu70z00	86765009	3643513017	NA	32
423501000006112	Profound intellectual disability	Eu73	Eu73.00	31216003	3643527010	NA	32
426591000006111	Severe intellectual disability	Eu72	Eu72.00	40700009	3643515012	NA	32
1887331000006119	Specific learning disability	Eu818	Eu81800	889211000000104	2290291000000110	NA	32
2730211000000115	Severe intellectual development disorder without significant impairment of behaviour	^ESCT1171796		1089741000000108	2730211000000115	NA	31
7779041000006111	X-linked intellectual disability Seemanova type	^ESCTXL777904		718897009	3314343012	NA	31
7764821000006119	Brain anomaly, severe mental retardation, ectodermal dysplasia, skeletal deformity, ear anomaly, kidney dysplasia syndrome	^ESCTBR776482		717945001	3324423016	NA	31
7791291000006117	X-linked intellectual disability with plagiocephaly syndrome	^ESCTXL779129		719812008	3317998016	NA	31
2740551000000117	Intellectual development disorder with minimal impairment of behaviour	^ESCT1172263		1094021000000102	2740551000000117	NA	31
8461341000006115	Enhanced/Intensive Support for learning disability	^ESCTEN846134		1084471000000108	2717411000000111	NA	31
7830611000006113	Congenital cataract with hypertrichosis and intellectual disability syndrome	^ESCTCO783061		722379001	3331756011	NA	31
7828691000006119	Severe X-linked intellectual disability Gustavson type	^ESCTSE782869		722213009	3331175010	NA	31
2740421000000114	Mild mental retardation without significant impairment of behaviour	^ESCT1171813		1089831000000105	2740421000000114	NA	31
7806471000006114	Coloboma, congenital heart disease, ichthyosiform dermatosis, intellectual disability ear anomaly syndrome	^ESCTCO780647		720639008	3321629011	NA	31
7730711000006119	Alpha thalassemia X-linked intellectual deficit	^ESCTAL773071		715342005	3302292012	NA	31
12024021000006116	Intellectual disability, myopathy, short stature, endocrine defect syndrome	^ESCT1202402		764959000	3655776012	NA	31
7843171000006116	Hypotrichosis and intellectual disability syndrome Lopes type	^ESCTHY784317		723365002	3424254016	NA	31
7844751000006111	Corneal anesthesia, deafness, intellectual disability syndrome	^ESCTCO784475		723504000	3424866015	NA	31
5606361000006119	Alpha thalassemia-mental retardation syndrome	^ESCTAL560636		277918006	414661015	NA	31
12079711000006114	Tall stature, intellectual disability, facial dysmorphism syndrome	^ESCT1207971		768843007	3687214012	NA	31
7780371000006117	X-linked intellectual disability Miles Carpenter type	^ESCTXL778037		719012009	3314665018	NA	31
2740351000000111	Severe mental retardation with significant impairment of behaviour	^ESCT1171799		1089751000000106	2740351000000111	NA	31
7791811000006114	Ulna hypoplasia with intellectual disability syndrome	^ESCTUL779181		719842006	3318130012	NA	31
12616911000006116	Germline WGS (whole genome sequencing) targeting intellectual disability panel	^ESCT1261691		62961000000104	1088621000000117	NA	31
2740491000000112	Intellectual development disorder without significant impairment of behaviour	^ESCT1172259		1094001000000106	2740491000000112	NA	31
7779291000006110	X-linked intellectual disability Van Esch type	^ESCTXL777929		718914002	3314403018	NA	31
7782201000006116	X-linked intellectual disability with cubitus valgus and dysmorphism syndrome	^ESCTXL778220		719138006	3315140014	NA	31
7741171000006119	Goniodysgenesis with intellectual disability and short stature syndrome	^ESCTGO774117		716024001	3304471014	NA	31
7730721000006110	Alpha thalassaemia X-linked intellectual deficit	^ESCTAL773072		715342005	3302293019	NA	31
7827481000006119	Osteopenia, myopia, hearing loss, intellectual disability, facial dysmorphism syndrome	^ESCTOS782748		722111004	3330736016	NA	31
7782241000006119	X-linked intellectual disability with dysmorphism and cerebral atrophy syndrome	^ESCTXL778224		719140001	3315147012	NA	31
7865921000006113	Severe intellectual disability, hypoplasia of thumb and hallux syndrome	^ESCTSE786592		725140007	3439394013	NA	31
7951691000006118	Osteopenia, intellectual disability, sparse hair syndrome	^ESCTOS795169		732954002	3498436017	NA	31
3505255014	Alpha thalassaemia intellectual disability syndrome, deletion type	^ESCT1164324		734349003	3505255014	NA	31
8191411000006110	[X]Severe learning disability	^ESCTXS819141		508171000000105	1129781000000117	NA	32
3003321000006115	Profound learning disability with intelligence quotient less than 20	^ESCTPR300332		31216003	536901000000113	NA	32
1932101000006114	3D study - problems with learning disability management	EMISNQ3D14		1932101000006105	1932101000006114	NA	37
1823961000006113	Learning disability confirmed	EMISNQLE13		1823961000006109	1823961000006113	NA	27
1840531000006119	Special educ need-complex learning difficulties and disabilities	EMISNQSP30		1840531000006103	1840531000006119	NA	17
7735011000006111	Mental retardation, truncal obesity, retinal dystrophy and micropenis syndrome	^ESCTME773501		715628009	3303223018	NA	31
1009521000006116	Cause of learning disabilities	EMISNQCA41		1009521000006100	1009521000006116	NA	37
1009541000006111	Cause of learning disabilities: Tuberous sclerosis	EMISNQCA43		1009541000006107	1009541000006111	NA	37
1009561000006110	Cause of learning disabilities: Meningitis/encephalitis	EMISNQCA45		1009561000006106	1009561000006110	NA	37
1009671000006116	Cause of learning disablts: Unknown/awaiting investigation	EMISNQCA56		1009671000006100	1009671000006116	NA	37
882781000006116	Moderate mental retardation	E310-99	E310.99	61152003	882781000006116	NA	32
12368901000006112	Intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, obesity syndrome	^ESCT1236890		722037004	3643128012	NA	31
2740521000000110	Intellectual development disorder with significant impairment of behaviour	^ESCT1172261		1094011000000108	2740521000000110	NA	31
7958321000006118	Hypo-and hypermelanotic cutaneous macules, retarded growth, intellectual disability syndrome	^ESCTHY795832		733469003	3499497017	NA	31
7857971000006113	Intellectual developmental disorder due to nutritional deficiency	^ESCTIN785797		724564005	3441451015	NA	31
7780341000006113	X-linked intellectual disability Wilson type	^ESCTXL778034		719009006	3314656013	NA	31
7842791000006113	Fallot complex with intellectual disability and growth delay syndrome	^ESCTFA784279		723336008	3425870019	NA	31
7728681000006119	Wilms tumor, aniridia, genitourinary anomalies and mental retardation syndrome	^ESCTWI772868		715215007	3301888010	NA	31
7938121000006116	Cortical blindness, intellectual disability, polydactyly syndrome	^ESCTCO793812		732251003	3464790011	NA	31
3464611000006113	Ehlers-Danlos syndrome, mental retardation type	^ESCTEH346461		59399004	98663017	NA	31
7831931000006118	Intellectual disability, developmental delay, contracture syndrome	^ESCTIN783193		722456001	3332213016	NA	31
12031251000006116	HIVEP2-related intellectual disability	^ESCT1203125		765434008	3658495017	NA	31
2730311000000113	Moderate intellectual development disorder with significant impairment of behaviour	^ESCT1171806		1089791000000103	2730311000000113	NA	31
7782551000006115	Syndromic X-linked intellectual disability type 7	^ESCTSY778255		719160009	3315207010	NA	31
7824221000006111	Hypogonadism with mitral valve prolapse and intellectual disability syndrome	^ESCTHY782422		721841001	3326222014	NA	31
12009531000006118	Intellectual disability, polydactyly, uncombable hair syndrome	^ESCT1200953		763742008	3643595011	NA	31
7558741000006117	X-linked intellectual deficit, South African type	^ESCTXL755874		702354007	2995873019	NA	31
7560041000006112	X-linked intellectual deficit-dystonia-dysarthria syndrome	^ESCTXL756004		702412005	2995685013	NA	31
7780421000006112	X-linked intellectual disability Armfield type	^ESCTXL778042		719017003	3314682016	NA	31
7779031000006118	X-linked recessive intellectual disability and macrocephaly with ciliary dysfunction syndrome	^ESCTXL777903		718896000	3314340010	NA	31
12358681000006116	Partington X-linked intellectual disability syndrome	^ESCT1235868		702412005	3643144015	NA	31
7740741000006119	Congenital cataract with intellectual disability and anal atresia and urinary defect syndrome	^ESCTCO774074		715989002	3304345014	NA	31
7825831000006111	Lipodystrophy, intellectual disability, deafness syndrome	^ESCTLI782583		721973006	3327891013	NA	31
7779171000006119	X-linked intellectual disability Shrimpton type	^ESCTXL777917		718905007	3313636016	NA	31
7782511000006116	X-linked intellectual disability and hypotonia with facial dysmorphism and aggressive behavior syndrome	^ESCTXL778251		719157002	3315195015	NA	31
7780801000006116	Uveal coloboma with cleft lip and palate and intellectual disability syndrome	^ESCTUV778080		719042007	3314771016	NA	31
3505252012	Alpha-thalassaemia intellectual disability syndrome linked to chromosome 16	^ESCT1164321		734349003	3505252012	NA	31
7791241000006114	X-linked intellectual disability with precocious puberty and obesity syndrome	^ESCTXL779124		719809005	3317987017	NA	31
3505254013	Alpha thalassemia intellectual disability syndrome, deletion type	^ESCT1164325		734349003	3505254013	NA	31
7811781000006114	X-linked deafness and intellectual disability syndrome	^ESCTXL781178		721087008	3323442014	NA	31
12000401000006120	Hereditary motor and sensory neuropathy with deafness, intellectual disability and absent sensory large myelinated fibres	^ESCT1200040		763136000	3637981018	NA	31
2528351000006115	General learning disability	^ESCTGE252835		1855002	478662017	NA	32
12190781000006112	Moderate intellectual development disorder	^ESCT1219078		61152003	3654216012	NA	32
7803961000006117	Aniridia and intellectual disability syndrome	^ESCTAN780396		720468000	3320943011	NA	31
7780351000006110	X-linked intellectual disability Schimke type	^ESCTXL778035		719010001	3314659018	NA	31
7560051000006114	Partington x-linked mental retardation syndrome	^ESCTPA756005		702412005	3009033010	NA	31
7827461000006112	Osteogenesis imperfecta, retinopathy, seizures, intellectual disability syndrome	^ESCTOS782746		722110003	3330732019	NA	31
423361000006118	[X]Prfnd mental retardation without mention impairment behav	Eu73z	Eu73z00	31216003	52225019	NA	32
423511000006110	[X]Profound mental retardation, other impairments of behavr	Eu73y	Eu73y00	31216003	52225019	NA	32
3155191000006118	Severe learning disability, intelligence quotient in range 20-34	^ESCTSE315519		40700009	536891000000112	NA	32
3155181000006116	Severe mental retardation (Intelligence Quotient 20-34)	^ESCTSE315518		40700009	2975060010	NA	32
8337561000006119	Significant learning disability	^ESCTSI833756		931001000000105	2385981000000116	NA	32
7782561000006118	X-linked intellectual disability Ahmad type	^ESCTXL778256		719160009	3315208017	NA	31
