ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues
3924941000033113	13893411000001108	Furosemide 5mg/5ml oral solution	Furosemide 5mg/5ml oral solution	Oral solution	Oral	Furosemide	1.000mg/1.000ml	02020200	3994
3954441000033119	34193711000001108	Furosemide 250mg/25ml solution for injection ampoules	Furosemide 250mg/25ml solution for injection ampoules	Solution for injection	Intravenous/ Intramuscular	Furosemide	10.000mg/1.000ml	02020200	147
5710441000033117	8427011000001108	Co-amilofruse 5mg/40mg/5ml oral suspension	Co-amilofruse 5mg/40mg/5ml oral suspension	Oral suspension	Oral	Amiloride hydrochloride/ Furosemide	1.000mg/1.000ml + 8.000mg/1.000ml	02020400	190
5993341000033112	13893511000001107	Furosemide 5mg/5ml oral suspension	Furosemide 5mg/5ml oral suspension	Oral suspension	Oral	Furosemide	1.000mg/1.000ml	02020200	647
10713941000033113	30798811000001102	Bumetanide 5mg/5ml oral suspension	Bumetanide 5mg/5ml oral suspension	Oral suspension	Oral	Bumetanide	1.000mg/1.000ml	02020200	18
14246041000033116	42337211000001103	Torasemide 20mg tablets	Torasemide 20mg tablets	Tablet/ Oral Tablet	Oral	Torasemide	20.000mg	02020200	14
14259741000033111	42440311000001100	Bumetanide 1mg tablets (Imported)	Bumetanide 1mg tablets	Tablet/ Oral Tablet	NA	Bumetanide	1.000mg	NA	38
167341000033118	NA	Bumetanide  Injection  500 micrograms/ml	NA	NA	NA	NA	NA	NA	839
171941000033116	NA	Bumetanide K  Tablets  	NA	NA	NA	NA	NA	NA	75585
547841000033110	NA	Ethacrynic Acid  Injection  50 mg	NA	NA	NA	NA	NA	NA	1
550041000033116	NA	Ethacrynic Acid  Tablets  50 mg	NA	NA	NA	NA	NA	NA	323
1083941000033117	NA	Piretanide  Capsules  6 mg	NA	NA	NA	NA	NA	NA	1683
77541000033112	NA	Arelix  Capsules  6 mg	NA	NA	NA	NA	NA	NA	6235
167541000033113	NA	Burinex  Injection  500 micrograms/ml	NA	NA	NA	NA	NA	NA	395
169141000033111	NA	Burinex  Liquid  1 mg/5 ml	NA	NA	NA	NA	NA	NA	8173
450241000033116	NA	Diuresal  Injection  10 mg/ml	NA	NA	NA	NA	NA	NA	5
470641000033116	NA	Diuresal  Tablets  40 mg	NA	NA	NA	NA	NA	NA	3
482941000033115	NA	Dryptal  Injection  20 mg/2 ml	NA	NA	NA	NA	NA	NA	4
483041000033113	NA	Dryptal  Injection  50 mg/5 ml	NA	NA	NA	NA	NA	NA	13
484741000033114	NA	Dryptal  Tablets  40 mg	NA	NA	NA	NA	NA	NA	21251
485141000033111	NA	Dryptal  Tablets  500 mg	NA	NA	NA	NA	NA	NA	17
496441000033113	NA	Edecrin  Injection  50 mg	NA	NA	NA	NA	NA	NA	3
496641000033110	NA	Edecrin  Tablets  50 mg	NA	NA	NA	NA	NA	NA	198
610641000033111	NA	Frusemide  Injection  250 mg/25 ml ampoule	NA	NA	NA	NA	NA	NA	222
612341000033119	NA	Frusemide Paediatric  Liquid  Sugar Free 1 mg/ml	NA	NA	NA	NA	NA	NA	14869
614841000033116	NA	Frusemide  Tablets  40 mg	NA	NA	NA	NA	NA	NA	154
811141000033117	NA	Lasix  Injection  250 mg/25 ml	NA	NA	NA	NA	NA	NA	1
811241000033112	NA	Lasix  Injection  50 mg/5 ml	NA	NA	NA	NA	NA	NA	1442
811941000033115	NA	Lasix  Injection  10 mg/ml	NA	NA	NA	NA	NA	NA	59
816241000033119	NA	Lasipressin  Tablets	NA	NA	NA	NA	NA	NA	123
816641000033116	NA	Lasix + K  Tablets	NA	NA	NA	NA	NA	NA	6878
