ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues
1845641000033119	42290711000001106	Amiloride 5mg / Bumetanide 1mg tablets	Amiloride 5mg / Bumetanide 1mg tablets	Tablet/ Oral Tablet	Oral	Amiloride hydrochloride/ Bumetanide	5.000mg + 1.000mg	02020400	217617
1903541000033116	42206011000001105	Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets	Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets	Tablet/ Oral Tablet	Oral	Amiloride hydrochloride/ Cyclopenthiazide	2.500mg + 250.000microgram	02020400	207195
2011541000033114	8727611000001105	Spironolactone 100mg/5ml oral suspension	Spironolactone 100mg/5ml oral suspension	Oral suspension	Oral	Spironolactone	20.000mg/1.000ml	02020300	2453
2101641000033119	799711000001108	Amilamont 5mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)	Amilamont 5mg/5ml oral solution sugar free	Oral solution	Oral	Amiloride hydrochloride	1.000mg/1.000ml	NA	462
2956041000033112	220711000001102	Amoride 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Amoride 5mg tablets	Tablet/ Oral Tablet	Oral	Amiloride hydrochloride	5.000mg	NA	17
3092741000033119	42299311000001103	Triamterene 50mg / Furosemide 40mg tablets	Triamterene 50mg / Furosemide 40mg tablets	Tablet/ Oral Tablet	Oral	Furosemide/ Triamterene	40.000mg + 50.000mg	02020400	75837
3161941000033119	42216811000001102	Triamterene 50mg / Benzthiazide 25mg capsules	Triamterene 50mg / Benzthiazide 25mg capsules	Capsule/ Oral capsule	Oral	Benzthiazide/ Triamterene	25.000mg + 50.000mg	02020400	1040
3162341000033110	42216911000001107	Triamterene 50mg / Chlortalidone 50mg tablets	Triamterene 50mg / Chlortalidone 50mg tablets	Tablet/ Oral Tablet	Oral	Chlortalidone/ Triamterene	50.000mg + 50.000mg	02020400	4712
3162541000033115	42297911000001109	Spironolactone 50mg / Furosemide 20mg capsules	Spironolactone 50mg / Furosemide 20mg capsules	Capsule/ Oral capsule	Oral	Furosemide/ Spironolactone	20.000mg + 50.000mg	02020400	22738
3198841000033117	42209511000001107	Eplerenone 25mg tablets	Eplerenone 25mg tablets	Tablet/ Oral Tablet	Oral	Eplerenone	25.000mg	02020300	2440629
3198941000033113	42209611000001106	Eplerenone 50mg tablets	Eplerenone 50mg tablets	Tablet/ Oral Tablet	Oral	Eplerenone	50.000mg	02020300	331450
3199041000033116	8477211000001104	Inspra 25mg tablets (Viatris UK Healthcare Ltd)	Inspra 25mg tablets	Tablet/ Oral Tablet	Oral	Eplerenone	25.000mg	NA	9307
3199141000033117	8479811000001106	Inspra 50mg tablets (Viatris UK Healthcare Ltd)	Inspra 50mg tablets	Tablet/ Oral Tablet	Oral	Eplerenone	50.000mg	NA	2433
5376441000033114	16458411000001107	Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets (Essential Generics Ltd)	Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets	Tablet/ Oral Tablet	Oral	Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate	2.500mg + 25.000mg + 10.000mg	NA	869
5710441000033117	8427011000001108	Co-amilofruse 5mg/40mg/5ml oral suspension	Co-amilofruse 5mg/40mg/5ml oral suspension	Oral suspension	Oral	Amiloride hydrochloride/ Furosemide	1.000mg/1.000ml + 8.000mg/1.000ml	02020400	190
5890141000033112	13894811000001108	Spironolactone 25mg/5ml oral solution	Spironolactone 25mg/5ml oral solution	Oral solution	Oral	Spironolactone	5.000mg/1.000ml	02020300	2278
5890441000033116	13894911000001103	Spironolactone 50mg/5ml oral solution	Spironolactone 50mg/5ml oral solution	Oral solution	Oral	Spironolactone	10.000mg/1.000ml	02020300	4904
5975441000033113	8727011000001103	Spironolactone 15mg/5ml oral suspension	Spironolactone 15mg/5ml oral suspension	Oral suspension	Oral	Spironolactone	3.000mg/1.000ml	02020300	172
5975541000033114	13353511000001101	Spironolactone 250mg/5ml oral solution	Spironolactone 250mg/5ml oral solution	Oral solution	Oral	Spironolactone	50.000mg/1.000ml	02020300	7
5975641000033110	13353611000001102	Spironolactone 250mg/5ml oral suspension	Spironolactone 250mg/5ml oral suspension	Oral suspension	Oral	Spironolactone	50.000mg/1.000ml	02020300	6
5999141000033111	13894611000001109	Spironolactone 100mg/5ml oral solution	Spironolactone 100mg/5ml oral solution	Oral solution	Oral	Spironolactone	20.000mg/1.000ml	02020300	445
5999241000033116	13894711000001100	Spironolactone 10mg/5ml oral solution	Spironolactone 10mg/5ml oral solution	Oral solution	Oral	Spironolactone	2.000mg/1.000ml	02020300	1571
5999341000033114	13895011000001103	Spironolactone 5mg/5ml oral solution	Spironolactone 5mg/5ml oral solution	Oral solution	Oral	Spironolactone	1.000mg/1.000ml	02020300	2083
7681541000033117	18520511000001107	Spironolactone 4mg / Chlorothiazide 40mg capsules	Spironolactone 4mg / Chlorothiazide 40mg capsules	Capsule/ Oral capsule	Oral	Chlorothiazide/ Spironolactone	40.000mg + 4.000mg	02020400	143
9278541000033112	16072811000001103	Spironolactone 3mg / Chlorothiazide 30mg capsules	Spironolactone 3mg / Chlorothiazide 30mg capsules	Capsule/ Oral capsule	Oral	Chlorothiazide/ Spironolactone	30.000mg + 3.000mg	02020400	135
13777741000033113	39356011000001101	Spironolactone 12.5mg tablets	Spironolactone 12.5mg tablets	Tablet/ Oral Tablet	Oral	Spironolactone	12.500mg	02020300	96149
1368341000033110	NA	Spironolactone  Capsules  100 mg	NA	NA	NA	NA	NA	NA	12592
5393041000033115	NA	Chlorothiazide And Spironolactone  Capsules  250 mg + 25 mg	NA	NA	NA	NA	NA	NA	1
61241000033112	NA	Amilospare-5  Tablets  5 mg	NA	NA	NA	NA	NA	NA	4540
141341000033119	NA	Berkamil  Tablets  5 mg	NA	NA	NA	NA	NA	NA	477
428741000033112	NA	Delvas  Tablets  	NA	NA	NA	NA	NA	NA	344
466641000033112	NA	Diatensec  Tablets  50 mg	NA	NA	NA	NA	NA	NA	3
746141000033119	NA	Hypertane-50  Tablets  	NA	NA	NA	NA	NA	NA	1
796741000033111	NA	Kalspare Ls  Tablets	NA	NA	NA	NA	NA	NA	6
921541000033114	NA	Midamor  Tablets  5 mg	NA	NA	NA	NA	NA	NA	12946
933541000033112	NA	Moduretic  Solution	NA	NA	NA	NA	NA	NA	3898
1367941000033110	NA	Spiroctan  Capsules  100 mg	NA	NA	NA	NA	NA	NA	1671
1372841000033114	NA	Spirospare-25  Tablets  25 mg	NA	NA	NA	NA	NA	NA	263
1372941000033118	NA	Spiro-Co 50  Tablets	NA	NA	NA	NA	NA	NA	576
1373041000033111	NA	Spiro-Co 25  Tablets	NA	NA	NA	NA	NA	NA	74
1373441000033119	NA	Spiretic  Tablets  100 mg	NA	NA	NA	NA	NA	NA	5
1373541000033118	NA	Spiretic  Tablets  25 mg	NA	NA	NA	NA	NA	NA	10
1373641000033117	NA	Spiroctan  Tablets  25 mg	NA	NA	NA	NA	NA	NA	1521
1373741000033114	NA	Spiroctan  Tablets  50 mg	NA	NA	NA	NA	NA	NA	1188
1373841000033116	NA	Spirolone  Tablets  100 mg	NA	NA	NA	NA	NA	NA	620
1373941000033112	NA	Spirolone  Tablets  25 mg	NA	NA	NA	NA	NA	NA	690
1374041000033114	NA	Spirolone  Tablets  50 mg	NA	NA	NA	NA	NA	NA	490
1374441000033117	NA	Spiroprop  Tablets	NA	NA	NA	NA	NA	NA	54
