ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
3111241000033112	NA	U100 Insulin Sterile, Single Use Syringes with 8mm needles 0.3 ml, 0.33 mm/29g	NA	NA	NA	NA	NA	NA	NA
1481341000033111	NA	U100 Insulin Sterile, Single Use Syringes with needle 0.36 x 13 mm/28g ref no443723113	NA	NA	NA	NA	NA	NA	NA
1703741000033119	NA	U100 Insulin Sterile, Single Use Syringes with 12mm needle 1 ml, 0.45 mm/26g	NA	NA	NA	NA	NA	NA	NA
11078841000033112	NA	Carepoint Needles for insulin pens 12 mm/29 gauge	NA	NA	NA	NA	NA	NA	NA
2527841000033114	NA	Penfine Needles for insulin pens 31g, 6 mm	NA	NA	NA	NA	NA	NA	NA
2528041000033115	NA	Penfine Needles for insulin pens 29g, 10 mm	NA	NA	NA	NA	NA	NA	NA
1415541000033116	NA	Terumo Disposable insulin syringe 0.5 ml	NA	NA	NA	NA	NA	NA	NA
1480641000033111	NA	U100 Insulin Sterile, Single Use Syringes with 12mm needle 0.3 ml, 0.36 mm/28g	NA	NA	NA	NA	NA	NA	NA
1480841000033112	NA	U100 Insulin Sterile, Single Use Syringes with 12mm needle 0.3 ml, 0.45 mm/26g	NA	NA	NA	NA	NA	NA	NA
1906641000033110	NA	Disposable Insulin syringe with needle 0.3 ml	NA	NA	NA	NA	NA	NA	NA
758441000033111	NA	Insulin Syringe Disposable 0.5 ml	NA	NA	NA	NA	NA	NA	NA
5697241000033112	NA	Bd-Microfine + Needles for insulin pens 4 mm/32 gauge	NA	NA	NA	NA	NA	NA	NA
7684841000033117	NA	Clickfine Needles for insulin pens 6 mm/31 gauge	NA	NA	NA	NA	NA	NA	NA
7685041000033113	NA	Clickfine Needles for insulin pens 10 mm/29 gauge	NA	NA	NA	NA	NA	NA	NA
3852741000033110	NA	Comfort Point Needles for insulin pens 6 mm/31 gauge	NA	NA	NA	NA	NA	NA	NA
3852941000033113	NA	Comfort Point Needles for insulin pens 12 mm/29 gauge	NA	NA	NA	NA	NA	NA	NA
2528141000033116	NA	Penfine Needles for insulin pens 29g, 12 mm	NA	NA	NA	NA	NA	NA	NA
1717241000033118	NA	Bd-Microfine + Disposable syringe 0.3 ml, 0.33 x 12.7 mm needle	NA	NA	NA	NA	NA	NA	NA
120741000033113	NA	Bd-Microfine + Disposable syringe 1 ml	NA	NA	NA	NA	NA	NA	NA
266741000033116	NA	Clinipak Disposable insulin syringe with needle 1 ml, 30g	NA	NA	NA	NA	NA	NA	NA
8056441000033116	14411000001104	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge (Ypsomed Ltd)	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge	NA	NA	NA	NA	6010103	NA
1821841000033118	37811000001103	BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	NA	NA	NA	NA	6010103	NA
1923441000033114	62311000001103	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/30gauge (Novo Nordisk Ltd)	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/30gauge	NA	NA	NA	NA	6010103	NA
924541000033112	83211000001103	Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd)	Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge	NA	NA	NA	NA	6010103	NA
1844541000033119	151711000001109	BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	NA	NA	NA	NA	6010103	NA
1717141000033113	184411000001106	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge	NA	NA	NA	NA	6010103	NA
1717041000033114	256011000001102	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge	NA	NA	NA	NA	6010103	NA
1577541000033112	280111000001107	BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge	NA	NA	NA	NA	6010103	NA
1717441000033117	386311000001104	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12.7mm needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12.7mm needle 0.33mm/29gauge	NA	NA	NA	NA	6010103	NA
1923341000033115	448211000001109	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge (Novo Nordisk Ltd)	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge	NA	NA	NA	NA	6010103	NA
1923541000033110	492011000001105	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd)	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge	NA	NA	NA	NA	6010103	NA
1490141000033119	559111000001100	Unifine hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm needle 0.33mm/29gauge (Owen Mumford Ltd)	Unifine hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm needle 0.33mm/29gauge	NA	NA	NA	NA	6010103	NA
2011741000033118	592711000001101	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Owen Mumford Ltd)	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	NA	NA	NA	NA	6010103	NA
8056541000033115	650611000001109	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge (Ypsomed Ltd)	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge	NA	NA	NA	NA	6010103	NA
8056641000033119	702111000001100	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge (Ypsomed Ltd)	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge	NA	NA	NA	NA	6010103	NA
1923241000033113	810311000001102	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Novo Nordisk Ltd)	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	NA	NA	NA	NA	6010103	NA
1717341000033111	882011000001103	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12.7mm needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12.7mm needle 0.33mm/29gauge	NA	NA	NA	NA	6010103	NA
8056341000033110	936311000001101	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge (Ypsomed Ltd)	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge	NA	NA	NA	NA	6010103	NA
1480541000033110	3481111000001106	Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with not less than 12mm needle 0.33mm/29gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with not less than 12mm needle 0.33mm/29gauge	NA	NA	NA	NA	6010103	NA
1703341000033115	3481211000001100	Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge	NA	NA	NA	NA	6010103	NA
1480941000033116	3481311000001108	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.33mm/29gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.33mm/29gauge	NA	NA	NA	NA	6010103	NA
1481041000033114	3481411000001101	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.36mm/28gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.36mm/28gauge	NA	NA	NA	NA	6010103	NA
1481141000033113	3481511000001102	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.4mm/27gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.4mm/27gauge	NA	NA	NA	NA	NA	NA
1703841000033112	3481611000001103	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge	NA	NA	NA	NA	6010103	NA
1703441000033114	3481711000001107	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.33mm/29gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.33mm/29gauge	NA	NA	NA	NA	6010103	NA
1703541000033110	3481811000001104	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.36mm/28gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.36mm/28gauge	NA	NA	NA	NA	6010103	NA
1703641000033111	3481911000001109	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.4mm/27gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.4mm/27gauge	NA	NA	NA	NA	NA	NA
5732141000033115	3482711000001100	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge	NA	NA	NA	NA	6010103	NA
5732041000033119	3482811000001108	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge	NA	NA	NA	NA	6010103	NA
5732441000033111	3483011000001106	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	NA	NA	NA	NA	6010103	NA
5733541000033118	3483411000001102	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge	NA	NA	NA	NA	6010103	NA
5733341000033113	3483611000001104	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	NA	NA	NA	NA	6010103	NA
5733441000033119	3483811000001100	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	NA	NA	NA	NA	6010103	NA
5733741000033114	3484011000001108	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	NA	NA	NA	NA	6010103	NA
5734041000033114	3484111000001109	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge	NA	NA	NA	NA	6010103	NA
5734141000033113	3484311000001106	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge	NA	NA	NA	NA	6010103	NA
5734241000033118	3484511000001100	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge	NA	NA	NA	NA	6010103	NA
5734341000033111	3484711000001105	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge	NA	NA	NA	NA	6010103	NA
3141641000033116	7493011000001104	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge	NA	NA	NA	NA	6010103	NA
3111041000033116	7500011000001102	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge	NA	NA	NA	NA	6010103	NA
2719341000033116	10031411000001100	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	NA	NA	NA	NA	6010103	NA
2011641000033110	10031611000001102	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd)	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	NA	NA	NA	NA	6010103	NA
12389241000033111	10031811000001103	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (GlucoRx Ltd)	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	NA	NA	NA	NA	NA	NA
12389341000033118	10032011000001101	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd)	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	NA	NA	NA	NA	NA	NA
12389441000033112	10032211000001106	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (GlucoRx Ltd)	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	NA	NA	NA	NA	NA	NA
4128441000033113	11349811000001106	NovoFine Autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd)	NovoFine Autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge	NA	NA	NA	NA	NA	NA
4825441000033110	15024711000001102	TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Minsmed)	TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge	NA	NA	NA	NA	NA	NA
5709941000033118	15632411000001106	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge	NA	NA	NA	NA	NA	NA
5710041000033114	15632511000001105	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.3mm/30gauge	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.3mm/30gauge	NA	NA	NA	NA	NA	NA
8494141000033119	17281811000001105	BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	NA	NA	NA	NA	NA	NA
5733041000033111	17290211000001104	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	NA	NA	NA	NA	NA	NA
5905141000033111	17835611000001105	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Arctic Medical Ltd)	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	NA	NA	NA	NA	NA	NA
5905241000033116	17836011000001107	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Arctic Medical Ltd)	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	NA	NA	NA	NA	NA	NA
5905341000033114	17836311000001105	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge (Arctic Medical Ltd)	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge	NA	NA	NA	NA	NA	NA
5905441000033115	17836511000001104	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Arctic Medical Ltd)	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	NA	NA	NA	NA	NA	NA
5909641000033116	17845111000001101	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge	NA	NA	NA	NA	NA	NA
6006341000033111	18101511000001102	NovoTwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (Novo Nordisk Ltd)	NovoTwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge	NA	NA	NA	NA	NA	NA
8495741000033119	18110711000001101	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge	NA	NA	NA	NA	NA	NA
6364241000033114	19255711000001104	BD AutoShield hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge (Becton, Dickinson UK Ltd)	BD AutoShield hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge	NA	NA	NA	NA	NA	NA
8495341000033115	19272611000001101	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge	NA	NA	NA	NA	NA	NA
6448141000033113	19493011000001106	Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge (Ypsomed Ltd)	Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge	NA	NA	NA	NA	NA	NA
6463141000033112	19547111000001103	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge (Ypsomed Ltd)	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge	NA	NA	NA	NA	NA	NA
8535941000033119	19626611000001102	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge	NA	NA	NA	NA	NA	NA
6490741000033117	19782411000001103	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (B.Braun Medical Ltd)	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	NA	NA	NA	NA	NA	NA
6490841000033110	19782611000001100	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (B.Braun Medical Ltd)	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	NA	NA	NA	NA	NA	NA
6490941000033119	19782911000001106	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge (B.Braun Medical Ltd)	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge	NA	NA	NA	NA	NA	NA
6491041000033112	19783211000001108	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (B.Braun Medical Ltd)	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	NA	NA	NA	NA	NA	NA
12388941000033112	19800111000001105	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd)	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge	NA	NA	NA	NA	NA	NA
8495841000033112	19844811000001102	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge	NA	NA	NA	NA	NA	NA
8495441000033114	19844911000001107	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge	NA	NA	NA	NA	NA	NA
6518241000033118	19881711000001104	BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Becton, Dickinson UK Ltd)	BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge	NA	NA	NA	NA	NA	NA
8884241000033118	19975811000001108	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge	NA	NA	NA	NA	NA	NA
6535141000033111	19996011000001101	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	NA	NA	NA	NA	NA	NA
6535241000033116	19996211000001106	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	NA	NA	NA	NA	NA	NA
6535341000033114	19996411000001105	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	NA	NA	NA	NA	NA	NA
6535541000033119	19996611000001108	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd)	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	NA	NA	NA	NA	NA	NA
6535641000033118	19996811000001107	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Owen Mumford Ltd)	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	NA	NA	NA	NA	NA	NA
8241541000033119	21111611000001107	Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)	Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	NA	NA	NA	NA	NA	NA
8241641000033118	21111811000001106	Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Cambridge Sensors Ltd)	Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	NA	NA	NA	NA	NA	NA
