MedCodeId	Term	Observations_jun24	old_2021	new_2024	category
300364016	Posterior cerebral artery syndrome	3465	1	1	ischaemic
5011131000006112	Posterior cerebral circulation infarction	3241	1	1	ischaemic
300312010	Cerebral infarct due to thrombosis of precerebral arteries	3175	1	1	ischaemic
501622012	Perinatal intraventricular haemorrhage	3103	1	1	haemorrhagic
300943012	Cerebral artery occlusion	2947	1	1	ischaemic
300941014	[X]Other cerebral infarction	2884	1	1	ischaemic
5582311000006110	Occipital cerebral infarction	2820	1	1	ischaemic
503469016	Pontine haemorrhage	2786	1	1	haemorrhagic
106392017	Basilar artery syndrome	2505	1	1	ischaemic
300363010	Anterior cerebral artery syndrome	2382	1	1	ischaemic
123511000006114	Subarachnoid haemorrhage from middle cerebral artery	2081	1	1	haemorrhagic
402929011	Subarachnoid haemorrhage following injury without open intracranial wound	1963	1	1	haemorrhagic
345655015	Pure motor lacunar syndrome	1926	1	1	ischaemic
300309012	Vertebral artery occlusion	1847	1	1	ischaemic
9912271000006112	Cerebellar stroke	1759	1	1	ischaemic
8044481000006118	Ischaemic stroke without coma	1741	1	1	ischaemic
300322016	Cerebral infarction due to embolism of cerebral arteries	1735	1	1	ischaemic
5011051000006116	Total anterior cerebral circulation infarction	1705	1	1	ischaemic
300242011	Ruptured berry aneurysm	1684	1	1	haemorrhagic
300290016	Other and unspecified intracranial haemorrhage	1574	1	1	haemorrhagic
300939013	Cerebral haemorrhage	1518	1	1	haemorrhagic
542261000006114	Cerebral infarction due to occlusion of precerebral artery	1485	1	1	ischaemic
123481000006118	Subarachnoid haemorrhage from anterior communicating artery	1465	1	1	haemorrhagic
496232015	Internal capsule haemorrhage	1440	1	1	haemorrhagic
130375018	Lateral medullary syndrome	1347	1	1	ischaemic
451371010	H/O: Stroke in last year	1264	1	1	ischaemic
300313017	Cerebral infarction due to embolism of precerebral arteries	1257	1	1	ischaemic
748941000006115	Left sided intracerebral haemorrhage, unspecified	1252	1	1	haemorrhagic
1227592012	[V]Personal history of cerebrovascular accident (CVA)	1201	1	1	ischaemic
345675012	Lobar cerebral haemorrhage	1197	1	1	haemorrhagic
884421000006119	Cerebral haemorrhage	1034	1	1	haemorrhagic
660111000006117	Nontraumatic extradural haemorrhage	1027	1	1	haemorrhagic
163261000006119	Right sided intracerebral haemorrhage, unspecified	1014	1	1	haemorrhagic
300303013	Basilar artery occlusion	992	1	1	ischaemic
7054171000006115	Acute lacunar infarction	955	1	1	ischaemic
345650013	Brainstem infarction NOS	953	1	1	ischaemic
5011471000006116	Posterior circulation stroke of uncertain pathology	941	1	1	ischaemic
542251000006112	Cerebral infarction due to cerebral venous thrombosis, non-pyogenic	897	1	1	ischaemic
6348301000006119	Embolic stroke	865	1	1	ischaemic
5011411000006113	Thalamic haemorrhage	849	1	1	haemorrhagic
495394013	Cortical haemorrhage	842	1	1	haemorrhagic
505324014	Traumatic cerebral haemorrhage	810	1	1	haemorrhagic
12223101000006118	Intracerebral haemorrhage	801	1	1	haemorrhagic
345658018	Pure sensory lacunar syndrome	797	1	1	ischaemic
123521000006118	Subarachnoid haemorrhage from posterior communicating artery	779	1	1	haemorrhagic
5011041000006118	Anterior cerebral circulation infarction	733	1	1	ischaemic
123441000006112	Subarachnoid haemorrh from intracranial artery, unspecif	703	1	1	haemorrhagic
300395011	Occlusion and stenosis of middle cerebral artery	689	1	1	ischaemic
5967391000006111	Multiple lacunar infarcts	663	1	1	ischaemic
744921000006116	Intracerebral haemorrhage in hemisphere, unspecified	635	1	1	haemorrhagic
1212072018	Occlusive stroke	559	1	1	ischaemic
391042012	Subarachnoid haemorrhage following injury	529	1	1	haemorrhagic
300956017	[X]Intracerebral haemorrhage in hemisphere, unspecified	466	1	1	haemorrhagic
5011291000006119	Haemorrhagic cerebral infarction	446	1	1	haemorrhagic
123491000006115	Subarachnoid haemorrhage from basilar artery	434	1	1	haemorrhagic
5011461000006111	Anterior circulation stroke of uncertain pathology	420	1	1	ischaemic
370701000006118	[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs	410	1	1	ischaemic
5583061000006119	Subarachnoid haemorrhage from anterior communicating artery aneurysm	399	1	1	haemorrhagic
542831000006116	Cerebral embolus	391	1	1	ischaemic
57341000006119	Wallenberg's syndrome	360	1	1	ischaemic
300936018	[X]Other subarachnoid haemorrhage	326	1	1	haemorrhagic
3818181000006114	Lacunar infarct	298	1	1	ischaemic
5518041000006112	Spontaneous subarachnoid haemorrhage	264	1	1	haemorrhagic
320853015	Other cerebral haemorrhage following injury	233	1	1	haemorrhagic
3508964014	Cerebrovascular accident due to thrombus of left middle cerebral artery	232	1	1	ischaemic
6846141000006118	Cardioembolic stroke	224	1	1	ischaemic
370661000006114	[X]Cereb infarct due unsp occlus/stenos precerebr arteries	221	1	1	ischaemic
5583021000006113	Subarachnoid haemorrhage from middle cerebral artery aneurysm	219	1	1	haemorrhagic
884451000006111	Cerebral haemorrhage NOS	216	1	1	haemorrhagic
4777881000006112	Intracerebral haemorrhage, multiple localised	214	1	1	haemorrhagic
5011161000006115	Lacunar stroke	214	1	1	ischaemic
5583081000006112	Subarachnoid haemorrhage from posterior communicating artery aneurysm	207	1	1	haemorrhagic
5011191000006111	Pure motor lacunar infarction	204	1	1	ischaemic
428181000006115	Subarachnoid hemorrhage	184	1	1	haemorrhagic
746571000006116	Intracerebral haemorrhage, multiple localized	171	1	1	haemorrhagic
300399017	Occlusion and stenosis of cerebellar arteries	167	1	1	ischaemic
3508961018	Cerebrovascular accident due to thrombus of right middle cerebral artery	163	1	1	ischaemic
5011451000006114	Stroke of uncertain pathology	163	1	1	ischaemic
605481000006110	CVA - cerebrovascular accident in the puerperium	158	1	1	ischaemic
13909901000006119	Cerebral ischaemic stroke co-occurrent with subarachnoid haemorrhage	157	0	1	ischaemic
3505637014	Occlusion of left middle cerebral artery	153	1	1	ischaemic
3509794017	Cerebrovascular accident due to occlusion of left middle cerebral artery	148	1	1	ischaemic
300276019	External capsule haemorrhage	139	1	1	haemorrhagic
300398013	Occlusion and stenosis of posterior cerebral artery	137	1	1	ischaemic
7071901000006111	Thalamic infarction	134	1	1	ischaemic
12761901000006117	Subarachnoid hemorrhage	132	1	1	haemorrhagic
3508955016	Cerebrovascular accident due to thrombus of basilar artery	130	1	1	ischaemic
7855631000006111	Cerebral ischaemic stroke due to small artery occlusion	128	1	1	ischaemic
6348291000006115	Thrombotic stroke	123	1	1	ischaemic
5011141000006119	Posterior cerebral circulation stroke	120	1	1	ischaemic
123381000006110	Subarachnoid haemorrhage following injury with open intracranial wound, with no loss of consciousness	119	1	1	haemorrhagic
5011211000006112	Pure sensory lacunar infarction	117	1	1	ischaemic
14014251000006116	Cerebrovascular accident due to occlusion of bilateral pontine arteries	117	0	1	ischaemic
5011111000006118	Partial anterior cerebral circulation stroke	116	1	1	ischaemic
345639010	Infarction - precerebral	112	1	1	ischaemic
3505639012	Occlusion of right middle cerebral artery	112	1	1	ischaemic
6990991000006112	Ischemic stroke	111	1	1	ischaemic
3509810017	Cerebrovascular accident due to occlusion of right middle cerebral artery	110	1	1	ischaemic
4540691000006112	History of subarachnoid haemorrhage	108	1	1	haemorrhagic
884431000006116	Extradural haemorrhage	106	1	1	haemorrhagic
12223121000006111	ICH - intracerebral haemorrhage	103	1	1	haemorrhagic
300935019	[X]Subarachnoid haemorrhage from other intracranial arteries	101	1	1	haemorrhagic
7067291000006113	Infarction of medulla oblongata	101	1	1	ischaemic
2622631000006114	Intrapontine haemorrhage	97	1	1	haemorrhagic
4056931000006116	Brain stem haemorrhage	93	1	1	haemorrhagic
5011121000006114	PACS - Partial anterior cerebral circulation stroke	91	1	1	ischaemic
13909881000006116	Cerebral ischaemic stroke due to global hypoperfusion with watershed infarct	86	0	1	ischaemic
884481000006115	Vertebral artery occluded	84	1	1	ischaemic
7378271000006116	Intracranial haemorrhage following injury	82	1	1	haemorrhagic
3507383012	Spontaneous haemorrhage of cortical intracerebral hemisphere	75	1	1	haemorrhagic
300253017	Subarachnoid haemorrhage from vertebral artery	74	1	1	haemorrhagic
300396012	Occlusion and stenosis of anterior cerebral artery	69	1	1	ischaemic
7598981000006119	Cerebral infarction due to embolism of middle cerebral artery	69	1	1	ischaemic
3509790014	Cerebrovascular accident due to occlusion of right posterior cerebral artery	66	1	1	ischaemic
300244012	Subarachnoid haemorrhage from carotid siphon and bifurcation	62	1	1	haemorrhagic
13718621000006117	History of cerebrovascular accident due to ischaemia	61	0	1	ischaemic
13909861000006114	Cerebral ischaemic stroke due to dissection of artery	60	0	1	ischaemic
35801000006116	Other cerebral h'ge after injury no open intracranial wound	56	1	1	haemorrhagic
5011071000006114	Total anterior cerebral circulation stroke	56	1	1	ischaemic
5589641000006112	Intracerebellar and posterior fossa haemorrhage	55	1	1	haemorrhagic
884461000006113	Basilar artery occluded	54	1	1	ischaemic
7515281000006115	Multiple lacunar infarcts	52	1	1	ischaemic
2871271000006114	Intraventricular haemorrhage	51	1	1	haemorrhagic
5011241000006111	Lacunar ataxic hemiparesis	51	1	1	ischaemic
5011351000006119	Posterior cerebral circulation haemorrhagic infarction	49	1	1	haemorrhagic
320735017	Subarachnoid haemorrhage following injury with open intracranial wound	46	1	1	haemorrhagic
483988011	Bulbar haemorrhage	46	1	1	haemorrhagic
267321000006114	Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction	45	1	1	ischaemic
267311000006118	Occlusion and stenosis of multiple and bilateral cerebral arteries	43	1	1	ischaemic
7378421000006118	Traumatic intracerebral haemorrhage	43	1	1	haemorrhagic
12223111000006115	Intracerebral hemorrhage	42	1	1	haemorrhagic
2832651000006111	Subcortical haemorrhage	41	1	1	haemorrhagic
3777981000006119	Posterior inferior cerebellar artery syndrome	40	1	1	ischaemic
480952017	Perinatal subarachnoid haemorrhage	40	1	1	haemorrhagic
5011081000006112	TACS - Total anterior cerebral circulation stroke	40	1	1	ischaemic
7071911000006114	Thalamic stroke	40	1	1	ischaemic
5011581000006119	Subarachnoid haemorrhage due to ruptured aneurysm	38	1	1	haemorrhagic
3778021000006116	LMS - Lateral medullary syndrome	35	1	1	ischaemic
5597281000006110	Ruptured cerebral arteriovenous malformation	35	1	1	haemorrhagic
426231000006114	[X]Sequelae of other nontraumatic intracranial haemorrhage	33	1	1	haemorrhagic
5011101000006116	PACI - Partial anterior cerebral circulation infarction	33	1	1	ischaemic
884501000006113	Cerebral A. occlusion NOS	33	1	1	ischaemic
320897016	Other cerebral haemorrhage following injury NOS	30	1	1	haemorrhagic
316519019	Subarachnoid haemorrhage due to birth injury	29	1	1	haemorrhagic
3508962013	Stroke due to thrombus of right middle cerebral artery	27	1	1	ischaemic
5011171000006110	LACI - Lacunar infarction	27	1	1	ischaemic
5011431000006119	Lacunar haemorrhage	26	1	1	haemorrhagic
2841141000006111	SAH - Subarachnoid haemorrhage	25	1	1	haemorrhagic
3508965010	Stroke due to thrombus of left middle cerebral artery	24	1	1	ischaemic
9875951000006117	Cerebrovascular accident due to right carotid artery stenosis	23	1	1	ischaemic
3509799010	Cerebrovascular accident due to occlusion of left posterior cerebral artery	22	1	1	ischaemic
13717171000006112	Cerebrovascular accident due to stenosis of bilateral carotid arteries	22	0	1	ischaemic
3505651014	Occlusion of left posterior cerebral artery	20	1	1	ischaemic
5597521000006114	Ruptured aneurysm of anterior communicating artery	20	1	1	haemorrhagic
3505653012	Occlusion of right posterior cerebral artery	19	1	1	ischaemic
3441831000006111	Progressing stroke	18	1	1	ischaemic
5011061000006119	TACI - Total anterior cerebral circulation infarction	18	1	1	ischaemic
8031281000006118	Cerebral infarction due to stenosis of carotid artery	18	1	1	ischaemic
9875961000006115	Cerebrovascular accident due to left carotid artery stenosis	18	1	1	ischaemic
3510963013	Lacunar ataxic hemiparesis of left dominant side	17	1	1	ischaemic
7599001000006116	Cerebral infarction due to thrombosis of middle cerebral artery	17	1	1	ischaemic
3510961010	Lacunar ataxic hemiparesis of right dominant side	16	1	1	ischaemic
3508958019	Cerebrovascular accident due to thrombus of right carotid artery	15	1	1	ischaemic
5011231000006118	Pure sensorimotor lacunar infarction	15	1	1	ischaemic
5058411000006114	Ruptured cerebral aneurysm	14	1	1	haemorrhagic
5518071000006116	SAH - Spontaneous subarachnoid haemorrhage	14	1	1	haemorrhagic
5011331000006114	Anterior cerebral circulation haemorrhagic infarction	13	1	1	haemorrhagic
2871261000006119	Intraventricular hemorrhage	12	1	1	haemorrhagic
3508952018	Cerebrovascular accident due to thrombus of left carotid artery	12	1	1	ischaemic
2622651000006119	Pontine hemorrhage	11	1	1	haemorrhagic
3509792018	Cerebrovascular accident due to occlusion of left carotid artery	11	1	1	ischaemic
7855711000006113	Stroke co-occurrent with migraine	11	1	1	ischaemic
3636133016	Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus	10	1	1	ischaemic
5597491000006112	Ruptured aneurysm of middle cerebral artery	10	1	1	haemorrhagic
8045741000006119	Nontraumatic intraparenchymal cerebral haemorrhage	10	1	1	haemorrhagic
3533574016	Spontaneous intracranial haemorrhage	9	1	1	haemorrhagic
3636136012	Cerebrovascular accident due to occlusion of left middle cerebral artery by embolus	9	1	1	ischaemic
4777861000006119	Intracerebral haemorrhage with intraventricular haemorrhage	9	1	1	haemorrhagic
6837051000006119	Basal ganglion stroke	9	1	1	ischaemic
14014281000006112	Cerebrovascular accident due to stenosis of bilateral vertebral arteries	9	0	1	ischaemic
411416011	Stroke in the puerperium	8	1	1	ischaemic
4777811000006117	Basal ganglia hemorrhage	8	1	1	haemorrhagic
12223131000006114	ICH - intracerebral hemorrhage	7	1	1	haemorrhagic
307879017	Puerperal cerebrovascular disorder unspecified	7	1	1	ischaemic
3509817019	Left hemispheric cerebellar artery embolism with stroke	7	1	1	ischaemic
7703601000006113	Post stroke pain	7	1	1	ischaemic
9875641000006111	Cerebrovascular accident due to right carotid artery occlusion	7	1	1	ischaemic
13718601000006110	History of embolic cerebrovascular accident	7	0	1	ischaemic
123411000006113	Subarachnoid h'ge inj no open intracran wnd+no loss consc	6	1	1	haemorrhagic
2520541000006112	Intracranial hemorrhage	6	1	1	haemorrhagic
2871241000006118	Ventricular haemorrhage	6	1	1	haemorrhagic
3636969013	Occlusion of right middle cerebral artery by embolus	6	1	1	ischaemic
5011421000006117	Thalamic hemorrhage	6	1	1	haemorrhagic
5597571000006110	Ruptured aneurysm of posterior communicating artery	6	1	1	haemorrhagic
7378401000006111	Traumatic intracerebral hemorrhage	6	1	1	haemorrhagic
123391000006113	Subarachnoid h'ge inj no open intracran wnd+<1hr loss consc	5	1	1	haemorrhagic
2841151000006113	SAH - Subarachnoid hemorrhage	5	1	1	haemorrhagic
307880019	Puerperal cerebrovascular disorder - delivered	5	1	1	ischaemic
3508956015	Stroke due to basilar artery thrombus	5	1	1	ischaemic
3636143018	Cerebrovascular accident due to occlusion of left cerebellar artery by embolus	5	1	1	ischaemic
5583101000006116	Subarachnoid haemorrhage from basilar artery aneurysm	5	1	1	haemorrhagic
5649201000006113	Extension of cerebrovascular accident	5	1	1	ischaemic
7572391000006114	Perimesencephalic subarachnoid hemorrhage	5	1	1	haemorrhagic
30981000006112	Oth cerebral h'ge inj no open intracran wnd+unspec consc	4	1	1	haemorrhagic
3509781019	Cerebrovascular accident due to occlusion of right cerebellar artery	4	1	1	ischaemic
3533575015	Spontaneous intracranial hemorrhage	4	1	1	haemorrhagic
3533578018	Nontraumatic intracranial haemorrhage	4	1	1	haemorrhagic
4056951000006111	Brainstem haemorrhage	4	1	1	haemorrhagic
4057031000006117	Brain stem infarct	4	1	1	ischaemic
6837061000006117	Basal ganglion infarct	4	1	1	ischaemic
7572381000006111	Perimesencephalic subarachnoid haemorrhage	4	1	1	haemorrhagic
123431000006119	Subarachnoid h'ge inj no open intracran wound + unspec consc	3	1	1	haemorrhagic
2832661000006113	Subcortical hemorrhage	3	1	1	haemorrhagic
307884011	Puerperal cerebrovascular disorder NOS	3	1	1	ischaemic
3509769018	Cerebrovascular accident due to occlusion of left cerebellar artery	3	1	1	ischaemic
35791000006117	Other cerebral h'ge after injury + open intracranial wound	3	1	1	haemorrhagic
3636141016	Cerebrovascular accident due to occlusion of right cerebellar artery by embolus	3	1	1	ischaemic
3719851000006116	Cerebellar hemorrhage	3	1	1	haemorrhagic
5582971000006117	Subarachnoid haemorrhage from multiple aneurysms	3	1	1	haemorrhagic
5582991000006116	Subarachnoid haemorrhage from anterior cerebral artery aneurysm	3	1	1	haemorrhagic
5597291000006113	AVM - Ruptured cerebral arteriovenous malformation	3	1	1	haemorrhagic
7991141000006110	Occlusion of cerebral artery with stroke	3	1	1	ischaemic
13718641000006112	History of ischaemic stroke	3	0	1	ischaemic
13909871000006119	Cerebral ischaemic stroke due to aortic arch embolism	3	0	1	ischaemic
123311000006115	Subarach h'ge inj no open intracran wnd + concussion unspec	2	1	1	haemorrhagic
123351000006119	Subarachnoid h'ge inj + open intracran wnd+concussion unspec	2	1	1	haemorrhagic
200591000006119	Puerperal cerebrovascular disorder - delivered with postnatal complication	2	1	1	ischaemic
3509777019	Cerebrovascular accident due to occlusion of left pontine artery	2	1	1	ischaemic
3510959018	Lacunar ataxic hemiparesis of left nondominant side	2	1	1	ischaemic
3636970014	Occlusion of left middle cerebral artery by embolus	2	1	1	ischaemic
4056941000006114	Brain stem hemorrhage	2	1	1	haemorrhagic
4057041000006110	Brain stem stroke	2	1	1	ischaemic
4057051000006112	Infarction of brain stem	2	1	1	ischaemic
5011181000006113	LI - Lacunar infarction	2	1	1	ischaemic
5583041000006118	Subarachnoid haemorrhage from posterior cerebral artery aneurysm	2	1	1	haemorrhagic
5583121000006114	Subarachnoid haemorrhage from posterior inferior cerebellar artery aneurysm	2	1	1	haemorrhagic
5597331000006118	Angiogram-negative subarachnoid haemorrhage	2	1	1	haemorrhagic
5597481000006114	Ruptured aneurysm of anterior cerebral artery	2	1	1	haemorrhagic
5597651000006116	Ruptured internal carotid-posterior communicating artery zone aneurysm	2	1	1	haemorrhagic
5974521000006116	History of stroke in last year	2	1	1	ischaemic
7571431000006113	Deep hemispheric haemorrhage	2	1	1	haemorrhagic
7951271000006116	Haemorrhage of medulla oblongata	2	1	1	haemorrhagic
8089851000006116	Nontraumatic intracerebral haemorrhage	2	1	1	haemorrhagic
13909891000006118	Cerebral ischaemic stroke due to hypercoagulable state	2	0	1	ischaemic
123331000006114	Subarach h'ge inj no open intracran wnd+LOC unspec duration	1	1	1	haemorrhagic
123361000006117	Subarachnoid h'ge inj + open intracran wound + unspec consc	1	1	1	haemorrhagic
123421000006117	Subarachnoid h'ge inj no open intracran wound + 1-24hr LOC	1	1	1	haemorrhagic
200621000006117	Puerperal cerebrovascular disorder with antenatal complication	1	1	1	ischaemic
200631000006119	Puerperal cerebrovascular disorder with postnatal complication	1	1	1	ischaemic
2832671000006118	Subcortical cerebral haemorrhage	1	1	1	haemorrhagic
2841161000006110	Subarachnoid intracranial haemorrhage	1	1	1	haemorrhagic
2841171000006115	Subarachnoid intracranial hemorrhage	1	1	1	haemorrhagic
3346051000006110	Internal capsule hemorrhage	1	1	1	haemorrhagic
3510551014	History of hemorrhagic stroke with residual deficit	1	1	1	haemorrhagic
3636139017	Cerebrovascular accident due to occlusion of left posterior cerebral artery by embolus	1	1	1	ischaemic
3687811000006118	Cerebral hemisphere haemorrhage	1	1	1	haemorrhagic
3719861000006119	Haemorrhagic cerebellum	1	1	1	haemorrhagic
3728451000006116	Cerebral arterial embolism	1	1	1	ischaemic
4777871000006114	Intracerebral hemorrhage with intraventricular hemorrhage	1	1	1	haemorrhagic
4777981000006117	Occlusion of basilar artery	1	1	1	ischaemic
5011301000006118	Hemorrhagic cerebral infarction	1	1	1	haemorrhagic
5011371000006112	Massive supratentorial cerebral haemorrhage	1	1	1	haemorrhagic
5011571000006117	Subarachnoid hemorrhage due to ruptured arteriovenous malformation	1	1	1	haemorrhagic
5518061000006111	Spontaneous subarachnoid hemorrhage	1	1	1	haemorrhagic
5518101000006114	Nontraumatic subarachnoid intracranial hemorrhage	1	1	1	haemorrhagic
5589651000006114	Intracerebellar and posterior fossa hemorrhage	1	1	1	haemorrhagic
5597601000006115	Ruptured aneurysm of basilar artery	1	1	1	haemorrhagic
7703591000006117	Pain following cerebrovascular accident	1	1	1	ischaemic
7855641000006118	Cerebral ischemic stroke due to small artery occlusion	1	1	1	ischaemic
7863741000006115	Cerebral ischemic stroke due to stenosis of extracranial large artery	1	1	1	ischaemic
8046951000006114	Cerebral infarction due to carotid artery occlusion	1	1	1	ischaemic
8090471000006119	Cerebral infarction due to stenosis of precerebral artery	1	1	1	ischaemic
8211961000006117	History of cerebellar stroke	1	1	1	ischaemic
989201000006117	Cerebral haemorrhage	1	1	1	haemorrhagic
989211000006119	Cerebral haemorrhage NOS	1	1	1	haemorrhagic
13718611000006113	History of embolic stroke	1	0	1	ischaemic
11843931000006117	Cerebrovascular accident due to stenosis of right carotid artery		1	0	ischaemic
11843941000006110	Cerebrovascular accident due to stenosis of left carotid artery		1	0	ischaemic
11865051000006118	Cerebrovascular accident due to occlusion of right carotid artery		1	0	ischaemic
11878511000006113	Cerebrovascular accident due to occlusion of cerebral artery		1	0	ischaemic
11903571000006110	Stroke due to intracerebral haemorrhage		1	0	haemorrhagic
11919571000006110	[X]Other intracerebral haemorrhage		1	0	haemorrhagic
11923791000006114	Subarachnoid hemorrhage following injury without open intracranial wound		1	0	haemorrhagic
12222971000006119	Occlusion of precerebral artery		1	0	ischaemic
123281000006117	Subarachnoid haemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level		1	0	haemorrhagic
123291000006119	Subarachnoid haemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level		1	0	haemorrhagic
123301000006118	Subarach h'ge inj + open intracran wnd+LOC unspec duration		1	0	haemorrhagic
123321000006111	Subarach h'ge inj no open intracran wnd+>24hrs LOC-restored		1	0	haemorrhagic
123341000006116	Subarachnoid haemorrhage following injury with open intracranial wound AND moderate loss of consciousness (1-24 hours)		1	0	haemorrhagic
123371000006112	Subarachnoid haemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour)		1	0	haemorrhagic
123401000006110	Subarachnoid h'ge inj no open intracran wnd+>24 LOC+recovery		1	0	haemorrhagic
12722481000006116	Right sided intracerebral haemorrhage, unspecified		1	0	haemorrhagic
12758611000006110	Right sided intracerebral hemorrhage, unspecified		1	0	haemorrhagic
12762021000006116	Cerebral hemorrhage		1	0	haemorrhagic
13031191000006112	Cerebral hemorrhage		1	0	haemorrhagic
2622641000006116	Intrapontine hemorrhage		1	0	haemorrhagic
2818821000006111	Occlusion of cerebral artery		1	0	ischaemic
2832681000006115	Subcortical cerebral hemorrhage		1	0	haemorrhagic
2836981000006110	Perinatal subarachnoid hemorrhage		1	0	haemorrhagic
2836991000006113	Subarachnoid hemorrhage from any perinatal cause		1	0	haemorrhagic
2837001000006117	Subarachnoid haemorrhage from any perinatal cause		1	0	haemorrhagic
2837011000006119	Perinatal intracranial subarachnoid haemorrhage		1	0	haemorrhagic
2837021000006110	Perinatal intracranial subarachnoid hemorrhage		1	0	haemorrhagic
2837471000006118	Meningeal haemorrhage		1	0	haemorrhagic
2837481000006115	Meningeal hemorrhage		1	0	haemorrhagic
2871251000006116	Ventricular hemorrhage		1	0	haemorrhagic
2950231000006111	Subarachnoid haemorrhage following injury without open intracranial wound		1	0	haemorrhagic
2962821000006118	Occlusion of precerebral artery		1	0	ischaemic
3027211000006117	Haemorrhage due to ruptured congenital cerebral aneurysm		1	0	haemorrhagic
3027221000006113	Hemorrhage due to ruptured congenital cerebral aneurysm		1	0	haemorrhagic
3027231000006111	Hemorrhage due to ruptured berry aneurysm		1	0	haemorrhagic
3027241000006118	Haemorrhage due to ruptured berry aneurysm		1	0	haemorrhagic
3184041000006115	Cerebromeningeal haemorrhage		1	0	haemorrhagic
3184051000006118	Cerebromeningeal hemorrhage		1	0	haemorrhagic
3203191000006110	Vertebral artery obstruction		1	0	ischaemic
3299621000006119	Cortical hemorrhage		1	0	haemorrhagic
3507311016	Occlusion of bilateral vertebral arteries		1	0	ischaemic
3507312011	Occlusion of both vertebral arteries		1	0	ischaemic
3507382019	Spontaneous hemorrhage of cortical intracerebral hemisphere		1	0	haemorrhagic
3507384018	Nontraumatic hemispheric cortical intracerebral hemorrhage		1	0	haemorrhagic
3507385017	Nontraumatic hemispheric cortical intracerebral haemorrhage		1	0	haemorrhagic
3507425016	Cerebrovascular accident due to stenosis of right vertebral artery		1	0	ischaemic
3507427012	Cerebrovascular accident due to stenosis of left vertebral artery		1	0	ischaemic
3508953011	Stroke due to thrombus of left carotid artery		1	0	ischaemic
3508959010	Stroke due to thrombus of right carotid artery		1	0	ischaemic
