MedCodeID	Term
7710081000006115	Degenerative arthropathy of lumbar spinal facet joint
7711291000006116	Lumbosacral spondylosis with root compression
7711301000006115	Lumbosacral spondylosis co-occurrent with root compression
7735771000006117	Mild spondyloepiphyseal dysplasia with early onset osteoarthritis due to collagen type II alpha 1 mutation
7735761000006112	Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early onset osteoarthritis
3514953011	Oligoosteoarthritis
3515706013	Wear of cartilage of joint caused by hemiarthroplasty
3526488017	Osteoarthritis of joint of left ankle and/or foot
3717371000006110	Interphalangeal osteoarthritis
3768861000006114	Primary localized osteoarthrosis of pelvic region
3768851000006112	Primary localised osteoarthrosis of pelvic region
3838811000006118	Degenerative joint disease of ankle AND/OR foot
3838831000006112	Osteoarthritis - ankle/foot
3838821000006114	Osteoarthritis - ankle and/or foot
3838841000006119	Osteoarthrosis of ankle and/or foot
310012011	Osteoarthritis of sternoclavicular joint
18181000006118	Osteoarthritis of spine
2641221000006118	Spondarthropathy
508047017	Osteoarthritis of spine
312614018	[X]Other spondylosis
2476044012	Osteoarthritis of spine NOS
2641201000006111	OA - Osteoarthritis of the spine
2641181000006110	Spondylarthrosis
1209790019	Arthritis of spine
312613012	[X]Other spondylosis with radiculopathy
400271011	Spondylosis NOS
18191000006115	Osteoarthritis spine
311111011	Other spondyloses and allied disorders
2641211000006114	OA - Osteoarthritis of spine
130001000006111	Spondylosis
312612019	[X]Other spondylosis with myelopathy
3976551000006113	Localised osteoarthrosis uncertain if primary OR secondary
3976561000006110	Localized osteoarthrosis uncertain if primary OR secondary
255924016	O/E - hands - Heberden's nodes
800731000006117	Generalised osteoarthritis
309862016	Degenerative joint disease involving multiple joints
800751000006112	Polyarticular osteoarthritis
889861000006112	Osteoarthritis -multiple joint
309876015	Secondary multiple arthrosis
309878019	Heberden's nodes with arthropathy
309880013	Generalised osteoarthritis NOS
309950019	Osteitis of forearm
309972017	Osteoarthritis of multiple joints
265841000006115	Oligoarticular osteoarthritis, unspec, of unspecified sites
265861000006116	Oligoarticular osteoarthritis, unspecified, multiple sites
309983014	Osteoarthritis of more than one site, unspecified, NOS
889871000006117	Osteoarthritis -shoulder joint
889941000006115	Osteoarthritis - other joint
989341000006110	Osteoarthritis - elbow joint
989351000006112	Osteoarthritis - wrist joint
989361000006114	Osteoarthritis - hip joint
18061000006112	Inflammation of sacroiliac joint
989371000006119	Osteoarthritis - knee joint
96705013	Traumatic arthropathy
310049017	Traumatic arthropathy of unspecified site
889951000006118	Traumatic arth.-shoulder joint
310050017	Traumatic arthropathy of the shoulder region
310051018	Traumatic arthropathy of the upper arm
889961000006116	Traumatic arth. - elbow joint
310052013	Traumatic arthropathy of the forearm
889971000006111	Traumatic arth. - wrist joint
310053015	Traumatic arthropathy of the hand
889981000006114	Traumatic arth. - hand joint
889991000006112	Traumatic arth. - hip joint
310054014	Traumatic arthropathy of the pelvic region and thigh
890001000006113	Traumatic arth. - knee joint
310055010	Traumatic arthropathy of the lower leg
310056011	Traumatic arthropathy of the ankle and foot
890011000006111	Traumatic arth. - ankle/foot
890021000006115	Traumatic arth. - other joint
310057019	Traumatic arthropathy of other specified site
890031000006117	Traumatic arth.-multiple joint
310058012	Traumatic arthropathy of multiple sites
310059016	Traumatic arthropathy of shoulder
310060014	Traumatic arthropathy of sternoclavicular joint
310061013	Traumatic arthropathy of acromioclavicular joint
310062018	Traumatic arthropathy-elbow
92651000006119	Traumatic arthropathy of distal radio-ulnar joint
310064017	Traumatic arthropathy-wrist
92681000006110	Traumatic arthropathy of metacarpophalangeal joint
92721000006115	Traumatic arthropathy of proximal interphalangeal joint of finger
92641000006116	Traumatic arthropathy of distal interphalangeal joint of finger
310068019	Traumatic arthropathy-hip
310070011	Traumatic arthropathy-knee
92851000006118	Traumatic arthropathy of tibio-fibular joint
310072015	Traumatic arthropathy-ankle
310073013	Traumatic arthropathy of subtalar joint
310074019	Traumatic arthropathy of talonavicular joint
310075018	Traumatic arthropathy of other tarsal joint
92621000006111	Traumatic arthropathy of 1st metatarsophalangeal joint
92671000006112	Traumatic arthropathy of lesser metatarsophalangeal joint
92661000006117	Traumatic arthropathy of interphalangeal joint of toe
310079012	Traumatic arthropathy NOS
890041000006110	Traumatic arthritis NOS
311061016	Single-level cervical spondylosis with myelopathy
311062011	Two-level cervical spondylosis with myelopathy
311063018	Multiple-level cervical spondylosis with myelopathy
311068010	Single-level thoracic spondylosis without myelopathy
311069019	Two-level thoracic spondylosis without myelopathy
311070018	Multiple-level thoracic spondylosis without myelopathy
311091014	Cervical spondylosis with radiculopathy
311093012	Single-level cervical spondylosis with radiculopathy
311094018	Two-level cervical spondylosis with radiculopathy
311095017	Multiple-level cervical spondylosis with radiculopathy
311119013	Spondylosis with myelopathy
892321000006118	Hypertroph. pulm. osteoarthrop
502821000006112	Bamberger - Marie disease
312011010	Hypertrophic pulmonary osteoarthropathy
500464010	Hallux rigidus - acquired
312703010	Hypertrophic osteoarthropathy
309901013	Primary coxarthrosis, bilateral
309902018	Coxarthrosis resulting from dysplasia, bilateral
309903011	Primary gonarthrosis, bilateral
309904017	Primary arthrosis of first carpometacarpal joints, bilateral
91728013	Coxae malum senilis
217381000006112	Post-traumatic arthrosis of first carpometacarpal joints, bilateral
453242017	Post-traumatic gonarthrosis, unilateral
359434013	Otto's pelvis
736781000006114	Localised osteoarthritis, unspecified, pelvic region/thigh
240071000006115	Patellofemoral osteoarthritis
889921000006110	Osteoarthritis - knee joint
