readcode,term,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode,cancer_site,bladder,other,oral,skin_non_mel,myeloma,brain,breast,cervix,colorectal,headandneck,kidney,leukemia,lung,lymphoma,melanoma,oesophagus,ovary,pancreas,prostate,stomach,testis,urinary,uterus
B651.#,Chronic myeloid leukaemia,554641000006115#,Chronic granulocytic leukaemia,B651-1,B651.11,92818009,1217279014,NA,32,B651.11#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B651.#,Chronic myeloid leukaemia,880861000006115#,Myeloid leukaemia - chronic,B651-99,B651.99,92818009,8.80861E+14,NA,32,B651.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B68z.#,Leukaemia NOS,289972016#,Leukaemia,B68z,B68z.00,93143009,154099013,NA,32,B68z.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B68z.#,Leukaemia NOS,880971000006116#,Leukaemia - unspec. cell NOS,B68z-99,B68z.99,5.36101E+14,8.80971E+14,NA,32,B68z.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B640.#,Acute lymphoid leukaemia,880821000006114#,Lymphoid leukaemia - acute,B640-99,B640.99,91857003,8.80821E+14,NA,32,B640.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B640.#,Acute lymphoid leukaemia,509741017#,Acute lymphoid leukaemia,B640,B640.00,91857003,509741017,NA,32,B640.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBrA1#,[M]Megakaryocytic leukaemia,317571000006112#,[M]Thrombocytic leukaemia,BBrA1-1,BBrA111,52220008,86902018,NA,32,BBrA111#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBrA1#,[M]Megakaryocytic leukaemia,312211000006119#,Acute megakaryoblastic leukaemia,BBrA1,BBrA100,52220008,86902018,NA,32,BBrA100#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr90#,[M]Monocytic leukaemia NOS,309941000006119#,[M]Histiocytic leukaemia,BBr90-1,BBr9011,87163000,144534015,NA,32,BBr9011#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr90#,[M]Monocytic leukaemia NOS,316171000006117#,[M]Schilling-type monocytic leukaemia,BBr90-2,BBr9012,87163000,144534015,NA,32,BBr9012#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr90#,[M]Monocytic leukaemia NOS,312961000006113#,[M]Monocytic leukaemia NOS,BBr90,BBr9000,87163000,144534015,NA,32,BBr9000#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr20#,[M]Lymphoid leukaemia NOS,1216396015#,[M]Lymphoid leukaemia NOS,BBr20,BBr2000,32280000,1216396015,NA,32,BBr2000#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr20#,[M]Lymphoid leukaemia NOS,311311000006115#,[M]Lymphatic leukaemia,BBr20-1,BBr2011,32280000,1216396015,NA,32,BBr2011#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBrA.#,[M]Miscellaneous leukaemias,292065018#,[M]Miscellaneous leukaemias,BBrA,BBrA.00,128931003,207615015,NA,32,BBrA.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B673.#,Mast cell leukaemia,716871000006112#,Mast cell leukaemia,B673,B673.00,110002002,2765332017,NA,32,B673.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B67..#,Other specified leukaemia,289934014#,Other specified leukaemia,B67,B67..00,93143009,154099013,NA,32,B67..00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B67..#,Other specified leukaemia,988791000006114#,Leukaemia - specif. cell NOS,B67-98,B67..98,6.34651E+14,9.88791E+14,NA,32,B67..98#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B67..#,Other specified leukaemia,880911000006113#,Leukaemia - specif.cell type,B67-99,B67..99,6.34651E+14,8.80911E+14,NA,32,B67..99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr25#,[M]Prolymphocytic leukaemia,1216015014#,[M]Prolymphocytic leukaemia,BBr25,BBr2500,128923008,1216015014,NA,32,BBr2500#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B631.#,Plasma cell leukaemia,201743012#,Plasma cell leukaemia,B631,B631.00,95210003,201743012,NA,32,B631.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr3z#,[M]Plasma cell leukaemia NOS,292017019#,Plasma cell leukaemia,BBr3z,BBr3z00,128922003,474671016,NA,32,BBr3z00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr70#,[M]Basophilic leukaemia,1216868019#,[M]Basophilic leukaemia,BBr70,BBr7000,69077002,1216868019,NA,32,BBr7000#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B66y.#,Other monocytic leukaemia,289926015#,Other monocytic leukaemia,B66y,B66y.00,188744006,289917018,NA,32,B66y.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B65z.#,Myeloid leukaemia NOS,289912012#,Myeloid leukaemia NOS,B65z,B65z.00,188732008,289892012,NA,32,B65z.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr6z#,[M]Other myeloid leukaemia NOS,292041016#,[M]Other myeloid leukaemia NOS,BBr6z,BBr6z00,128934006,207618018,NA,32,BBr6z00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B670.#,Acute erythraemia and erythroleukaemia,456641000006119#,Acute erythraemia and erythroleukaemia,B670,B670.00,93451002,154686014,NA,32,B670.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B670.#,Acute erythraemia and erythroleukaemia,201658011#,Di Guglielmo's disease,B670-1,B670.11,93451002,154686014,NA,32,B670.11#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B64..#,Lymphoid leukaemia,289876019#,Lymphoid leukaemia,B64,B64..00,188725004,289876019,NA,32,B64..00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B64..#,Lymphoid leukaemia,289875015#,Lymphatic leukaemia,B64-1,B64..11,188725004,289875015,NA,32,B64..11#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr00#,[M]Leukaemia NOS,310991000006116#,[M]Leukaemia NOS,BBr00,BBr0000,128931003,207615015,NA,32,BBr0000#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr3.#,[M]Plasma cell leukaemias,292014014#,[M]Plasma cell leukaemias,BBr3,BBr3.00,128922003,207603019,NA,32,BBr3.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B6512#,Chronic neutrophilic leukaemia,289898011#,Chronic neutrophilic leukaemia,B6512,B651200,188734009,289898011,NA,32,B651200#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr4z#,[M]Erythroleukaemia NOS,292024018#,[M]Erythroleukaemia NOS,BBr4z,BBr4z00,14317002,24346014,NA,32,BBr4z00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B624.#,Leukaemic reticuloendotheliosis,745001000006114#,Leukaemic reticuloendotheliosis,B624,B624.00,118613001,1215903015,NA,32,B624.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B624.#,Leukaemic reticuloendotheliosis,1591211000006111#,Hairy cell leukaemia,B624-2,B624.12,118613001,2764402015,NA,32,B624.12#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B624.#,Leukaemic reticuloendotheliosis,745011000006112#,Leukaemic reticuloendotheliosis,B624-1,B624.11,118613001,1215903015,NA,32,B624.11#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B652.#,Subacute myeloid leukaemia,880871000006110#,Myeloid leukaemia - subacute,B652-99,B652.99,188736006,8.80871E+14,NA,32,B652.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B652.#,Subacute myeloid leukaemia,289901012#,Subacute myeloid leukaemia,B652,B652.00,188736006,289901012,NA,32,B652.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B660.#,Acute monocytic leukaemia,880881000006113#,Monocytic leukaemia - acute,B660-99,B660.99,413441006,8.80881E+14,NA,32,B660.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B660.#,Acute monocytic leukaemia,2534415018#,Acute monocytic leukaemia,B660,B660.00,413441006,2534415018,NA,32,B660.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr04#,[M]Aleukaemic leukaemia NOS,291992012#,[M]Aleukaemic leukaemia NOS,BBr04,BBr0400,128931003,207615015,NA,32,BBr0400#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B64z.#,Lymphoid leukaemia NOS,289889013#,Lymphoid leukaemia NOS,B64z,B64z.00,188725004,289876019,NA,32,B64z.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B66yz#,Other monocytic leukaemia NOS,289930017#,Other monocytic leukaemia NOS,B66yz,B66yz00,188744006,289917018,NA,32,B66yz00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B69..#,Myelomonocytic leukaemia,289974015#,Myelomonocytic leukaemia,B69,B69..00,188768003,289974015,NA,32,B69..00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr21#,[M]Acute lymphoid leukaemia,292006015#,Acute lymphoblastic leukaemia - category,BBr21,BBr2100,413440007,2535405016,NA,32,BBr2100#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr61#,[M]Acute myeloid leukaemia,304401000006111#,Acute myeloid leukaemia,BBr61,BBr6100,17788007,478421017,NA,32,BBr6100#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr67#,[M]Acute myelomonocytic leukaemia,1216346016#,[M]Acute myelomonocytic leukaemia,BBr67,BBr6700,30962008,1216346016,NA,32,BBr6700#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ByuD9#,[X]Other leukaemia of unspecified cell type,292185016#,[X]Other leukaemia of unspecified cell type,ByuD9,ByuD900,93143009,154099013,NA,32,ByuD900#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr6.#,[M]Myeloid leukaemias,292032014#,[M]Myeloid leukaemias,BBr6,BBr6.00,128934006,207618018,NA,32,BBr6.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr2.#,[M]Lymphoid leukaemias,292005016#,[M]Lymphoid leukaemias,BBr2,BBr2.00,128935007,207619014,NA,32,BBr2.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B66z.#,Monocytic leukaemia NOS,289933015#,Monocytic leukaemia NOS,B66z,B66z.00,188744006,289917018,NA,32,B66z.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B681.#,Chronic leukaemia NOS,880951000006114#,Leukaemia -unspec.cell chronic,B681-99,B681.99,6.62431E+14,8.80951E+14,NA,32,B681.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B681.#,Chronic leukaemia NOS,289967013#,Chronic leukaemia,B681,B681.00,92812005,201651017,NA,32,B681.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr..#,[M]Leukaemias,311021000006113#,Leukaemia morphology,BBr,BBr..00,87163000,1217045015,NA,32,BBr..00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr4.#,[M]Erythroleukaemias,292018012#,Erythroleukaemia,BBr4,BBr4.00,93451002,154686014,NA,32,BBr4.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B65yz#,Other myeloid leukaemia NOS,289911017#,Other myeloid leukaemia NOS,B65yz,B65yz00,188732008,289892012,NA,32,B65yz00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBrA4#,[M]Hairy cell leukaemia,311041000006118#,Hairy cell leukaemia,BBrA4-1,BBrA411,54087003,89898013,NA,32,BBrA411#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBrA4#,[M]Hairy cell leukaemia,1216729017#,[M]Hairy cell leukaemia,BBrA4,BBrA400,54087003,1216729017,NA,32,BBrA400#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBrz.#,[M]Leukaemia NOS,291985019#,[M]Leukaemia NOS,BBrz,BBrz.00,128931003,207615015,NA,32,BBrz.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B641.#,Chronic lymphoid leukaemia,880831000006112#,Lymphoid leukaemia - chronic,B641-99,B641.99,92814006,8.80831E+14,NA,32,B641.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B641.#,Chronic lymphoid leukaemia,555131000006118#,"Chronic lymphoid leukaemia, disease",B641-1,B641.11,92814006,1207831017,NA,32,B641.11#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B641.#,Chronic lymphoid leukaemia,201652012#,Chronic lymphoid leukaemia,B641,B641.00,92814006,201652012,NA,32,B641.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr23#,[M]Chronic lymphoid leukaemia,306931000006115#,Chronic lymphoid leukaemia,BBr23,BBr2300,51092000,495910011,NA,32,BBr2300#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B67yz#,Other and unspecified leukaemia NOS,289959017#,Other and unspecified leukaemia NOS,B67yz,B67yz00,93143009,154099013,NA,32,B67yz00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B682.#,Subacute leukaemia NOS,289968015#,Subacute leukaemia,B682,B682.00,302855005,444829010,NA,32,B682.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B682.#,Subacute leukaemia NOS,880961000006111#,Leukaemia-unspec.cell subacute,B682-99,B682.99,6.62441E+14,8.80961E+14,NA,32,B682.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr62#,[M]Subacute myeloid leukaemia,292035011#,[M]Subacute myeloid leukaemia,BBr62,BBr6200,128934006,207618018,NA,32,BBr6200#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B67y.#,Other and unspecified leukaemia,289955011#,Other and unspecified leukaemia,B67y,B67y.00,93143009,154099013,NA,32,B67y.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr60#,[M]Granulocytic leukaemia NOS,309521000006115#,[M]Granulocytic leukaemia NOS,BBr60-1,BBr6011,37810007,1216572014,NA,32,BBr6011#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr60#,[M]Granulocytic leukaemia NOS,313411000006114#,[M]Myelosis NOS,BBr60-2,BBr6012,37810007,1216572014,NA,32,BBr6012#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr60#,[M]Granulocytic leukaemia NOS,1216572014#,[M]Myeloid leukaemia NOS,BBr60,BBr6000,37810007,1216572014,NA,32,BBr6000#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B64yz#,Other lymphoid leukaemia NOS,289888017#,Other lymphoid leukaemia NOS,B64yz,B64yz00,188725004,289876019,NA,32,B64yz00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B65..#,Myeloid leukaemia,289892012#,Myeloid leukaemia,B65,B65..00,188732008,289892012,NA,32,B65..00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBrA5#,[M]Acute megakaryoblastic leukaemia,292073010#,[M]Acute megakaryoblastic leukaemia,BBrA5,BBrA500,52220008,86902018,NA,32,BBrA500#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B6243#,Leukaemic reticuloend of intra-abdominal lymph nodes,746301000006117#,Leukaemic reticuloendotheliosis of intra-abdominal lymph nodes,B6243,B624300,93144003,510216012,NA,32,B624300#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B64y1#,Prolymphocytic leukaemia,202801000006110#,Prolymphocytic leukaemia,B64y1,B64y100,110006004,2765132011,NA,32,B64y100#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B65y1#,Acute promyelocytic leukaemia,459741000006115#,APL - Acute promyelocytic leukaemia,B65y1,B65y100,110004001,1215869018,NA,32,B65y100#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ByuD8#,[X]Other specified leukaemias,292182018#,[X]Other specified leukaemias,ByuD8,ByuD800,93143009,154099013,NA,32,ByuD800#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B642.#,Subacute lymphoid leukaemia,289880012#,Subacute lymphoid leukaemia,B642,B642.00,188726003,289880012,NA,32,B642.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B642.#,Subacute lymphoid leukaemia,880841000006119#,Lymphoid leukaemia - subacute,B642-99,B642.99,188726003,8.80841E+14,NA,32,B642.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr63#,[M]Naegeli-type monocytic leukaemia,313621000006115#,[M]Naegeli-type monocytic leukaemia,BBr63-1,BBr6311,63364005,1216809013,NA,32,BBr6311#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr63#,[M]Naegeli-type monocytic leukaemia,1216809013#,[M]Chronic myeloid leukaemia,BBr63,BBr6300,63364005,1216809013,NA,32,BBr6300#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr8.#,[M]Eosinophilic leukaemias,292046014#,[M]Eosinophilic leukaemias,BBr8,BBr8.00,190055003,292048010,NA,32,BBr8.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr02#,[M]Subacute leukaemia NOS,291988017#,[M]Subacute leukaemia NOS,BBr02,BBr0200,128931003,207615015,NA,32,BBr0200#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B66..#,Histiocytic leukaemia,289917018#,Monocytic leukaemia,B66,B66..00,188744006,289917018,NA,32,B66..00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B66..#,Histiocytic leukaemia,289919015#,Monoblastic leukaemia,B66-2,B66..12,188744006,289919015,NA,32,B66..12#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B66..#,Histiocytic leukaemia,289921013#,Histiocytic leukaemia,B66-1,B66..11,188744006,289921013,NA,32,B66..11#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr66#,[M]Acute promyelocytic leukaemia,1216284012#,[M]Acute promyelocytic leukaemia,BBr66,BBr6600,28950004,1216284012,NA,32,BBr6600#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B672.#,Megakaryocytic leukaemia,289948014#,Thrombocytic leukaemia,B672-1,B672.11,188754005,289948014,NA,32,B672.11#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B672.#,Megakaryocytic leukaemia,289949018#,Megakaryocytic leukaemia,B672,B672.00,188754005,289949018,NA,32,B672.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B6510#,Chronic eosinophilic leukaemia,289895014#,Chronic eosinophilic leukaemia,B6510,B651000,188733003,289895014,NA,32,B651000#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B68..#,Leukaemia of unspecified cell type,289963012#,Leukaemia of unspecified cell type,B68,B68..00,93143009,154099013,NA,32,B68..00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B68..#,Leukaemia of unspecified cell type,880931000006119#,Leukaemia - unspecified cell,B68-99,B68..99,6.62411E+14,8.80931E+14,NA,32,B68..99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B661.#,Chronic monocytic leukaemia,289923011#,Chronic monocytic leukaemia,B661,B661.00,188745007,289923011,NA,32,B661.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B661.#,Chronic monocytic leukaemia,880891000006111#,Monocytic leukaemia - chronic,B661-99,B661.99,188745007,8.80891E+14,NA,32,B661.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B651z#,Chronic myeloid leukaemia NOS,289900013#,Chronic myeloid leukaemia NOS,B651z,B651z00,92818009,201656010,NA,32,B651z00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B650.#,Acute myeloid leukaemia,201612010#,Acute myeloid leukaemia,B650,B650.00,91861009,201612010,NA,32,B650.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
