readcode,term_readcode,cal,os,matchtotal,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
G64z.#,Cerebral infarction NOS,1,1,2,884501000006113#,Cerebral A. occlusion NOS,G64z-99,G64z.99,682621000000105,884501000006113,NA,32,G64z.99#
G64z.#,Cerebral infarction NOS,1,1,2,158118014#,Cerebellar infarction,G64z-2,G64z.12,95460007,158118014,NA,32,G64z.12#
G64z.#,Cerebral infarction NOS,1,1,2,395780010#,Cerebral infarction,G64z,G64z.00,432504007,2770034014,NA,32,G64z.00#
G683.#,Sequelae of cerebral infarction,1,1,2,300411016#,Sequelae of cerebral infarction,G683,G683.00,195243003,300411016,NA,32,G683.00#
G6X..#,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,1,1,2,543141000006110#,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,G6X,G6X..00,20059004,33759015,NA,32,G6X..00#
Gyu63#,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,1,1,2,370701000006118#,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,Gyu63,Gyu6300,20059004,33759015,NA,32,Gyu6300#
Gyu64#,[X]Other cerebral infarction,1,1,2,300941014#,[X]Other cerebral infarction,Gyu64,Gyu6400,432504007,2770034014,NA,32,Gyu6400#
Gyu6G#,[X]Cereb infarct due unsp occlus/stenos precerebr arteries,1,1,2,370661000006114#,[X]Cereb infarct due unsp occlus/stenos precerebr arteries,Gyu6G,Gyu6G00,125081000119106,3042974014,NA,32,Gyu6G00#
14AK.#,H/O: Stroke in last year,1,0,1,451371010#,H/O: Stroke in last year,14AK,14AK.00,308067002,451371010,NA,32,14AK.00#
1M4..#,Central post-stroke pain,1,0,1,413750011#,Central post-stroke pain,1M4,1M4..00,277286006,413750011,NA,27,1M4..00#
661M7#,Stroke self-management plan agreed,1,0,1,2118011000000114#,Stroke self-management plan agreed,661M7,661M700,812041000000104,2118011000000114,NA,1,661M700#
661N7#,Stroke self-management plan review,1,0,1,2115821000000118#,Stroke self-management plan review,661N7,661N700,810991000000109,2115821000000118,NA,1,661N700#
662e.#,Stroke/CVA annual review,1,0,1,2126181000000114#,Stroke annual review,662e-1,662e.11,699270006,2983500010,NA,1,662e.11#
662e.#,Stroke/CVA annual review,1,0,1,1780304018#,CVA annual review,662e,662e.00,699270006,2983515011,NA,1,662e.00#
662M1#,Stroke 6 month review,1,0,1,1160471000000111#,Stroke 6 month review,662M1,662M100,519751000000106,1160471000000111,NA,1,662M100#
662M2#,Stroke initial post discharge review,1,0,1,2127781000000110#,Stroke initial post discharge review,662M2,662M200,816561000000108,2127781000000110,NA,1,662M200#
7P242#,Delivery of rehabilitation for stroke,1,0,1,371641000000112#,Delivery of rehabilitation for stroke,7P242,7P24200,231231000000107,371641000000112,NA,32,7P24200#
8HHM.#,Ref to multidisciplinary stroke function improvement service,1,0,1,966981000006112#,Referral to multidisciplinary stroke function improvement service,8HHM,8HHM.00,112901000000108,199461000000113,NA,40,8HHM.00#
8IEC.#,Ref multidisciplinary stroke function improvement declined,1,0,1,1784651000006110#,Referral for multidisciplinary stroke function improvement declined,8IEC,8IEC.00,781731000000103,1747751000000110,NA,32,8IEC.00#
9h21.#,Excepted from stroke quality indicators: Patient unsuitable,1,0,1,139081000000117#,Excepted from stroke quality indicators - patient unsuitable,9h21,9h21.00,716581000000101,1569131000000118,NA,37,9h21.00#
9h22.#,Excepted from stroke quality indicators: Informed dissent,1,0,1,139091000000115#,Excepted from stroke quality indicators - informed dissent,9h22,9h22.00,716021000000109,1568581000000116,NA,37,9h22.00#
9h2..#,Exception reporting: stroke quality indicators,1,0,1,138981000000113#,Exception reporting - stroke quality indicators,9h2,9h2..00,716331000000108,1568881000000119,NA,37,9h2..00#
G665.#,Pure motor lacunar syndrome,1,0,1,345655015#,Pure motor lacunar syndrome,G665,G665.00,230699008,345655015,NA,32,G665.00#
G666.#,Pure sensory lacunar syndrome,1,0,1,345658018#,Pure sensory lacunar syndrome,G666,G666.00,230700009,345658018,NA,32,G666.00#
G68X.#,"Sequelae of stroke,not specfd as h'morrhage or infarction",1,0,1,149571000006118#,"Sequelae of stroke,not specfd as h'morrhage or infarction",G68X,G68X.00,195239002,300403014,NA,32,G68X.00#
ZV125#,[V]Personal history of stroke,1,0,1,1227591017#,[V]Personal history of stroke,ZV125-1,ZV12511,275526006,2476091017,NA,32,ZV12511#
ZV125#,[V]Personal history of stroke,1,0,1,460286014#,[V]Personal history of circulatory system disease,ZV125,ZV12500,266995000,397829016,NA,32,ZV12500#
ZV125#,[V]Personal history of stroke,1,0,1,1227592012#,[V]Personal history of cerebrovascular accident (CVA),ZV125-2,ZV12512,266995000,397829016,NA,32,ZV12512#
G64z0#,Brainstem infarction,1,0,1,524541000006117#,Brain stem infarction,G64z0,G64z000,95457000,158113017,NA,32,G64z000#
G64z2#,Left sided cerebral infarction,1,0,1,451133011#,Left sided cerebral infarction,G64z2,G64z200,307766002,451133011,NA,32,G64z200#
G64z3#,Right sided cerebral infarction,1,0,1,451134017#,Right sided cerebral infarction,G64z3,G64z300,307767006,451134017,NA,32,G64z300#
G64z4#,Infarction of basal ganglia,1,0,1,2474651019#,Infarction of basal ganglia,G64z4,G64z400,413102000,2474651019,NA,32,G64z400#
G6W..#,Cereb infarct due unsp occlus/stenos precerebr arteries,1,0,1,542261000006114#,Cerebral infarction due to occlusion of precerebral artery,G6W,G6W..00,125081000119106,3042974014,NA,32,G6W..00#
XE0X2#,(Cereb infarc)(cerebrovas acc)(undef stroke/CVA)(stroke NOS),0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XE0X2#
XaAsJ#,Admission to stroke unit,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XaAsJ#
SP100#,Anoxic brain damage complication,0,1,1,325050015#,Anoxic brain damage complication,SP100,SP10000,213208008,325050015,NA,32,SP10000#
G661.#,Anterior cerebral artery syndrome,0,1,1,300363010#,Anterior cerebral artery syndrome,G661,G661.00,195210002,300363010,NA,32,G661.00#
X00DJ#,Anterior cerebral circulation haemorrhagic infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DJ#
X00D5#,Anterior cerebral circulation infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00D5#
X00DS#,Anterior circulation stroke of uncertain pathology,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DS#
G612.#,Basal ganglia haemorrhage,0,1,1,503791000006114#,Basal ganglia haemorrhage,G612,G612.00,195165005,300272017,NA,32,G612.00#
G630.#,Basilar artery occlusion,0,1,1,300303013#,Basilar artery occlusion,G630,G630.00,195180004,300303013,NA,32,G630.00#
G630.#,Basilar artery occlusion,0,1,1,884461000006113#,Basilar artery occluded,G630-99,G630.99,195180004,884461000006113,NA,32,G630.99#
G650.#,Basilar artery syndrome,0,1,1,106392017#,Basilar artery syndrome,G650,G650.00,64009001,106392017,NA,32,G650.00#
G650.#,Basilar artery syndrome,0,1,1,499739014#,Insufficiency - basilar artery,G650-1,G650.11,64009001,499739014,NA,32,G650.11#
X00DQ#,Brainstem haemorrhage,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DQ#
Xa00K#,Brainstem infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,Xa00K#
X00D9#,Brainstem infarction NOS,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00D9#
G615.#,Bulbar haemorrhage,0,1,1,483988011#,Bulbar haemorrhage,G615,G615.00,732923001,3467313018,NA,32,G615.00#
X00D3#,CVA - cerebral artery occlusion,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00D3#
G653.#,Carotid artery syndrome hemispheric,0,1,1,300344014#,Carotid artery syndrome hemispheric,G653,G653.00,195200006,300344014,NA,32,G653.00#
Xa0Ml#,Central post-stroke pain,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,Xa0Ml#
XaIRJ#,Cereb autosom dominant arteriop subcort infarcts leukoenceph,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XaIRJ#
G6760#,"Cereb infarct due cerebral venous thrombosis, non-pyogenic",0,1,1,542251000006112#,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic",G6760,G676000,195230003,300393016,NA,32,G676000#
G613.#,Cerebellar haemorrhage,0,1,1,502878012#,Cerebellar haemorrhage,G613,G613.00,75038005,502878012,NA,32,G613.00#
Xa00J#,Cerebellar infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,Xa00J#
XE0VI#,Cerebral arterial occlusion,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XE0VI#
Xa3fV#,Cerebral artery occlusion NOS,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,Xa3fV#
XM0rV#,Cerebral haemorrhage,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XM0rV#
XE0Wy#,Cerebral haemorrhage NOS,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XE0Wy#
S62z.#,Cerebral haemorrhage following injury NOS,0,1,1,320852013#,Cerebral haemorrhage following injury NOS,S62z,S62z.00,450418003,2916363013,NA,32,S62z.00#
Xa0kZ#,Cerebral infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,Xa0kZ#
XE0VJ#,Cerebral infarction NOS,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XE0VJ#
XE0VF#,Cerebral parenchymal haemorrhage,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XE0VF#
X00D1#,Cerebrovascular accident,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00D1#
G6...#,Cerebrovascular disease,0,1,1,884421000006119#,Cerebral haemorrhage,G6-99,G6...99,274100004,884421000006119,NA,32,G6...99#
G6...#,Cerebrovascular disease,0,1,1,104563015#,Cerebrovascular disease,G6,G6...00,62914000,104563015,NA,32,G6...00#
G610.#,Cortical haemorrhage,0,1,1,495394013#,Cortical haemorrhage,G610,G610.00,49422009,495394013,NA,32,G610.00#
XaLtA#,Delivery of rehabilitation for stroke,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XaLtA#
Xa1hE#,Extension of cerebrovascular accident,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1hE#
G616.#,External capsule haemorrhage,0,1,1,300276019#,External capsule haemorrhage,G616,G616.00,195167002,300276019,NA,32,G616.00#
XM1R2#,H/O: CVA,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XM1R2#
XE2te#,H/O: CVA/stroke,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XE2te#
XaBL3#,H/O: Stroke in last year,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XaBL3#
XM1R3#,H/O: stroke,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XM1R3#
S620.#,Haemorrh: [closed traum subarach] or [mid mening follow inj],0,1,1,702641000006119#,Middle meningeal haemmorhage following injury,S620-1,S620.11,30400005,484576014,NA,32,S620.11#
S620.#,Haemorrh: [closed traum subarach] or [mid mening follow inj],0,1,1,402929011#,Subarachnoid haemorrhage following injury without open intracranial wound,S620,S620.00,28048009,483737017,NA,32,S620.00#
X00DI#,Haemorrhagic cerebral infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DI#
X00Ds#,Heredit cerebral haemorrhage with amyloidosis - Dutch type,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00Ds#
X00D4#,Infarction - precerebral,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00D4#
XaJgQ#,Infarction of basal ganglia,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XaJgQ#
G611.#,Internal capsule haemorrhage,0,1,1,496232015#,Internal capsule haemorrhage,G611,G611.00,52201006,496232015,NA,32,G611.00#
Xa0Bj#,Intracerebellar and posterior fossa haemorrhage,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,Xa0Bj#
G61..#,Intracerebral haemorrhage (& [cerebrovasc accident due to]),0,1,1,605471000006112#,Cerebral hemorrhage,G61-1,G61..11,274100004,409859018,NA,32,G61..11#
G61..#,Intracerebral haemorrhage (& [cerebrovasc accident due to]),0,1,1,122371000006118#,Cerebral haemorrhage,G61-2,G61..12,274100004,409860011,NA,32,G61..12#
G61..#,Intracerebral haemorrhage (& [cerebrovasc accident due to]),0,1,1,989211000006119#,Cerebral haemorrhage NOS,G61-98,G61..98,274100004,989211000006119,NA,32,G61..98#
G61..#,Intracerebral haemorrhage (& [cerebrovasc accident due to]),0,1,1,744901000006114#,Intracerebral haemorrhage (ICH),G61,G61..00,274100004,2819959010,NA,32,G61..00#
G61..#,Intracerebral haemorrhage (& [cerebrovasc accident due to]),0,1,1,989201000006117#,Cerebral haemorrhage,G61-99,G61..99,274100004,989201000006117,NA,32,G61..99#
G61z.#,Intracerebral haemorrhage NOS,0,1,1,300287010#,Intracerebral haemorrhage NOS,G61z,G61z.00,274100004,2819959010,NA,32,G61z.00#
G617.#,"Intracerebral haemorrhage, intraventricular",0,1,1,300277011#,"Intracerebral haemorrhage, intraventricular",G617,G617.00,195168007,300277011,NA,32,G617.00#
G618.#,"Intracerebral haemorrhage, multiple localised",0,1,1,746571000006116#,"Intracerebral haemorrhage, multiple localized",G618,G618.00,195169004,300280012,NA,32,G618.00#
G62z.#,Intracranial haemorrhage NOS,0,1,1,884451000006111#,Cerebral haemorrhage NOS,G62z-99,G62z.99,700251000000105,884451000006111,NA,32,G62z.99#
G62z.#,Intracranial haemorrhage NOS,0,1,1,300298011#,Intracranial haemorrhage,G62z,G62z.00,1386000,475553012,NA,32,G62z.00#
X00DP#,Lacunar haemorrhage,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DP#
X00DA#,Lacunar infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DA#
XaBEC#,Left sided cerebral infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XaBEC#
XaBM4#,"Left sided intracerebral haemorrhage, unspecified",0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XaBM4#
X00DM#,Lobar cerebral haemorrhage,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DM#
X00DL#,Massive supratentorial cerebral haemorrhage,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DL#
G660.#,Middle cerebral artery syndrome,0,1,1,300362017#,Middle cerebral artery syndrome,G660,G660.00,195209007,300362017,NA,32,G660.00#
XA0B9#,Middle meningeal haemorrhage following injury,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XA0B9#
X00DG#,Multi-infarct state,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DG#
G633.#,Multiple and bilateral precerebral arterial occlusion,0,1,1,300310019#,Multiple and bilateral precerebral arterial occlusion,G633,G633.00,195183002,300310019,NA,32,G633.00#
G654.#,Multiple and bilateral precerebral artery syndromes,0,1,1,300345010#,Multiple and bilateral precerebral artery syndromes,G654,G654.00,195201005,300345010,NA,32,G654.00#
XaB4Z#,Multiple lacunar infarcts,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,XaB4Z#
Xa00I#,Occipital cerebral infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,Xa00I#
G6771#,Occlusion and stenosis of anterior cerebral artery,0,1,1,300396012#,Occlusion and stenosis of anterior cerebral artery,G6771,G677100,195233001,300396012,NA,32,G677100#
G6773#,Occlusion and stenosis of cerebellar arteries,0,1,1,300399017#,Occlusion and stenosis of cerebellar arteries,G6773,G677300,195235008,300399017,NA,32,G677300#
G6770#,Occlusion and stenosis of middle cerebral artery,0,1,1,300395011#,Occlusion and stenosis of middle cerebral artery,G6770,G677000,195232006,300395011,NA,32,G677000#
G6772#,Occlusion and stenosis of posterior cerebral artery,0,1,1,300398013#,Occlusion and stenosis of posterior cerebral artery,G6772,G677200,195234007,300398013,NA,32,G677200#
G6774#,Occlusion+stenosis of multiple and bilat cerebral arteries,0,1,1,267311000006118#,Occlusion and stenosis of multiple and bilateral cerebral arteries,G6774,G677400,195236009,300400012,NA,32,G677400#
G677.#,Occlusion/stenosis cerebral arts not result cerebral infarct,0,1,1,267321000006114#,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",G677,G677.00,195231004,300394010,NA,32,G677.00#
S6314#,Oth cereb h'ge inj + open intracran wnd+>24hr LOC + recovery,0,1,1,39691000006110#,Oth cereb h'ge inj + open intracran wnd+>24hr LOC + recovery,S6314,S631400,450418003,2915288012,NA,32,S631400#
S6315#,Oth cereb h'ge inj + open intracran wnd+>24hr LOC -restored,0,1,1,39701000006110#,Oth cereb h'ge inj + open intracran wnd+>24hr LOC -restored,S6315,S631500,450418003,2915288012,NA,32,S631500#
S6316#,Oth cereb h'ge inj + open intracran wnd+LOC unspec duration,0,1,1,39721000006117#,Oth cereb h'ge inj + open intracran wnd+LOC unspec duration,S6316,S631600,450418003,2915288012,NA,32,S631600#
S631z#,Oth cereb h'ge inj + open intracran wnd+concussion unspec,0,1,1,39711000006113#,Oth cereb h'ge inj + open intracran wnd+concussion unspec,S631z,S631z00,450418003,2915288012,NA,32,S631z00#
S6304#,Oth cereb h'ge inj no open intracran wnd+>24hr LOC +recovery,0,1,1,39731000006119#,Oth cereb h'ge inj no open intracran wnd+>24hr LOC +recovery,S6304,S630400,450418003,2915288012,NA,32,S630400#
S6305#,Oth cereb h'ge inj no open intracran wnd+>24hr LOC -restored,0,1,1,39741000006112#,Oth cereb h'ge inj no open intracran wnd+>24hr LOC -restored,S6305,S630500,450418003,2915288012,NA,32,S630500#
S6306#,Oth cereb h'ge inj no open intracran wnd+LOC unspec duration,0,1,1,39761000006111#,Oth cereb h'ge inj no open intracran wnd+LOC unspec duration,S6306,S630600,450418003,2915288012,NA,32,S630600#
S630z#,Oth cereb h'ge inj no open intracran wnd+concussion unspec,0,1,1,39751000006114#,Oth cereb h'ge inj no open intracran wnd+concussion unspec,S630z,S630z00,450418003,2915288012,NA,32,S630z00#
S6310#,Oth cerebral h'ge inj + open intracran wnd + unspec consc,0,1,1,39771000006116#,Oth cerebral h'ge inj + open intracran wnd + unspec consc,S6310,S631000,450418003,2915288012,NA,32,S631000#
S6313#,Oth cerebral h'ge inj + open intracran wnd+1-24hr loss consc,0,1,1,39791000006115#,Oth cerebral h'ge inj + open intracran wnd+1-24hr loss consc,S6313,S631300,450418003,2915288012,NA,32,S631300#
S6312#,Oth cerebral h'ge inj + open intracran wnd+<1hr loss consc,0,1,1,39781000006118#,Oth cerebral h'ge inj + open intracran wnd+<1hr loss consc,S6312,S631200,450418003,2915288012,NA,32,S631200#
S6311#,Oth cerebral h'ge inj + open intracranial wnd+no loss consc,0,1,1,39801000006119#,Oth cerebral h'ge inj + open intracranial wnd+no loss consc,S6311,S631100,450418003,2915288012,NA,32,S631100#
S6303#,Oth cerebral h'ge inj no open intracran wnd+1-24hr LOC,0,1,1,39821000006112#,Oth cerebral h'ge inj no open intracran wnd+1-24hr LOC,S6303,S630300,450418003,2915288012,NA,32,S630300#
S6302#,Oth cerebral h'ge inj no open intracran wnd+<1hr loss consc,0,1,1,39811000006116#,Oth cerebral h'ge inj no open intracran wnd+<1hr loss consc,S6302,S630200,450418003,2915288012,NA,32,S630200#
S6300#,Oth cerebral h'ge inj no open intracran wnd+unspec consc,0,1,1,30981000006112#,Oth cerebral h'ge inj no open intracran wnd+unspec consc,S6300,S630000,450418003,2915288012,NA,32,S630000#
S6301#,Oth cerebral h'ge inj no open intracranial wnd+no loss consc,0,1,1,39831000006110#,Oth cerebral h'ge inj no open intracranial wnd+no loss consc,S6301,S630100,450418003,2915288012,NA,32,S630100#
G62..#,Other and unspecified intracranial haemorrhage,0,1,1,300290016#,Other and unspecified intracranial haemorrhage,G62,G62..00,62914000,104563015,NA,32,G62..00#
S631.#,Other cerebral h'ge after injury + open intracranial wound,0,1,1,35791000006117#,Other cerebral h'ge after injury + open intracranial wound,S631,S631.00,450418003,2915288012,NA,32,S631.00#
S63..#,Other cerebral haemorrhage following injury,0,1,1,320853015#,Other cerebral haemorrhage following injury,S63,S63..00,450418003,2916363013,NA,32,S63..00#
S63z.#,Other cerebral haemorrhage following injury NOS,0,1,1,320897016#,Other cerebral haemorrhage following injury NOS,S63z,S63z.00,450418003,2916363013,NA,32,S63z.00#
G63y.#,Other precerebral artery occlusion,0,1,1,300311015#,Other precerebral artery occlusion,G63y,G63y.00,266253001,395777014,NA,32,G63y.00#
X00D7#,Partial anterior cerebral circulation infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00D7#
Q411.#,Perinatal intraventricular haemorrhage,0,1,1,501622012#,Perinatal intraventricular haemorrhage,Q411,Q411.00,70611002,501622012,NA,32,Q411.00#
Q411.#,Perinatal intraventricular haemorrhage,0,1,1,894331000006110#,Fetal cerebral haemorrhage,Q411-99,Q411.99,70611002,894331000006110,NA,32,Q411.99#
G614.#,Pontine haemorrhage,0,1,1,503469016#,Pontine haemorrhage,G614,G614.00,7713009,503469016,NA,32,G614.00#
G662.#,Posterior cerebral artery syndrome,0,1,1,300364016#,Posterior cerebral artery syndrome,G662,G662.00,195211003,300364016,NA,32,G662.00#
X00DK#,Posterior cerebral circulation haemorrhagic infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DK#
X00D8#,Posterior cerebral circulation infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00D8#
X00DT#,Posterior circulation stroke of uncertain pathology,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DT#
G63z.#,Precerebral artery occlusion NOS,0,1,1,884491000006117#,Precerebral A. occlusion NOS,G63z-99,G63z.99,584161000000109,884491000006117,NA,32,G63z.99#
G63z.#,Precerebral artery occlusion NOS,0,1,1,300314011#,Precerebral artery occlusion NOS,G63z,G63z.00,266253001,395777014,NA,32,G63z.00#
X00DB#,Pure motor lacunar infarction,0,1,1,NA#,NA,NA,NA,NA,NA,NA,NA,X00DB#
