medcodeid	term_medcode
5469951000006111	Tx - Transplant
5469941000006114	Transplant
73655011	Complication of transplanted lung
5593651000006110	Pre-existing disease in renal transplant
5599451000006111	Part organ pancreatic transplant
5917571000006119	Entire transplanted ureter
7080931000006116	Disorder related to lung transplantation
6018741000006111	Lung transplant rejection
2160021016	Cardiothoracic transplantation
362091000000110	Transplantation of single lobe of lung
2676367010	Allotransplantation of ileum
8258171000006110	Bronchiolitis obliterans syndrome after lung transplantation
1800881000000119	Post-transplant bronchiolitis obliterans syndrome
2189151000000117	Urological complication of renal transplant
2197961000000113	Rupture of artery of transplanted kidney
2198001000000111	Rupture of vein of transplanted kidney
2209021000000112	Aneurysm of vein of transplanted kidney
2209101000000119	Aneurysm of artery of transplanted kidney
2234541000000115	Thrombosis of artery of transplanted kidney
2234621000000111	Thrombosis of vein of transplanted kidney
1905311000006112	Other specified transplantation of stomach
1905321000006116	Unspecified transplantation of stomach
2306871000000117	Transplantation of stomach
2306911000000115	Allotransplantation of stomach
2560511000006119	Structure of transplanted liver
2560521000006110	Transplanted liver
2618391000006114	Immunosuppressive therapy for transplant
2639961000006118	Transplantation of large intestine
2641011000006119	Anaesthesia for heart/lung transplant
2641021000006110	Anesthesia for heart/lung transplant
2660021000006113	Transplanted lung
2660011000006117	Structure of transplanted lung
2708791000006119	Complication of transplanted intestines
2868911000006114	Anesthesia for renal transplant, recipient
2890691000006112	Transplant
2890721000006119	Graft
2890711000006110	Transplanted tissue
2890701000006112	Transplanted organ
2937111000006111	Liver transplant with recipient hepatectomy
2949531000006115	Liver transplant without recipient hepatectomy
2955521000006119	Delayed allogeneic transplantation, cadaver donor
3033691000006115	Complication of transplanted liver
3063851000006118	Graft failure due to recurrent recipient disease
3260851000006117	Heart transplant with recipient cardiectomy
3292751000006114	Renal homotransplantation with unilateral recipient nephrectomy
3310571000006118	Delayed allogeneic transplantation, living donor
3346301000006113	Renal homotransplantation excluding donor and recipient nephrectomy
3414601000006111	Small bowel transplant
3414591000006115	Transplantation of small intestine
3455171000006118	Disorder of transplanted kidney
3455181000006115	Complication of transplanted kidney
3598901000006118	Heterotransplant of pancreas
3653831000006114	Structure of transplanted kidney
3653841000006116	Transplanted kidney
3670311000006119	Homotransplant of pancreas
3737491000006113	Total pancreatectomy with transplantation
3825411000006114	Transplanted heart
3825401000006111	Structure of transplanted heart
3915911000006117	Anaesthesia for heart transplant
3915921000006113	Anesthesia for heart transplant
3971021000006117	Structure of transplanted intestine
3971031000006119	Transplanted intestine
3973131000006117	Anesthesia for liver transplant, recipient
3973121000006115	Anaesthesia for liver transplant, recipient
3988641000006115	Complete gastrectomy with intestinal interposition
3988621000006110	Total gastrectomy with intestinal interposition
3988631000006113	Total gastrectomy with repair by intestinal transplant
251928013	H/O: cornea recipient
4542641000006116	History of cornea recipient
272389014	Exploration of renal transplant
4669451000006113	Exploration of kidney transplant
2666681000006118	Transplanted cornea
2666671000006116	Structure of transplanted cornea
4745181000006113	Entire transplanted lung
4779991000006112	Entire transplanted heart
5044001000006114	Orthotopic allotransplant of heart
5053751000006110	Post-lung transplantation bronchiectasis
5094171000006114	End stage renal failure with renal transplant
5157591000006112	Renal transplant arteriogram
5157601000006116	Renal transplant venogram
5157611000006118	Renal transplant venous sampling
5161091000006119	Ultrasound scan of transplant liver
5161081000006117	US scan of transplant liver
5161121000006115	US scan of transplant pancreas
5161131000006117	Ultrasound scan of transplant pancreas
5161291000006110	Ultrasound scan of transplant kidney
5161281000006112	US scan of transplant kidney
5492501000006113	Entire transplanted intestine
5538541000006110	Entire transplanted liver
5647621000006110	Entire transplant kidney
5647611000006119	Entire transplanted kidney
5980831000006116	Heart transplant biopsy
5980821000006119	Transluminal right ventricular biopsy after heart transplant
6024591000006114	Solid organ transplant
2868901000006111	Anaesthesia for renal transplant, recipient
3786771000006114	Anaesthesia for corneal transplant
3786781000006112	Anesthesia for corneal transplant
6316361000006112	Entire transplanted cornea
3166441000006116	Delayed isogeneic transplantation, cadaver donor
859491000006112	Corneal transplant
3485431000006119	Corneal graft
3485411000006113	Corneal transplant
3485421000006117	Grafting of cornea
3790671000006119	Complication of transplanted pancreas
6948351000006111	Renal transplant venogram
6948341000006114	Fluoroscopic venography of renal transplant
6932441000006115	Renal transplant angiogram
6932431000006113	Fluoroscopic angiography of renal transplant
6933861000006111	Fluoroscopy and angioplasty of renal transplant
6933851000006114	Fluoroscopic angioplasty of renal transplant
7090481000006112	Hypertension secondary to kidney transplant
7080921000006119	Disorder related to cardiac transplantation
7100591000006115	Disorder of transplanted heart
7132471000006114	Accelerated rejection of cardiac transplant
7170221000006110	Chronic rejection of liver transplant
7190511000006110	Chronic rejection of intestine transplant
7171231000006119	Chronic rejection of lung transplant
7167121000006113	Hyperacute rejection of liver transplant
7189591000006110	Hyperacute rejection of pancreas transplant
7167181000006112	Accelerated rejection of liver transplant
7139331000006112	Rejection of intestine transplant
7139341000006119	Rejection of pancreas transplant
7181491000006110	Hyperacute rejection of intestine transplant
7184431000006113	Fluoroscopic angiography of transplanted renal artery using contrast with insertion of stent
7190041000006119	Acute rejection of intestine transplant
7168651000006111	Acute rejection of cardiac transplant
7133411000006113	Acute rejection of liver transplant
7133421000006117	Acute rejection of lung transplant
7184451000006118	Accelerated rejection of intestine transplant
7184551000006117	Accelerated rejection of pancreas transplant
7148541000006115	Chronic rejection of cardiac transplant
7150611000006118	Doppler ultrasonography (US) of transplanted kidney
7150631000006112	Doppler ultrasound scan of transplanted kidney
7150641000006119	Doppler ultrasound of transplanted kidney
7150621000006114	Doppler ultrasonography of transplanted kidney
7150601000006116	US doppler scan of transplanted kidney
7167131000006111	Hyperacute rejection of cardiac transplant
7139351000006117	Accelerated rejection of lung transplant
7181301000006112	Acute rejection of pancreas transplant
7190521000006119	Chronic rejection of pancreas transplant
7167141000006118	Hyperacute rejection of lung transplant
7182701000006116	Fluoroscopy guided percutaneous thrombolysis of transplanted renal artery
7182721000006114	Fluoroscopic guidance for percutaneous thrombolysis of transplanted renal artery
7182711000006118	Percutaneous thrombolysis of transplanted renal artery using fluoroscopic guidance
7120011000006110	PTA of transplanted renal artery
7120001000006112	Percutaneous transluminal angioplasty of transplanted renal artery using fluoroscopic guidance
7119991000006119	Fluoroscopic PTA of transplanted renal artery
7238481000006111	Ultrasonography guided biopsy of transplanted kidney
7238471000006113	Biopsy of transplanted kidney using ultrasound guidance
7237331000006116	MR angiography of transplanted kidney
7237321000006119	Magnetic resonance angiography of transplanted kidney
7212371000006110	Specimen from transplanted kidney obtained by biopsy
7212381000006113	Renal transplant biopsy sample
7237731000006117	Specimen from transplanted lung obtained by excision
7210651000006110	Specimen from transplanted liver obtained by biopsy
7209391000006119	Specimen from transplanted lung obtained by biopsy
7214301000006113	Tissue specimen from transplanted kidney
7254711000006117	Percutaneous transhepatic transplantation of pancreatic islet cell using fluoroscopic guidance
7254721000006113	Fluoroscopy guided percutaneous transhepatic transplantation of pancreatic islet cell
7279701000006119	Radionuclide imaging of transplanted kidney
7279711000006116	Radionuclide study of transplanted kidney
7298951000006115	Arteriosclerosis of coronary artery bypass graft of transplanted heart
7348311000006117	Allotransplantation of islets of Langerhans
7351231000006114	Fluoroscopic venography of transplanted pancreas using contrast
7351241000006116	Fluoroscopic venogram of transplanted pancreas using contrast
7383621000006115	Revision of transplantation of heart
7986531000006116	Coronary arteriosclerosis in native artery of transplanted heart
7475631000006115	Disorder of heart muscle associated with rejection of cardiac transplant
7475621000006118	Disorder of myocardium associated with rejection of cardiac transplant
7484221000006112	Normal renal function of transplanted kidney
7496071000006114	Percutaneous thrombolysis of vein of transplanted pancreas using fluoroscopic guidance
7507901000006114	History of pancreas transplant
7507891000006110	History of transplantation of pancreas
7507961000006110	History of intestinal transplant
7507951000006113	History of transplantation of intestine
7565141000006116	Doppler ultrasound of transplant liver
7566421000006110	Heart transplant recipient
7566411000006119	Lung transplant recipient
7566391000006119	Cornea transplant recipient
7566431000006113	Liver transplant recipient
7569841000006114	Vesicoureteric reflux after renal transplant
7569831000006116	Post-renal transplant vesicoureteric reflux
7613121000006116	Recurrent post-transplant renal disease
8090361000006115	History of islet cell transplant
8030371000006119	Aftercare for liver transplant done
7688081000006113	Doppler ultrasonography of blood vessel of organ transplant
7710041000006114	Transplant renal artery stenosis
7710051000006111	Renal artery stenosis of transplanted kidney
7710031000006116	Structure of renal artery of transplanted kidney
7714931000006110	Chronic kidney disease 5t
7714921000006112	Chronic kidney disease stage 5 with transplant
7714941000006117	CKD (chronic kidney disease) stage 5t
7752391000006113	Heart-lung transplant recipient
7766401000006118	Retrograde insertion of ureteric stent into ureter of transplanted kidney using fluoroscopic guidance
7766391000006115	Fluoroscopy guided retrograde insertion of ureteric stent into ureter of transplanted kidney
7766381000006118	Antegrade insertion of ureteric stent into ureter of transplanted kidney using fluoroscopic guidance
7766371000006116	Fluoroscopy guided antegrade insertion of ureteric stent into ureter of transplanted kidney
7767241000006119	Doppler ultrasound of transplanted liver
7767231000006112	Doppler ultrasound scan of transplanted liver
7767221000006114	Doppler ultrasonography of transplanted liver
7985891000006113	Transplantation of kidney and pancreas
7986241000006112	Laparoscopic biopsy of transplanted pancreas
7985971000006118	Laparoscopic biopsy of transplanted kidney
7785581000006115	Kidney transplant recipient
7986201000006110	Percutaneous needle biopsy of transplanted pancreas
7786611000006116	Structure of transplanted pancreas
7791441000006110	Structure of transplanted islets of Langerhans
7791431000006117	Structure of transplanted pancreatic islets
7791451000006112	Entire transplanted pancreas
7791461000006114	Entire transplanted pancreatic islets
7791471000006119	Entire transplanted islets of Langerhans
7880021000006119	Fluoroscopy guided percutaneous transluminal venoplasty of transplanted hepatic vein
7880031000006116	Percutaneous venoplasty of transplanted hepatic vein using fluoroscopic guidance
7932051000006112	Entire renal artery of transplanted kidney
3527360016	Transplanted kidney present
3527362012	Transplanted lung present
3534651018	Heart transplant recipient
3534653015	Transplanted heart present
3534658012	Transplanted heart-lung present
3534659016	Heart-lung transplant recipient
3636952011	Bronchiolitis obliterans syndrome due to and after lung transplantation
12019461000006111	Fluoroscopy guided removal of nephrostomy tube from transplanted kidney
12019471000006116	Removal of nephrostomy tube from transplanted kidney using fluoroscopic guidance
12031641000006115	Allotransplantation of left kidney
12031651000006118	Allotransplantation of right kidney
102233012	Transplantation of spleen
864891000006117	Spleen transplant
422992018	Excision of rejected transplanted kidney
394365013	Transplant nephrectomy
283790015	Transplant follow-up
90611000006119	Transplanted organ complication
324977019	Transplanted organ complication NOS
818821000006110	Heart transplant with complication, without blame
177251000006119	Renal transplant with complication, without blame
754061000006111	Kidney transplant with complication, without blame
739931000006118	Liver transplant with complication, without blame
460649019	Transplanted cornea present
864951000006119	Heart transplant
460647017	[V]Skin transplanted
460648010	[V]Bone transplanted
394236016	Exploration of liver
864341000006115	Liver exploration
387351000000117	Examination of live donor after kidney transplant
275577015	Transplantation of fascia NOS
2198141000000110	Stenosis of vein of transplanted kidney
2191221000000118	Vascular complication of renal transplant
1233673012	Catheter complications
344897018	Graft complications
712721000006115	Medical care complications NEC
344899015	Bypass complications
481591000006112	Complication of internal anastomosis
403095019	Surgical and medical care complications NEC
783741000006117	Complication of implant
1495403018	Prosthesis (internal) complications
90341000006113	Transplant complications
460955014	[V]Heart and lungs transplant status
