medcodeid	term_medcode
7052811000006113	Right heart failure due to pulmonary hypertension
7304991000006113	Portopulmonary hypertension
7304981000006110	Pulmonary arterial hypertension associated with portal hypertension
7477471000006110	Pulmonary venous hypertension due to compression of pulmonary great vein
7477501000006115	Pulmonary venous hypertension due to compression of pulmonary great vein by lymphadenopathy
7477531000006111	Pulmonary venous hypertension due to compression of pulmonary great vein by tumor
7477521000006113	Pulmonary venous hypertension due to compression of pulmonary great vein by tumour
7477511000006117	Pulmonary venous hypertension due to compression of pulmonary great vein by neoplasm
7477491000006111	Pulmonary venous hypertension due to compression of pulmonary great vein by fibrosing mediastinitis
7477481000006113	Pulmonary venous hypertension due to compression of pulmonary great vein by sclerosing mediastinitis
7477461000006115	Pulmonary venous hypertension as complication of procedure
7477971000006118	Pulmonary hypertension due to left heart disease
7477981000006115	Pulmonary venous hypertension due to disorder of left heart
7501901000006118	Pulmonary hypertension due to myeloproliferative disorder
7501631000006115	Heritable pulmonary arterial hypertension due to BMPR2 mutation
7501641000006113	Heritable pulmonary arterial hypertension due to bone morphogenetic protein receptor type II mutation
7501991000006113	Pulmonary hypertension due to systolic left ventricular dysfunction
7501981000006110	Pulmonary hypertension due to systolic systemic ventricular dysfunction
7501911000006115	Pulmonary hypertension due to post-splenectomy haematological disorder
7501921000006111	Pulmonary hypertension due to post-splenectomy hematological disorder
7501621000006118	Idiopathic pulmonary arterial hypertension
7502001000006110	Pulmonary hypertension due to diastolic systemic ventricular dysfunction
7502011000006113	Pulmonary hypertension due to diastolic left ventricular dysfunction
7501801000006112	Pulmonary veno-occlusive disease and/or pulmonary capillary hemangiomatosis
7501791000006111	Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis
7501771000006110	Pulmonary arterial hypertension associated with chronic haemolytic anaemia
7501781000006113	Pulmonary arterial hypertension associated with chronic hemolytic anemia
7501861000006113	Pulmonary hypertension due to alveolar hypoventilation disorder
7501831000006116	Pulmonary hypertension due to interstitial lung disease
7501931000006114	Pulmonary hypertension in systemic disorder
7501871000006118	Pulmonary hypertension due to developmental abnormality of the lung
7501751000006117	Pulmonary arterial hypertension associated with congenital systemic-to-pulmonary shunt
7501811000006110	Pulmonary hypertension due to lung disease and/or hypoxia
7501941000006116	Pulmonary hypertension in sarcoidosis
7501681000006119	Pulmonary arterial hypertension induced by toxin
7501691000006116	Pulmonary arterial hypertension caused by toxin
7501971000006112	Pulmonary hypertension in neurofibromatosis
7501711000006118	Pulmonary arterial hypertension associated with connective tissue disease
7501671000006117	Heritable pulmonary arterial hypertension due to ACVRL1 or endoglin mutation
7501651000006110	Heritable pulmonary arterial hypertension due to ALK1 or endoglin mutation
7501661000006112	Heritable pulmonary arterial hypertension due to activin A receptor type II-like kinase 1 or endoglin mutation
7501891000006117	Pulmonary hypertension due to hematological disorder
7501881000006115	Pulmonary hypertension due to haematological disorder
7501611000006114	Heritable pulmonary arterial hypertension
7502031000006119	Pulmonary venous hypertension due to congenital stenosis of pulmonary vein
7501851000006111	Pulmonary hypertension due to sleep-disordered breathing
7501951000006119	Pulmonary hypertension in Langerhans cell histiocytosis
7502021000006117	Pulmonary hypertension due to left-sided valvular heart disease
7501961000006117	Pulmonary hypertension in lymphangioleiomyomatosis
7501761000006115	Pulmonary arterial hypertension associated with schistosomiasis
7501821000006119	Pulmonary hypertension due to chronic obstructive pulmonary disease
7501841000006114	Pulmonary hypertension due to pulmonary disease with mixed restrictive and obstructive pattern
7501701000006116	Associated pulmonary arterial hypertension
7501601000006111	Precapillary pulmonary hypertension
7501721000006114	Pulmonary arterial hypertension associated with HIV infection
7501731000006112	Pulmonary arterial hypertension associated with human immunodeficiency virus infection
7501741000006119	Pulmonary arterial hypertension associated with congenital heart disease
7574361000006112	Pulmonary hypertension due to vasculitis
7574371000006117	Pulmonary hypertension in vasculitis
7617191000006113	Chronic pulmonary thromboembolism without pulmonary hypertension
