medcodeid	term_medcode
641491000006116	End-stage renal disease
11924551000006114	End-stage renal disease
3245861000006116	ESCRF - End stage chronic renal failure
215521000000116	End stage renal disease
3245871000006111	ESRD - End stage renal disease
3245841000006115	End stage kidney disease
12704471000006116	End-stage renal disease
3245881000006114	End stage chronic renal failure
3245851000006118	ESRF - End stage renal failure
509111010	Chronic renal failure
3973841000006119	CRF - Chronic renal failure
3973831000006112	Chronic uremia
3973811000006118	Chronic renal failure syndrome
509108014	Chronic uraemia
305192017	[X]Other chronic renal failure
30043012	Mechanical complication of dialysis catheter
5592051000006113	Peritonitis secondary to peritoneal dialysis
453312018	Peritoneal dialysis-associated peritonitis
7518811000006118	CAPD (Continuous ambulatory peritoneal dialysis) associated peritonitis
1743241000006119	Continuous ambulatory peritoneal dialysis associated peritonitis
2645965011	Stenosis of arteriovenous dialysis fistula
324973015	Kidney transplant failure and rejection
988961000006115	Renal transplant rejected
354628010	Acute-on-chronic rejection of renal transplant
354616019	Acute rejection of renal transplant - grade I
354617011	Acute rejection of renal transplant - grade II
354618018	Acute rejection of renal transplant - grade III
354615015	Acute rejection of renal transplant
354621016	Chronic transplant nephropathy
5096141000006114	Chronic allograft nephropathy
354619014	Chronic rejection of renal transplant
413415016	Unexplained episode of renal transplant dysfunction
354610013	Renal transplant rejection
615611000006116	Det.ren.func.after ren.transpl
900121000006113	Renal transplant rejected
354613010	Very mild acute rejection of renal transplant
354614016	Borderline changes of acute rejection
1848741000006116	Complication of peritoneal dialysis
2211311000000117	Haemodialysis first use syndrome
5095591000006119	First use syndrome of dialysis
272134015	Insertion of arteriovenous prosthesis
272139013	Attention to arteriovenous shunt
866341000006112	Cut-down venous catheterisat.
272140010	Removal of infected arteriovenous shunt
272141014	Other specified arteriovenous shunt
3246231000006118	Formation of arteriovenous shunt
3246241000006111	Arteriovenous shunt
3246281000006117	Construction of arteriovenous shunt
3246261000006110	Creation of arteriovenous shunt
272142019	Arteriovenous shunt NOS
3246251000006113	Arteriovenostomy
3246271000006115	AV - Creation of arteriovenous shunt
3246221000006116	Surgical construction of arteriovenous shunt
272153013	Ligation of acquired arteriovenous fistula
743721000006115	Ligation of acquired arteriovenous fistula
228111000006111	Placement ambulatory apparatus- compensate renal failure NOS
228121000006115	Placement ambulatory apparatus- compensate renal failure OS
5524381000006119	Chronic ambulatory peritoneal dialysis catheter procedure
329115018	Failure of sterile precautions during perfusion
329117014	Failure of sterile precautions during other perfusion
329118016	Failure of sterile precautions during perfusion NOS
713671000006118	Mechanical failure of apparatus during renal dialysis
713611000006110	Mechanical failure of instrument or apparatus during kidney dialysis
4937941000006118	PD - Chronic peritoneal dialysis
4937931000006111	Chronic peritoneal dialysis
4937951000006116	Stab peritoneal dialysis
4937961000006119	PD - Stab peritoneal dialysis
5051131000006117	Creation of Brescia-Cimino fistula
600481000006118	Creation of radialcephalic fistula
5051121000006115	Creation of Cimino fistula
5051151000006112	Creation brachiocephalic fistula
349825015	Creation of brachial-cephalic fistula
5051281000006112	Balloon dilatation of arteriovenous fistula
5051271000006114	Angioplasty of arteriovenous fistula
5051291000006110	Balloon angioplasty of arteriovenous fistula
5051301000006111	Thrombolysis of arteriovenous fistula
5051311000006114	Thrombolysis of arteriovenous graft
5051341000006113	Embolectomy of arteriovenous fistula
5051351000006110	Embolectomy of arteriovenous graft
5051361000006112	Procedure on intraluminal device of arteriovenous fistula
5051371000006117	Insertion of intraluminal device into arteriovenous fistula
5051391000006116	Stenting of arteriovenous fistula
5051381000006119	Insertion of stent into arteriovenous fistula
5051401000006119	Removal of intraluminal device from arteriovenous fistula
5051411000006116	Removal of stent from arteriovenous fistula
5051421000006112	Adjustment of intraluminal device of arteriovenous fistula
5051431000006110	Adjustment of arteriovenous fistula stent
349856011	Banding of arteriovenous fistula
5051491000006114	Exploration of arteriovenous fistula
5051501000006118	Exploration of arteriovenous graft
5052661000006111	Intermittent haemodialysis
5052671000006116	Intermittent hemodialysis
5052861000006112	CVVD - Continuous venovenous hemodialysis
353974015	Xenograft renal transplant
5094151000006116	End stage renal failure untreated by renal replacement therapy
5094161000006119	End stage renal failure on dialysis
5094171000006114	End stage renal failure with renal transplant
394661000006112	[X]Kidny dialysis caus abn reac pt/lat comp no misad at time
1927751000006113	Complication of dialysis
5095551000006113	Acute disorder of haemodialysis
5095571000006115	HD - Acute complications of hemodialysis
5095581000006117	Acute disorder of hemodialysis
5095561000006110	HD - Acute complications of haemodialysis
507483018	Dialysis disequilibrium
3918321000006116	Dialysis disequilibrium syndrome
5095611000006113	Anaphylactoid reaction to dialysis
5095621000006117	Hyperchloraemic acidosis associated with dialysis
5095631000006119	Hyperchloremic acidosis associated with dialysis
507993019	Acute hypercalcaemia of dialysis
3935791000006118	Hypercalcemia associated with chronic dialysis
3935821000006110	Acute hypercalcemia of dialysis
3935811000006119	Hard water syndrome
3935781000006116	Hypercalcaemia associated with chronic dialysis
5095641000006112	Long-term disorder of dialysis
3025091000006112	beta-2-Microglobulin amyloidosis
3025081000006114	Hemodialysis-associated amyloidosis
485267014	Beta-2 microglobulin amyloidosis
3025101000006118	AH type amyloidosis
3025111000006115	Dialysis-associated amyloidosis
3025071000006111	Haemodialysis-associated amyloidosis
354567013	Beta-2 microglobulin arthropathy
5095661000006111	Matrix stone formation of dialysis
5095691000006115	Aluminum intoxication
354572016	Aluminium intoxication
354575019	Aluminium bone disease
5095731000006111	Aluminum-related osteopathy
5095711000006117	Aluminum bone disease
354574015	Aluminium-related osteopathy
5095751000006116	Osteomalacia secondary to aluminum toxicity
5095771000006114	Aluminum-related osteomalacia
354578017	Aluminium-related osteomalacia
5095761000006119	Osteomalacia secondary to aluminium toxicity
354582015	Aluminium-related fracturing osteodystrophy
5095791000006110	Aluminum-related fracturing osteodystrophy
5095801000006111	Polyserositis syndrome of dialysis
5095811000006114	Underdialysis
5095821000006118	Inadequate dialysis
354586017	Adynamic bone disease
5095841000006113	Aplastic bone disease
5095851000006110	Pain during inflow of dialysate
5095861000006112	Pain during outflow of dialysate
354591016	Bloodstained peritoneal dialysis effluent
5095881000006119	Peritoneal dialysis catheter exit site infection
5095891000006116	Peritoneal dialysis cannula exit site infection
5095911000006119	Peritoneal dialysis cannula tunnel infection
5095901000006117	Peritoneal dialysis catheter tunnel infection
5095951000006118	Disorder of peritoneal dialysis cannula
5095941000006115	Disorder of peritoneal dialysis catheter
5095971000006111	Blockage of peritoneal dialysis catheter
5095961000006116	Obstruction of peritoneal dialysis catheter
5095981000006114	Migration of peritoneal dialysis catheter
5095991000006112	Omental wrapping around peritoneal dialysis catheter
5096001000006113	Poor drainage of peritoneal dialysis catheter
5096011000006111	Extrusion of peritoneal dialysis catheter cuff
5096021000006115	Misplacement of acute peritoneal dialysis catheter
7103511000006119	Disorder related to renal transplantation
5096031000006117	Primary non-function of renal transplant
5096051000006112	Hyperacute rejection of renal transplant
354612017	Accelerated rejection of renal transplant
5096171000006118	Mild chronic transplant nephropathy
354623018	Chronic rejection of renal transplant - grade 1
5096191000006117	Moderate chronic transplant nephropathy
354624012	Chronic rejection of renal transplant - grade II
354627017	Chronic rejection of renal transplant - grade III
5096211000006116	Severe chronic transplant nephropathy
5096231000006110	Failed renal transplant
5096241000006117	Perfusion injury of renal transplant
5096271000006113	Transplant glomerulopathy
5096281000006111	Transplant glomerulopathy - early form
5096291000006114	Transplant glomerulopathy - late form
5096641000006119	Perirenal and periureteric post-transplant lymphocele
5120111000006110	Renewal of chronic ambulatory peritoneal dialysis catheter
5120121000006119	Adjustment of chronic ambulatory peritoneal dialysis catheter
5120131000006116	Aspiration of chronic ambulatory peritoneal dialysis catheter
5120191000006117	CCPD - Continuous cycling peritoneal dialysis
5120181000006115	Continuous cycling peritoneal dialysis
5120211000006116	Intermittent peritoneal dialysis
5120221000006112	IPD - Intermittent peritoneal dialysis
5120231000006110	Tidal peritoneal dialysis
5120241000006117	PD - Peritoneal dialysis, tidal
5120251000006115	Night-time intermittent peritoneal dialysis
5120261000006118	IPD - Intermittent peritoneal dialysis, night-time
5120271000006113	NIPD - Night-time intermittent peritoneal dialysis
2948311000006114	Creation of surgical arteriovenous fistula
2948291000006110	Arteriovenous fistulization
2948321000006118	Construction of arteriovenous fistula
2948331000006115	AV - Creation of arteriovenous fistula
2948281000006112	Arteriovenous fistulisation
394350012	Creation of arteriovenous fistula
394352016	Repair of acquired arteriovenous fistula
5592301000006111	Percutaneous angioplasty of arteriovenous fistula
1839031000006115	Percutaneous balloon angioplasty of arteriovenous fistula
413257013	Percutaneous balloon angioplasty of arteriovenous fistula
5593321000006110	Percutaneous embolectomy of arteriovenous fistula
5593481000006117	Percutaneous thrombolysis of arteriovenous fistula
5593651000006110	Pre-existing disease in renal transplant
5616371000006112	AV - Procedure related to surgical arteriovenous connection
384823013	Procedure related to surgical arteriovenous connection
3847121000006117	Take-down of arteriovenous shunt
3847131000006119	Removal of arteriovenous shunt
3847111000006113	Removal of arteriovenous shunt device
5663561000006115	AV - Acquired renal arteriovenous fistula
5663551000006117	Acquired renal arteriovenous fistula
5730251000006114	Extracorporeal kidney
290737016	Dependence on renal dialysis
6024541000006117	Donor renal transplantation
7081801000006114	Removal of thrombus of arteriovenous fistula
360031000000113	Thrombectomy of arteriovenous fistula
2675886019	Creation of graft fistula for dialysis
2674486017	Extracorporeal albumin haemodialysis
7068291000006112	Extracorporeal albumin hemodialysis
637771000000113	Ligation of arteriovenous dialysis fistula
638111000000115	Ligation of arteriovenous dialysis graft
335619013	Complication
4269561000006113	Complication
324787014	Other adverse effects NEC, NOS
754781000006116	Kidney dialysis with complication, without blame
176711000006111	Renal dialysis with complication, without blame
325106018	Late amputation stump complication NOS
325101011	Late amputation stump complication, unspecified
460911015	[V]Aftercare involving extracorporeal dialysis
1227722017	[V]Aftercare involving renal dialysis NOS
12456631000006112	[V]Aftercare involving renal dialysis NOS
12456601000006116	[V]Aftercare involving extracorporeal dialysis
12459361000006117	[V]Other specified aftercare involving intermittent dialysis
1227723010	[V]Aftercare involving peritoneal dialysis
460913017	[V]Other specified aftercare involving intermittent dialysis
12456621000006114	[V]Aftercare involving peritoneal dialysis
460910019	[V]Aftercare involving intermittent dialysis
12456611000006118	[V]Aftercare involving intermittent dialysis
460914011	[V]Unspecified aftercare involving intermittent dialysis
12461771000006115	[V]Unspecified aftercare involving intermittent dialysis
618511000000119	CKD stage 5 with proteinuria
8104511000006111	CKD (chronic kidney disease) stage 5 with proteinuria
596321000000110	Chronic kidney disease stage 5 with proteinuria
596401000000111	Chronic kidney disease stage 5 without proteinuria
618521000000113	CKD stage 5 without proteinuria
8104551000006112	CKD (chronic kidney disease) stage 5 without proteinuria
2195121000000113	Ruptured aneurysm of dialysis vascular access
1847091000006110	Aneurysm of superficialised artery of dialysis arteriovenous fistula
2195721000000112	Aneurysm of needle site of dialysis arteriovenous fistula
1847111000006118	Aneurysm of anastomotic site of dialysis arteriovenous fistula
2195661000000114	Aneurysm of dialysis arteriovenous fistula
2237981000000112	Stenosis of dialysis arteriovenous graft
2210341000000113	Stenosis of dialysis vascular access
2238301000000119	Thrombosis of dialysis arteriovenous fistula
2210381000000117	Thrombosis of dialysis vascular access
2238381000000112	Occlusion of dialysis arteriovenous graft
2238421000000115	Occlusion of dialysis arteriovenous fistula
2237821000000118	Occlusion of dialysis vascular access
2237861000000114	Infection of dialysis vascular access
2240871000000116	Haemorrhage of dialysis arteriovenous fistula
2237901000000119	Haemorrhage of dialysis vascular access
2240951000000115	Rupture of dialysis arteriovenous graft
7643311000006115	CKD - chronic kidney disease
2771041011	Chronic kidney disease
354409011	Chronic renal impairment
7643331000006114	Chronic renal disease
2198141000000110	Stenosis of vein of transplanted kidney
2189151000000117	Urological complication of renal transplant
2191221000000118	Vascular complication of renal transplant
2211671000000119	Anaphylactoid reaction due to haemodialysis
177251000006119	Renal transplant with complication, without blame
754061000006111	Kidney transplant with complication, without blame
2211591000000116	Thrombus in peritoneal dialysis catheter
2197961000000113	Rupture of artery of transplanted kidney
2198001000000111	Rupture of vein of transplanted kidney
2209021000000112	Aneurysm of vein of transplanted kidney
2209101000000119	Aneurysm of artery of transplanted kidney
2234541000000115	Thrombosis of artery of transplanted kidney
2234621000000111	Thrombosis of vein of transplanted kidney
2238021000000114	Stenosis of dialysis arteriovenous shunt
2238261000000112	Thrombosis of dialysis arteriovenous graft
2238341000000116	Thrombosis of dialysis arteriovenous shunt
2238461000000111	Occlusion of dialysis arteriovenous shunt
2240741000000115	Infection of dialysis arteriovenous shunt
2240831000000118	Haemorrhage of dialysis arteriovenous graft
2240911000000119	Haemorrhage of dialysis arteriovenous shunt
2253631000000110	Stenosis of arterial side of dialysis arteriovenous shunt
2253671000000112	Stenosis of venous side of dialysis arteriovenous shunt
2509281000006118	Peritoneal dialysis including cannulation
2550761000006119	Empty and measure peritoneal dialysis fluid
2618621000006115	Revision of arteriovenous fistula with thrombectomy with autogenous graft
2649061000006115	Dialysis dementia
2649081000006113	Dialysis encephalopathy
2649071000006110	Dialysis encephalopathy syndrome
2672571000006112	Removal of peritoneal dialysis catheter
2672581000006110	Removal of ambulatory peritoneal catheter
2705881000006116	Dialysis-associated ascites
2931431000006119	Acute megaloblastic anaemia due to dialysis
2931441000006112	Acute megaloblastic anemia due to dialysis
2938561000006116	Megaloblastic anaemia due to haemodialysis
2938571000006111	Megaloblastic anemia due to hemodialysis
3009301000006110	Culture of dialysis fluid
3040651000006117	Complication of renal dialysis
3050211000006119	Revision of arteriovenous fistula with thrombectomy with nonautogenous graft
3062161000006115	Hemodialysis, maintenance in hospital
3062151000006117	Haemodialysis, maintenance in hospital
3095561000006115	Haemodialysis machine
3095571000006110	Hemodialysis machine
3095581000006113	Hemodialysis machine, device
1816581000006110	Kidney failure unspecified
3183501000006111	Renal failure syndrome
396711013	RF - Renal failure
424731000006111	Renal failure
3202691000006112	Renal failure following molar AND/OR ectopic pregnancy
3292751000006114	Renal homotransplantation with unilateral recipient nephrectomy
299665018	Hypertensive renal disease with renal failure
3296351000006114	Hypertensive renal failure
3304611000006115	Anemia of chronic renal failure
3304621000006111	Anemia of chronic renal insufficiency
3304631000006114	Anaemia of chronic renal insufficiency
480871000006117	Anaemia of chronic renal failure
3312911000006116	Haemodialyzate
3312881000006116	Haemodialysis fluid
3312891000006118	Hemodialysis fluid
3312901000006119	Hemodialyzate
3430761000006115	Initial hemodialysis
3430751000006117	Initial haemodialysis
3455171000006118	Disorder of transplanted kidney
3455181000006115	Complication of transplanted kidney
3468101000006112	Hemodialysis education at home
3468071000006119	Haemodialysis education at home
3468091000006118	Haemodialysis training at home
3468081000006116	Hemodialysis training at home
3503081000006117	Insertion of cannula for hemodialysis, vein to vein
3503071000006115	Insertion of cannula for haemodialysis, vein to vein
3531571000006117	Insertion of hemodialysis shunt
3531561000006112	Insertion of haemodialysis shunt
3531541000006113	Insertion of cannula for haemodialysis
3531551000006110	Insertion of cannula for hemodialysis
3563161000006113	Repair of arteriovenous fistula by division
3566321000006113	Chronic renal failure diet
3579811000006112	Peritoneal dialysis training
3579801000006114	Peritoneal dialysis education
3605671000006116	Haemodialysis, maintenance at home
3605681000006118	Hemodialysis, maintenance at home
3612031000006118	Hemodialysis, supervision at home
3612021000006116	Haemodialysis, supervision at home
3628281000006117	Venous catheterization for renal dialysis
3628271000006115	Venous catheterisation for renal dialysis
3653831000006114	Structure of transplanted kidney
3653841000006116	Transplanted kidney
3660511000006118	Repair of arteriovenous fistula by occlusion
3669691000006118	Renal shutdown following molar AND/OR ectopic pregnancy
3669681000006116	Acute renal failure following molar AND/OR ectopic pregnancy
3691341000006115	Peritoneal dialysis catheter maintenance
3718141000006118	Hyperalimentation formula for renal failure
3727281000006114	Acquired arteriovenous fistula of heart
3771391000006114	Take-down of arteriovenous shunt with creation of new shunt
3771401000006111	Removal of arteriovenous shunt with creation of new shunt
3798191000006114	Arteriovenostomy for renal dialysis
3798201000006112	Formation of arteriovenous fistula for kidney dialysis
3798211000006110	Arteriovenous shunt for renal dialysis
3798181000006111	Arteriovenous anastomosis for renal dialysis
3880691000006119	Replacement of cannula of arteriovenous shunt
3885871000006111	Complication of hemodialysis
3885861000006116	Complication of haemodialysis
4668981000006117	Renal autotransplantation or reimplantation of kidney
4668961000006110	Autotransplant kidney
4668951000006113	Autotransplantation of kidney
4668971000006115	Renal autotransplantation
500371000006119	Autotransplant of kidney
284213011	Renal transplant planned
424791000006110	[X]Renal tubulo-interstitial disorders/transplant rejection
177341000006111	Renal tubulo-interstitial disorders in transplant rejection
387441000006119	[X]Foreign obj accid left body dur kidney dialys/oth perfus
766101000006114	Foreign object left in body during renal dialysis
329081019	Foreign object left in body during kidney dialysis
4934661000006119	Revision of cannula for dialysis
4937911000006117	Putting additive into peritoneal dialysis bag
4937921000006113	Peritoneal dialysis bag procedure
4938571000006119	Reversing haemodialysis lines
4938581000006116	Reversing hemodialysis lines
4938601000006114	Washing back through hemodialysis lines
4938591000006118	Washing back through haemodialysis lines
4938611000006112	Priming haemodialysis lines
4938621000006116	Priming hemodialysis lines
4947991000006114	Revision of arteriovenous shunt for renal dialysis
5051191000006118	Creation of external arteriovenous fistula
5051181000006116	Creation of external arteriovenous shunt
5051331000006115	Embolization of arteriovenous graft
5051321000006118	Embolisation of arteriovenous graft
5051441000006117	Bypass graft of arteriovenous fistula
5051461000006118	Excision of arteriovenous fistula
5051471000006113	Excision of arteriovenous graft
5051481000006111	Simple suture of arteriovenous fistula
5052191000006114	Cannulation of arteriovenous dialysis fistula
5055481000006114	Dialysis-associated hypoxia
5061441000006111	Arteriovenous fistula occlusion
5061451000006113	Arteriovenous fistula stenosis
5061481000006117	Arteriovenous fistula clotted
350892013	Arteriovenous fistula thrombosis
5061491000006119	Arteriovenous fistula infection
5061501000006110	Arteriovenous fistula haemorrhage
5061511000006113	Arteriovenous fistula hemorrhage
5061521000006117	Arteriovenous fistula rupture
5094141000006118	Acute on chronic renal failure
5097831000006113	X-linked recessive nephrolithiasis with renal failure
5114181000006117	Raised calcium phosphate product
5114191000006119	Renal failure-associated hyperphosphatemia
356557018	Renal failure-associated hyperphosphataemia
5155781000006110	Skeletal survey - dialysis
5155791000006113	Skeletal survey - dialysis follow-up
5157591000006112	Renal transplant arteriogram
5157601000006116	Renal transplant venogram
5157611000006118	Renal transplant venous sampling
5161291000006110	Ultrasound scan of transplant kidney
5161281000006112	US scan of transplant kidney
5169451000006116	Dialysis membrane-induced anaphylactoid reaction
5191461000006116	Blood sampling from hemodialysis circuit
5191451000006118	Blood sampling from haemodialysis circuit
5191481000006114	Arterial port blood sampling during hemodialysis
5191471000006111	Arterial port blood sampling during haemodialysis
5191501000006116	Venous port blood sampling during hemodialysis
5191491000006112	Venous port blood sampling during haemodialysis
5307121000006117	Peritoneal dialysis observable
5307211000006119	Adequacy of dialysis
5307221000006110	Adequacy of peritoneal dialysis
5307251000006118	Adequacy of hemodialysis
5307241000006115	Adequacy of haemodialysis
5308241000006119	Arteriovenous fistula operation
5308251000006117	Operative procedure on arteriovenous fistula
5395511000006111	Dialysate sample
5396941000006110	Machine haemodialysate sample
5396951000006112	Machine hemodialysate sample
5397561000006117	Arteriovenous shunt
5397541000006116	Arteriovenous shunt - device
5397551000006119	AVS - Arteriovenous shunt
5397641000006115	Arteriovenous shunt tip
5432671000006114	Dialysate regeneration
5433441000006114	Base used in dialysate
5433461000006113	Calcium content of dialysate
5442111000006110	REDY - Regeneration of dialysate
5442101000006112	Regeneration of dialysate
5445811000006110	Haemodialysis circuit
5445821000006119	Hemodialysis circuit
5465901000006114	Peritoneal dialysis used
5467031000006112	Type of haemodialysis
5467041000006119	Type of hemodialysis
5501261000006110	Neuropathy in renal failure
402249011	Congenital renal failure
403110014	Kidney failure as a complication of care
403109016	Renal failure as a complication of care
12758591000006116	Artificial blood circulation
493921000006116	Artificial blood circulation
12722441000006110	Perfusion and dialysis procedures
73141000006114	Uraemia - post operative
218351000000112	Post operative renal failure
5572971000006110	Postoperative renal failure
5593511000006113	Percutaneous arteriovenous fistula device procedure
5600411000006112	Percutaneous embolisation of arteriovenous fistula
5600421000006116	Percutaneous embolization of arteriovenous fistula
5614351000006110	Disorder of surgical arteriovenous fistula
5618951000006119	Hemodialysis diet
5618941000006116	Haemodialysis diet
5645831000006119	Disorder of arteriovenous graft
5645841000006112	Disorder of arteriovenous shunt
5645851000006114	Arteriovenous graft occlusion
5645861000006111	Arteriovenous graft stenosis
5645871000006116	Arteriovenous graft thrombosis
5645881000006118	Arteriovenous graft infection
5645901000006116	Arteriovenous graft hemorrhage
5645891000006115	Arteriovenous graft haemorrhage
5645911000006118	Arteriovenous graft rupture
5645921000006114	Arteriovenous graft aneurysm
5645931000006112	Arteriovenous shunt haemorrhage
5645941000006119	Arteriovenous shunt hemorrhage
5645951000006117	Arteriovenous shunt infection
5645961000006115	Arteriovenous shunt thrombosis
5645971000006110	Arteriovenous shunt stenosis
5645981000006113	Arteriovenous shunt occlusion
5647621000006110	Entire transplant kidney
5647611000006119	Entire transplanted kidney
5669651000006118	Recirculation of the dialysis machine
5723511000006118	Ligation of coronary arteriovenous fistula
5786731000006119	Dialysis fluid adverse reaction
5786741000006112	Peritoneal dialysis solution adverse reaction
5786751000006114	Haemodialysis fluid adverse reaction
5786761000006111	Hemodialysis fluid adverse reaction
5786781000006118	Hemofiltration solution adverse reaction
5786771000006116	Haemofiltration solution adverse reaction
5805391000006114	Dialysis fluid allergy
5805401000006111	Peritoneal dialysis solution allergy
5805421000006118	Hemodialysis fluid allergy
5805411000006114	Haemodialysis fluid allergy
5805441000006113	Hemofiltration solution allergy
5805431000006115	Haemofiltration solution allergy
5847371000006111	Acute renal papillary necrosis with renal failure
5880641000006119	Observation of measures of dialysis
5880631000006112	Finding of measures of dialysis
5899121000006110	Post-renal renal failure
5913541000006117	Arteriovenous fistula aneurysm
5919061000006113	Arteriovenous graft material
5966771000006111	Transient acute renal failure
2689951000006113	Stabilizing hemodialysis
2689941000006111	Stabilising haemodialysis
6000571000006114	Care of hemodialysis equipment
6000561000006119	Care of haemodialysis equipment
6000581000006112	Division of coronary arteriovenous fistula
454255014	Anaemia secondary to renal failure
6002501000006116	Anemia secondary to renal failure
6013791000006111	Surgical arteriovenous fistula
6014961000006119	Arteriovenous graft
6133261000006114	Amino acids peritoneal dialysis solution
6133271000006119	Low glucose concentration peritoneal dialysis solution
6133281000006116	Medium glucose concentration peritoneal dialysis solution
6133301000006117	High glucose concentration peritoneal dialysis solution
6133311000006119	Icodextrin peritoneal dialysis solution
6179511000006113	Renal/liver failure/ketogen food
6188211000006113	Hemofiltration solution
6188201000006110	Haemofiltration solution
6201661000006117	CAPD solution
6201651000006119	Continuous ambulatory peritoneal dialysis solution
6201671000006112	Automated peritoneal dialysis solution
6201681000006110	Intermittent peritoneal dialysis solution
6201691000006113	Acute peritoneal dialysis solution
6201701000006113	Haemodialysis concentrate
6201711000006111	Hemodialysis concentrate
6201731000006117	Continuous hemodialysis solution
6201721000006115	Continuous haemodialysis solution
6201751000006112	Hemodialysis liquid concentrate
6201741000006110	Haemodialysis liquid concentrate
6201761000006114	Haemodialysis dry concentrate
6201771000006119	Hemodialysis dry concentrate
6201791000006118	Acid hemodialysis liquid concentrate
6201781000006116	Acid haemodialysis liquid concentrate
6201801000006117	Basic bicarbonate haemodialysis liquid concentrate
