medcodeid	term_medcode
5040191000006113	Triple coronary bypass
5040181000006110	Coronary artery bypass grafts x 3
5040201000006111	CABG x 3 - Coronary artery bypass grafts x 3
271083016	Autograft replacement of three coronary arteries NEC
5040211000006114	Coronary artery bypass grafts x 4
5040221000006118	CABG x 4 - Coronary artery bypass grafts x 4
271084010	Autograft replacement of four of more coronary arteries NEC
5040281000006119	Percutaneous endarterectomy of coronary artery
354901000000117	Percutaneous transluminal atherectomy of coronary artery
5040381000006112	Operation for coronary artery fistula
5040401000006112	Open repair of coronary artery fistula
5040391000006110	Open operation for coronary artery fistula
2888631000006112	Open coronary artery endarterectomy
2888611000006118	Endarterectomy of coronary artery by open chest approach
2888621000006114	Removal of coronary artery obstruction by open chest approach
2888601000006116	Thromboendarterectomy of coronary artery by open chest approach
394286010	Double anastomosis of mammary arteries to coronary arteries
5570611000006113	Left internal mammary artery (LIMA) single anastomosis
5570621000006117	Left internal mammary artery single anastomosis
411159010	LIMA single anastomosis
411160017	RIMA single anastomosis
5570641000006112	Right internal mammary artery (RIMA) single anastomosis
5570651000006114	Right internal mammary artery single anastomosis
5571141000006114	Left internal mammary artery sequential anastomosis
411212010	LIMA sequential anastomosis
5571131000006116	Left internal mammary artery (LIMA) sequential anastomosis
411213017	RIMA sequential anastomosis
5571171000006118	Right internal mammary artery sequential anastomosis
5571161000006113	Right internal mammary artery (RIMA) sequential anastomosis
1226090019	Percutaneous transluminal angioscopy
2964821000006111	Percutaneous angioscopy
2979921000006113	Aortocoronary bypass of one coronary artery
2979941000006118	Cardiac revascularisation with bypass aortocoronary anastomosis of one coronary vessel
2979931000006111	Cardiac revascularization with bypass aortocoronary anastomosis of one coronary vessel
2980341000006117	Laser coronary angioplasty
2980351000006115	Percutaneous laser coronary endarterectomy
484402013	Percutaneous transluminal laser coronary angioplasty
2980331000006110	Coronary atherectomy by laser
2994421000006112	Double anastomosis of thoracic arteries to coronary arteries
2994391000006116	Anastomosis of thoracic artery to coronary artery, double
2994401000006119	Cardiac revascularization with bypass anastomosis of thoracic artery to coronary artery, double vessel
2994411000006116	Cardiac revascularisation with bypass anastomosis of thoracic artery to coronary artery, double vessel
456362017	Prosthetic graft patch angioplasty
456363010	Percutaneous transluminal angioplasty of vascular graft
271173018	Coronary artery operations NOS
3006261000006110	Operative procedure on coronary artery
271149014	Other therapeutic transluminal operations on coronary artery
271163015	Other specified repair of coronary artery
271164014	Repair of coronary artery NOS
271172011	Other specified operations on coronary artery
271136016	Other open operations on coronary artery
250931000006117	Other therapeutic transluminal op on coronary artery NOS
250941000006110	Other therapeutic transluminal op on coronary artery OS
3006271000006115	Operative procedure on coronary arteries
220231000000118	Coronary artery operation
3006281000006117	Coronary artery surgery
865171000006113	Coronary artery operation NOS
271161018	Repair of coronary artery NEC
271140013	Other specified other open operation on coronary artery
271141012	Other open operation on coronary artery NOS
865181000006111	Coronary artery venous graft
2555471000006110	CAVG - Coronary artery vein graft
2555411000006118	Aortocoronary artery bypass graft with saphenous vein graft
2555421000006114	CVG - Coronary vein graft
11904381000006115	Saphenous vein graft replacement of coronary artery OS
161451000006116	Saphenous vein graft replacement of coronary artery
161481000006112	Aortocoronary artery bypass graft with saphenous vein graft
2555461000006115	ACSVBG - Aortocoronary saphenous vein bypass graft
2555431000006112	ACVG - Aortocoronary vein graft
2555441000006119	ACSVG - Aortocoronary saphenous vein graft
271079016	Saphenous vein graft replacement coronary artery NOS
1228282017	Saphenous vein graft replacement of coronary artery
12451711000006115	Saphenous vein graft bypass of coronary artery
6204051000006111	Single internal mammary-coronary artery bypass
6204081000006115	Anastomosis of internal mammary artery to coronary artery, single vessel
6204071000006118	Bypass internal mammary-coronary artery, single
6204091000006117	Cardiac revascularisation with bypass anastomosis of internal mammary to coronary artery, single vessel
6204061000006113	Cardiac revascularization with bypass anastomosis of internal mammary to coronary artery, single vessel
3095621000006113	Placement of stent in coronary artery
2536354015	Insertion of coronary artery stent
6450471000006112	Stented coronary artery
6583111000006116	Percutaneous transluminal coronary angioplasty by rotoablation
1785743019	Rotary blade coronary angioplasty
6583131000006110	Percutaneous rotational coronary endarterectomy
3139021000006118	Bypass of internal mammary-coronary artery, double vessel
3139041000006113	Cardiac revascularization with bypass anastomosis of internal mammary-coronary artery, double vessel
3139031000006115	Double internal mammary-coronary artery bypass
3139011000006114	Anastomosis of internal mammary artery to coronary artery, double vessel
3139051000006110	Cardiac revascularisation with bypass anastomosis of internal mammary-coronary artery, double vessel
6586781000006115	Percutaneous transluminal coronary angioplasty with rotoablation, single vessel
6718021000006116	History of percutaneous coronary intervention
3166201000006119	Coronary angioplasty
2535177017	Emergency percutaneous coronary intervention
2535176014	Percutaneous coronary intervention
6869441000006114	PCI - Percutaneous coronary intervention
6921701000006116	Fluoroscopy and angioplasty of coronary artery
6921691000006116	Fluoroscopic angioplasty of coronary artery
6929971000006111	Fluoroscopic angiography of coronary artery and insertion of stent
6929981000006114	Fluoroscopy and stent coronary artery
2675882017	Percutaneous transluminal balloon angioplasty of artery
7089321000006111	Placement of stent in anterior descending branch of left coronary artery
7104261000006116	Placement of stent in circumflex branch of left coronary artery
1547661000006114	Perc translum balloon angioplasty insert 1-2 stents cor art
1547681000006116	OS perc translumina balloon angioplast stenting coronary art
1547691000006118	Perc translum balloon angioplasty stenting coronary art NOS
1547671000006119	Percutaneous cor balloon angiop 3 more stents cor art NEC
1547631000006117	Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery
7109181000006117	Fluoroscopic percutaneous transluminal angioplasty of coronary artery
3283571000006115	Anastomosis of thoracic artery to coronary artery, single
3283581000006117	Cardiac revascularization with bypass anastomosis of thoracic artery to coronary artery, single vessel
3283591000006119	Cardiac revascularisation with bypass anastomosis of thoracic artery to coronary artery, single vessel
7493771000006115	Percutaneous insertion of stent into aneurysm of coronary artery using fluoroscopic guidance
7493781000006117	Percutaneous insertion of drug eluting stent into coronary artery using fluoroscopic guidance
7493791000006119	Percutaneous transluminal insertion of metal stent into coronary artery using fluoroscopic guidance
7493801000006118	Percutaneous transluminal insertion of metallic stent into coronary artery using fluoroscopic guidance
3614141000006115	Removal of coronary artery obstruction by percutaneous transluminal balloon, single vessel
238641000006117	Percutaneous transluminal balloon angioplasty of one coronary artery
865301000006116	Percut angiopl coronary artery
7512181000006119	Fluoroscopy guided percutaneous transluminal atherectomy of coronary artery by rotary cutter
7512171000006117	Percutaneous transluminal atherectomy of coronary artery by rotary cutter using fluoroscopic guidance
7536101000006118	Bioabsorbable drug-eluting coronary artery stent
7536111000006115	Drug-eluting coronary artery stent, non-bioabsorbable-polymer-coated
7536121000006111	Drug-eluting coronary artery stent, carbon-coated
7549251000006116	Antibody-coated coronary artery stent, drug-eluting
7549301000006111	Drug-eluting coronary artery stent, bioabsorbable-polymer-coated
7602891000006115	Drug-eluting coronary artery stent
7602941000006119	Coronary artery stent
7604961000006112	Coronary angioplasty balloon catheter
7604981000006119	Coronary angioplasty catheter
1547311000006116	Percutaneous transluminal cutting balloon angioplasty of coronary artery
7876091000006114	Placement of stent in coronary artery bypass graft
3525945011	Bypass of four or more coronary arteries with prosthesis
271102010	Prosthetic replacement of four or more coronary arteries
3525944010	Prosthetic bypass of four or more coronary arteries
3525947015	Prosthetic bypass of one coronary artery
271099010	Prosthetic replacement of one coronary artery
3525948013	Bypass of one coronary artery with prosthesis
3525952013	Prosthetic bypass of three coronary arteries
3525953015	Bypass of three coronary arteries with prosthesis
271101015	Prosthetic replacement of three coronary arteries
3525956011	Bypass of two coronary arteries with prosthesis
3525955010	Prosthetic bypass of two coronary arteries
271100019	Prosthetic replacement of two coronary arteries
161491000006110	Aortocoronary artery bypass of four or more coronary arteries with saphenous vein graft
3525962018	Saphenous vein graft bypass of four or more coronary arteries
3525965016	Aortocoronary artery bypass of four or more coronary arteries with saphenous vein graft
12451721000006111	Saphenous vein graft replacement of four or more coronary arteries
3525968019	Aortocoronary artery bypass of one coronary artery with saphenous vein graft
3525967012	Saphenous vein graft bypass of one coronary artery
271073015	Saphenous vein graft replacement of one coronary artery
12451731000006114	Saphenous vein graft replacement of three coronary arteries
3525970011	Saphenous vein graft bypass of three coronary arteries
3525971010	Aortocoronary artery bypass of three coronary arteries with saphenous vein graft
271075010	Aortocoronary artery bypass of three coronary arteries with saphenous vein graft
12451741000006116	Saphenous vein graft replacement of two coronary arteries
3525974019	Saphenous vein graft bypass of two coronary arteries
3525975018	Aortocoronary artery bypass of two coronary arteries with saphenous vein graft
271074014	Aortocoronary artery bypass of two coronary arteries with saphenous vein graft
3525977014	Allograft bypass of four or more coronary arteries
271094017	Allograft replacement of four or more coronary arteries
271089017	Allograft replacement of one coronary artery
3525979012	Allograft bypass of one coronary artery
271093011	Allograft replacement of three coronary arteries
3525981014	Allograft bypass of three coronary arteries
3525983012	Allograft bypass of two coronary arteries
271092018	Allograft replacement of two coronary arteries
3526756014	Fluoroscopy guided percutaneous insertion of bioresorbable stent into coronary artery
3543039013	Percutaneous insertion of bioresorbable stent into coronary artery using fluoroscopic guidance
3731781000006113	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty
12009341000006119	Percutaneous transluminal angioplasty of coronary artery using drug eluting balloon catheter
12009351000006117	Percutaneous transluminal coronary angioplasty using drug eluting balloon catheter
3813461000006117	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty, multiple vessels
3883431000006112	Balloon angioplasty of coronary artery, multiple vessels
238571000006114	Percutaneous transluminal balloon angioplasty of multiple coronary arteries
3883421000006114	Percutaneous transluminal coronary angioplasty, multiple vessels
3970631000006116	Aortocoronary bypass of two coronary arteries
3970641000006114	Cardiac revascularization with bypass aortocoronary anastomosis of two coronary vessels
3970651000006111	Cardiac revascularisation with bypass aortocoronary anastomosis of two coronary vessels
3984001000006119	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty, single vessel
865221000006119	Int.mammary coronary A by-pass
865231000006116	Heart: arterial implant
865251000006111	Heart: arterial implant NOS
311461000000116	Insertion of drug-eluting coronary artery stent
865311000006118	Coronary endarterectomy
987721000006111	Aorto-coronary by-pass anastam
987731000006114	Coronary A by-pass anastam NOS
865321000006114	Aorto-coronary by-pass anastam
865241000006114	Heart: aortic branch implant
933021000006113	Angioplasty of coronary artery
1547641000006110	Percutaneous transluminal balloon angioplasty and insertion of drug eluting stent into coronary artery
1547651000006112	Perc tran ball angio ins 3 or more drug elut stents cor art
272107018	Percutaneous balloon angioplasty of artery
1548361000006119	Percutaneous endarterectomy
272295013	Peroperative angioplasty
