medcodeid	term_medcode	category
2832671000006118	Subcortical cerebral haemorrhage	haemorrhagic
2832681000006115	Subcortical cerebral hemorrhage	haemorrhagic
2836981000006110	Perinatal subarachnoid hemorrhage	haemorrhagic
2836991000006113	Subarachnoid hemorrhage from any perinatal cause	haemorrhagic
2837001000006117	Subarachnoid haemorrhage from any perinatal cause	haemorrhagic
2837011000006119	Perinatal intracranial subarachnoid haemorrhage	haemorrhagic
2837021000006110	Perinatal intracranial subarachnoid hemorrhage	haemorrhagic
2837471000006118	Meningeal haemorrhage	haemorrhagic
2837481000006115	Meningeal hemorrhage	haemorrhagic
2841141000006111	SAH - Subarachnoid haemorrhage	haemorrhagic
2841151000006113	SAH - Subarachnoid hemorrhage	haemorrhagic
2841161000006110	Subarachnoid intracranial haemorrhage	haemorrhagic
2841171000006115	Subarachnoid intracranial hemorrhage	haemorrhagic
2871241000006118	Ventricular haemorrhage	haemorrhagic
2871251000006116	Ventricular hemorrhage	haemorrhagic
2871261000006119	Intraventricular hemorrhage	haemorrhagic
2871271000006114	Intraventricular haemorrhage	haemorrhagic
287283010	Rupture of syphilitic cerebral aneurysm	unclassifiable
2950231000006111	Subarachnoid haemorrhage following injury without open intracranial wound	haemorrhagic
2962811000006114	Obstruction of precerebral artery	unclassifiable
2962821000006118	Occlusion of precerebral artery	ischaemic
297013012	Cerebral degeneration due to cerebrovascular disease	unclassifiable
2973201000006112	Paralytic syndrome	unclassifiable
298916015	Retrobulbar haemorrhage	unclassifiable
2989671000006114	Middle meningeal haemorrhage following injury	unclassifiable
2989681000006112	Middle meningeal hemorrhage following injury	unclassifiable
299342019	Lacunar infarction	ischaemic
300242011	Ruptured berry aneurysm	haemorrhagic
300244012	Subarachnoid haemorrhage from carotid siphon and bifurcation	haemorrhagic
300253017	Subarachnoid haemorrhage from vertebral artery	haemorrhagic
300257016	Subarachnoid haemorrhage NOS	haemorrhagic
300276019	External capsule haemorrhage	haemorrhagic
300277011	Intracerebral haemorrhage, intraventricular	haemorrhagic
300287010	Intracerebral haemorrhage NOS	haemorrhagic
300290016	Other and unspecified intracranial haemorrhage	haemorrhagic
300298011	Intracranial haemorrhage	haemorrhagic
300303013	Basilar artery occlusion	ischaemic
300309012	Vertebral artery occlusion	ischaemic
300310019	Multiple and bilateral precerebral arterial occlusion	unclassifiable
300311015	Other precerebral artery occlusion	unclassifiable
300312010	Cerebral infarct due to thrombosis of precerebral arteries	ischaemic
300313017	Cerebral infarction due to embolism of precerebral arteries	ischaemic
300314011	Precerebral artery occlusion NOS	unclassifiable
300321011	Cerebral infarction due to thrombosis of cerebral arteries	ischaemic
300322016	Cerebral infarction due to embolism of cerebral arteries	ischaemic
300344014	Carotid artery syndrome hemispheric	unclassifiable
300345010	Multiple and bilateral precerebral artery syndromes	unclassifiable
300362017	Middle cerebral artery syndrome	ischaemic
300363010	Anterior cerebral artery syndrome	ischaemic
300364016	Posterior cerebral artery syndrome	ischaemic
300366019	Cerebellar stroke syndrome	ischaemic
300370010	Left sided CVA	ischaemic
300371014	Right sided CVA	ischaemic
300374018	Other cerebrovascular disease	unclassifiable
300379011	Generalised ischaemic cerebrovascular disease NOS	unclassifiable
300395011	Occlusion and stenosis of middle cerebral artery	ischaemic
300396012	Occlusion and stenosis of anterior cerebral artery	ischaemic
300398013	Occlusion and stenosis of posterior cerebral artery	ischaemic
300399017	Occlusion and stenosis of cerebellar arteries	ischaemic
300401011	Other cerebrovascular disease OS	unclassifiable
300402016	Other cerebrovascular disease NOS	unclassifiable
300403014	Late effects of cerebrovascular disease	unclassifiable
300406018	Sequelae of subarachnoid haemorrhage	unclassifiable
300407010	Sequelae of intracerebral haemorrhage	unclassifiable
300411016	Sequelae of cerebral infarction	unclassifiable
300418010	Other specified cerebrovascular disease	unclassifiable
300419019	Cerebrovascular disease NOS	unclassifiable
300935019	[X]Subarachnoid haemorrhage from other intracranial arteries	haemorrhagic
300936018	[X]Other subarachnoid haemorrhage	haemorrhagic
300939013	Cerebral haemorrhage	haemorrhagic
300941014	[X]Other cerebral infarction	ischaemic
300942019	[X]Occlusion and stenosis of other precerebral arteries	unclassifiable
300943012	Cerebral artery occlusion	ischaemic
300944018	[X]Other specified cerebrovascular diseases	unclassifiable
300956017	[X]Intracerebral haemorrhage in hemisphere, unspecified	haemorrhagic
3027211000006117	Haemorrhage due to ruptured congenital cerebral aneurysm	haemorrhagic
3027221000006113	Hemorrhage due to ruptured congenital cerebral aneurysm	haemorrhagic
3027231000006111	Hemorrhage due to ruptured berry aneurysm	haemorrhagic
3027241000006118	Haemorrhage due to ruptured berry aneurysm	haemorrhagic
3071661000006112	Subdural hemorrhage	unclassifiable
3071671000006117	Subdural intracranial hemorrhage	unclassifiable
3071681000006119	Subdural intracranial haemorrhage	unclassifiable
307879017	Puerperal cerebrovascular disorder unspecified	ischaemic
307880019	Puerperal cerebrovascular disorder - delivered	ischaemic
307884011	Puerperal cerebrovascular disorder NOS	ischaemic
30981000006112	Oth cerebral h'ge inj no open intracran wnd+unspec consc	haemorrhagic
316130010	Subdural and cerebral haemorrhage due to birth trauma	unclassifiable
316519019	Subarachnoid haemorrhage due to birth injury	haemorrhagic
3184041000006115	Cerebromeningeal haemorrhage	haemorrhagic
3184051000006118	Cerebromeningeal hemorrhage	haemorrhagic
3203191000006110	Vertebral artery obstruction	ischaemic
320735017	Subarachnoid haemorrhage following injury with open intracranial wound	haemorrhagic
320836010	Subdural haemorrhage following injury	unclassifiable
320852013	Cerebral haemorrhage following injury NOS	unclassifiable
320853015	Other cerebral haemorrhage following injury	haemorrhagic
320897016	Other cerebral haemorrhage following injury NOS	haemorrhagic
3236911000006117	Hereditary cerebral amyloid angiopathy, Icelandic type	unclassifiable
3236921000006113	Amyloidosis VI	unclassifiable
3236931000006111	Iceland type amyloidosis	unclassifiable
3236941000006118	Icelandic type amyloidosis	unclassifiable
3236951000006116	Hereditary cerebral haemorrhage with amyloidosis - Icelandic type	unclassifiable
3236961000006119	Hereditary cerebral hemorrhage with amyloidosis - Icelandic type	unclassifiable
325050015	Anoxic brain damage complication	unclassifiable
3299621000006119	Cortical hemorrhage	haemorrhagic
3346051000006110	Internal capsule hemorrhage	haemorrhagic
3417121000006116	Hereditary cerebral amyloid angiopathy, Dutch type	unclassifiable
3417131000006118	Hereditary cerebral haemorrhage with amyloidosis - Dutch type	unclassifiable
3417141000006111	Hereditary cerebral hemorrhage with amyloidosis - Dutch type	unclassifiable
3417151000006113	Dutch type amyloidosis	unclassifiable
3432521000006116	Subarachnoid haemorrhage precautions	unclassifiable
3432531000006118	Subarachnoid hemorrhage precautions	unclassifiable
3441831000006111	Progressing stroke	ischaemic
3441841000006118	Stroke-in-evolution syndrome	unclassifiable
345639010	Infarction - precerebral	ischaemic
345650013	Brainstem infarction NOS	ischaemic
345655015	Pure motor lacunar syndrome	ischaemic
345658018	Pure sensory lacunar syndrome	ischaemic
345675012	Lobar cerebral haemorrhage	haemorrhagic
3503601019	Paraplegia as sequela of cerebrovascular accident	unclassifiable
3503602014	Paraplegia as late effect of stroke	unclassifiable
3504909011	Dysphagia as sequela of non-traumatic subarachnoid hemorrhage	unclassifiable
3504910018	Dysphagia as late effect of spontaneous subarachnoid hemorrhage	unclassifiable
3505637014	Occlusion of left middle cerebral artery	ischaemic
3505639012	Occlusion of right middle cerebral artery	ischaemic
3505651014	Occlusion of left posterior cerebral artery	ischaemic
3505653012	Occlusion of right posterior cerebral artery	ischaemic
3506622015	Dysphagia due to and following non-traumatic intracerebral hemorrhage	unclassifiable
3506623013	Dysphagia due to and following non-traumatic intracerebral haemorrhage	unclassifiable
3506624019	Dysphagia as late effect of spontaneous intracerebral hemorrhage	unclassifiable
3506625018	Dysphagia as sequela of non-traumatic intracerebral hemorrhage	unclassifiable
3506626017	Dysphagia as late effect of spontaneous intracerebral haemorrhage	unclassifiable
3506627014	Dysphagia as sequela of non-traumatic intracerebral haemorrhage	unclassifiable
3507310015	Bilateral vertebral artery occlusion	unclassifiable
3507311016	Occlusion of bilateral vertebral arteries	ischaemic
3507312011	Occlusion of both vertebral arteries	ischaemic
3507382019	Spontaneous hemorrhage of cortical intracerebral hemisphere	haemorrhagic
3507383012	Spontaneous haemorrhage of cortical intracerebral hemisphere	haemorrhagic
3507384018	Nontraumatic hemispheric cortical intracerebral hemorrhage	haemorrhagic
3507385017	Nontraumatic hemispheric cortical intracerebral haemorrhage	haemorrhagic
3507425016	Cerebrovascular accident due to stenosis of right vertebral artery	ischaemic
3507427012	Cerebrovascular accident due to stenosis of left vertebral artery	ischaemic
3508812019	Dysarthria due to and following cerebrovascular accident	unclassifiable
3508813012	Dysarthria as late effect of stroke	unclassifiable
3508814018	Dysarthria as sequela of cerebrovascular accident	unclassifiable
3508819011	Weakness of left facial muscle as sequela of cerebrovascular accident	unclassifiable
3508820017	Left facial weakness as late effect of stroke	unclassifiable
3508822013	Weakness of facial muscle as sequela of ischemic cerebrovascular accident	unclassifiable
3508823015	Weakness of facial muscle as sequela of ischaemic cerebrovascular accident	unclassifiable
3508824014	Facial weakness as late effect of ischemic stroke	unclassifiable
3508829016	Weakness of right facial muscle as sequela of cerebrovascular disease	unclassifiable
3508830014	Right facial weakness as late effect of cerebrovascular disease	unclassifiable
3508832018	Weakness of right facial muscle as sequela of cerebrovascular accident	unclassifiable
3508833011	Right facial weakness as late effect of stroke	unclassifiable
3508835016	Weakness of left facial muscle as sequela of cerebrovascular disease	unclassifiable
3508836015	Left facial weakness as late effect of cerebrovascular disease	unclassifiable
3508853010	Dysphasia due to and following ischemic cerebrovascular accident	unclassifiable
3508854016	Dysphasia due to and following ischaemic cerebrovascular accident	unclassifiable
3508855015	Dysphasia as late effect of ischemic stroke	unclassifiable
3508856019	Dysphasia as sequela of ischemic cerebrovascular accident	unclassifiable
3508857011	Dysphasia as late effect of ischaemic stroke	unclassifiable
3508858018	Dysphasia as sequela of ischaemic cerebrovascular accident	unclassifiable
3508860016	Dysphasia due to and following cerebrovascular accident	unclassifiable
3508861017	Dysphasia as late effect of stroke	unclassifiable
3508862012	Dysphasia as sequela of cerebrovascular accident	unclassifiable
3508864013	Cognitive deficit due to and following cerebrovascular disease	unclassifiable
3508865014	Cognitive deficit as sequela of cerebrovascular disease	unclassifiable
3508867018	Cognitive deficit due to and following embolic cerebrovascular accident	unclassifiable
3508868011	Cognitive deficit as late effect of embolic stroke	unclassifiable
3508869015	Cognitive deficit as sequela of embolic cerebrovascular accident	unclassifiable
3508871015	Dysarthria due to and following hemorrhagic cerebrovascular accident	unclassifiable
3508872010	Dysarthria due to and following haemorrhagic cerebrovascular accident	unclassifiable
3508873017	Dysarthria as late effect of hemorrhagic stroke	unclassifiable
3508874011	Dysarthria as sequela of hemorrhagic cerebrovascular accident	unclassifiable
3508875012	Dysarthria as late effect of haemorrhagic stroke	unclassifiable
3508876013	Dysarthria as sequela of haemorrhagic cerebrovascular accident	unclassifiable
3508889019	Cognitive deficit due to and following hemorrhagic cerebrovascular accident	unclassifiable
3508890011	Cognitive deficit due to and following haemorrhagic cerebrovascular accident	unclassifiable
3508891010	Cognitive deficit as late effect of hemorrhagic stroke	unclassifiable
3508892015	Cognitive deficit as sequela of hemorrhagic cerebrovascular accident	unclassifiable
3508893013	Cognitive deficit as late effect of haemorrhagic stroke	unclassifiable
3508894019	Cognitive deficit as sequela of haemorrhagic cerebrovascular accident	unclassifiable
3508896017	Dysphasia due to and following embolic cerebrovascular accident	unclassifiable
3508897014	Dysphasia as late effect of embolic stroke	unclassifiable
3508898016	Dysphasia as sequela of embolic cerebrovascular accident	unclassifiable
3508900019	Cognitive deficit due to and following ischemic cerebrovascular accident	unclassifiable
3508901015	Cognitive deficit due to and following ischaemic cerebrovascular accident	unclassifiable
3508902010	Cognitive deficit as late effect of ischemic stroke	unclassifiable
3508903017	Cognitive deficit as sequela of ischemic cerebrovascular accident	unclassifiable
3508904011	Cognitive deficit as late effect of ischaemic stroke	unclassifiable
3508905012	Cognitive deficit as sequela of ischaemic cerebrovascular accident	unclassifiable
3508907016	Cognitive deficit due to and following nontraumatic intracerebral hemorrhage	unclassifiable
3508908014	Cognitive deficit due to and following nontraumatic intracerebral haemorrhage	unclassifiable
3508909018	Cognitive deficit as late effect of spontaneous intracerebral hemorrhage	unclassifiable
3508910011	Cognitive deficit as sequela of nontraumatic intracerebral hemorrhage	unclassifiable
3508911010	Cognitive deficit as late effect of spontaneous intracerebral haemorrhage	unclassifiable
3508912015	Cognitive deficit as sequela of nontraumatic intracerebral haemorrhage	unclassifiable
3508914019	Cognitive deficit due to and following nontraumatic subarachnoid hemorrhage	unclassifiable
3508915018	Cognitive deficit due to and following nontraumatic subarachnoid haemorrhage	unclassifiable
3508916017	Cognitive deficit as late effect of spontaneous subarachnoid hemorrhage	unclassifiable
3508917014	Cognitive deficit as sequela of nontraumatic subarachnoid hemorrhage	unclassifiable
3508918016	Cognitive deficit as late effect of spontaneous subarachnoid haemorrhage	unclassifiable
3508919012	Cognitive deficit as sequela of nontraumatic subarachnoid haemorrhage	unclassifiable
3508933012	Dysphasia due to and following hemorrhagic cerebrovascular accident	unclassifiable
3508934018	Dysphasia due to and following haemorrhagic cerebrovascular accident	unclassifiable
3508935017	Dysphasia as late effect of hemorrhagic stroke	unclassifiable
3508936016	Dysphasia as sequela of hemorrhagic cerebrovascular accident	unclassifiable
3508937013	Dysphasia as late effect of haemorrhagic stroke	unclassifiable
3508938015	Dysphasia as sequela of haemorrhagic cerebrovascular accident	unclassifiable
3508952018	Cerebrovascular accident due to thrombus of left carotid artery	ischaemic
3508953011	Stroke due to thrombus of left carotid artery	ischaemic
3508955016	Cerebrovascular accident due to thrombus of basilar artery	ischaemic
3508956015	Stroke due to basilar artery thrombus	ischaemic
3508958019	Cerebrovascular accident due to thrombus of right carotid artery	ischaemic
3508959010	Stroke due to thrombus of right carotid artery	ischaemic
3508961018	Cerebrovascular accident due to thrombus of right middle cerebral artery	ischaemic
3508962013	Stroke due to thrombus of right middle cerebral artery	ischaemic
3508964014	Cerebrovascular accident due to thrombus of left middle cerebral artery	ischaemic
3508965010	Stroke due to thrombus of left middle cerebral artery	ischaemic
3509769018	Cerebrovascular accident due to occlusion of left cerebellar artery	ischaemic
3509775010	Cerebrovascular accident due to right vertebral artery occlusion	ischaemic
3509777019	Cerebrovascular accident due to occlusion of left pontine artery	ischaemic
3509779016	Cerebrovascular accident due to occlusion of left vertebral artery	ischaemic
3509781019	Cerebrovascular accident due to occlusion of right cerebellar artery	ischaemic
3509783016	Cerebrovascular accident due to occlusion of right pontine artery	ischaemic
3509790014	Cerebrovascular accident due to occlusion of right posterior cerebral artery	ischaemic
3509792018	Cerebrovascular accident due to occlusion of left carotid artery	ischaemic
3509794017	Cerebrovascular accident due to occlusion of left middle cerebral artery	ischaemic
3509799010	Cerebrovascular accident due to occlusion of left posterior cerebral artery	ischaemic
3509810017	Cerebrovascular accident due to occlusion of right middle cerebral artery	ischaemic
3509817019	Left hemispheric cerebellar artery embolism with stroke	ischaemic
3510549010	History of hemorrhagic cerebrovascular accident with residual deficit	haemorrhagic
3510550010	History of haemorrhagic cerebrovascular accident with residual deficit	haemorrhagic
3510551014	History of hemorrhagic stroke with residual deficit	haemorrhagic
3510552019	History of haemorrhagic stroke with residual deficit	haemorrhagic
3510554018	Monoplegia of left nondominant upper limb as sequela of cerebrovascular accident	unclassifiable
3510555017	Monoplegia of left nondominant arm as late effect of stroke	unclassifiable
3510556016	Monoplegia of left nondominant upper limb due to and following cerebrovascular accident	unclassifiable
3510558015	Monoplegia of lower limb as sequela of cerebrovascular accident	unclassifiable
3510559011	Monoplegia of lower limb due to and following cerebrovascular accident	unclassifiable
3510561019	Monoplegia of right nondominant arm as late effect of stroke	unclassifiable
3510562014	Monoplegia of right nondominant upper limb as sequela of cerebrovascular accident	unclassifiable
3510563016	Monoplegia of right nondominant upper limb due to and following cerebrovascular accident	unclassifiable
3510565011	Monoplegia of arm as late effect of stroke	unclassifiable
3510566012	Monoplegia of upper limb as sequela of cerebrovascular accident	unclassifiable
3510567015	Monoplegia of upper limb due to and following cerebrovascular accident	unclassifiable
3510586011	Monoplegia of arm as late effect of ischemic stroke	unclassifiable
3510587019	Monoplegia of arm as late effect of ischaemic stroke	unclassifiable
3510588012	Monoplegia of upper limb as sequela of ischemic cerebrovascular accident	unclassifiable
3510589016	Monoplegia of upper limb due to and following ischemic cerebrovascular accident	unclassifiable
3510590013	Monoplegia of upper limb as sequela of ischaemic cerebrovascular accident	unclassifiable
3510591012	Monoplegia of upper limb due to and following ischaemic cerebrovascular accident	unclassifiable
3510802019	Aphasia as sequela of non-traumatic subarachnoid hemorrhage	unclassifiable
3510820011	Aphasia as sequela of non-traumatic intracerebral hemorrhage	unclassifiable
3510822015	Apraxia as sequela of ischemic cerebrovascular accident	unclassifiable
3510824019	Ataxia as sequela of cerebrovascular accident	unclassifiable
3510825018	Ataxia as late effect of stroke	unclassifiable
3510827014	Ataxia as sequela of embolic cerebrovascular accident	unclassifiable
3510829012	Ataxia as sequela of hemorrhagic cerebrovascular accident	unclassifiable
3510852011	Hemiplegia of dominant side due to and following ischemic cerebrovascular accident	unclassifiable
3510853018	Hemiplegia of dominant side as sequela of ischemic cerebrovascular accident	unclassifiable
3510854012	Hemiplegia of dominant side as sequela of ischaemic cerebrovascular accident	unclassifiable
3510855013	Hemiplegia of dominant side as late effect of ischemic stroke	unclassifiable
3510856014	Hemiplegia of dominant side as late effect of ischaemic stroke	unclassifiable
3510858010	Hemiplegia of nondominant side due to and following embolic cerebrovascular accident	unclassifiable
3510859019	Hemiplegia of nondominant side as sequela of embolic cerebrovascular accident	unclassifiable
3510860012	Hemiplegia of nondominant side as late effect of embolic stroke	unclassifiable
3510862016	Hemiplegia of nondominant side due to and following ischemic cerebrovascular accident	unclassifiable
3510863014	Hemiplegia of nondominant side as sequela of ischemic cerebrovascular accident	unclassifiable
3510864015	Hemiplegia of nondominant side as sequela of ischaemic cerebrovascular accident	unclassifiable
3510865019	Hemiplegia of nondominant side as late effect of ischemic stroke	unclassifiable
3510866018	Hemiplegia of nondominant side as late effect of ischaemic stroke	unclassifiable
3510868017	Fluency disorder due to and following cerebrovascular accident	unclassifiable
3510869013	Fluency disorder as sequela of cerebrovascular accident	unclassifiable
3510870014	Fluency disorder as late effect of stroke	unclassifiable
3510959018	Lacunar ataxic hemiparesis of left nondominant side	ischaemic
3510961010	Lacunar ataxic hemiparesis of right dominant side	ischaemic
3510963013	Lacunar ataxic hemiparesis of left dominant side	ischaemic
3510965018	Lacunar ataxic hemiparesis of right nondominant side	ischaemic
3511081019	Vertigo as sequela of ischemic cerebrovascular accident	unclassifiable
3511082014	Vertigo as late effect of ischemic stroke	unclassifiable
3511249016	Nontraumatic haemorrhage of subarachnoid space from left posterior communicating artery	haemorrhagic
3511250016	Nontraumatic hemorrhage of subarachnoid space from left posterior communicating artery	haemorrhagic
3511251017	Spontaneous haemorrhage of subarachnoid space from left posterior communicating artery	haemorrhagic
3511252012	Spontaneous hemorrhage of subarachnoid space from left posterior communicating artery	haemorrhagic
3511254013	Nontraumatic haemorrhage of subarachnoid space from right posterior communicating artery	haemorrhagic
3511255014	Spontaneous hemorrhage of subarachnoid space from right posterior communicating artery	haemorrhagic
3511256010	Nontraumatic hemorrhage of subarachnoid space from right posterior communicating artery	haemorrhagic
3511257018	Spontaneous haemorrhage of subarachnoid space from right posterior communicating artery	haemorrhagic
3511277013	Spontaneous hemorrhage of subarachnoid space from basilar artery	haemorrhagic
3511278015	Spontaneous haemorrhage of subarachnoid space from basilar artery	haemorrhagic
3511279011	Nontraumatic hemorrhage of subarachnoid space from basilar artery	haemorrhagic
3511280014	Nontraumatic haemorrhage of subarachnoid space from basilar artery	haemorrhagic
3511282018	Spontaneous hemorrhage of subarachnoid space from intracranial artery	haemorrhagic
3511283011	Spontaneous haemorrhage of subarachnoid space from intracranial artery	haemorrhagic
3511284017	Nontraumatic hemorrhage of subarachnoid space from intracranial artery	haemorrhagic
3511285016	Nontraumatic haemorrhage of subarachnoid space from intracranial artery	haemorrhagic
3511305015	Paraplegia due to and following cerebrovascular accident	unclassifiable
3511460011	Dysphagia as sequela of non-traumatic subarachnoid haemorrhage	unclassifiable
3511461010	Dysphagia as late effect of spontaneous subarachnoid haemorrhage	unclassifiable
3511462015	Dysphagia due to and following non-traumatic subarachnoid hemorrhage	unclassifiable
3511463013	Dysphagia due to and following non-traumatic subarachnoid haemorrhage	unclassifiable
3512902011	Weakness of facial muscle as sequela of embolic cerebrovascular accident	unclassifiable
3512903018	Facial weakness as late effect of embolic stroke	unclassifiable
3512910012	Speech and language deficit as sequela of embolic cerebrovascular accident	unclassifiable
3512911011	Speech and language deficit as late effect of embolic stroke	unclassifiable
3512916018	Speech and language deficit as sequela of ischemic cerebrovascular accident	unclassifiable
3512917010	Speech and language deficit as late effect of ischemic stroke	unclassifiable
3513216018	Occlusion of left cerebellar artery	ischaemic
3513218017	Occlusion of right cerebellar artery	ischaemic
3513501015	Apraxia as sequela of cerebrovascular accident	unclassifiable
3513502010	Apraxia as late effect of stroke	unclassifiable
3513503017	Apraxia due to and following cerebrovascular accident	unclassifiable
3513517014	Weakness of left facial muscle due to and following cerebrovascular accident	unclassifiable
3513528013	Weakness of facial muscle due to and following ischemic cerebrovascular accident	unclassifiable
3513529017	Weakness of facial muscle due to and following ischaemic cerebrovascular accident	unclassifiable
3513530010	Weakness of left facial muscle due to and following cerebrovascular disease	unclassifiable
