medcodeid	term_medcode
3494631000006116	Panic disorder with agoraphobia, severe agoraphobic avoidance AND severe panic attacks
3497371000006119	Moderate anxiety
294993018	Agoraphobia without history of panic disorder
3536071000006118	Panic disorder with agoraphobia, mild agoraphobic avoidance AND mild panic attacks
3539231000006117	Panic disorder with agoraphobia AND panic attacks in partial remission
3541591000006117	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in full remission
3558031000006116	Panic disorder without agoraphobia with moderate panic attacks
3649131000006119	Caffeine-induced anxiety disorder
3649141000006112	Caffeine induced anxiety disorder
7859081000006118	Anxiety disorder caused by opioid
7859091000006115	Opioid-induced anxiety disorder
7860011000006112	Anxiety disorder caused by methylenedioxymethamphetamine
7860031000006118	Ecstasy type drug-induced anxiety disorder
7860021000006116	Anxiety disorder caused by MDMA (methylenedioxymethamphetamine)
7860271000006114	Anxiety disorder caused by dissociative drug
7860281000006112	Dissociative drug-induced anxiety disorder
7860301000006111	Ketamine-induced anxiety disorder
7860291000006110	Anxiety disorder caused by ketamine
3684921000006110	Panic disorder without agoraphobia with mild panic attacks
3527470018	Synthetic cannabinoid-induced anxiety disorder
3527472014	Anxiety disorder caused by synthetic cannabinoid
3703211000006116	Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission
3636421019	Anxiety disorder caused by stimulant
3636813017	Synthetic cathinone-induced anxiety disorder
3636814011	Anxiety disorder caused by synthetic cathinone
3749151000006116	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in partial remission
3749871000006118	Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND mild panic attacks
3810661000006112	Severe anxiety (panic)
3822891000006112	Free-floating anxiety
2630621000006112	Panic disorder with agoraphobia AND moderate panic attacks
3839481000006118	Amphetamine-induced anxiety disorder
3839491000006115	Amphetamine induced anxiety disorder
3840651000006116	Agoraphobia without history of panic disorder without limited symptom attacks
3841871000006116	Panic disorder without agoraphobia with panic attacks in full remission
3846111000006111	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND moderate panic attacks
3860791000006112	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks
3883581000006112	Separation anxiety disorder of childhood, early onset
3926881000006118	Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND moderate panic attacks
3962111000006111	Panic disorder with agoraphobia AND mild panic attacks
3975551000006118	Avoidant disorder of adolescence
3514292010	Anxiety in pregnancy
304838011	Anxiety state
294963012	Anxiety state
294953016	Anxiety state unspecified
339044013	Panic attack
363651000006111	Anxiety neurosis
363681000006115	[X]Anxiety state
