medcodeid	term_medcode
1223979019	Disseminated sclerosis
2894421000006119	DS - Disseminated sclerosis
297581011	Juvenile or adult myasthenia gravis
3988981000006118	Erb-Goldflam disease
151829017	Myasthenia gravis
3988991000006115	MG - Myasthenia gravis
399191000006111	[X]Myasthenic syndromes in endocrine diseases CE
399201000006114	[X]Myasthenic syndromes/other diseases classified elsewhere
412051000006115	[X]Other myasthenic syndromes in neoplastic disease CE
297582016	Myasthenia gravis NOS
295688010	Dementia in Parkinsons disease
7043661000006117	Dementia associated with Parkinson Disease
7043651000006119	Dementia associated with Parkinson's Disease
297037012	Parkinson's disease NOS
3293651000006113	PD - Parkinson's disease
3293661000006110	Parkinsons disease
3293621000006116	Shaking palsy
299314016	[X]Parkinsonism in diseases classified elsewhere
3293681000006117	Idiopathic Parkinsonism
3293611000006112	Paralysis agitans
3293671000006115	Primary Parkinsonism
3293641000006111	Parkinson disease
81717011	Parkinson's disease
3293631000006118	Idiopathic Parkinson's disease
81719014	Paralysis agitans
497021000006113	Athetoid cerebral palsy
124598014	Athetoid cerebral palsy
27369019	Double athetosis
2756451000006111	Double athetosis syndrome
223801000000115	Paraplegia - congenital
297221013	Congenital paraplegia
1815931000006114	Spastic diplegic cerebral palsy
3445451000006117	Spastic diplegic cerebral palsy
2475877015	Ataxic diplegic cerebral palsy
297223011	Congenital diplegia NOS
411456013	Congenital diplegia
3445431000006112	Diplegic cerebral palsy
411455012	Congenital quadriplegia
5573561000006115	Congenital tetraplegia
110721000006114	Tetraplegia - congenital
497600015	Congenital monoplegia
3416421000006111	Monoplegic cerebral palsy
345780011	Dyskinetic cerebral palsy
557181000000116	Worster Drought syndrome
551481000000119	Congenital suprabulbar paresis
1815951000006119	Spastic quadriplegic cerebral palsy
3288371000006118	Quadriplegic spastic cerebral palsy
3288361000006113	Tetraplegic spastic cerebral palsy
3288351000006111	Cerebral palsy with spastic tetraplegia
3288341000006114	Tetraplegic cerebral palsy
3288331000006116	Quadriplegic cerebral palsy
254829017	O/E - hemiplegia
4566571000006117	On examination - hemiplegia
4566621000006119	On examination - paraplegia
254833012	O/E - paraplegia
254939012	O/E - hemiplegic posture
4567691000006115	On examination - hemiplegic posture
254940014	O/E - paraplegic in flexion
4567711000006117	On examination - paraplegic in flexion
494103012	Tropical spastic paraplegia
7717301000006113	HTLV-I-associated myelopathy
7717321000006115	Myelopathy caused by Human T-lymphotropic virus 1
7717281000006114	Human T-cell lymphotropic virus 1-associated myelopathy
7717311000006111	Tropical spastic paraparesis
3142321000006114	Familial spastic paraplegia syndrome
3142311000006118	Strumpell-Lorrain disease
3142341000006119	Strumpell disease
3142351000006117	Spastic congenital paraplegia
3142331000006112	HSP - Hereditary spastic paraplegia
66483014	Hereditary spastic paraplegia
297241015	Flaccid tetraplegia
297242010	Spastic tetraplegia
4769421000006110	Spastic quadriplegia
100323011	Paraplegia
3480751000006110	Paralysis of both lower limbs
3480761000006112	Lower paraplegia
3480771000006117	Paraplegia (complete or partial paralysis of legs)
297243017	Flaccid paraplegia
297244011	Spastic paraplegia
3898641000006114	Bulbar motor neuron disease
3898651000006111	Lou Gehrig's disease
142653015	Amyotrophic lateral sclerosis
3898661000006113	ALS - Amyotrophic lateral sclerosis
147444011	Progressive muscular atrophy
3945261000006119	PMA - Progressive muscular atrophy
3945251000006116	Pure progressive muscular atrophy
3945241000006118	Duchenne-Aran muscular atrophy
631811000006111	Duchenne Aran muscular atrophy
13165015	Pseudobulbar palsy
297132016	Anterior horn cell disease NOS
297131011	Other anterior horn cell disease
142016013	Anterior horn cell disease
641211000000118	Benign multiple sclerosis
2692565012	Primary progressive multiple sclerosis
7092351000006112	Multiple sclerosis (MS) primary progressive
1682241000006111	Relapsing remitting multiple sclerosis
7058051000006116	Multiple sclerosis (MS) relapsing remitting
2674605012	Secondary progressive multiple sclerosis
7045281000006112	Multiple sclerosis (MS) secondary progressive
178743010	Congenital hereditary muscular dystrophy
297623019	Hereditary progressive muscular dystrophy NOS
399421019	Other specified hereditary progressive muscular dystrophy
297607019	Congenital hereditary muscular dystrophy NOS
121721014	Muscular dystrophy
3691961000006117	Progressive muscular dystrophy
3691951000006119	MD - Muscular dystrophy
3691971000006112	PMD - Progressive muscular dystrophy
297608012	Hereditary progressive muscular dystrophy
3746951000006112	Pseudohypertrophic muscular dystrophy
127307018	Duchenne muscular dystrophy
3746961000006114	DMD - Duchenne muscular dystrophy
198381000006110	Pseudohypertrophic dystrophy
130209011	Erb's muscular dystrophy
3776451000006119	Erb muscular dystrophy
297610014	Pelvic muscular dystrophy
4015801000006118	Limb-girdle muscular dystrophy
4015811000006115	Leyden-Möbius muscular dystrophy
27731000006112	Other limb-girdle muscular dystrophy
6617201000006110	FMD - Facioscapulohumeral muscular dystrophy
6617211000006113	Fascioscapulohumeral muscular dystrophy
661251000006116	Facioscapulohumeral atrophy
6617161000006116	FSH - Facioscapulohumeral muscular dystrophy
6617171000006111	Landouzy-Déjérine muscular dystrophy
1778554019	Facioscapulohumeral muscular dystrophy
6617181000006114	Landouzy-Dejerine muscular dystrophy
6617191000006112	FSHD - Facioscapulohumeral muscular dystrophy
625401000006110	Distal (Gower's) muscular dystrophy
4770841000006119	Distal muscular dystrophy with juvenile onset
3601731000006114	Kiloh-Nevin syndrome
3601741000006116	Ocular myopathy
112508017	Ocular muscular dystrophy
127990018	Oculopharyngeal muscular dystrophy
3753631000006115	Oculopharyngeal dystrophy
1492251019	Becker's disease
6476861000006119	BMD - Becker muscular dystrophy
6476881000006112	Benign Duchenne muscular dystrophy
1481810012	Becker muscular dystrophy
6476871000006114	Becker's muscular dystrophy
3455151000006111	Distal muscular dystrophy
625421000006117	Distal dystrophy
5006841000006115	Neuraxonal leucodystrophy
3270981000006112	Metachromatic leukodystrophy, late infantile type
3271001000006111	Greenfield disease
3270991000006110	Late infantile metachromatic leucodystrophy
3270971000006114	Metachromatic leucodystrophy, late infantile type
3214621000006117	Metachromatic leucodystrophy, juvenile type
3214651000006114	Juvenile metachromatic leucodystrophy
3214631000006119	Metachromatic leukodystrophy, juvenile type
3214661000006111	Scholz cerebral sclerosis
3214641000006112	Scholz-Bielschowsky-Henneberg diffuse cerebral sclerosis
2888161000006113	Metachromatic leucodystrophy, adult type
2888171000006118	Metachromatic leukodystrophy, adult type
2888181000006115	Adult metachromatic leucodystrophy
2888191000006117	Adult metachromatic leukodystrophy
5142821000006112	Muscular dystrophy with predominantly proximal limb girdle distribution
5142831000006110	X-linked muscular dystrophy with limb girdle distribution
5142841000006117	X-linked muscular dystrophy with abnormal dystrophin
5142861000006118	Xp21-linked muscular dystrophy
5142851000006115	Meryon muscular dystrophy
5142871000006113	Intermediate X-linked muscular dystrophy
5142881000006111	Manifesting female carrier of X-linked muscular dystrophy
5142891000006114	X-linked limb girdle muscular dystrophy with normal dystrophin
5142901000006113	Ji muscular dystrophy
5142921000006115	Autosomal recessive muscular dystrophy with limb girdle distribution
4196541000006115	Fukuyama muscular dystrophy
4196531000006113	Fukuyama congenital muscular dystrophy
5142951000006112	Autosomal recessive muscular dystrophy with gene located at 15q
5142961000006114	Reunion-Indiana Amish type muscular dystrophy
5142971000006119	Congenital muscular dystrophy
5142981000006116	Western type of congenital muscular dystrophy
5143001000006117	Ullrich congenital muscular dystrophy
5143011000006119	Congenita hypotonic - sclerotic muscular dystrophy
5143021000006110	Eichsfeld type congenital muscular dystrophy
5143031000006113	Hutterite type of muscular dystrophy
5143051000006118	Autosomal dominant muscular dystrophy with limb girdle distribution
5143061000006116	Autosomal dominant muscular dystrophy with gene located at 5q31
5143071000006111	Late onset proximal muscular dystrophy with dysarthria
5143081000006114	Gilchrist type muscular dystrophy
5143091000006112	Muscular dystrophy not predominantly limb girdle in distribution
5143101000006118	X-linked muscular dystrophy not predominantly limb girdle
178750014	Emery-Dreifuss muscular dystrophy
4196651000006117	EMD - Emery-Dreifuss muscular dystrophy
4196661000006115	Benign scapuloperoneal muscular dystrophy with early contractures
5143131000006114	Autosomal recessive muscular dystrophy not predominantly limb girdle
5143141000006116	Scapulohumeral muscular dystrophy
5143151000006119	Autosomal dominant muscular dystrophy not predominantly limb girdle
5143161000006117	Benign scapuloperoneal muscular dystrophy
5143181000006110	Benign congenital muscular dystrophy with finger flexion contractures
5598231000006113	Severe childhood autosomal recessive muscular dystrophy
5598241000006115	SCARMD - Severe childhood autosomal recessive muscular dystrophy
4196621000006114	COD-MD - Cerebro-oculo-dysgenesis-muscular dystrophy syndrome
4196601000006116	Muscle-eye-brain disease, congenital muscular dystrophy
4196611000006118	Cerebro-oculo-dysgenesis-muscular dystrophy syndrome
5967371000006110	Leukodystrophy without a known biochemical basis
5967361000006115	Leucodystrophy without a known biochemical basis
7349301000006113	Adult onset autosomal dominant leukodystrophy
7349291000006112	Adult onset autosomal dominant leucodystrophy
7349311000006111	Adult-onset ADLD (autosomal dominant leucodystrophy)
5012381000006116	Monoplegic cerebral palsy affecting upper limb
5012391000006118	Monoplegic cerebral palsy affecting lower limb
5012431000006112	Dystonic cerebral palsy with spastic features
5012421000006114	Dystonic/rigid cerebral palsy
2511001000006119	Transmissible virus dementia
2510951000006114	Creutzfeldt-Jakob disease
2510981000006118	CJD - Creutzfeldt-Jakob disease
2510971000006116	Subacute spongiform encephalopathy
2510991000006115	JCD - Jakob-Creutzfeldt disease
2511011000006116	Creutzfeldt Jakob disease
2386018	Jakob-Creutzfeldt disease
4768981000006114	Cerebral degeneration due to Creutzfeldt-Jakob disease
542651000006110	Cerebral degeneration due to Jakob - Creutzfeldt disease
5931631000006119	nvCJD - New variant of Creutzfeldt-Jakob disease
5931641000006112	vCJD - variant Creutzfeldt-Jakob disease
1805751000006115	Variant Creutzfeldt-Jakob disease
5931651000006114	Creutzfeldt-Jakob variant disease
2366171000000112	Sporadic Creutzfeldt-Jakob disease
2366181000000114	Sporadic CJD (Creutzfeldt-Jakob disease)
7699251000006118	Sporadic Jakob-Creutzfeldt disease
5008321000006115	Alternating hemiplegia of childhood
5011241000006111	Lacunar ataxic hemiparesis
6029971000006116	Residual hemiplegia
7263011000006112	Dementia due to Huntington disease
295687017	Dementia due to Huntington chorea
7263021000006116	Dementia due to Huntingtons disease
3454521000006114	Chronic progressive hereditary chorea
3454551000006117	Huntington chorea
97642017	Huntington's chorea
3454511000006118	Chronic progressive chorea
3454531000006112	HC - Huntington chorea
3454541000006119	HD - Huntington chorea
5006011000006113	Juvenile onset Huntington's disease
5006021000006117	Juvenile onset Huntington disease
5006031000006119	Late onset Huntington's disease
5006041000006112	Late onset Huntington disease
5006051000006114	Akinetic-rigid form of Huntington's disease
5006061000006111	Akinetic-rigid form of Huntington disease
11904611000006115	Progressive supranuclear palsy
2966081000006114	Nuchal dystonia-dementia syndrome
125891000006119	Steele - Richardson Oszewski syndrome
2966101000006118	PSP - Progressive supranuclear palsy
48513015	Progressive supranuclear palsy
48515010	Steele-Richardson-Olszewski syndrome
48512013	Progressive supranuclear ophthalmoplegia
125901000006115	Steele Richardson Olszewsk syn
11903671000006114	Steele-Richardson-Olszewski syndrome
2966061000006116	Progressive supranuclear ophthalmoplegia
11904601000006118	Progressive supranuclear ophthalmoplegia
5005381000006110	Western Pacific motor neurone disease
5005391000006113	Madras-type motor neurone disease
5005411000006113	Paraneoplastic motor neurone disease
5006891000006112	Acute relapsing multiple sclerosis
5006911000006114	Multiple sclerosis (MS) chronic/progressive
5006901000006111	Chronic progressive multiple sclerosis
5006921000006118	Remittent-progressive multiple sclerosis
5006931000006115	Multiple sclerosis (MS) remitting progressive
5009451000006111	Chronic inflammatory demyelinating polyradiculoneuropathy with central nervous system demyelination
641301000000114	Malignant multiple sclerosis
297580012	Persistent neonatal myasthenia gravis
4770721000006119	Myasthenic syndrome due to another disorder
297584015	Myasthenic syndrome due to other malignancy
297583014	Myasthenic syndrome due to disease EC
297592012	Myasthenic syndrome due to disease NOS
2168441000000115	Lambert-Eaton syndrome
3426061000006118	Lambert-Eaton myasthenic syndrome
3426071000006113	LEMS - Lambert-Eaton myasthenic syndrome
94780015	Eaton-Lambert syndrome
3426051000006115	Myasthenic syndrome
399419012	Myasthenic syndrome due to diabetic amyotrophy
297593019	Congenital and developmental myasthenia
5010751000006112	Genetically determined myasthenia
5010791000006118	Congenital myasthenia
5010921000006118	Myasthenia gravis associated with thymoma
5010931000006115	Generalised myasthenia
5010941000006113	Generalized myasthenia
5010951000006110	Myopathy in myasthenia gravis
5010961000006112	Myasthenic myopathy
5005901000006119	Juvenile Parkinson disease
5005891000006118	Juvenile Parkinson's disease
7289421000006111	Multiple system atrophy, Parkinson's variant
2841061014	Multiple system atrophy, Parkinson variant
2665351000006114	Friedreich's ataxia
2665361000006111	Friedreich's disease
2665371000006116	Familial ataxia
2665381000006118	FA - Friedreich ataxia
18091019	Friedreich ataxia
39846012	Primary cerebellar degeneration
297108011	Primary cerebellar degeneration NOS
6221541000006111	Alcoholic cerebellar degeneration syndrome
6221531000006118	Alcoholic cerebellar degeneration
5005171000006110	Progressive spinocerebellar ataxia with retained tendon reflexes
5005201000006114	Secondary cerebellar degeneration
2838078010	Multiple system atrophy, cerebellar variant
2854611000006119	Multifocal leukoencephalopathy
2854641000006115	PML - Progressive multifocal leucoencephalopathy
2854601000006117	Progressive multifocal leukoencephalopathy
2854651000006118	PMLE - Progressive multifocal leukoencephalopathy
2854631000006113	Multifocal leucoencephalopathy
2854661000006116	PMLE - Progressive multifocal leucoencephalopathy
37365019	PML - Progressive multifocal leukoencephalopathy
481281019	Progressive multifocal leucoencephalopathy
4767951000006117	Dawson's inclusion body encephalitis
296838010	Subacute sclerosing panencephalitis
4767941000006119	SSPE - Subacute sclerosing panencephalitis
641041000006119	Encephalitis due to subacute sclerosing panencephalitis
296840017	Dawson's inclusion body encephalitis
4769001000006112	Cerebral degeneration due to progressive multifocal leukoencephalopathy
542661000006112	Cerebral degeneration due to progressive multifocal leucoencephalopathy
450556015	Spastic foot
4772021000006117	Harada disease
4772041000006112	Vogt-Koyanagi-Harada syndrome
4772061000006111	Vogt-Koyanagi syndrome
4772011000006113	VKH - Vogt-Koyanagi-Harada syndrome
124599018	Vogt's disease
297979015	Harada's disease
297977018	Vogt's disease
62891000006110	Vogt-Koyanagi-Harada disease
450600011	Congenital athetosis
450601010	Athetosis - congenital
92747014	Symptomatic torsion dystonia
297087017	Other specified symptomatic torsion dystonia
297088010	Symptomatic torsion dystonia NOS
345779013	Congenital spastic foot
478046010	Cerebellar ataxia due to alcoholism
2525151000006110	Cerebral hemiparesis
296998012	Other cerebral degenerations in childhood NOS
296999016	Childhood cerebral degenerations NOS
882931000006115	Child cerebral degeneration
296997019	Other cerebral degenerations in childhood
296958010	Cerebral degeneration in childhood
2592351000006112	Athetosis with spastic paraplegia
2603401000006115	Bilateral paralysis
2603391000006117	Diplegia
2643251000006111	Post-hemiplegic tremor
2650601000006118	Paraplegic-spastic gait
317121012	[D]Paralytic gait
2650611000006115	Rigid gait
2650621000006111	Jerking gait
2650631000006114	Paralytic gait
317122017	Spastic gait
2750301000006117	Methylphenyltetrahydropyridine-induced parkinsonism
2750291000006118	MPTP - Methylphenyltetrahydropyridine-induced parkinsonism
2750281000006116	MPTP-induced parkinsonism
2750321000006110	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced parkinsonism
2750311000006119	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced parkinsonism
2776461000006110	Facial hemiparesis (weakness)
2776451000006113	Facial hemiparesis
2789711000006115	Paraplegic immobility syndrome
33622011	Postencephalitic parkinsonism
2833161000006110	Spinal hemiparesis
2836961000006117	Sporadic cerebellar degeneration
2929551000006112	Parkinson's facies
2929561000006114	Parkinson facies
2967871000006119	Crossed hemiparesis
2967881000006116	Alternate hemiparesis
3012781000006113	Myasthenia gravis, adult form
3017901000006115	Facial hemiplegia
3028151000006111	Parkinsonism
3028161000006113	Disorders presenting primarily with parkinsonism
3050861000006117	Cerebral hemiplegia
3106231000006114	Hereditary cerebellar degeneration
64875013	Syphilitic parkinsonism
3172811000006113	Paralysis of upper limb
69671016	Monoplegia of upper limb
3200341000006112	Hemiplegic cerebral palsy
3200371000006116	Spastic hemiplegic cerebral palsy
3200351000006114	Congenital hemiplegia
3200361000006111	Unilateral spastic cerebral palsy
3203001000006119	Juvenile paralysis agitans of Hunt
3203011000006116	Paleostriatal syndrome
3203041000006117	Pallidal atrophy
3203021000006112	Neostriatal syndrome
3203031000006110	Pallidal syndrome
3215231000006115	Spastic tetraplegia with rigidity syndrome
3241231000006114	Early familial cerebellar degeneration syndrome
3241221000006111	Jervis' syndrome
3287341000006110	Cerebral paraplegia
3306001000006116	Hereditary motor neuron disease
3306011000006118	Familial motor neuron disease
3328111000006111	Hypokinetic parkinsonian dysphonia
12702281000006111	Degenerative brain disorder
297000018	Degenerative brain disorder
35741000006114	Other cerebral degeneration
87704019	Chronic fatigue syndrome
3354521000006118	Myalgic encephalopathy
3354471000006116	Myalgic encephalomyelitis syndrome
496410014	ME - Myalgic encephalomyelitis
496413011	Myalgic encephalomyelitis
3354451000006114	Iceland disease
3354511000006114	Myalgic encephalitis
496414017	CFS - Chronic fatigue syndrome
882411000006117	Nervous debility -neurasthenia
3354461000006111	Benign myalgic encephalomyelitis
684221000006112	Myalgic encephalomyelitis
3355321000006110	Hemiplegic gait
3362611000006111	Posthemiplegic athetosis
89919017	Diplegia of upper limbs
3377571000006112	Paralysis of both upper limbs
3377581000006110	Upper diplegia
3393611000006119	Myasthenia gravis, juvenile form
3403461000006111	Spinal hemiplegia
98501012	Hemiplegic migraine
3484001000006116	Vitamin B>12< deficiency disease of spinal cord
3484021000006114	Lichtheim's disease
3483991000006113	Posterolateral sclerosis
3484041000006119	Neuromyelopathy due to vitamin B12 deficiency
3484051000006117	SACD - Subacute combined degeneration
100638016	Subacute combined degeneration of spinal cord
498788015	Subacute combined degeneration
3484011000006118	Putnam-Dana syndrome
3484061000006115	Vitamin B>12< deficiency neuropathy
428171000006118	Subacute combined degeneration of spinal cord
3511191000006117	Parkinson's disease - dementia complex on Guam
3511181000006115	Parkinson-dementia complex of Guam
105536013	Intermittent claudication
3532651000006115	Myasthenia angiosclerotica
3532661000006118	IC - Intermittent claudication
1715241000006112	Vascular claudication
411512011	Claudication
3532641000006117	Charcot's syndrome
107018015	Infantile spinal muscular atrophy
3547331000006116	WHD - Werdnig-Hoffmann disease
3547321000006119	Spinal muscular atrophy type I
3547301000006112	Progressive muscular atrophy of infancy
59911000006112	Werdnig - Hoffmann disease
3547281000006113	Werdnig-Hoffmann disease
3547311000006110	Spinal muscular atrophy, type I
112538011	Dejerine-Thomas syndrome
3601971000006114	Déjérine-Thomas syndrome
3601961000006119	Olivopontocerebellar atrophy
3602011000006110	Olivocerebellar atrophy
3601951000006116	Olivopontocerebellar degeneration
3602001000006112	OPCA - Olivopontocerebellar atrophy
3601991000006110	Thomas' syndrome
3680391000006117	Parkinsonian syndrome associated with symptomatic orthostatic hypotension
3680381000006115	Parkinsonian syndrome associated with idiopathic orthostatic hypotension
3681511000006114	Alternating hypoglossal hemiplegia
3705051000006111	Nutritional muscular degeneration
3705061000006113	Nutritional muscular dystrophy
3736801000006118	HSMN V
3736791000006119	Hereditary motor and sensory neuropathy, type V
3736771000006115	Hereditary sensory-motor neuropathy, type V
3736821000006111	Hereditary motor and sensory neuropathy type V
3736831000006114	Hereditary motor-sensory neuropathy with pyramidal signs
3736781000006117	Spastic paraplegia with hypertrophic sensory-motor neuropathy, type V
3736811000006115	HMSN V
3738771000006116	Juvenile cerebellar degeneration AND myoclonus
3746311000006112	Post-hemiplegic chorea
3752161000006114	Crossed hemiplegia
3752171000006119	Alternate hemiplegia
3807971000006110	Paralysis of lower limb
133450019	Monoplegia of lower limb
136302010	Neonatal myasthenia gravis
3869081000006119	Laryngeal hemiplegia
3873921000006111	Spinal paraplegia
3875981000006111	Lower motor neuron disease
3891321000006117	Primary progressive cerebellar degeneration
3891331000006119	Holmes' disease
3898311000006115	Monoplegia
297246013	Monoplegia unspecified
3975561000006116	Posthemiplegic ataxia
4060301000006117	Cerebellar degeneration
4060311000006119	Upper motor neuron disease
4060321000006110	Transient hemiplegia
4060401000006114	Hemiplegic-ophthalmoplegic migraine
4060391000006112	Familial hemiplegic migraine
4196511000006119	Almaric's syndrome
4196501000006117	Muscular dystrophy-deafmutism syndrome
4196551000006118	Merosin deficient congenital muscular dystrophy
4196581000006114	Walker Warburg syndrome
4196591000006112	HARD - Hydrocephalus, agyria and retinal dysplasia
4196571000006111	Hydrocephalus, agyria and retinal dysplasia
4196561000006116	Walker-Warburg congenital muscular dystrophy
4196631000006112	Distal muscular dystrophy, Miyoshi type
68321016	Guillain-Barre syndrome
3159801000006119	Acute idiopathic polyradiculoneuritis
3159741000006112	Guillain-Barré syndrome
3159831000006110	Acute inflammatory neuropathy
3159791000006115	Acute inflammatory demyelinating polyradiculoneuropathy
3159761000006111	Ascending paralysis
3159811000006116	Acute idiopathic polyneuritis
3159841000006117	Guillain Barre syndrome
3159771000006116	Landry-Guillain-Barre syndrome
3159821000006112	Acute post-infective radiculoneuropathy
3159751000006114	Landry-Guillain-Barré syndrome
4405701000006116	CIDP
4405691000006116	Chronic inflammatory demyelinating polyradiculoneuropathy
4405711000006118	CIDP - Chronic inflammatory demyelinating polyradiculoneuropathy
4428381000006111	Spinocerebellar ataxia
4428571000006118	Scapuloperoneal muscular dystrophy
254830010	O/E - monoplegia
4566591000006116	On examination - monoplegia
4566651000006111	O/E - tetraplegia
4566661000006113	On examination - tetraplegia
254834018	O/E - quadriplegia
4566641000006114	On examination - quadriplegia
254835017	O/E - diplegia
4566681000006115	On examination - diplegia
4567631000006119	On examination - Parkinsonian tremor
254935018	O/E - Parkinsonian tremor
254941013	O/E - paraplegic in extension
4567731000006111	On examination - paraplegic in extension
280121000006113	O/E - Parkinson posture
254944017	O/E -Parkinson flexion posture
4567791000006110	On examination - Parkinson flexion posture
296959019	Leucodystrophy
4768661000006111	Leukodystrophy
296982017	Leucodystrophy NOS
4768691000006115	Globoid cell leucodystrophy
4768671000006116	Galactosylceramide beta-galactosidase deficiency
4768741000006118	Galactocerebroside beta-galactosidase deficiency
296966018	Krabbe's disease
4768731000006111	Krabbe disease
4768751000006116	Diffuse globoid cell cerebral sclerosis
4768711000006117	GCL - Globoid cell leucodystrophy
4768701000006115	Krabbe leucodystrophy
4768681000006118	Krabbe's leukodystrophy
4768791000006110	Cerebral degeneration in Gaucher disease
296990017	Cerebral degeneration in Gaucher's disease
296991018	Cerebral degeneration in Niemann-Pick disease
296988018	Cerebral lipidoses NOS
297022013	Cerebral degeneration other disease NOS
542781000006113	Cerebral degeneration associated with another disorder
296996011	Cerebral degeneration in disease NOS
296992013	Cerebral degeneration in lipidosis NOS
296993015	Cerebral degeneration in diseases EC
4768841000006113	Cerebral degeneration in Hunter disease
296994014	Cerebral degeneration in Hunter's disease
4768851000006110	Cerebral degeneration in mucopolysaccharidosis
296995010	Cerebral degeneration in mucopolysaccharidoses
297012019	Cerebral degeneration due to beriberi
297013012	Cerebral degeneration due to cerebrovascular disease
297014018	Cerebral degeneration due to congenital hydrocephalus
297015017	Cerebral degeneration due to neoplastic disease
297018015	Cerebral degeneration due to vitamin B12 deficiency
542301000006117	Cerebellar ataxia due to myxoedema
4769091000006117	Myxoedema cerebellar degeneration
4769101000006111	Myxedema cerebellar degeneration
4769111000006114	Paraneoplastic cerebellar degeneration
297117011	Cerebellar ataxia due to neoplasia
3511377010	PSP - progressive supranuclear palsy
297258013	Progressive supranuclear palsy
297588017	Myasthenic syndrome due to hypothyroidism
297589013	Myasthenic syndrome due to pernicious anaemia
4770761000006113	Myasthenic syndrome due to pernicious anemia
297591017	Myasthenic syndrome due to thyrotoxicosis
12717021000006115	Myopathy or muscular dystrophy NOS
297655019	Myopathy or muscular dystrophy NOS
4997971000006119	Suprabulbar palsy type of dysarthria
4997941000006110	Spastic dysarthria
4997981000006116	Pseudobulbar palsy type of dysarthria
4997961000006114	Upper motor neurone type of dysarthria
4997951000006112	Rigid type of dysarthria
5005161000006115	Progressive spinocerebellar ataxia with decreased tendon reflexes
5005261000006110	Fazio-Londe syndrome
5005251000006113	Progressive bulbar palsy of childhood
5005421000006117	Amyotrophic lateral sclerosis with dementia
5005441000006112	Pure hereditary spastic paraplegia
5005451000006114	Complicated hereditary spastic paraplegia
5005671000006118	Frontal lobe degeneration with motor neurone disease
299323018	[X]Secondary parkinsonism due to other external agents
151951000006115	Secondary parkinsonism due to other external agents
5005931000006110	Secondary Parkinson disease
299313010	[X]Other secondary parkinsonism
151961000006118	Secondary parkinsonism
5005921000006112	Secondary Parkinson's disease
299321016	[X]Secondary parkinsonism, unspecified
5005941000006117	Carbon monoxide-induced parkinsonism
5005951000006115	Manganese-induced parkinsonism
5005961000006118	Parkinsonism with calcification of basal ganglia
345121017	Vascular parkinsonism
345122012	Multiple system atrophy
5005991000006114	MSA - Multiple system atrophy
5006091000006115	Chronic hepatocerebral degeneration
5006381000006115	Posthemiplegic dystonia
5007411000006119	Hemiplegia-hemiconvulsion-epilepsy syndrome
5007431000006113	H-H-E syndrome
5007421000006110	Hemiconvulsion-hemiplegia-epilepsy syndrome
5008281000006114	Non-familial hemiplegic migraine
5010771000006119	FIM - Familial infantile myasthenia
5010761000006114	Familial infantile myasthenia
