medcodeid	term_medcode
2526441000006114	Cholangitic cirrhosis
2526451000006111	Cholestatic cirrhosis
353587018	Alcoholic hepatitis
5086741000006114	AH - Alcoholic hepatitis
303393017	Cirrhosis and chronic liver disease
303458013	Portal fibrosis without cirrhosis
303518014	Toxic liver disease with fibrosis and cirrhosis of liver
83834016	Alcoholic fatty liver
3315041000006111	Alcoholic steatosis
3315061000006110	Alcoholic fatty liver disease
286879013	Chronic viral hepatitis B without delta-agent
4407011000006114	Chronic type C viral hepatitis
557071000006112	Chronic hepatitis C
557081000006110	Chronic viral hepatitis, unspecified
288169017	[X]Other chronic viral hepatitis
288170016	[X]Chronic viral hepatitis, unspecified
17930015	Chronic viral hepatitis
3010811000006111	Primary biliary cholangitis
3010831000006117	Hanot's cirrhosis
52980015	Primary biliary cirrhosis
4787861000006113	PSC - Primary sclerosing cholangitis
303614019	Primary sclerosing cholangitis
17390014	Acute alcoholic hepatitis
2658601000006116	Acute alcoholic liver disease
286868015	Viral hepatitis C with coma
7302012	Viral hepatitis
286870012	Other specified viral hepatitis without coma
288168013	[X]Other specified acute viral hepatitis
303497017	Hepatitis in other viral disease
303499019	Hepatitis in viral diseases EC NOS
1601000006112	Other specified viral hepatitis without mention of coma NOS
303491016	Hepatitis in viral diseases EC
2558581000006119	VH - Viral hepatitis
286867013	Other specified viral hepatitis with coma
286869011	Other specified viral hepatitis with hepatic coma NOS
286882015	Unspecified viral hepatitis
432411000006115	[X]Viral hepatitis
286876018	Unspecified viral hepatitis with coma
4787031000006110	ALF - Acute liver failure
303381014	Acute hepatic failure
303379012	Acute liver failure
303388015	Subacute hepatic failure
324976011	Liver transplant failure and rejection
325080013	Hepatic failure as a complication of care
325079010	Liver failure as a complication of care
6617771000006112	Bronze cirrhosis
1786709019	Pigmentary cirrhosis of liver
6617781000006110	Bronzed cirrhosis
451442010	Oesophageal varices in cirrhosis of the liver
5975531000006117	Esophageal varices in cirrhosis of the liver
5992721000006114	Esophageal varices in alcoholic cirrhosis of the liver
453265010	Oesophageal varices in alcoholic cirrhosis of the liver
353594015	Alcoholic fibrosis and sclerosis of liver
353595019	Alcoholic hepatic failure
55851000006118	Xanthomatous portal cirrhosis
5524681000006114	Cirrhosis secondary to cholestasis
451124014	Chronic alcoholic hepatitis
353625019	Hepatic sclerosis
353627010	Hepatic fibrosis with hepatic sclerosis
1786211000006116	Fatty liver
1786201000006119	Fatty change of liver
303463012	Steatosis of liver
4787331000006113	Hepatic lipidosis
7266931000006113	NASH - Nonalcoholic steatohepatitis
2819666013	Nonalcoholic steatohepatitis
2693857014	History of hepatitis B
4596171000006113	HBsAg positive
820791000006114	Hepatitis B surface antigen positive
257841016	Hepatitis e antigen present
4596181000006111	Hepatitis Be antigen present
459095018	Hepatitis C antibody test positive
3574401000006110	Type B viral hepatitis
3574441000006112	Hepatitis B infection
109733012	Serum hepatitis
61061000006116	Serum hepatitis
3574451000006114	Viral hepatitis type B
3574421000006117	Hepatitis B
3574431000006119	SH - Serum hepatitis
3321231000006119	Type C viral hepatitis
286871011	Viral hepatitis C
3321251000006114	Viral hepatitis type C
84516016	Hepatitis C
353575013	Acute delta-(super)infection of hepatitis B carrier
5086601000006117	Hepatitis D superinfection of hepatitis B carrier
353580016	Chronic viral hepatitis B with delta-agent
5086651000006118	Chronic viral hepatitis B with hepatitis D
3507191000006112	Chronic type B viral hepatitis
1232261014	Chronic viral hepatitis B
3482741000006114	Congenital hepatitis B
582851000006119	Congenital viral hepatitis B infection
2159899016	Autoimmune hepatitis
286862019	Hepatic coma due to viral hepatitis B
2919481000006111	Viral hepatitis B with hepatic coma
4786991000006110	Acute yellow atrophy of liver
4786981000006112	Massive hepatic necrosis
2619492010	Acute yellow atrophy
303377014	Acute necrosis of liver
303385017	Acute necrosis of liver NOS
303389011	Subacute yellow atrophy
4787101000006115	Subacute yellow atrophy of liver
303387013	Subacute necrosis of liver
4787061000006118	Subacute hepatic necrosis
886491000006111	Acute/subac. necrosis of liver
303376017	Acute and subacute liver necrosis
303392010	Acute and subacute liver necrosis NOS
3684461000006114	Hepatocerebral intoxication
120980011	Hepatic coma
359011000006113	[X] Liver failure
3473231000006113	Hepatic insufficiency
353596018	Liver failure
99549014	Hepatic failure
3473241000006115	Liver function failure
358961000006119	[X] Hepatic failure
3473251000006118	Liver decompensation
353597010	Hepatic failure NOS
2783891000006116	Infarction of liver
30226018	Hepatic infarction
2783881000006119	Infarct of liver
303512010	Toxic liver disease with hepatic necrosis
2534188017	Acute hepatic failure due to drugs
303521011	Central haemorrhagic necrosis of liver
4787621000006118	Central hemorrhagic necrosis of liver
268812014	Open operations on oesophageal varices
114801000006118	Tanner devascularisation for bleeding varices
4656461000006114	Open operations on esophageal varices
394102015	Other specified open operation on oesophageal varices
268827014	Open operation on oesophageal varices NOS
3595991000006116	Ligation of esophageal varices
862761000006111	Oesophageal vessels ligated
737961000006116	Ligation of oesophageal varices
862771000006116	Oesophageal varices injected
268819017	Open injection sclerotherapy to oesophageal varices
4656511000006112	Open injection sclerotherapy to esophageal varices
4656751000006116	Fiberoptic endoscopic injection sclerotherapy to esophageal varices
4656741000006118	Fibreoptic oesophagoscopy and injection sclerotherapy of varices
708811000006119	Fibreoptic endoscopic injection sclerotherapy to oesophageal varices
4656761000006119	Fiberoptic esophagoscopy and injection sclerotherapy of varices
4656791000006110	Fiberoptic endoscopic banding of esophageal varices
4656781000006112	Fibreoptic oesophagoscopy and banding of oesophageal varices
4656811000006114	Fiberoptic esophagoscopy and banding of esophageal varices
268885015	Fibreoptic endoscopic banding of oesophageal varices
163571000006112	Endoscopic injection sclerotherapy to varices of oesophagus using rigid oesophagoscope
4657131000006113	Rigid oesophagoscopy and injection sclerotherapy of varices
4657151000006118	Rigid esophagoscopy and injection sclerotherapy of varices
4657161000006116	Endoscopic injection sclerotherapy to varices of esophagus using rigid esophagoscope
987751000006119	Oesophageal varices injected
4657171000006111	Rigid oesophagoscopy and banding of oesophageal varices
4657191000006112	Rigid esophagoscopy and banding of esophageal varices
268957016	Rigid oesophagoscopic banding of oesophageal varices
4657181000006114	Rigid esophagoscopic banding of esophageal varices
267161000006118	Oesophageal tamponade
4657411000006114	Balloon tamponade of esophagus
4657391000006114	Balloon tamponade of esophageal varices
4657381000006111	Balloon tamponade of oesophagus
4657401000006111	Balloon tamponade of oesophageal varices
2786011000006112	Hepatic transplantation
2786021000006116	LTx - Liver transplant
2786001000006114	Tx - Liver transplantation
270234015	Transplantation of liver NOS
30458014	Transplantation of liver
270233014	Other specified transplantation of liver
864281000006116	Liver transplant
864291000006118	Total hepatectomy
31211000006119	Orthotopic transplantation of liver
4661761000006116	Orthotopic transplantation of liver
4661751000006118	Orthotopic liver transplant
376141000000113	Orthotopic transplantation of liver NEC
225661000006111	Piggy back liver transplant
4661791000006112	Piggy-back liver transplant
822591000006117	Heterotopic liver transplant
500401000006116	Auxillary liver transplant
4661781000006114	Auxiliary liver transplant
270232016	Replacement of previous liver transplant
352929018	Exploration of liver transplant
68294019	Viral hepatitis with hepatic coma
288171017	Hepatic coma due to viral hepatitis
2824421000006113	Poliodystrophy
2824401000006115	Gray matter degeneration
2824411000006117	Spongy glioneuronal dystrophy
2824381000006115	Progressive sclerosing poliodystrophy
2824391000006117	Alpers' disease
1222437010	Alper's disease
2824431000006111	Progressive neuronal degeneration with liver cirrhosis
2781081000006114	BOV - Bleeding esophageal varices
2781071000006111	Esophageal varices with bleeding
2781021000006110	Bleeding esophageal varices
2781041000006115	Oesophageal varices with haemorrhage
2781031000006113	Esophageal varices with hemorrhage
1216060010	Oesophageal varices with bleeding
2781061000006116	BOV - Bleeding oesophageal varices
2781011000006119	Bleeding oesophageal varices
24192017	Oesophageal varices without bleeding
2725291000006114	Esophageal varices without bleeding
300784019	Oesophageal varices in diseases EC NOS
4779691000006115	Oesophageal varices associated with another disorder
4779711000006117	Esophageal varices associated with another disorder
300775019	Oesophageal varices in diseases EC
4779741000006118	Esophageal varices with bleeding, associated with another disorder
4779721000006113	Oesophageal varices with bleeding, associated with another disorder
300776018	Oesophageal varices with bleeding in diseases EC
300779013	Oesophageal varices without bleeding in diseases EC
4779771000006114	Esophageal varices without bleeding, associated with another disorder
4779751000006116	Oesophageal varices without bleeding, associated with another disorder
3980471000006110	Gastric varix
150964016	Gastric varices
456800015	Oesophageal varices NOS
2960651000006110	Esophageal varix
2960631000006115	OV - Oesophageal varices
300993011	[X]Oesophageal varices in diseases classified elsewhere
2960641000006113	Oesophageal varix
2960621000006118	Esophageal varices
48003016	Oesophageal varices
2960661000006112	OV - Esophageal varices
127487019	Chronic hepatitis
303409014	Chronic hepatitis unspecified
303410016	Chronic hepatitis NOS
3748781000006119	CH - Chronic hepatitis
69895016	Chronic persistent hepatitis
3175071000006117	CPH - Chronic persistent hepatitis
303407011	Recurrent hepatitis
303414013	Unilobular portal cirrhosis
2753761000006112	Mixed micro AND macronodular cirrhosis
477604016	Mixed portal cirrhosis
303433015	Pigmentary portal cirrhosis
226161000006113	Pipe-stem portal cirrhosis
4787221000006115	Pipestem portal cirrhosis
303435010	Toxic portal cirrhosis
303439016	Syphilitic portal cirrhosis
3796401000006114	Fatty metamorphosis of liver
303456012	Chronic nonalcoholic liver disease
3828211000006115	Chronic yellow atrophy
3828201000006118	Chronic yellow atrophy of liver
504762019	Chronic yellow liver atrophy
303464018	Other non-alcoholic chronic liver disease NOS
303465017	Chronic liver disease
303489012	Liver abscess and chronic liver disease causing sequelae NOS
303466016	Liver abscess and sequelae of chronic liver disease
57989014	Portal hypertension
3059491000006115	PHT - Portal hypertension
3331281000006115	HRF - Hepatorenal failure
3331291000006117	Hepatorenal failure
85441018	Hepatorenal syndrome
3059391000006113	Nutmeg liver
555881000006114	Chronic passive liver congestion
3059381000006110	Chronic passive congestion of liver
303515012	Toxic liver disease with chronic persistent hepatitis
303516013	Toxic liver disease with chronic lobular hepatitis
303517016	Toxic liver disease with chronic active hepatitis
303525019	Hepatic granulomas in sarcoidosis
128627011	Biliary atresia
314035016	Biliary atresia NOS
3760701000006115	BA - Biliary atresia
3760691000006115	Atresia of bile ducts
3760671000006116	Congenital biliary atresia
221941000000113	Atresia of bile duct
511611000006113	Bile duct atresia
3268012	Congenital absence of bile duct
2518931000006117	Agenesis of bile duct
3269016	Agenesis of bile duct
113108015	Congenital hypoplasia of bile duct
3607721000006115	Congenital short bile duct
5334681000006114	Intrahepatic biliary atresia
768541000006118	Intrahepatic atresia of bile duct
3847451000006117	Extrahepatic biliary atresia
3847461000006115	EHBA - Extrahepatic biliary atresia
660151000006116	Extrahepatic atresia of bile duct
3847441000006119	Congenital atresia of extrahepatic bile duct
314032018	Congenital absence of hepatic ducts
314033011	Agenesis of hepatic ducts
314034017	Atresia of hepatic ducts
3011321000006119	Watson-Alagille syndrome
3011301000006112	Arteriohepatic dysplasia
53033015	Alagille syndrome
325081012	Hepatorenal syndrome as a complication of care
5077191000006113	Balloon tamponade of esophagus using Sengstaken-Blakemore tube
5077161000006117	Sengstaken intubation of esophagus
352566017	Sengstaken intubation of oesophagus
5077141000006116	Balloon tamponade of oesophagus using Sengstaken-Blakemore tube
5077151000006119	Blakemore intubation of esophagus
352567014	Blakemore intubation of oesophagus
5077201000006111	Balloon tamponade of oesophagus using Minnesota tube
5077211000006114	Balloon tamponade of esophagus using Minnesota tube
5086671000006111	Chronic non-A non-B hepatitis
5086821000006114	FHF - Fulminant hepatic failure
5086811000006118	Fulminant hepatic failure
5086831000006112	Subfulminant hepatic failure
5086841000006119	Chronic hepatic failure
95368015	Chronic lobular hepatitis
3431801000006116	CLH - Chronic lobular hepatitis
5086951000006114	Drug-induced chronic hepatitis
2847631000006117	Micronodular cirrhosis
5087011000006114	Hypoxia-associated cirrhosis
4353641000006110	Toxic cirrhosis
132070012	Congenital hepatic fibrosis
5087021000006118	Pericellular fibrosis of congenital syphilis
5087041000006113	Portal and splenic vein sclerosis
5087061000006112	Intrahepatic phlebosclerosis and fibrosis
5087201000006117	Liver transplant disorder
5087211000006119	Liver transplant rejection
5087221000006110	Liver transplant failure
5087301000006113	Ichthyosis congenita with biliary atresia
7084841000006114	Hepatocyte transplantation
363051000000111	Transplantation of liver cells
7084831000006116	Transplantation of hepatocytes
2676200013	Orthotopic transplantation of whole liver
2675247013	Liver disease due to cystic fibrosis
3527364013	Transplanted liver present
3532180010	Liver transplant recipient
12458801000006116	[V]Liver transplanted
460651015	Transplanted liver present
49567015	Glycogen storage disease
480671000006116	Amylopectinosis
803941000006118	Glycogenosis of liver and muscle
803951000006116	Glycogenosis of liver and muscle
2976621000006110	Glycogenosis
2976631000006113	GSD - Glycogen storage disease
803921000006113	Glycogenosis - glycogen storage disease
803961000006119	Glycogenosis with hepatic cirrhosis
293190013	Other specified glycogenosis
293191012	Glycogenosis NOS
19362016	Andersen's disease
1495570018	Glycogenosis, type 4
2678011000006114	Glycogen storage disease, type 4
2677991000006118	Andersen disease
2677951000006112	GSD IV
2677911000006111	1,4,alpha-glucan 6-alpha-glucosyltransferase deficiency
2677921000006115	Brancher deficiency glycogen storage disease
2677901000006113	Glycogen storage disease, type IV
2677981000006116	Glycogen storage disease type IV
2677971000006119	Branching enzyme deficiency
2677961000006114	Branching-transferase deficiency glycogenosis
2677931000006117	Amylopectinosis
6618761000006118	Haemochromatosis
813401000006113	Hemochromatosis
6618731000006110	Haemochromatosis
6618751000006115	Iron storage disease
6618061000006116	Bronze diabetes
1786715019	Bronzed diabetes
3070271000006114	Familial hemochromatosis
3070281000006112	Familial haemochromatosis
3070251000006116	Hereditary haemochromatosis
3070261000006119	Hereditary hemochromatosis
63781000006112	Von Recklinghausen - Applebaum disease
1736361000000112	Cystic fibrosis related cirrhosis
8242561000006112	Cirrhosis associated with cystic fibrosis
8234961000006111	Hepatitis C viral RNA PCR (ribonucleic acid polymerase chain reaction) positive
1766481000006112	Hepatitis C viral ribonucleic acid polymerase chain reaction positive
1739601000000111	Hepatitis C PCR positive
2118321000000118	Hepatitis C antigen positive
2146441000000113	Hepatitis C genotype 1
2146461000000114	Hepatitis C genotype 2
2146501000000114	Hepatitis C genotype 3
2146521000000117	Hepatitis C genotype 4
538121000000117	Other specified compensation for liver failure
538081000000115	Compensation for liver failure
538101000000114	Liver failure support management
303391015	Subacute necrosis of liver NOS
303527010	Other specified liver disorder
395261000006113	[X]Liver disorders in infectious and parasitic diseases CE
303532011	Liver disease
303531016	Other specified liver disorder NOS
5086481000006111	Hepatopathy
740781000006110	Liver anomalies
303783014	Disease of liver
303779014	[X]Diseases of the liver
303490015	Other liver disorders
303785019	[X]Liver disorders in other diseases classified elsewhere
396394015	Other sequelae of chronic liver disease
5086501000006118	Disorder of liver
314015017	Liver anomaly, unspecified
5086511000006115	LD - Liver disease
2720841000006110	Hepatocerebral encephalopathy
221131000000118	Hepatic encephalopathy
2720851000006112	HE - Hepatic encephalopathy
7065101000006116	Fiberoptic endoscopic rubber band ligation of upper gastrointestinal tract varices
1544611000006117	Fibreoptic endoscopic rubber band ligation of upper gastrointestinal tract varices
12456711000006114	[V]Assessment for liver transplant
461319017	[V]Assessment for liver transplant
2507081000006119	Glissonian cirrhosis
2516171000006116	Chronic aggressive type B viral hepatitis
2560511000006119	Structure of transplanted liver
2560521000006110	Transplanted liver
2560711000006114	Failed attempted abortion with acute yellow atrophy of liver
2560701000006111	Failed attempted termination of pregnancy with acute necrosis of liver
2560721000006118	Failed attempted abortion with acute necrosis of liver
2577341000006117	Acute toxic hepatitis
2591931000006110	Legal termination of pregnancy with acute necrosis of liver
2591951000006115	Legal abortion with acute necrosis of liver
2591941000006117	Legal abortion with acute yellow atrophy of liver
11790131000006117	Product containing hepatitis B immunoglobulin (human)
11790151000006112	Hepatitis B immunoglobulin of human origin
2652141000006112	Hepatitis B immune globulin (human)
2652131000006119	Hepatitis B immunoglobulin
2652161000006111	Antihepatitis B immunoglobulin
2652151000006114	HBIG
12168511000006111	Hepatitis B surface antigen immunoglobulin product
11790141000006110	Hepatitis B immunoglobulin (human)
2656731000006119	Chronic lymphocytic cholangitis-cholangiohepatitis
2658301000006110	Perinatal jaundice due to foetal OR neonatal hepatitis
2658271000006113	Perinatal jaundice due to fetal OR neonatal hepatitis
2658281000006111	Perinatal jaundice due to giant cell hepatitis
2536512019	Giant cell hepatitis causing neonatal jaundice
2682331000006110	Antibody to hepatitis B core antigen, immunoglobulin M type
2682321000006112	Anti HB IgM type
2682311000006116	Antibody to hepatitis B core antigen, IgM type
2692251000006110	Ligation of gastric varices
2692261000006112	Ligation of varicose veins of stomach
2710421000006113	Acute fulminating type B viral hepatitis
2754811000006115	Toxic noninfectious hepatitis
2754831000006114	Hepar lobatum
2754821000006111	Syphilitic cirrhosis
2779711000006113	Hepatitis B e antibody
2779681000006112	Antibody to hepatitis Be antigen
2779691000006110	Anti HBe
2779701000006110	Hepatitis B virus associated e antibody
2780581000006113	Hepatitis caused by acquired toxoplasmosis
2780571000006110	Hepatitis due to acquired toxoplasmosis
2792661000006119	Hepatitis C virus recombinant immunoblot measurement
2792671000006114	HCV by RIBA measurement
2812521000006111	Lupoid hepatitis
2812511000006115	Lupus hepatitis
2855161000006110	Hb>s< Ag
2855171000006115	Australian antigen
2855181000006117	Hepatitis B surface antigen
2855151000006113	Hepatitis B virus surface antigen
72021000033110	Hepatitis B Surface Antigen
2858671000006117	Hepatic failure due to a procedure
2858681000006119	Postprocedural hepatic failure
2864041000006118	Hepatorenal syndrome following delivery
2896171000006116	Bleeding gastric varices
43471011	Fibrosis of pancreas
2915211000006119	Cirrhosis of pancreas
2935051000006118	Posthepatitic cirrhosis
2937111000006111	Liver transplant with recipient hepatectomy
2949531000006115	Liver transplant without recipient hepatectomy
2962351000006117	Transfusion hepatitis
2962331000006112	Posttransfusion viral hepatitis
2962341000006119	Posttransfusion hepatitis
2999971000006115	Postprocedural hepatorenal syndrome
2999961000006110	Hepatorenal syndrome due to a procedure
3033421000006115	Parasitic cirrhosis
3033691000006115	Complication of transplanted liver
3100831000006113	Acute yellow atrophy of liver following molar AND/OR ectopic pregnancy
3100841000006115	Acute necrosis of liver following molar AND/OR ectopic pregnancy
3106821000006112	Clonorchiasis with biliary cirrhosis
3122251000006114	Chronic immune tolerant hepatitis B
3122241000006112	Chronic persistent type B viral hepatitis
3151011000006114	Spontaneous abortion with acute yellow atrophy of liver
3151001000006111	Miscarriage with acute necrosis of liver
3151031000006115	Miscarriage with acute yellow atrophy of liver
3151021000006118	Spontaneous abortion with acute necrosis of liver
3312561000006112	Chronic active type B viral hepatitis
3367271000006118	Radiation hepatitis
3409091000006113	Oriental cholangiohepatitis
3446751000006119	Nutritional edema with dyspigmentation of skin AND/OR hair
3446761000006117	Nutritional oedema with dyspigmentation of skin AND/OR hair
3446711000006115	Malignant malnutrition
3446721000006111	Deposed child syndrome
3446731000006114	Fatty liver of Brahmin children
3446741000006116	Protein malnutrition
96824017	Kwashiorkor
3447041000006117	Relapsing viral hepatitis
3475171000006115	Chronic persistent viral hepatitis
3484541000006114	Hbe Ag
3484531000006116	Hepatitis B associated e antigen
3484521000006119	Hepatitis B e antigen
3484551000006111	Hepatitis E antigen
3490971000006119	Hepatitis E antigen measurement
3492541000006115	Hepatitis D antibody measurement
3510791000006110	Familial arthrogryposis - cholestatic hepatorenal syndrome
3510781000006112	Lethal familial cholestatic AND pigmentary liver disease
3510771000006114	Familial arthrogryposis-cholestatic hepatorenal syndrome
3523221000006115	Hepatitis C virus
3523231000006117	HCV - Hepatitis C virus
3527631000006111	Infectious necrotic hepatitis
3527651000006116	Infection caused by Clostridium novyi
3527621000006113	Infection due to Clostridium novyi
3527641000006118	Black disease
3587281000006119	Chronic active viral hepatitis
3634881000006112	Neonatal hepatitis
3634891000006110	Giant cell hepatitis
3636581000006118	Icterus gravis of pregnancy
3636591000006115	Acute yellow atrophy of liver during pregnancy
3678071000006110	Subacute noninfective hepatitis
122921000006118	Subacute hepatitis - noninfective
3678081000006113	Subacute non-infective hepatitis
3738321000006116	Anti HBc IgG type
3738331000006118	Antibody to hepatitis B core antigen, immunoglobulin G type
3738311000006112	Antibody to hepatitis B core antigen, IgG type
3748931000006118	Acute hepatitis B
3748921000006116	Acute type B viral hepatitis
3772081000006115	Pigment cirrhosis
3808311000006118	Stapling of gastric varices
133978014	Secondary syphilitic hepatitis
3813641000006119	Secondary syphilis of liver
3828021000006119	HBV - Hepatitis B virus
3828011000006110	Serum hepatitis virus
3828001000006112	Hepatitis B virus
3860591000006116	Delta agent
3860561000006112	Hepatitis D virus
3860571000006117	Delta hepatitis viral agent
3860581000006119	HDV - Hepatitis D virus
3905811000006110	Postnecrotic cirrhosis
3905821000006119	Healed yellow atrophy of liver
303787010	[X]Granulomatous hepatitis, not elsewhere classified
806841000006117	Granulomatous hepatitis
3937841000006113	Hyperpipecolic acidemia
3937811000006114	Zellweger syndrome
3937821000006118	Cerebrohepatorenal syndrome
3937831000006115	Hyperpipecolic acidaemia
1235347013	Zellweger's syndrome
3959541000006116	Chronic aggressive viral hepatitis
3966001000006110	HBcAg measurement
3965991000006114	Hepatitis B core antigen measurement
3973131000006117	Anesthesia for liver transplant, recipient
3973121000006115	Anaesthesia for liver transplant, recipient
3975431000006114	Illegal abortion with acute yellow atrophy of liver
3975441000006116	Illegal abortion with acute necrosis of liver
3975421000006111	Illegal termination of pregnancy with acute necrosis of liver
3981401000006111	Necrosis of liver of pregnancy
4058511000006118	Cholestatic hepatitis
4170231000006119	Obstructive biliary cirrhosis
4200821000006111	Viral hepatitis B without hepatic coma
4200831000006114	Infectious neonatal hepatitis
4353651000006112	Nutritional cirrhosis
4353661000006114	Cholangiolitic cirrhosis
4353671000006119	Septal fibrosis of liver
4355091000006112	Latent cirrhosis
4355101000006118	Advanced cirrhosis
4403611000006113	Acquired portal-systemic shunt due to cirrhosis
3691681000006119	Injection of esophageal varices by endoscopy
3691711000006118	Injection of sclerosing agent into oesophageal varices by endoscopy
3691651000006110	Esophagoscopy for injection of esophageal varices
3691701000006116	Endoscopic injection of oesophageal varices
3691731000006112	Injection of oesophageal varices by endoscopy
3691721000006114	Injection of varicose veins of oesophagus by endoscopy
3691641000006113	Oesophagoscopy for injection of oesophageal varices
3691661000006112	Injection of sclerosing agent into esophageal varices by endoscopy
3691671000006117	Endoscopic injection of esophageal varices
3691691000006116	Injection of varicose veins of esophagus by endoscopy
1227539017	[V]SH antigen carrier
1227541016	[V]Hepatitis Australia antigen carrier
460192013	[V]Viral hepatitis carrier
1227540015	[V]Australia antigen carrier
264367013	Viral hepatitis carrier
457391000006117	Acute hepatitis B with delta agent (coinfection) with hepatic coma
457401000006115	Acute hepatitis B with delta-agent (coinfection) without hepatic coma
4742611000006119	Hepatitis non-A non-B
821081000006115	Hepatitis non A non B
293605014	Alpha-1-antitrypsin hepatitis
4787291000006118	NAFLD - Nonalcoholic fatty liver disease
303457015	Non-alcoholic fatty liver
4787481000006117	Quaternary syphilitic hepatitis
303501010	Hepatitis in late syphilis
303503013	Hepatitis in secondary syphilis
99171000006113	Toxic liver disease, unspecified
303780012	[X]Toxic liver disease with other disorders of liver
303510019	Toxic liver disease
303786018	[X]Toxic liver disease, unspecified
303511015	Toxic liver disease with cholestasis
303514011	Toxic liver disease with acute hepatitis
316474016	Congenital viral hepatitis
316477011	Congenital viral hepatitis NOS
316476019	Other specified congenital viral hepatitis
4837241000006117	Congenital hepatitis
5076631000006115	Operation on oesophageal varices
5076641000006113	Operation on esophageal varices
5076881000006115	Sclerotherapy of oesophageal varices
5076891000006117	Injection of scleroscant into esophageal varices
5076901000006118	Injection of scleroscant into oesophageal varices
5076911000006115	Sclerotherapy of esophageal varices
5077541000006110	Injection of scleroscant into gastric lesion
5077531000006117	Sclerotherapy of gastric varices
5077711000006116	Balloon tamponade of stomach
5077731000006110	Balloon tamponade of gastric varices
5077721000006112	Balloon tamponade of stomach using Linton-Nachlas tube
5086591000006113	Acute hepatitis B with hepatitis D
353576014	Acute hepatitis C
5086641000006115	Acute non-A non-B hepatitis
459860017	Hepatitis B carrier
2474329018	Hepatitis C carrier
5086771000006118	Ischemic hepatitis
5086761000006113	Ischaemic hepatitis
5152281000006113	Symmer pipe-stem fibrosis
5152261000006115	Symmer's pipe-stem fibrosis
5152271000006110	Clay pipe-stem cirrhosis
5153141000006119	Capillaria hepatica hepatitis
5153151000006117	Hepatic capillariasis
5161091000006119	Ultrasound scan of transplant liver
5161081000006117	US scan of transplant liver
161771000006119	Sawaguchi roux-en-y procedure for biliary atresia
394251013	Roux-en-Y procedure for biliary atresia
5538541000006110	Entire transplanted liver
5586981000006115	Cryptogenic hepatitis in infancy
5586971000006118	Idiopathic hepatitis in infancy
5588901000006113	Congenital non-A non-B hepatitis infection
5619351000006114	Congenital hepatitis C infection
5903231000006114	Yellow atrophy of the liver
3151501000006115	IH - Infectious hepatitis
2598261000006118	Idiopathic neonatal hemochromatosis
2598271000006113	Idiopathic neonatal haemochromatosis
2598251000006115	Neonatal hemochromatosis
2598241000006117	Neonatal haemochromatosis
3918501000006116	Liver necrosis
3918491000006112	Hepatic necrosis
4353631000006117	Acute focal hepatitis
6342211000006110	Copper storage associated hepatitis
6346091000006112	Lymphocytic portal hepatitis
6347341000006116	Hepatitis C antibody positive with elevated alanine transaminase
6347331000006114	Hepatitis C seropositive with elevated ALT
6347321000006111	Hepatitis C antibody positive with elevated ALT
6349661000006117	Early cirrhosis
