ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
3293041000033116	36026511000001102	Paricalcitol 5micrograms/1ml solution for injection ampoules	Paricalcitol 5micrograms/1ml solution for injection ampoules	Solution for injection	Intravenous	Paricalcitol	5.000microgram/1.000ml	9060400	NA
35041000033110	NA	Alfacalcidol Solution 200nanograms/ml	NA	NA	NA	NA	NA	NA	NA
28341000033117	NA	Alfacalcidol Drops 5 micrograms/ml	NA	NA	NA	NA	NA	NA	NA
24641000033117	329331002	Alfacalcidol 250nanogram capsules	Alfacalcidol 250nanogram capsules	Capsule	Oral	Alfacalcidol	250.000nanogram	9060400	NA
24541000033118	329332009	Alfacalcidol 1microgram capsules	Alfacalcidol 1microgram capsules	Capsule	Oral	Alfacalcidol	1.000microgram	9060400	NA
2173741000033116	329343001	Alfacalcidol 2micrograms/ml oral drops sugar free	Alfacalcidol 2micrograms/ml oral drops sugar free	Oral drops	Oral	Alfacalcidol	2.000microgram/1.000ml	9060400	NA
1916941000033118	329344007	Alfacalcidol 500nanogram capsules	Alfacalcidol 500nanogram capsules	Capsule	Oral	Alfacalcidol	500.000nanogram	9060400	NA
3247241000033113	409393009	Cinacalcet 30mg tablets	Cinacalcet 30mg tablets	Tablet	Oral	Cinacalcet hydrochloride	30.000mg	9050102	NA
3247341000033115	409394003	Cinacalcet 60mg tablets	Cinacalcet 60mg tablets	Tablet	Oral	Cinacalcet hydrochloride	60.000mg	9050102	NA
3247441000033114	409395002	Cinacalcet 90mg tablets	Cinacalcet 90mg tablets	Tablet	Oral	Cinacalcet hydrochloride	90.000mg	9050102	NA
4458741000033116	418927005	Paricalcitol 4microgram capsules	Paricalcitol 4microgram capsules	Capsule	Oral	Paricalcitol	4.000microgram	9060400	NA
4458541000033112	419367007	Paricalcitol 1microgram capsules	Paricalcitol 1microgram capsules	Capsule	Oral	Paricalcitol	1.000microgram	9060400	NA
4458641000033113	419681000	Paricalcitol 2microgram capsules	Paricalcitol 2microgram capsules	Capsule	Oral	Paricalcitol	2.000microgram	9060400	NA
13157441000033112	37617311000001109	Cinacalcet 1mg granules in capsules for opening	Cinacalcet 1mg granules in capsules for opening	Granules	Oral	Cinacalcet hydrochloride	1.000mg	NA	NA
13157541000033113	37617411000001102	Cinacalcet 2.5mg granules in capsules for opening	Cinacalcet 2.5mg granules in capsules for opening	Granules	Oral	Cinacalcet hydrochloride	2.500mg	NA	NA
13157641000033114	37617511000001103	Cinacalcet 5mg granules in capsules for opening	Cinacalcet 5mg granules in capsules for opening	Granules	Oral	Cinacalcet hydrochloride	5.000mg	NA	NA
13157741000033117	37597211000001106	Mimpara 1mg granules in capsules for opening (Amgen Ltd)	Mimpara 1mg granules in capsules for opening	Granules	Oral	Cinacalcet hydrochloride	1.000mg	NA	NA
13157841000033110	37597511000001109	Mimpara 2.5mg granules in capsules for opening (Amgen Ltd)	Mimpara 2.5mg granules in capsules for opening	Granules	Oral	Cinacalcet hydrochloride	2.500mg	NA	NA
13157941000033119	37597811000001107	Mimpara 5mg granules in capsules for opening (Amgen Ltd)	Mimpara 5mg granules in capsules for opening	Granules	Oral	Cinacalcet hydrochloride	5.000mg	NA	NA
1005641000033114	NA	One-Alpha Solution 200nanograms/ml	NA	NA	NA	NA	NA	NA	NA
1005041000033115	NA	One-Alpha Drops 5 micrograms/ml	NA	NA	NA	NA	NA	NA	NA
