snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
363341000000107#,NA,Non-English speaking,NA#,0,1,1,685201000000110#,Telugu language interpreter needed,9Nn4,9Nn4.00,6.85E+14,NA,37
363461000000100#,NA,Non-English speaking,NA#,0,1,1,8116221000006112#,Tonga language interpreter needed,^ESCTTO811622,NA,2.48E+15,NA,37
363461000000100#,NA,Non-English speaking,NA#,0,1,1,685451000000110#,Tongan language interpreter needed,9Nn5,9Nn5.00,6.85E+14,NA,37
363551000000104#,NA,Non-English speaking,NA#,0,1,1,685651000000113#,Turkmen language interpreter needed,9Nn6,9Nn6.00,6.86E+14,NA,37
363681000000106#,NA,Non-English speaking,NA#,0,1,1,685911000000118#,Tajik language interpreter needed,9NnA,9NnA.00,6.86E+14,NA,37
363941000000108#,NA,Non-English speaking,NA#,0,1,1,686431000000113#,Tswana language interpreter needed,9NnE,9NnE.00,6.86E+14,NA,37
364141000000107#,NA,Non-English speaking,NA#,0,1,1,686851000000116#,Uighur language interpreter needed,9NnH,9NnH.00,6.87E+14,NA,37
364511000000100#,NA,Non-English speaking,NA#,0,1,1,687591000000113#,Xhosa language interpreter needed,9NnP,9NnP.00,6.88E+14,NA,37
973151000000105#,NA,Non-English speaking,NA#,0,1,1,2475761000000113#,Western Frisian interpreter needed,ESCTWE5,NA,2.48E+15,NA,37
973101000000109#,NA,Non-English speaking,NA#,0,1,1,8358611000006119#,Tahitian interpreter needed,^ESCTTA835861,NA,2.48E+15,NA,37
973121000000100#,NA,Non-English speaking,NA#,0,1,1,8358631000006113#,Venda interpreter needed,^ESCTVE835863,NA,2.48E+15,NA,37
973121000000100#,NA,Non-English speaking,NA#,0,1,1,8358641000006115#,Tshivenda interpreter needed,^ESCTTS835864,NA,2.48E+15,NA,31
973131000000103#,NA,Non-English speaking,NA#,0,1,1,8358651000006118#,VolapÃ¼k interpreter needed,^ESCTVO835865,NA,2.48E+15,NA,37
973131000000103#,NA,Non-English speaking,NA#,0,1,1,8358661000006116#,Volapuk interpreter needed,^ESCTVO835866,NA,2.48E+15,NA,31
973141000000107#,NA,Non-English speaking,NA#,0,1,1,2475741000000112#,Walloon interpreter needed,ESCTWA1,NA,2.48E+15,NA,37
973161000000108#,NA,Non-English speaking,NA#,0,1,1,8358691000006112#,Wolof interpreter needed,^ESCTWO835869,NA,2.48E+15,NA,37
1047321000000104#,NA,Non-English speaking,NA#,0,1,1,2638721000000114#,Romanesa language interpreter needed,9NnT-2,NA,2.64E+15,NA,37
1047321000000104#,NA,Non-English speaking,NA#,0,1,1,2638741000000119#,Romsky language interpreter needed,9NnT-4,NA,2.64E+15,NA,37
1047321000000104#,NA,Non-English speaking,NA#,0,1,1,2638711000000115#,Romany language interpreter needed,9NnT,NA,2.64E+15,NA,37
1047321000000104#,NA,Non-English speaking,NA#,0,1,1,2643231000000111#,Romanes language interpreter needed,9NnT-1,NA,2.64E+15,NA,37
1047321000000104#,NA,Non-English speaking,NA#,0,1,1,2638731000000111#,Romani language interpreter needed,9NnT-3,NA,2.64E+15,NA,37
352931000000102#,NA,Non-English speaking,NA#,0,1,1,8113251000006110#,Ndebele language interpreter needed,^ESCTND811325,NA,6.63E+14,NA,37
203831000000104#,NA,Non-English speaking,NA#,0,1,1,8064041000006114#,Norwegian language interpreter needed,^ESCTNO806404,NA,6.45E+14,NA,37
203831000000104#,NA,Non-English speaking,NA#,0,1,1,311651000000116#,Interpreter needed - Norwegian,9NUY,9NUY.00,3.12E+14,NA,37
203901000000102#,NA,Non-English speaking,NA#,0,1,1,311791000000117#,Interpreter needed - Polish,9NUa,9NUa.00,3.12E+14,NA,37
203901000000102#,NA,Non-English speaking,NA#,0,1,1,8064121000006118#,Polish language interpreter needed,^ESCTPO806412,NA,6.45E+14,NA,37
204081000000109#,NA,Non-English speaking,NA#,0,1,1,312161000000116#,Interpreter needed - Sylheti,9NUl,9NUl.00,3.12E+14,NA,37
204081000000109#,NA,Non-English speaking,NA#,0,1,1,8064421000006110#,Sylheti language interpreter needed,^ESCTSY806442,NA,6.45E+14,NA,37
203981000000107#,NA,Non-English speaking,NA#,0,1,1,8064251000006119#,Serbian language interpreter needed,^ESCTSE806425,NA,6.45E+14,NA,37
203981000000107#,NA,Non-English speaking,NA#,0,1,1,684691000000116#,Serbo-Croatian language interpreter needed,9NUe-1,9NUe.11,6.85E+14,NA,37
203981000000107#,NA,Non-English speaking,NA#,0,1,1,311961000000113#,Interpreter needed - Serbian,9NUe,9NUe.00,3.12E+14,NA,37
203971000000105#,NA,Non-English speaking,NA#,0,1,1,311941000000112#,Interpreter needed - Russian,9NUd,9NUd.00,3.12E+14,NA,37
203971000000105#,NA,Non-English speaking,NA#,0,1,1,8064231000006114#,Russian language interpreter needed,^ESCTRU806423,NA,6.45E+14,NA,37
203911000000100#,NA,Non-English speaking,NA#,0,1,1,311811000000116#,Interpreter needed - Portuguese,9NUb,9NUb.00,3.12E+14,NA,37
203911000000100#,NA,Non-English speaking,NA#,0,1,1,8064141000006113#,Portuguese language interpreter needed,^ESCTPO806414,NA,6.45E+14,NA,37
203961000000103#,NA,Non-English speaking,NA#,0,1,1,684821000000118#,Punjabi language interpreter needed,9NUc-1,9NUc.11,6.85E+14,NA,37
203961000000103#,NA,Non-English speaking,NA#,0,1,1,8064201000006118#,Panjabi language interpreter needed,^ESCTPA806420,NA,6.45E+14,NA,37
203961000000103#,NA,Non-English speaking,NA#,0,1,1,311921000000117#,Interpreter needed - Panjabi,9NUc,9NUc.00,3.12E+14,NA,37
204051000000103#,NA,Non-English speaking,NA#,0,1,1,312101000000115#,Interpreter needed - Swedish,9NUk,9NUk.00,3.12E+14,NA,37
204051000000103#,NA,Non-English speaking,NA#,0,1,1,8064391000006119#,Swedish language interpreter needed,^ESCTSW806439,NA,6.45E+14,NA,37
203991000000109#,NA,Non-English speaking,NA#,0,1,1,311981000000116#,Interpreter needed - Shona,9NUf,9NUf.00,3.12E+14,NA,37
203991000000109#,NA,Non-English speaking,NA#,0,1,1,8064281000006110#,Shona language interpreter needed,^ESCTSH806428,NA,6.45E+14,NA,37
204021000000108#,NA,Non-English speaking,NA#,0,1,1,312041000000118#,Interpreter needed - Somali,9NUh,9NUh.00,3.12E+14,NA,37
204021000000108#,NA,Non-English speaking,NA#,0,1,1,8064331000006118#,Somali language interpreter needed,^ESCTSO806433,NA,6.45E+14,NA,37
204011000000102#,NA,Non-English speaking,NA#,0,1,1,8064301000006114#,Sinhala language interpreter needed,^ESCTSI806430,NA,6.45E+14,NA,37
204011000000102#,NA,Non-English speaking,NA#,0,1,1,312021000000113#,Interpreter needed - Sinhala,9NUg,9NUg.00,3.12E+14,NA,37
204031000000105#,NA,Non-English speaking,NA#,0,1,1,8064351000006113#,Spanish language interpreter needed,^ESCTSP806435,NA,6.45E+14,NA,37
204031000000105#,NA,Non-English speaking,NA#,0,1,1,312061000000117#,Interpreter needed - Spanish,9NUi,9NUi.00,3.12E+14,NA,37
352901000000108#,NA,Non-English speaking,NA#,0,1,1,8113231000006115#,Slovak language interpreter needed,^ESCTSL811323,NA,6.63E+14,NA,37
353881000000101#,NA,Non-English speaking,NA#,0,1,1,664911000000115#,Romanian language interpreter needed,9NUy,9NUy.00,6.65E+14,NA,37
362991000000107#,NA,Non-English speaking,NA#,0,1,1,684441000000111#,Oromo language interpreter needed,9Nmx,9Nmx.00,6.84E+14,NA,37
363061000000105#,NA,Non-English speaking,NA#,0,1,1,684581000000119#,Rundi language interpreter needed,9Nmz,9Nmz.00,6.85E+14,NA,37
203841000000108#,NA,Non-English speaking,NA#,0,1,1,8064061000006113#,Pashto language interpreter needed,^ESCTPA806406,NA,6.45E+14,NA,37
203841000000108#,NA,Non-English speaking,NA#,0,1,1,8064081000006115#,Pushto interpreter needed,^ESCTPU806408,NA,2.48E+15,NA,37
203841000000108#,NA,Non-English speaking,NA#,0,1,1,311671000000113#,Interpreter needed - Pashto,9NUZ,9NUZ.00,3.12E+14,NA,37
204041000000101#,NA,Non-English speaking,NA#,0,1,1,312081000000114#,Interpreter needed - Swahili,9NUj,9NUj.00,3.12E+14,NA,37
204041000000101#,NA,Non-English speaking,NA#,0,1,1,8064371000006115#,Swahili language interpreter needed,^ESCTSW806437,NA,6.45E+14,NA,37
363591000000107#,NA,Non-English speaking,NA#,0,1,1,685731000000111#,Slovenian language interpreter needed,9Nn7,9Nn7.00,6.86E+14,NA,37
363621000000105#,NA,Non-English speaking,NA#,0,1,1,685791000000112#,Swati language interpreter needed,9Nn8,9Nn8.00,6.86E+14,NA,37
363651000000100#,NA,Non-English speaking,NA#,0,1,1,685851000000112#,Southern Sotho language interpreter needed,9Nn9,9Nn9.00,6.86E+14,NA,37
363781000000103#,NA,Non-English speaking,NA#,0,1,1,686111000000112#,Sundanese language interpreter needed,9NnC,9NnC.00,6.86E+14,NA,37
363841000000104#,NA,Non-English speaking,NA#,0,1,1,686231000000112#,Samoan language interpreter needed,9NnD,9NnD.00,6.86E+14,NA,37
364011000000105#,NA,Non-English speaking,NA#,0,1,1,686571000000111#,Quechua language interpreter needed,9NnF,9NnF.00,6.87E+14,NA,37
364051000000109#,NA,Non-English speaking,NA#,0,1,1,686651000000115#,Sango language interpreter needed,9NnG,9NnG.00,6.87E+14,NA,37
364211000000103#,NA,Non-English speaking,NA#,0,1,1,686991000000118#,Oriya language interpreter needed,9NnJ,9NnJ.00,6.87E+14,NA,37
364251000000104#,NA,Non-English speaking,NA#,0,1,1,687071000000116#,Nepali language interpreter needed,9NnK,9NnK.00,6.87E+14,NA,37
364311000000108#,NA,Non-English speaking,NA#,0,1,1,687191000000118#,Occitan language interpreter needed,9NnL,9NnL.00,6.87E+14,NA,37
364351000000107#,NA,Non-English speaking,NA#,0,1,1,687271000000112#,Nauru language interpreter needed,9NnM,9NnM.00,6.87E+14,NA,37
364481000000106#,NA,Non-English speaking,NA#,0,1,1,687531000000112#,Romansh language interpreter needed,9NnN,9NnN.00,6.88E+14,NA,37
973051000000109#,NA,Non-English speaking,NA#,0,1,1,8358561000006117#,Scottish Gaelic interpreter needed,^ESCTSC835856,NA,2.48E+15,NA,37
973061000000107#,NA,Non-English speaking,NA#,0,1,1,2475581000000111#,Serbo-Croatian interpreter needed,ESCTSE12,NA,2.48E+15,NA,37
973071000000100#,NA,Non-English speaking,NA#,0,1,1,8358581000006110#,Nuosu interpreter needed,^ESCTNU835858,NA,2.48E+15,NA,37
973071000000100#,NA,Non-English speaking,NA#,0,1,1,8358591000006113#,Sichuan Yi interpreter needed,^ESCTSI835859,NA,2.48E+15,NA,31
972881000000100#,NA,Non-English speaking,NA#,0,1,1,8358371000006117#,Navaho interpreter needed,^ESCTNA835837,NA,2.48E+15,NA,31
972881000000100#,NA,Non-English speaking,NA#,0,1,1,8358361000006112#,Navajo interpreter needed,^ESCTNA835836,NA,2.48E+15,NA,37
973081000000103#,NA,Non-English speaking,NA#,0,1,1,8358601000006117#,South Ndebele interpreter needed,^ESCTSO835860,NA,2.48E+15,NA,37
972911000000100#,NA,Non-English speaking,NA#,0,1,1,8358391000006116#,North Ndebele interpreter needed,^ESCTNO835839,NA,2.48E+15,NA,37
972891000000103#,NA,Non-English speaking,NA#,0,1,1,8358381000006119#,Ndonga interpreter needed,^ESCTND835838,NA,2.48E+15,NA,37
972941000000104#,NA,Non-English speaking,NA#,0,1,1,8358441000006117#,Norwegian Nynorsk interpreter needed,^ESCTNO835844,NA,2.48E+15,NA,37
972931000000108#,NA,Non-English speaking,NA#,0,1,1,2477181000000111#,Norwegian Bokmal interpreter needed,ESCTNO6-1,NA,2.48E+15,NA,37
972931000000108#,NA,Non-English speaking,NA#,0,1,1,2475321000000118#,Norwegian BokmÃ¥l interpreter needed,ESCTNO6,NA,2.48E+15,NA,37
972951000000101#,NA,Non-English speaking,NA#,0,1,1,8358451000006115#,Nyanja interpreter needed,^ESCTNY835845,NA,2.48E+15,NA,37
972951000000101#,NA,Non-English speaking,NA#,0,1,1,8358461000006118#,Chewa interpreter needed,^ESCTCH835846,NA,2.48E+15,NA,31
972981000000107#,NA,Non-English speaking,NA#,0,1,1,2475421000000114#,Ojibwa interpreter needed,ESCTOJ1,NA,2.48E+15,NA,37
972981000000107#,NA,Non-English speaking,NA#,0,1,1,2484111000000118#,Ojibwe interpreter needed,ESCTOJ1-1,NA,2.48E+15,NA,37
973001000000108#,NA,Non-English speaking,NA#,0,1,1,8358511000006115#,Ossetian interpreter needed,^ESCTOS835851,NA,2.48E+15,NA,37
973011000000105#,NA,Non-English speaking,NA#,0,1,1,2475481000000110#,Pali interpreter needed,ESCTPA25,NA,2.48E+15,NA,37
973031000000102#,NA,Non-English speaking,NA#,0,1,1,8358541000006116#,Sanskrit interpreter needed,^ESCTSA835854,NA,2.48E+15,NA,37
972921000000106#,NA,Non-English speaking,NA#,0,1,1,8358411000006116#,Northern Sami interpreter needed,^ESCTNO835841,NA,2.48E+15,NA,37
973041000000106#,NA,Non-English speaking,NA#,0,1,1,2475541000000115#,Sardinian interpreter needed,ESCTSA3,NA,2.48E+15,NA,37
203371000000106#,NA,Non-English speaking,NA#,0,1,1,310701000000118#,Interpreter needed - Italian,9NU7,9NU7.00,3.11E+14,NA,37
203371000000106#,NA,Non-English speaking,NA#,0,1,1,8063431000006110#,Italian language interpreter needed,^ESCTIT806343,NA,6.45E+14,NA,37
203801000000105#,NA,Non-English speaking,NA#,0,1,1,311591000000111#,Interpreter needed - Ganda,9NUV,9NUV.00,3.12E+14,NA,37
203801000000105#,NA,Non-English speaking,NA#,0,1,1,8063971000006116#,Ganda language interpreter needed,^ESCTGA806397,NA,6.45E+14,NA,37
203651000000107#,NA,Non-English speaking,NA#,0,1,1,8063781000006115#,Hindi language interpreter needed,^ESCTHI806378,NA,6.45E+14,NA,37
203651000000107#,NA,Non-English speaking,NA#,0,1,1,311271000000110#,Interpreter needed - Hindi,9NUN,9NUN.00,3.11E+14,NA,37
203611000000108#,NA,Non-English speaking,NA#,0,1,1,8063721000006119#,Hakka language interpreter needed,^ESCTHA806372,NA,6.45E+14,NA,37
203611000000108#,NA,Non-English speaking,NA#,0,1,1,311191000000116#,Interpreter needed - Hakka,9NUK,9NUK.00,3.11E+14,NA,37
203531000000101#,NA,Non-English speaking,NA#,0,1,1,8063631000006113#,Igbo language interpreter needed,^ESCTIG806363,NA,6.45E+14,NA,37
203531000000101#,NA,Non-English speaking,NA#,0,1,1,311031000000116#,Interpreter needed - Igbo,9NUF,9NUF.00,3.11E+14,NA,37
203581000000102#,NA,Non-English speaking,NA#,0,1,1,8063661000006116#,German language interpreter needed,^ESCTGE806366,NA,6.45E+14,NA,37
203581000000102#,NA,Non-English speaking,NA#,0,1,1,311131000000117#,Interpreter needed - German,9NUG,9NUG.00,3.11E+14,NA,37
203601000000106#,NA,Non-English speaking,NA#,0,1,1,311171000000115#,Interpreter needed - Gujarati,9NUJ,9NUJ.00,3.11E+14,NA,37
203601000000106#,NA,Non-English speaking,NA#,0,1,1,8063701000006112#,Gujarati language interpreter needed,^ESCTGU806370,NA,6.45E+14,NA,37
203591000000100#,NA,Non-English speaking,NA#,0,1,1,311151000000112#,Interpreter needed - Greek,9NUH,9NUH.00,3.11E+14,NA,37
203591000000100#,NA,Non-English speaking,NA#,0,1,1,8063681000006114#,Greek language interpreter needed,^ESCTGR806368,NA,6.45E+14,NA,37
203631000000100#,NA,Non-English speaking,NA#,0,1,1,311231000000113#,Interpreter needed - Hausa,9NUL,9NUL.00,3.11E+14,NA,37
203631000000100#,NA,Non-English speaking,NA#,0,1,1,8063741000006114#,Hausa language interpreter needed,^ESCTHA806374,NA,6.45E+14,NA,37
203641000000109#,NA,Non-English speaking,NA#,0,1,1,311251000000118#,Interpreter needed - Hebrew,9NUM,9NUM.00,3.11E+14,NA,37
203641000000109#,NA,Non-English speaking,NA#,0,1,1,8063761000006113#,Hebrew language interpreter needed,^ESCTHE806376,NA,6.45E+14,NA,37
203711000000102#,NA,Non-English speaking,NA#,0,1,1,311391000000118#,Interpreter needed - Lingala,9NUS,9NUS.00,3.11E+14,NA,37
203711000000102#,NA,Non-English speaking,NA#,0,1,1,8063871000006110#,Lingala language interpreter needed,^ESCTLI806387,NA,6.45E+14,NA,37
203691000000104#,NA,Non-English speaking,NA#,0,1,1,311351000000114#,Interpreter needed - Korean,9NUQ,9NUQ.00,3.11E+14,NA,37
203691000000104#,NA,Non-English speaking,NA#,0,1,1,8063831000006112#,Korean language interpreter needed,^ESCTKO806383,NA,6.45E+14,NA,37
203681000000101#,NA,Non-English speaking,NA#,0,1,1,311331000000119#,Interpreter needed - Japanese,9NUP,9NUP.00,3.11E+14,NA,37
203681000000101#,NA,Non-English speaking,NA#,0,1,1,8063811000006118#,Japanese language interpreter needed,^ESCTJA806381,NA,6.45E+14,NA,37
203821000000101#,NA,Non-English speaking,NA#,0,1,1,311631000000111#,Interpreter needed - Mandarin,9NUX,9NUX.00,3.12E+14,NA,37
203821000000101#,NA,Non-English speaking,NA#,0,1,1,8064021000006119#,Mandarin language interpreter needed,^ESCTMA806402,NA,6.45E+14,NA,37
203701000000104#,NA,Non-English speaking,NA#,0,1,1,8063851000006117#,Kurdish language interpreter needed,^ESCTKU806385,NA,6.45E+14,NA,37
203701000000104#,NA,Non-English speaking,NA#,0,1,1,311371000000117#,Interpreter needed - Kurdish,9NUR,9NUR.00,3.11E+14,NA,37
203721000000108#,NA,Non-English speaking,NA#,0,1,1,311411000000118#,Interpreter needed - Lithuanian,9NUT,9NUT.00,3.11E+14,NA,37
203721000000108#,NA,Non-English speaking,NA#,0,1,1,8063901000006110#,Lithuanian language interpreter needed,^ESCTLI806390,NA,6.45E+14,NA,37
203811000000107#,NA,Non-English speaking,NA#,0,1,1,8063991000006115#,Malayalam language interpreter needed,^ESCTMA806399,NA,6.45E+14,NA,37
203811000000107#,NA,Non-English speaking,NA#,0,1,1,311611000000115#,Interpreter needed - Malayalam,9NUW,9NUW.00,3.12E+14,NA,37
359641000000107#,NA,Non-English speaking,NA#,0,1,1,677351000000117#,Mongolian language interpreter needed,9Nm0,9Nm0.00,6.77E+14,NA,37
359671000000101#,NA,Non-English speaking,NA#,0,1,1,677411000000113#,Moldavian language interpreter needed,9Nm1,9Nm1.00,6.77E+14,NA,37
359701000000102#,NA,Non-English speaking,NA#,0,1,1,677471000000115#,Marathi language interpreter needed,9Nm2,9Nm2.00,6.77E+14,NA,37
359731000000108#,NA,Non-English speaking,NA#,0,1,1,677531000000116#,Maltese language interpreter needed,9Nm3,9Nm3.00,6.78E+14,NA,37
359761000000103#,NA,Non-English speaking,NA#,0,1,1,677591000000115#,Luganda language interpreter needed,9Nm4,9Nm4.00,6.78E+14,NA,37
359851000000109#,NA,Non-English speaking,NA#,0,1,1,677771000000110#,Kirghiz language interpreter needed,9Nm7,9Nm7.00,6.78E+14,NA,37
359881000000103#,NA,Non-English speaking,NA#,0,1,1,677831000000119#,Iban language interpreter needed,9Nm8,9Nm8.00,6.78E+14,NA,37
359911000000103#,NA,Non-English speaking,NA#,0,1,1,677891000000118#,Maori language interpreter needed,9Nm9,9Nm9.00,6.78E+14,NA,37
359971000000108#,NA,Non-English speaking,NA#,0,1,1,678011000000118#,Macedonian language interpreter needed,9NmA,9NmA.00,6.78E+14,NA,37
360011000000101#,NA,Non-English speaking,NA#,0,1,1,678091000000110#,Malagasy language interpreter needed,9NmB,9NmB.00,6.78E+14,NA,37
360131000000108#,NA,Non-English speaking,NA#,0,1,1,678331000000111#,Kinyarwanda language interpreter needed,9NmE,9NmE.00,6.78E+14,NA,37
360161000000103#,NA,Non-English speaking,NA#,0,1,1,678391000000112#,Malay language interpreter needed,9NmF,9NmF.00,6.78E+14,NA,37
360191000000109#,NA,Non-English speaking,NA#,0,1,1,678451000000111#,Kashmiri language interpreter needed,9NmG,9NmG.00,6.78E+14,NA,37
360221000000102#,NA,Non-English speaking,NA#,0,1,1,678511000000111#,Kazakh language interpreter needed,9NmH,9NmH.00,6.79E+14,NA,37
360251000000107#,NA,Non-English speaking,NA#,0,1,1,678571000000118#,Inupiaq language interpreter needed,9NmJ,9NmJ.00,6.79E+14,NA,37
360071000000106#,NA,Non-English speaking,NA#,0,1,1,678211000000113#,Latvian language interpreter needed,9NmC,9NmC.00,6.78E+14,NA,37
360281000000101#,NA,Non-English speaking,NA#,0,1,1,678631000000119#,Javanese language interpreter needed,9NmK,9NmK.00,6.79E+14,NA,37
360311000000103#,NA,Non-English speaking,NA#,0,1,1,678691000000118#,Inuktitut language interpreter needed,9NmL,9NmL.00,6.79E+14,NA,37
360341000000102#,NA,Non-English speaking,NA#,0,1,1,678751000000117#,Interlingue language interpreter needed,9NmM,9NmM.00,6.79E+14,NA,37
360371000000108#,NA,Non-English speaking,NA#,0,1,1,678811000000114#,Lao language interpreter needed,9NmN,9NmN.00,6.79E+14,NA,37
360401000000105#,NA,Non-English speaking,NA#,0,1,1,678871000000116#,Icelandic language interpreter needed,9NmP,9NmP.00,6.79E+14,NA,37
360431000000104#,NA,Non-English speaking,NA#,0,1,1,678931000000110#,Hungarian language interpreter needed,9NmQ,9NmQ.00,6.79E+14,NA,37
362011000000102#,NA,Non-English speaking,NA#,0,1,1,692821000000111#,Greenlandic language interpreter needed,9Nmc-1,9Nmc.11,6.93E+14,NA,37
362011000000102#,NA,Non-English speaking,NA#,0,1,1,682311000000110#,Kalaallisut language interpreter needed,9Nmc,9Nmc.00,6.82E+14,NA,37
362111000000101#,NA,Non-English speaking,NA#,0,1,1,682521000000113#,Indonesian language interpreter needed,9Nmf,9Nmf.00,6.83E+14,NA,37
361441000000100#,NA,Non-English speaking,NA#,0,1,1,681151000000119#,Guarani language interpreter needed,9NmR,9NmR.00,6.81E+14,NA,37
361471000000106#,NA,Non-English speaking,NA#,0,1,1,681211000000114#,Georgian language interpreter needed,9NmS,9NmS.00,6.81E+14,NA,37
361851000000100#,NA,Non-English speaking,NA#,0,1,1,681991000000112#,Galician language interpreter needed,9NmX,9NmX.00,6.82E+14,NA,37
972731000000105#,NA,Non-English speaking,NA#,0,1,1,8358211000006117#,Irish interpreter needed,^ESCTIR835821,NA,2.47E+15,NA,37
972851000000106#,NA,Non-English speaking,NA#,0,1,1,8358341000006113#,Manx interpreter needed,^ESCTMA835834,NA,2.48E+15,NA,37
972681000000101#,NA,Non-English speaking,NA#,0,1,1,8358151000006112#,Haitian interpreter needed,^ESCTHA835815,NA,2.47E+15,NA,37
972691000000104#,NA,Non-English speaking,NA#,0,1,1,8358161000006114#,Herero interpreter needed,^ESCTHE835816,NA,2.47E+15,NA,37
972701000000104#,NA,Non-English speaking,NA#,0,1,1,8358171000006119#,Hiri Motu interpreter needed,^ESCTHI835817,NA,2.47E+15,NA,37
972711000000102#,NA,Non-English speaking,NA#,0,1,1,8358181000006116#,Ido interpreter needed,^ESCTID835818,NA,2.47E+15,NA,37
972721000000108#,NA,Non-English speaking,NA#,0,1,1,8358201000006115#,Interlingua interpreter needed,^ESCTIN835820,NA,2.47E+15,NA,37
972741000000101#,NA,Non-English speaking,NA#,0,1,1,8358221000006113#,Kanuri interpreter needed,^ESCTKA835822,NA,2.47E+15,NA,37
972751000000103#,NA,Non-English speaking,NA#,0,1,1,8358231000006111#,Kikuyu interpreter needed,^ESCTKI835823,NA,2.47E+15,NA,37
972771000000107#,NA,Non-English speaking,NA#,0,1,1,8358251000006116#,Komi interpreter needed,^ESCTKO835825,NA,2.48E+15,NA,37
972781000000109#,NA,Non-English speaking,NA#,0,1,1,8358261000006119#,Kongo interpreter needed,^ESCTKO835826,NA,2.48E+15,NA,37
972791000000106#,NA,Non-English speaking,NA#,0,1,1,8358271000006114#,Kuanyama interpreter needed,^ESCTKU835827,NA,2.48E+15,NA,37
972791000000106#,NA,Non-English speaking,NA#,0,1,1,8358281000006112#,Kwanyama interpreter needed,^ESCTKW835828,NA,2.48E+15,NA,31
972801000000105#,NA,Non-English speaking,NA#,0,1,1,2475061000000111#,Latin interpreter needed,ESCTLA4,NA,2.48E+15,NA,37
972811000000107#,NA,Non-English speaking,NA#,0,1,1,8358301000006111#,Limburgan interpreter needed,^ESCTLI835830,NA,2.48E+15,NA,37
972831000000104#,NA,Non-English speaking,NA#,0,1,1,2475121000000116#,Luxembourgish interpreter needed,ESCTLU1,NA,2.48E+15,NA,37
972821000000101#,NA,Non-English speaking,NA#,0,1,1,8358321000006118#,Luba-Katanga interpreter needed,^ESCTLU835832,NA,2.48E+15,NA,37
972861000000109#,NA,Non-English speaking,NA#,0,1,1,2475181000000115#,Marshallese interpreter needed,ESCTMA9,NA,2.48E+15,NA,37
203411000000105#,NA,Non-English speaking,NA#,0,1,1,310781000000111#,Interpreter needed - Dutch,9NUB,9NUB.00,3.11E+14,NA,37
203411000000105#,NA,Non-English speaking,NA#,0,1,1,8063521000006111#,Dutch language interpreter needed,^ESCTDU806352,NA,6.44E+14,NA,37
203301000000103#,NA,Non-English speaking,NA#,0,1,1,8063321000006118#,Amharic language interpreter needed,^ESCTAM806332,NA,6.44E+14,NA,37
203301000000103#,NA,Non-English speaking,NA#,0,1,1,310561000000113#,Interpreter needed - Amharic,9NU4,9NU4.00,3.11E+14,NA,37
203281000000104#,NA,Non-English speaking,NA#,0,1,1,310521000000117#,Interpreter needed - Akan,9NU2,9NU2.00,3.11E+14,NA,37
203281000000104#,NA,Non-English speaking,NA#,0,1,1,8063281000006112#,Akan language interpreter needed,^ESCTAK806328,NA,6.44E+14,NA,37
203401000000108#,NA,Non-English speaking,NA#,0,1,1,310761000000119#,Interpreter needed - Czech,9NUA,9NUA.00,3.11E+14,NA,37
203401000000108#,NA,Non-English speaking,NA#,0,1,1,8063501000006118#,Czech language interpreter needed,^ESCTCZ806350,NA,6.44E+14,NA,37
203311000000101#,NA,Non-English speaking,NA#,0,1,1,310581000000116#,Interpreter needed - Arabic,9NU5,9NU5.00,3.11E+14,NA,37
203311000000101#,NA,Non-English speaking,NA#,0,1,1,8063341000006113#,Arabic language interpreter needed,^ESCTAR806334,NA,6.44E+14,NA,37
203291000000102#,NA,Non-English speaking,NA#,0,1,1,310541000000112#,Interpreter needed - Albanian,9NU3,9NU3.00,3.11E+14,NA,37
203291000000102#,NA,Non-English speaking,NA#,0,1,1,8063301000006111#,Albanian language interpreter needed,^ESCTAL806330,NA,6.44E+14,NA,37
203391000000105#,NA,Non-English speaking,NA#,0,1,1,684751000000115#,Serbo-Croatian language interpreter needed,9NU9-1,9NU9.11,6.85E+14,NA,37
203391000000105#,NA,Non-English speaking,NA#,0,1,1,310741000000115#,Interpreter needed - Croatian,9NU9,9NU9.00,3.11E+14,NA,37
203391000000105#,NA,Non-English speaking,NA#,0,1,1,8063471000006113#,Croatian language interpreter needed,^ESCTCR806347,NA,6.44E+14,NA,37
203321000000107#,NA,Non-English speaking,NA#,0,1,1,8063371000006117#,Bengali language interpreter needed,^ESCTBE806337,NA,6.44E+14,NA,37
203321000000107#,NA,Non-English speaking,NA#,0,1,1,310601000000113#,Interpreter needed - Bengali,9NU6,9NU6.00,3.11E+14,NA,37
203381000000108#,NA,Non-English speaking,NA#,0,1,1,8063451000006115#,Cantonese language interpreter needed,^ESCTCA806345,NA,6.44E+14,NA,37
203381000000108#,NA,Non-English speaking,NA#,0,1,1,310721000000110#,Interpreter needed - Cantonese,9NU8,9NU8.00,3.11E+14,NA,37
203441000000106#,NA,Non-English speaking,NA#,0,1,1,310841000000110#,Interpreter needed - French,9NUD,9NUD.00,3.11E+14,NA,37
203441000000106#,NA,Non-English speaking,NA#,0,1,1,8063571000006112#,French language interpreter needed,^ESCTFR806357,NA,6.44E+14,NA,37
